id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_goal_low_left,att_hd_miss,att_hd_total,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_miss,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_pass,challenge_lost,clearance_off_line,corner_taken,crosses_18yard,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,losses,lost_corners,mins_played,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shield_ball_oop,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_freekick_cross,accurate_launches,accurate_pull_back,accurate_through_ball,att_assist_setplay,att_bx_left,att_bx_right,att_cmiss_left,att_cmiss_right,att_fastbreak,att_freekick_goal,att_freekick_miss,att_freekick_post,att_freekick_target,att_freekick_total,att_goal_low_centre,att_goal_low_right,att_ibox_blocked,att_lf_goal,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_post,att_obox_target,att_obxd_left,att_one_on_one,att_post_high,att_sv_high_centre,att_sv_high_left,att_sv_low_left,blocked_cross,blocked_scoring_att,clean_sheet,crosses_18yardplus,effective_blocked_cross,freekick_cross,goals_conceded_obox,goal_assist_deadball,goal_assist_setplay,hand_ball,hit_woodwork,interceptions_in_box,long_pass_own_to_opp_success,offtarget_att_assist,overrun,pen_goals_conceded,post_scoring_att,second_goal_assist,shot_fastbreak,six_yard_block,total_corners_intobox,total_fastbreak,total_pull_back,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,total_keeper_sweeper,att_miss_high_left,offside_provoked,penalty_conceded,red_card,assist_blocked_shot,att_goal_high_centre,att_goal_high_right,att_hd_goal,att_ibox_post,att_post_right,error_lead_to_shot,assist_attempt_saved,att_cmiss_high_right,att_corner,att_hd_target,att_goal_high_left,att_pen_goal,own_goals,error_lead_to_goal,assist_own_goal,goal_fastbreak,assist_penalty_won,att_hd_post,att_post_left,att_sv_high_right,penalty_won,second_yellow,last_man_tackle,att_lg_centre,assist_pass_lost,att_cmiss_high_left,assist_handball_won,att_obxd_right,foul_throw_in,cross_not_claimed,dive_catch,penalty_faced,stand_save,dangerous_play,penalty_save,att_obx_left,assist_post,att_obp_goal,att_pen_target,assist_free_kick_won,att_obx_right,att_pen_post,back_pass,att_lg_left,att_pen_miss,att_lg_right
3413,175693.0,Ryan Babel,Ryan,Babel,1986-12-19,Netherlands,Netherlands,49.0,M,Left/Right Winger,210,130.0,11.0,270.0,5.0,11.0,389.0,3.0,19.0,15.0,16.0,7.0,161.0,66.0,17.0,10.0,15.0,11.0,1.0,2.0,3.0,3.0,4.0,5.0,2.0,1.0,3.0,2.0,1.0,1.0,2.0,10.0,24.0,4.0,3.0,19.0,1.0,2.0,0.0,145.0,48.0,4.0,7.0,4.0,29.0,6.0,,15.0,14.0,28.0,,71.0,66.0,10.0,7.0,43.0,2.0,14.0,104.0,15.0,5.0,26.0,23.0,5.0,3.0,2.0,2.0,7.0,17.0,6.0,6.0,80.0,27.0,12.0,2.0,1260.0,15.0,9.0,458.0,0.0,120.0,39.0,46.0,185.0,185.0,3.0,20.0,25.0,29.0,140.0,,8.0,125.0,379.0,12.0,,23.0,148.0,21.0,10.0,34.0,38.0,27.0,132345.54809570312,162.0,4.0,359.0,9.0,7.0,22.0,9.0,469.0,27.0,10.0,1.0,8.0,3.0,4.0,725.0,36.0,37.0,37.0,16.0,,4.0,27.0,7.0,4.0,3.0,6.0,11.0,5.0,,1.0,4.0,1.0,,5.0,,1.0,,,1.0,,,,,,2.0,,5.0,1.0,3.0,5.0,1.0,,2.0,,3.0,,,1.0,1.0,3.0,10.0,,11.0,3.0,2.0,3.0,,1.0,3.0,2.0,1.0,17.0,8.0,3.0,3.0,1.0,,1.0,1.0,11.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,,,,,1.0,,,,,1.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
9762,160012.0,Daniel Bachmann,Daniel,Bachmann,1994-07-09,Austria,Austria,26.0,G,Goalkeeper,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12937,307671.0,Eric Bailly,Eric,Bailly,1994-04-12,Cote D’Ivoire,Cote D’Ivoire,,D,Centre Central Defender,210,197.0,6.0,66.0,,19.0,263.0,1.0,4.0,13.0,12.0,4.0,56.0,51.0,3.0,,,2.0,,,1.0,1.0,,2.0,1.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,1.0,,22.0,42.0,,,,6.0,2.0,,,,1.0,2.0,13.0,37.0,37.0,11.0,15.0,1.0,5.0,93.0,8.0,,13.0,12.0,,,,,11.0,14.0,13.0,13.0,111.0,47.0,2.0,11.0,639.0,,1.0,295.0,4.0,9.0,43.0,,48.0,48.0,1.0,28.0,13.0,6.0,76.0,1.0,2.0,8.0,256.0,5.0,,,216.0,20.0,37.0,5.0,,,59405.64842224121,18.0,,86.0,14.0,,36.0,,302.0,3.0,2.0,4.0,15.0,,2.0,406.0,8.0,5.0,5.0,5.0,,8.0,4.0,,9.0,,,,,,,6.0,,,,1.0,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,2.0,,1.0,,2.0,,1.0,,,,,2.0,35.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3030,4600.0,Leighton Baines,Leighton,Baines,1984-12-11,England,England,3.0,D,Left Full Back,210,62.0,3.0,101.0,,7.0,157.0,45.0,3.0,2.0,6.0,1.0,30.0,22.0,,2.0,,,,,,,,,,1.0,2.0,,,,0.0,2.0,1.0,,,,,,1.0,40.0,15.0,,,,8.0,2.0,,8.0,2.0,1.0,3.0,9.0,11.0,7.0,2.0,30.0,,2.0,66.0,5.0,,6.0,5.0,,,,,2.0,14.0,2.0,2.0,2.0,27.0,1.0,3.0,376.0,1.0,1.0,183.0,,84.0,1.0,26.0,57.0,57.0,1.0,6.0,8.0,8.0,83.0,,0.0,39.0,149.0,2.0,,4.0,69.0,10.0,7.0,1.0,18.0,11.0,39536.56127929688,60.0,,140.0,6.0,,17.0,1.0,191.0,2.0,2.0,1.0,8.0,,53.0,297.0,,1.0,1.0,1.0,,2.0,0.0,2.0,6.0,,5.0,6.0,1.0,,0.0,1.0,,,4.0,,,,,,,,,1.0,1.0,,,,,0.0,1.0,,,1.0,,,,,,,1.0,1.0,,3.0,1.0,6.0,1.0,,,,,,19.0,3.0,,2.0,,1.0,,,7.0,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11260,263844.0,Tiemoué Bakayoko,Tiemoué,Bakayoko,1994-08-17,France,France,41.0,M,Centre Defensive Midfielder,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4749,300836.0,Lewis Baker,Lewis,Baker,1995-04-25,England,England,42.0,M,Centre Central Midfielder,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32435,277691.0,Fabián Balbuena,Fabián,Balbuena,1991-08-23,Paraguay,Paraguay,,D,Centre Central Defender,210,459.0,31.0,202.0,,51.0,661.0,1.0,62.0,70.0,23.0,12.0,188.0,114.0,19.0,,3.0,14.0,,,12.0,14.0,1.0,13.0,1.0,,,2.0,,4.0,,,,1.0,,4.0,4.0,1.0,,66.0,102.0,,2.0,1.0,16.0,26.0,,,,2.0,4.0,106.0,114.0,172.0,82.0,80.0,,19.0,399.0,23.0,1.0,32.0,30.0,,,,,82.0,90.0,53.0,53.0,208.0,223.0,10.0,23.0,2014.0,1.0,2.0,805.0,15.0,15.0,140.0,10.0,180.0,180.0,,64.0,38.0,16.0,159.0,1.0,14.0,39.0,639.0,8.0,0.0,3.0,522.0,81.0,172.0,1.0,1.0,1.0,198783.01049804688,94.0,3.0,311.0,54.0,,129.0,,832.0,19.0,1.0,,40.0,1.0,1.0,1185.0,29.0,4.0,4.0,4.0,0.0,9.0,1.0,2.0,20.0,2.0,,,,2.0,,12.0,,1.0,,1.0,1.0,,1.0,,,,,,,,,3.0,,7.0,,,,,,,,,,,3.0,3.0,5.0,1.0,3.0,,2.0,,,1.0,1.0,4.0,133.0,2.0,,3.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,13.0,1.0,,,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
4711,303491.0,Sam Baldock,Sam,Baldock,1989-03-15,England,England,10.0,F,Centre Striker,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20183,186516.0,Leon Balogun,Leon,Balogun,1988-06-28,Germany,Nigeria,26.0,D,Centre Central Defender,210,141.0,2.0,23.0,,15.0,164.0,4.0,10.0,13.0,8.0,3.0,53.0,37.0,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,1.0,,1.0,,,,16.0,27.0,,,,6.0,1.0,,,,2.0,1.0,19.0,27.0,32.0,16.0,14.0,1.0,5.0,74.0,5.0,1.0,10.0,9.0,,,,,16.0,25.0,17.0,17.0,83.0,42.0,4.0,9.0,591.0,,1.0,212.0,3.0,7.0,25.0,1.0,66.0,66.0,,25.0,2.0,6.0,43.0,1.0,,4.0,160.0,2.0,,,162.0,12.0,32.0,1.0,,,64923.90734863281,19.0,,54.0,21.0,,42.0,1.0,216.0,1.0,,3.0,12.0,,4.0,308.0,6.0,9.0,9.0,2.0,,3.0,0.0,1.0,6.0,2.0,,,,,,3.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,2.0,17.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63655,259482.0,Tudor Baluta,Tudor,Baluta,1999-03-27,Romania,Romania,6.0,D,Centre Central Defender,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7500,291496.0,Sol Bamba,Sol,Bamba,1985-01-13,France,Cote D’Ivoire,,D,Defender,210,233.0,21.0,147.0,,44.0,380.0,5.0,46.0,94.0,28.0,27.0,253.0,134.0,20.0,2.0,3.0,12.0,,,6.0,9.0,4.0,9.0,3.0,1.0,2.0,1.0,1.0,7.0,2.0,2.0,2.0,3.0,,9.0,3.0,2.0,,60.0,175.0,0.0,1.0,4.0,50.0,24.0,2.0,,1.0,11.0,4.0,119.0,193.0,175.0,79.0,83.0,,35.0,289.0,28.0,4.0,52.0,42.0,,1.0,,1.0,79.0,99.0,81.0,81.0,95.0,150.0,17.0,37.0,2475.0,2.0,7.0,540.0,32.0,102.0,33.0,11.0,211.0,211.0,,100.0,75.0,50.0,106.0,2.0,13.0,53.0,372.0,40.0,0.0,4.0,297.0,37.0,175.0,20.0,1.0,1.0,242537.1748046875,101.0,,254.0,67.0,,112.0,3.0,550.0,22.0,1.0,,74.0,1.0,5.0,1083.0,27.0,20.0,20.0,12.0,0.0,7.0,14.0,,42.0,7.0,,,,,,12.0,,1.0,,,,1.0,2.0,,,,,,,2.0,1.0,2.0,1.0,2.0,,,,,,,,1.0,,0.0,6.0,2.0,7.0,,6.0,,10.0,,,,2.0,9.0,79.0,2.0,0.0,3.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,6.0,2.0,,,1.0,,,2.0,2.0,,,,,2.0,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14623,268674.0,Beni Baningime,Beni,Baningime,1998-09-09,DR Congo,DR Congo,34.0,M,Centre Defensive Midfielder,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15288,315660.0,Ben Barclay,Ben,Barclay,1996-10-07,England,England,26.0,D,Centre Central Defender,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517,51275.0,Phil Bardsley,Phil,Bardsley,1985-06-28,Scotland,Scotland,26.0,D,Right Full Back,210,160.0,38.0,233.0,,37.0,383.0,133.0,28.0,32.0,19.0,18.0,180.0,102.0,3.0,9.0,7.0,,,,,,,1.0,1.0,,2.0,1.0,1.0,5.0,7.0,9.0,10.0,,1.0,10.0,1.0,,1.0,79.0,70.0,4.0,,,32.0,9.0,1.0,,13.0,6.0,3.0,69.0,79.0,66.0,28.0,177.0,2.0,22.0,260.0,19.0,,27.0,23.0,,,,,28.0,79.0,31.0,31.0,181.0,157.0,9.0,14.0,1672.0,3.0,1.0,546.0,12.0,8.0,180.0,70.0,277.0,277.0,5.0,38.0,27.0,32.0,35.0,,8.0,120.0,378.0,13.0,,7.0,201.0,106.0,66.0,8.0,37.0,37.0,173170.994140625,211.0,1.0,391.0,47.0,,125.0,,555.0,12.0,2.0,,32.0,,186.0,1021.0,5.0,9.0,9.0,11.0,,7.0,4.0,8.0,19.0,9.0,,10.0,10.0,0.0,,10.0,,,,,3.0,1.0,1.0,,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,2.0,3.0,4.0,24.0,2.0,,4.0,,,,,4.0,63.0,4.0,1.0,1.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2.0,,,,,,,,,1.0,,,,,,,1.0,0.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
4115,280017.0,Ross Barkley,Ross,Barkley,1993-12-05,England,England,20.0,M,Centre Attacking Midfielder,210,354.0,34.0,517.0,23.0,40.0,870.0,6.0,8.0,19.0,27.0,8.0,74.0,57.0,20.0,21.0,17.0,8.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,1.0,11.0,6.0,1.0,4.0,10.0,21.0,37.0,2.0,5.0,27.0,2.0,2.0,1.0,207.0,89.0,4.0,3.0,2.0,21.0,10.0,,,2.0,33.0,6.0,71.0,76.0,13.0,8.0,76.0,6.0,14.0,165.0,12.0,3.0,13.0,9.0,2.0,5.0,4.0,5.0,8.0,38.0,8.0,8.0,206.0,54.0,5.0,3.0,1241.0,18.0,9.0,934.0,1.0,178.0,46.0,31.0,156.0,156.0,7.0,25.0,57.0,21.0,376.0,,17.0,253.0,850.0,7.0,1.0,22.0,385.0,41.0,13.0,22.0,7.0,7.0,166444.2022705078,290.0,9.0,576.0,1.0,24.0,46.0,,954.0,41.0,10.0,14.0,15.0,4.0,7.0,1194.0,40.0,19.0,19.0,27.0,0.0,16.0,15.0,7.0,10.0,1.0,,1.0,1.0,5.0,,,1.0,2.0,,5.0,2.0,2.0,1.0,1.0,,,,,1.0,,2.0,8.0,1.0,5.0,6.0,1.0,,4.0,,,,1.0,1.0,1.0,4.0,14.0,2.0,5.0,4.0,,4.0,,,1.0,1.0,2.0,47.0,4.0,3.0,,1.0,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,1.0,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
13590,258110.0,Daniel Barlaser,Daniel,Barlaser,1997-01-18,England,England,4.0,M,Centre Central Midfielder,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8246,10314.0,Ashley Barnes,Ashley,Barnes,1989-10-30,England,England,10.0,F,Centre Striker,210,95.0,11.0,212.0,32.0,14.0,306.0,1.0,228.0,132.0,37.0,10.0,256.0,166.0,54.0,11.0,20.0,36.0,1.0,3.0,5.0,13.0,12.0,12.0,14.0,7.0,20.0,3.0,3.0,8.0,7.0,11.0,52.0,9.0,6.0,30.0,8.0,9.0,5.0,112.0,77.0,6.0,13.0,10.0,39.0,23.0,,1.0,4.0,39.0,7.0,339.0,219.0,24.0,16.0,71.0,15.0,54.0,184.0,26.0,12.0,41.0,34.0,9.0,2.0,2.0,2.0,16.0,148.0,2.0,2.0,109.0,29.0,20.0,5.0,2386.0,14.0,30.0,508.0,8.0,78.0,94.0,36.0,360.0,360.0,18.0,19.0,40.0,39.0,113.0,,21.0,125.0,296.0,21.0,0.0,22.0,122.0,36.0,24.0,13.0,6.0,5.0,306428.61572265625,265.0,73.0,402.0,12.0,45.0,36.0,22.0,518.0,65.0,10.0,11.0,28.0,5.0,1.0,984.0,110.0,84.0,84.0,65.0,0.0,10.0,7.0,16.0,17.0,8.0,,1.0,1.0,21.0,,3.0,2.0,2.0,,3.0,5.0,2.0,1.0,2.0,,,,,,1.0,4.0,14.0,1.0,5.0,,,,4.0,,1.0,2.0,,1.0,2.0,1.0,14.0,4.0,1.0,1.0,,7.0,,,4.0,2.0,,12.0,8.0,5.0,2.0,2.0,,2.0,4.0,1.0,2.0,3.0,,,,,,,,,,,,,,,,,,0.0,,,,,4.0,,2.0,2.0,,,1.0,1.0,,5.0,,2.0,1.0,,,1.0,,1.0,,1.0,1.0,,,,,0.0,,,,,,,,1.0,,,,,,,,,,,,
49956,154334.0,Antonio Barreca,Antonio,Barreca,1995-03-18,Italy,Italy,23.0,D,Left Full Back,210,,,1.0,,,1.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,2.0,1.0,,4.0,,,2.0,,2.0,,,2.0,2.0,,,,1.0,,,,,1.0,,,,,1.0,,,1.0,1.0,1137.03259277344,1.0,,3.0,,,,,2.0,,,1.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51435,235007.0,Connor Barrett,Connor,Barrett,2002-03-01,England,England,6.0,D,Right Full Back,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7450,289009.0,Michy Batshuayi,Michy,Batshuayi,1993-10-02,Belgium,Belgium,9.0,F,Centre Striker,210,46.0,3.0,60.0,8.0,8.0,106.0,,32.0,12.0,11.0,3.0,72.0,61.0,18.0,9.0,2.0,13.0,,,2.0,3.0,4.0,4.0,3.0,3.0,12.0,2.0,1.0,2.0,4.0,9.0,23.0,5.0,1.0,12.0,1.0,1.0,2.0,43.0,30.0,,3.0,3.0,14.0,1.0,,,1.0,12.0,1.0,58.0,25.0,,,11.0,1.0,7.0,34.0,9.0,5.0,11.0,8.0,5.0,,,,,16.0,3.0,3.0,43.0,8.0,3.0,1.0,756.0,1.0,10.0,155.0,3.0,17.0,20.0,8.0,95.0,95.0,4.0,12.0,14.0,14.0,43.0,,8.0,32.0,98.0,5.0,,2.0,67.0,8.0,,16.0,1.0,1.0,70604.7431640625,58.0,12.0,97.0,3.0,13.0,13.0,12.0,163.0,27.0,8.0,2.0,2.0,1.0,,273.0,46.0,16.0,16.0,2.0,,7.0,9.0,4.0,1.0,,,,,2.0,,2.0,,,,,2.0,1.0,1.0,1.0,,,,,,1.0,1.0,7.0,,2.0,2.0,1.0,,2.0,,1.0,,1.0,,1.0,,9.0,,,,,3.0,,,,,,7.0,1.0,1.0,,,,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,
3988,301091.0,Danny Batth,Danny,Batth,1990-09-21,England,England,5.0,D,Centre Central Defender,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19589,30517.0,Jan Bednarek,Jan,Bednarek,1996-04-12,Poland,Poland,35.0,D,Centre Central Defender,210,363.0,32.0,217.0,,42.0,580.0,28.0,61.0,80.0,25.0,13.0,206.0,137.0,5.0,,8.0,4.0,,,2.0,2.0,,2.0,1.0,,1.0,,,1.0,,,,,1.0,1.0,,,1.0,47.0,129.0,1.0,1.0,,23.0,16.0,2.0,,1.0,5.0,6.0,105.0,127.0,168.0,76.0,120.0,,22.0,459.0,24.0,,37.0,32.0,,1.0,,1.0,76.0,146.0,71.0,71.0,212.0,264.0,11.0,27.0,2150.0,5.0,1.0,800.0,27.0,30.0,138.0,14.0,293.0,293.0,3.0,65.0,61.0,23.0,104.0,,2.0,49.0,560.0,17.0,,9.0,444.0,91.0,168.0,3.0,1.0,1.0,235192.9990234375,129.0,1.0,379.0,79.0,,147.0,,822.0,5.0,1.0,1.0,41.0,3.0,63.0,1276.0,12.0,4.0,4.0,6.0,,8.0,1.0,2.0,25.0,7.0,,,,,,14.0,,3.0,,,,,,,,,,,,,,2.0,,1.0,,,,,,,,,,,3.0,2.0,3.0,,3.0,,5.0,,,,,9.0,131.0,4.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,
