id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,formation_place,mins_played,total_sub_on,wins,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_miss_high,att_miss_left,att_miss_right,att_obox_blocked,att_obx_centre,att_openplay,att_rf_goal,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,big_chance_scored,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yardplus,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,head_clearance,head_pass,interception,interceptions_in_box,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,own_goals,passes_left,passes_right,penalty_conceded,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shield_ball_oop,shot_off_target,six_yard_block,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_tackle,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,won_corners,won_tackle,yellow_card,dispossessed,won_contest,accurate_goal_kicks,accurate_keeper_throws,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,total_high_claim,cross_not_claimed,stand_catch,total_keeper_sweeper,att_assist_setplay,att_bx_right,att_cmiss_right,att_hd_post,att_ibox_post,att_post_high,big_chance_created,crosses_18yard,goal_assist,goal_assist_intentional,goal_assist_setplay,hit_woodwork,post_scoring_att,total_sub_off,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_freekick_miss,att_freekick_target,att_freekick_total,att_obox_miss,att_obox_target,att_rf_target,att_sv_high_centre,clearance_off_line,corner_taken,fouled_final_third,foul_throw_in,freekick_cross,goal_assist_deadball,goal_assist_openplay,second_goal_assist,total_corners_intobox,total_through_ball,assist_own_goal,att_bx_left,att_cmiss_left,att_fastbreak,att_goal_high_left,att_goal_high_right,att_miss_high_right,att_obp_goal,att_pen_goal,att_post_right,att_sv_high_left,dangerous_play,goals_openplay,hand_ball,penalty_won,shot_fastbreak,total_fastbreak,total_pull_back,accurate_pull_back,att_one_on_one,attempts_obox,att_cmiss_high_right,att_goal_high_centre,att_lg_centre,att_miss_high_left,att_obox_goal,att_sv_high_right,times_tackled,winning_goal,assist_pass_lost,error_lead_to_goal,att_obxd_left,att_obx_right,assist_attempt_saved,assist_free_kick_won,att_obxd_right,att_cmiss_high_left,att_obox_post,att_post_left,goal_fastbreak,assist_penalty_won,att_obx_left,att_freekick_goal,red_card,second_yellow,att_pen_target,assist_blocked_shot,accurate_keeper_sweeper,dive_catch,att_freekick_post,att_corner,penalty_faced,penalty_save,stand_save,assist_post,att_pen_post,att_lg_left,att_lg_right,back_pass,att_pen_miss
4885,143946.0,Siem de Jong,Siem,de Jong,1989-01-28,Switzerland,Netherlands,15.0,M,Centre Attacking Midfielder,27,4.0,10.0,147.0,3.0,,7.0,2.0,,,3.0,25.0,,6.0,1.0,32.0,,8.0,5.0,1.0,12.0,6.0,,3.0,1.0,,,1.0,,,,,,,1.0,2.0,1.0,,,,1.0,,1.0,1.0,1.0,5.0,1.0,5.0,,,,1.0,7.0,3.0,,1.0,,4.0,1.0,2.0,,,2.0,12.0,10.0,,2.0,2.0,,4.0,1.0,16.0,1.0,1.0,2.0,2.0,,2.0,6.0,,,,,8.0,2.0,1.0,2.0,1.0,,1.0,2.0,2.0,42.0,,,,7.0,4.0,,5.0,,12.0,12.0,,1.0,2.0,4.0,11.0,,2.0,,18.0,32.0,2.0,3.0,10.0,2.0,2.0,,,,23.0,5.0,32.0,,7.0,1.0,,42.0,5.0,5.0,,59.0,,1.0,1.0,,2.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,1.0,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,258468.0,Ritchie De Laet,Ritchie,De Laet,1988-11-28,Belgium,Belgium,2.0,D,Defender,27,26.0,42.0,1883.0,6.0,9.0,162.0,35.0,6.0,6.0,4.0,272.0,14.0,3.0,40.0,428.0,162.0,42.0,51.0,12.0,193.0,143.0,,10.0,,,,,,,,,,,,,,,,1.0,1.0,1.0,,2.0,4.0,3.0,,3.0,1.0,,,,87.0,104.0,,,18.0,32.0,2.0,28.0,2.0,13.0,6.0,112.0,143.0,18.0,107.0,69.0,1.0,196.0,25.0,346.0,20.0,,38.0,35.0,3.0,69.0,99.0,70.0,5.0,70.0,1.0,146.0,177.0,80.0,11.0,21.0,6.0,7.0,5.0,,606.0,13.0,8.0,,28.0,242.0,,35.0,3.0,354.0,354.0,2.0,73.0,29.0,32.0,40.0,2.0,2.0,,141.0,418.0,15.0,12.0,216.0,77.0,107.0,28.0,34.0,34.0,228.0,8.0,437.0,55.0,3.0,105.0,,619.0,4.0,63.0,254.0,1279.0,,9.0,9.0,17.0,9.0,48.0,3.0,5.0,13.0,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,21.0,1.0,1.0,,,,5.0,,,1.0,,,,2.0,,,,,,6.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4546,313506.0,Mathieu Debuchy,Mathieu,Debuchy,1985-07-28,France,France,26.0,D,Defender,27,10.0,26.0,808.0,,5.0,144.0,15.0,,,2.0,150.0,5.0,3.0,17.0,294.0,61.0,15.0,45.0,7.0,62.0,49.0,,2.0,3.0,,,,,1.0,2.0,,3.0,1.0,1.0,3.0,1.0,,,,1.0,,1.0,,2.0,4.0,,5.0,1.0,2.0,,1.0,58.0,56.0,1.0,,2.0,16.0,1.0,7.0,,6.0,4.0,47.0,86.0,2.0,51.0,38.0,,54.0,15.0,160.0,10.0,1.0,12.0,11.0,1.0,38.0,56.0,17.0,3.0,17.0,,133.0,73.0,44.0,1.0,5.0,2.0,1.0,1.0,4.0,363.0,6.0,1.0,,4.0,122.0,1.0,14.0,1.0,129.0,129.0,3.0,32.0,21.0,16.0,18.0,4.0,3.0,,74.0,288.0,10.0,2.0,162.0,27.0,51.0,14.0,23.0,23.0,106.0,5.0,230.0,14.0,3.0,34.0,4.0,369.0,8.0,26.0,66.0,623.0,,12.0,12.0,10.0,7.0,19.0,2.0,4.0,6.0,,,,,,,,,,,,,,,,,,,2.0,,,,,1.0,17.0,,,,,,3.0,,,1.0,,,,,2.0,3.0,,1.0,,4.0,,,,,,,1.0,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,303240.0,Jermain Defoe,Jermain,Defoe,1982-10-07,England,England,10.0,F,Centre Striker,27,17.0,165.0,1457.0,,4.0,57.0,8.0,1.0,1.0,4.0,166.0,2.0,15.0,6.0,222.0,,13.0,1.0,4.0,150.0,118.0,,13.0,8.0,,1.0,2.0,,,,1.0,1.0,5.0,2.0,4.0,8.0,1.0,5.0,9.0,1.0,3.0,4.0,3.0,15.0,32.0,3.0,24.0,2.0,6.0,1.0,3.0,55.0,42.0,2.0,2.0,1.0,17.0,8.0,17.0,4.0,1.0,6.0,85.0,44.0,1.0,2.0,,,25.0,9.0,90.0,17.0,4.0,19.0,18.0,1.0,,8.0,8.0,,8.0,,64.0,33.0,26.0,7.0,1.0,,5.0,8.0,15.0,253.0,,5.0,,37.0,28.0,,14.0,2.0,134.0,134.0,3.0,13.0,26.0,17.0,69.0,,11.0,1.0,90.0,197.0,7.0,13.0,65.0,13.0,2.0,32.0,10.0,10.0,126.0,8.0,223.0,8.0,16.0,15.0,15.0,278.0,34.0,17.0,,456.0,,16.0,16.0,20.0,12.0,12.0,1.0,20.0,6.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,2.0,9.0,,,,,,6.0,,,2.0,,,,7.0,3.0,5.0,,,,6.0,,,,,,,4.0,,5.0,,,,1.0,3.0,,,,1.0,,3.0,,1.0,,3.0,,,1.0,,,,,,2.0,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,
4098,307572.0,Matej Delac,Matej,Delac,1992-08-20,Croatia,Croatia,,G,Goalkeeper,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,52228.0,Damien Delaney,Damien,Delaney,1981-07-20,Ireland,Ireland,,D,Centre Central Defender,27,29.0,168.0,2434.0,1.0,11.0,305.0,57.0,1.0,1.0,2.0,193.0,44.0,1.0,108.0,497.0,2.0,53.0,81.0,8.0,215.0,177.0,,7.0,9.0,,,,,,2.0,2.0,4.0,2.0,,7.0,2.0,,1.0,5.0,,3.0,2.0,1.0,2.0,1.0,,4.0,5.0,1.0,1.0,1.0,64.0,106.0,,,8.0,26.0,3.0,18.0,5.0,2.0,5.0,87.0,135.0,8.0,239.0,148.0,2.0,198.0,15.0,458.0,28.0,,37.0,29.0,8.0,148.0,103.0,50.0,12.0,50.0,2.0,78.0,322.0,141.0,13.0,29.0,6.0,5.0,3.0,3.0,685.0,21.0,,,129.0,31.0,,29.0,3.0,266.0,266.0,1.0,73.0,32.0,26.0,141.0,,7.0,1.0,90.0,460.0,16.0,8.0,341.0,117.0,239.0,4.0,2.0,2.0,219.0,4.0,402.0,166.0,1.0,291.0,1.0,741.0,13.0,42.0,2.0,1184.0,2.0,12.0,12.0,10.0,3.0,34.0,6.0,2.0,4.0,,,,,,,,,,,,,,,,,,1.0,1.0,2.0,,,,2.0,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,1.0,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,
3799,160457.0,Fabian Delph,Fabian,Delph,1989-11-21,England,England,8.0,M,Left/Centre Central Midfielder,27,28.0,208.0,2434.0,1.0,8.0,520.0,96.0,18.0,12.0,5.0,924.0,8.0,30.0,146.0,1426.0,7.0,29.0,20.0,8.0,205.0,125.0,,26.0,2.0,1.0,,,,,,,,2.0,,1.0,2.0,,8.0,31.0,6.0,4.0,11.0,3.0,37.0,39.0,,12.0,2.0,4.0,3.0,3.0,214.0,175.0,1.0,,9.0,51.0,5.0,31.0,6.0,27.0,4.0,130.0,184.0,9.0,29.0,12.0,1.0,324.0,13.0,564.0,27.0,,46.0,40.0,6.0,12.0,61.0,38.0,4.0,38.0,1.0,349.0,248.0,170.0,16.0,7.0,,17.0,19.0,11.0,1610.0,9.0,5.0,,388.0,202.0,,119.0,3.0,406.0,406.0,10.0,55.0,110.0,51.0,546.0,,27.0,,426.0,1383.0,30.0,36.0,564.0,176.0,29.0,74.0,76.0,55.0,560.0,10.0,1185.0,32.0,31.0,233.0,,1673.0,43.0,58.0,7.0,2194.0,1.0,31.0,31.0,45.0,9.0,47.0,1.0,44.0,61.0,,,,,,,,,,,,,,,,,,7.0,,4.0,,1.0,1.0,1.0,17.0,3.0,2.0,1.0,2.0,2.0,,6.0,3.0,2.0,1.0,,1.0,24.0,9.0,3.0,1.0,,21.0,12.0,,11.0,,2.0,,21.0,2.0,,4.0,,1.0,,,2.0,,,1.0,,1.0,,,,1.0,3.0,,,1.0,2.0,1.0,,,2.0,,,,,1.0,1.0,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,
4123,160625.0,Mousa Dembélé,Mousa,Dembélé,1987-07-16,Belgium,Belgium,8.0,M,Central Midfielder,27,26.0,76.0,1138.0,16.0,14.0,237.0,4.0,1.0,1.0,6.0,510.0,,36.0,21.0,746.0,4.0,24.0,21.0,18.0,121.0,51.0,,21.0,,,1.0,,,,,,,,1.0,,1.0,,,7.0,,1.0,,5.0,9.0,8.0,,3.0,1.0,,1.0,,139.0,82.0,,1.0,1.0,18.0,5.0,8.0,,1.0,4.0,115.0,99.0,1.0,5.0,5.0,,82.0,36.0,158.0,10.0,1.0,22.0,18.0,4.0,5.0,50.0,22.0,,22.0,,303.0,71.0,55.0,8.0,2.0,,7.0,15.0,2.0,814.0,1.0,,,114.0,92.0,,17.0,3.0,158.0,158.0,7.0,13.0,62.0,18.0,234.0,,4.0,,217.0,726.0,7.0,22.0,254.0,8.0,5.0,48.0,3.0,3.0,253.0,20.0,583.0,4.0,37.0,28.0,,834.0,11.0,25.0,4.0,1042.0,,16.0,16.0,18.0,1.0,20.0,1.0,39.0,36.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,1.0,,,1.0,1.0,8.0,,,,,,,3.0,,1.0,,,,5.0,,,,1.0,,,1.0,,,1.0,,,,,1.0,,,,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
4680,6527.0,Guy Demel,Guy,Demel,1981-06-13,Cote D’Ivoire,Cote D’Ivoire,20.0,D,Right Full Back,27,6.0,6.0,258.0,3.0,1.0,42.0,5.0,3.0,3.0,,44.0,,,,83.0,38.0,4.0,2.0,3.0,22.0,19.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,16.0,,,1.0,4.0,,1.0,,1.0,1.0,19.0,13.0,1.0,7.0,4.0,,20.0,4.0,35.0,3.0,,7.0,7.0,,4.0,5.0,3.0,1.0,3.0,,42.0,19.0,9.0,4.0,1.0,,1.0,,,106.0,1.0,,,,52.0,,1.0,,53.0,53.0,,10.0,6.0,4.0,6.0,1.0,,,17.0,83.0,1.0,1.0,44.0,12.0,7.0,13.0,17.0,17.0,31.0,,79.0,4.0,,9.0,,106.0,,4.0,43.0,201.0,,1.0,1.0,1.0,3.0,4.0,,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802,55574.0,Martín Demichelis,Martín,Demichelis,1980-12-20,Argentina,Argentina,3.0,D,Centre Central Defender,27,31.0,154.0,2559.0,3.0,20.0,668.0,13.0,,,1.0,532.0,4.0,1.0,51.0,1200.0,3.0,63.0,84.0,18.0,173.0,136.0,,5.0,7.0,,,,,1.0,3.0,1.0,5.0,2.0,1.0,4.0,1.0,,,1.0,2.0,,2.0,,,,,1.0,,,,,74.0,140.0,,,3.0,17.0,2.0,34.0,9.0,,6.0,132.0,157.0,3.0,172.0,103.0,2.0,126.0,33.0,556.0,28.0,1.0,30.0,26.0,4.0,103.0,133.0,74.0,5.0,74.0,,376.0,315.0,240.0,5.0,23.0,24.0,,5.0,2.0,1357.0,9.0,,1.0,177.0,141.0,1.0,4.0,2.0,189.0,189.0,2.0,85.0,53.0,17.0,369.0,2.0,4.0,1.0,114.0,1185.0,10.0,5.0,738.0,30.0,172.0,5.0,,,158.0,3.0,637.0,36.0,1.0,104.0,,1375.0,8.0,62.0,3.0,1759.0,,6.0,6.0,9.0,1.0,36.0,6.0,5.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11002,136218.0,Jason Denayer,Jason,Denayer,1995-06-28,Belgium,Belgium,5.0,D,Centre Central Defender,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5794,316134.0,Ángel Di María,Ángel,Di María,1988-02-14,Argentina,Argentina,22.0,M,Left/Right Winger,27,27.0,195.0,1642.0,7.0,14.0,198.0,61.0,41.0,26.0,5.0,500.0,1.0,35.0,67.0,657.0,15.0,3.0,,4.0,133.0,70.0,,28.0,9.0,1.0,1.0,1.0,1.0,,,,,6.0,2.0,7.0,5.0,2.0,13.0,57.0,8.0,3.0,8.0,16.0,41.0,50.0,1.0,4.0,1.0,9.0,1.0,2.0,170.0,97.0,2.0,,2.0,50.0,22.0,14.0,,74.0,6.0,117.0,81.0,2.0,2.0,1.0,,165.0,5.0,251.0,20.0,3.0,20.0,18.0,2.0,1.0,13.0,17.0,1.0,17.0,,180.0,59.0,38.0,7.0,2.0,1.0,21.0,30.0,18.0,817.0,1.0,10.0,,174.0,103.0,,137.0,1.0,493.0,493.0,13.0,33.0,51.0,50.0,243.0,1.0,21.0,,293.0,632.0,21.0,51.0,229.0,127.0,2.0,109.0,200.0,147.0,422.0,11.0,815.0,2.0,35.0,118.0,5.0,844.0,61.0,14.0,16.0,1402.0,,31.0,31.0,22.0,39.0,11.0,1.0,32.0,45.0,,,,,,,,,,,,,,,,,,13.0,5.0,2.0,,,,13.0,55.0,10.0,5.0,1.0,,,13.0,15.0,3.0,5.0,3.0,1.0,7.0,14.0,10.0,2.0,2.0,,65.0,14.0,,18.0,,9.0,,53.0,21.0,,6.0,1.0,2.0,,,,,,,,,2.0,1.0,1.0,2.0,15.0,1.0,,1.0,,,,,2.0,1.0,1.0,,,,1.0,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,
4377,12503.0,Samba Diakité,Samba,Diakité,1989-01-24,France,Mali,23.0,M,Centre Central Midfielder,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3982,309578.0,Mohamed Diamé,Mohamed,Diamé,1987-06-14,France,Senegal,18.0,M,Centre Defensive Midfielder,27,15.0,83.0,934.0,5.0,2.0,131.0,21.0,1.0,1.0,,144.0,1.0,12.0,14.0,274.0,,9.0,12.0,11.0,96.0,83.0,,3.0,6.0,,,,1.0,1.0,2.0,,3.0,1.0,3.0,3.0,,1.0,,6.0,,2.0,5.0,4.0,10.0,17.0,2.0,8.0,,,,,57.0,53.0,,2.0,,18.0,5.0,20.0,1.0,1.0,5.0,103.0,88.0,,11.0,7.0,,35.0,21.0,81.0,10.0,4.0,21.0,16.0,5.0,7.0,9.0,17.0,1.0,17.0,,92.0,34.0,22.0,8.0,2.0,,1.0,2.0,4.0,320.0,2.0,7.0,,58.0,35.0,,15.0,,133.0,133.0,5.0,20.0,28.0,18.0,92.0,,8.0,,73.0,272.0,15.0,3.0,143.0,35.0,11.0,39.0,5.0,5.0,98.0,4.0,184.0,4.0,13.0,26.0,,322.0,17.0,46.0,,556.0,,18.0,18.0,13.0,5.0,38.0,2.0,33.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,4.0,,,1.0,,,,5.0,,,,,,2.0,,,,,,,2.0,,1.0,,,1.0,2.0,1.0,,,,,,4.0,1.0,,,,2.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4941,6883.0,Diego Costa,Diego,Da Silva Costa,1988-10-07,Brazil,Spain,19.0,F,Centre Striker,27,26.0,216.0,2082.0,2.0,18.0,102.0,10.0,4.0,4.0,9.0,451.0,,70.0,11.0,549.0,2.0,76.0,33.0,10.0,116.0,130.0,6.0,38.0,42.0,1.0,4.0,7.0,5.0,3.0,4.0,3.0,10.0,13.0,20.0,15.0,16.0,5.0,4.0,22.0,5.0,10.0,3.0,5.0,10.0,68.0,12.0,42.0,2.0,10.0,3.0,3.0,267.0,47.0,7.0,16.0,,38.0,18.0,8.0,2.0,,5.0,226.0,98.0,,21.0,13.0,,33.0,33.0,113.0,24.0,20.0,23.0,20.0,3.0,13.0,71.0,6.0,3.0,6.0,,132.0,15.0,13.0,3.0,3.0,,10.0,31.0,37.0,692.0,1.0,4.0,,113.0,86.0,,32.0,3.0,354.0,354.0,19.0,4.0,24.0,38.0,196.0,,21.0,1.0,300.0,533.0,10.0,41.0,122.0,17.0,21.0,71.0,24.0,24.0,406.0,38.0,610.0,,82.0,14.0,25.0,708.0,76.0,13.0,2.0,1107.0,14.0,57.0,57.0,25.0,39.0,12.0,8.0,70.0,28.0,,,,,,,,,,,,,,,,,,,4.0,2.0,,2.0,,4.0,24.0,3.0,1.0,1.0,2.0,2.0,17.0,,,1.0,,,,4.0,1.0,10.0,1.0,,,14.0,,,,2.0,1.0,,1.0,,11.0,5.0,,,2.0,1.0,,1.0,1.0,,,18.0,1.0,,,5.0,2.0,,5.0,1.0,1.0,2.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,2.0,,,,,,,,,
4112,14109.0,Eric Dier,Eric,Dier,1994-01-15,England,England,15.0,D,Centre Central Defender,27,28.0,85.0,2290.0,3.0,13.0,580.0,21.0,10.0,10.0,5.0,402.0,15.0,3.0,71.0,972.0,131.0,42.0,65.0,6.0,221.0,101.0,,11.0,6.0,,1.0,,,1.0,3.0,,4.0,4.0,2.0,4.0,,1.0,,2.0,,,3.0,2.0,2.0,4.0,,3.0,1.0,,,,125.0,101.0,1.0,1.0,26.0,59.0,6.0,17.0,6.0,31.0,6.0,97.0,146.0,26.0,113.0,76.0,1.0,164.0,21.0,523.0,25.0,2.0,37.0,33.0,4.0,76.0,131.0,48.0,13.0,48.0,,446.0,262.0,149.0,9.0,30.0,23.0,8.0,6.0,2.0,1200.0,11.0,7.0,,22.0,335.0,1.0,47.0,4.0,397.0,397.0,4.0,65.0,32.0,59.0,135.0,1.0,4.0,1.0,145.0,944.0,16.0,14.0,653.0,58.0,113.0,34.0,47.0,47.0,248.0,18.0,623.0,65.0,3.0,157.0,1.0,1229.0,12.0,49.0,177.0,1830.0,,19.0,19.0,11.0,12.0,39.0,4.0,10.0,22.0,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,3.0,16.0,2.0,2.0,,,,1.0,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10506,52761.0,Dionatan Teixeira,Dionatan do Nascimento,Teixeira,1992-07-24,Brazil,Slovakia,23.0,D,Defender,27,1.0,0.0,4.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,2.0,,,,1.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,1.0,,1.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3925,256645.0,Mame Biram Diouf,Mame Biram,Diouf,1987-12-16,Senegal,Senegal,92.0,F,Centre Striker,27,34.0,252.0,2437.0,6.0,13.0,68.0,11.0,4.0,4.0,13.0,233.0,2.0,30.0,5.0,297.0,2.0,69.0,53.0,36.0,187.0,136.0,,25.0,23.0,,4.0,1.0,4.0,3.0,8.0,2.0,14.0,10.0,10.0,16.0,11.0,1.0,3.0,10.0,2.0,4.0,7.0,3.0,6.0,41.0,7.0,28.0,6.0,5.0,2.0,2.0,107.0,69.0,13.0,7.0,6.0,37.0,13.0,21.0,4.0,2.0,9.0,198.0,149.0,6.0,37.0,29.0,,50.0,61.0,128.0,28.0,11.0,31.0,28.0,3.0,29.0,101.0,8.0,,8.0,,112.0,35.0,27.0,12.0,6.0,,13.0,15.0,22.0,437.0,4.0,11.0,,69.0,83.0,1.0,23.0,5.0,309.0,309.0,12.0,14.0,43.0,37.0,105.0,2.0,19.0,2.0,125.0,282.0,17.0,28.0,90.0,22.0,37.0,50.0,29.0,29.0,218.0,52.0,391.0,6.0,39.0,11.0,18.0,452.0,54.0,39.0,2.0,854.0,,58.0,58.0,38.0,21.0,32.0,7.0,28.0,22.0,,,,,,,,,,,,,,,,,,,5.0,2.0,1.0,1.0,,4.0,27.0,3.0,3.0,,1.0,1.0,11.0,,,,,,,2.0,,6.0,1.0,,,15.0,1.0,,,3.0,,,,,2.0,2.0,2.0,1.0,,3.0,,,1.0,,,10.0,3.0,,2.0,5.0,1.0,,2.0,,,1.0,,2.0,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,
2125,18714.0,Sylvain Distin,Sylvain,Distin,1977-12-16,France,France,25.0,D,Centre Central Defender,27,13.0,72.0,1080.0,1.0,2.0,408.0,4.0,,,,193.0,4.0,,33.0,601.0,8.0,22.0,41.0,2.0,87.0,65.0,,3.0,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,,,,,1.0,,,43.0,52.0,,,8.0,12.0,,7.0,,,4.0,34.0,73.0,8.0,118.0,77.0,2.0,73.0,3.0,298.0,12.0,,26.0,23.0,3.0,77.0,32.0,21.0,,21.0,,164.0,158.0,112.0,7.0,10.0,2.0,1.0,2.0,1.0,677.0,12.0,,,129.0,5.0,,10.0,2.0,97.0,97.0,,33.0,19.0,12.0,186.0,,,,41.0,590.0,4.0,3.0,437.0,29.0,118.0,9.0,,,80.0,,254.0,28.0,,84.0,3.0,691.0,1.0,21.0,10.0,909.0,,,,7.0,,14.0,,1.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
