id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_cmiss_high,att_cmiss_high_left,att_cmiss_left,att_freekick_goal,att_freekick_miss,att_freekick_target,att_freekick_total,att_goal_low_left,att_lf_total,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_sv_high_left,att_sv_high_right,att_sv_low_centre,ball_recovery,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,formation_place,fouled_final_third,fouls,freekick_cross,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_goal_kicks,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,att_bx_centre,att_bx_left,att_bx_right,att_fastbreak,att_goal_low_right,att_hd_miss,att_hd_post,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_target,att_post_high,att_setpiece,att_sv_low_left,att_sv_low_right,goals_openplay,hit_woodwork,penalty_conceded,penalty_won,post_scoring_att,shot_fastbreak,six_yard_block,total_fastbreak,att_cmiss_high_right,att_cmiss_right,att_obp_goal,att_obx_right,att_pen_target,att_post_right,att_sv_high_centre,dangerous_play,head_pass,open_play_pass,successful_open_play_pass,touches_in_opp_box,att_lg_centre,offside_provoked,red_card,times_tackled,winning_goal,att_post_left,last_man_tackle,att_hd_goal,own_goals,gk_smother,clearance_off_line,goal_assist_setplay,accurate_freekick_cross,att_freekick_post,att_obox_post,att_pen_goal,goal_assist_deadball,attempts_ibox,att_goal_high_left,att_goal_high_right,att_goal_low_centre,att_lf_goal,goal_fastbreak,error_lead_to_goal,att_obxd_left,att_obxd_right,att_obx_left,att_pen_post,att_goal_high_centre,second_yellow,diving_save,attempts_obox,penalty_save,back_pass,att_lg_left,rescinded_red_card,backward_pass,rightside_pass,att_pen_miss,leftside_pass
912,16179.0,Tony Warner,Tony,Warner,1974-05-11,England,Trinidad & Tobago,34.0,G,Goalkeeper,16,7.0,1.0,,,,,38.0,1.0,,41.0,45.0,,,,,3.0,40.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,4.0,3.0,,,60.0,27.0,,,,3.0,,5.0,5.0,,,,,,,,,,92.0,45.0,2.0,5.0,270.0,,,,,10.0,12.0,3.0,1.0,55.0,53.0,,9.0,,,29.0,,13.0,1.0,5.0,,,,,54.0,,72.0,1.0,,78.0,,85.0,,,,,,,149.0,,3.0,1.0,,,,1.0,7.0,7.0,,1.0,8.0,26.0,8.0,24.0,7.0,1.0,1.0,13.0,3.0,15.0,4.0,2.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,12.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,
2279,93980.0,Stephen Warnock,Stephen,Warnock,1981-12-12,England,England,15.0,D,Left Full Back,16,510.0,73.0,,23.0,23.0,3.0,557.0,30.0,15.0,103.0,1044.0,1.0,289.0,25.0,28.0,37.0,252.0,214.0,23.0,3.0,,,,,,,,1.0,3.0,1.0,,,,3.0,,,1.0,,1.0,4.0,1.0,,1.0,,,,220.0,,30.0,8.0,,48.0,36.0,24.0,12.0,133.0,225.0,132.0,57.0,,403.0,111.0,5.0,40.0,1.0,37.0,1.0,42.0,35.0,7.0,3.0,1.0,2.0,2.0,112.0,78.0,4.0,78.0,379.0,192.0,10.0,30.0,3286.0,13.0,16.0,1.0,9.0,367.0,37.0,82.0,4.0,646.0,541.0,20.0,106.0,94.0,4.0,287.0,29.0,578.0,153.0,237.0,42.0,,85.0,85.0,482.0,6.0,887.0,94.0,17.0,221.0,1.0,1380.0,5.0,2.0,,130.0,4.0,377.0,2437.0,52.0,41.0,15.0,26.0,11.0,100.0,9.0,,,,,,,,,,,,,,,,,,1.0,2.0,,,,1.0,,,1.0,,1.0,3.0,,,,,,,,1.0,,1.0,,,,,,,1.0,,,,,,,4.0,40.0,27.0,,,13.0,,,,,1.0,,,,,1.0,1.0,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,
3117,176672.0,Adam Watts,Adam,Watts,1988-03-04,England,England,,D,Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3398,139441.0,Wayne Brown,Wayne,Brown,1988-08-06,England,England,19.0,M,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3284,10576.0,Andy Webster,Andy,Webster,1982-04-23,Scotland,Scotland,4.0,D,Centre Central Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,259569.0,Danny Welbeck,Danny,Welbeck,1990-11-26,England,England,18.0,F,Centre Striker,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3383,98621.0,Stefan Wessels,Stefan,Wessels,1979-02-28,Germany,Germany,18.0,G,Goalkeeper,16,10.0,1.0,,,,,8.0,,,8.0,18.0,,,,,2.0,13.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,3.0,,,21.0,0.0,,,,2.0,,3.0,3.0,,,,,,,,,,44.0,17.0,2.0,,180.0,,,,,5.0,1.0,2.0,,29.0,29.0,,1.0,,,6.0,,11.0,1.0,3.0,,,,,20.0,,27.0,,,27.0,,38.0,,,,,,,86.0,,,,,,,,11.0,12.0,,1.0,,20.0,2.0,20.0,12.0,,3.0,1.0,1.0,2.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,161184.0,David Wheater,David,Wheater,1987-02-14,England,England,31.0,D,Centre Central Defender,16,316.0,13.0,,,,5.0,107.0,16.0,1.0,53.0,423.0,,,40.0,73.0,34.0,219.0,232.0,2.0,,,1.0,3.0,,,,,1.0,5.0,5.0,1.0,1.0,5.0,2.0,4.0,,1.0,2.0,6.0,21.0,1.0,4.0,10.0,1.0,1.0,3.0,116.0,8.0,12.0,7.0,,,1.0,4.0,12.0,115.0,175.0,254.0,132.0,,110.0,216.0,,60.0,,34.0,3.0,45.0,33.0,12.0,,,,3.0,244.0,49.0,12.0,49.0,164.0,66.0,13.0,28.0,3015.0,1.0,1.0,15.0,24.0,63.0,61.0,17.0,1.0,388.0,189.0,8.0,59.0,49.0,16.0,43.0,2.0,354.0,29.0,453.0,3.0,,1.0,1.0,141.0,14.0,243.0,71.0,2.0,121.0,2.0,596.0,39.0,1.0,,83.0,,1.0,1284.0,22.0,18.0,9.0,1.0,6.0,62.0,8.0,1.0,,,,,1.0,,,,,1.0,,,,,,,24.0,,2.0,,1.0,10.0,2.0,5.0,19.0,4.0,3.0,13.0,2.0,10.0,3.0,2.0,5.0,,4.0,,2.0,,,2.0,,1.0,,,2.0,,,,,3.0,1.0,,5.0,5.0,,1.0,29.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
2980,19391.0,Dean Whitehead,Dean,Whitehead,1982-01-12,England,England,4.0,M,Centre Central Midfielder,16,383.0,46.0,6.0,19.0,13.0,3.0,527.0,10.0,9.0,69.0,891.0,1.0,98.0,11.0,18.0,27.0,177.0,165.0,29.0,9.0,,,1.0,,,,,,2.0,,1.0,1.0,1.0,2.0,5.0,,2.0,2.0,9.0,14.0,1.0,3.0,13.0,,,2.0,205.0,6.0,25.0,7.0,18.0,16.0,30.0,30.0,3.0,108.0,137.0,71.0,36.0,1.0,300.0,54.0,9.0,44.0,10.0,27.0,1.0,38.0,32.0,6.0,2.0,2.0,1.0,7.0,65.0,65.0,5.0,65.0,277.0,150.0,14.0,15.0,2399.0,15.0,25.0,4.0,10.0,114.0,263.0,71.0,7.0,474.0,416.0,34.0,72.0,99.0,5.0,249.0,40.0,439.0,97.0,129.0,10.0,17.0,73.0,56.0,399.0,7.0,814.0,48.0,10.0,136.0,1.0,1180.0,15.0,1.0,,85.0,1.0,130.0,1788.0,55.0,30.0,10.0,4.0,8.0,54.0,8.0,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,3.0,,1.0,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,1.0,,,,2.0,35.0,24.0,1.0,,5.0,,,,,,,,,2.0,1.0,4.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,
3352,222022.0,Christian Wilhelmsson,Christian,Wilhelmsson,1979-12-08,Sweden,Sweden,14.0,M,Midfielder,16,14.0,,,,,,46.0,1.0,2.0,3.0,60.0,,3.0,,,8.0,25.0,18.0,4.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,2.0,4.0,,2.0,5.0,,,1.0,10.0,2.0,2.0,,,3.0,2.0,5.0,2.0,15.0,17.0,6.0,1.0,,12.0,0.0,2.0,1.0,,,,3.0,2.0,1.0,,,,,1.0,4.0,,4.0,7.0,4.0,4.0,2.0,232.0,3.0,1.0,2.0,2.0,25.0,5.0,5.0,1.0,34.0,33.0,6.0,2.0,2.0,1.0,28.0,4.0,15.0,,7.0,13.0,,5.0,5.0,38.0,2.0,64.0,2.0,3.0,5.0,,74.0,5.0,,8.0,5.0,,3.0,132.0,7.0,6.0,2.0,6.0,2.0,4.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2850,176434.0,Sam Williams,Sam,Williams,1987-06-09,England,England,7.0,F,Forward,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3429,95684.0,Sam Williamson,Sam,Williamson,1987-10-15,England,England,,D,Defender,16,12.0,,,,,,14.0,,,,26.0,,,,,1.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,1.0,4.0,1.0,1.0,,,0.0,,1.0,,,,,,,,,,,5.0,,,,5.0,5.0,,,36.0,,,,,11.0,,1.0,,8.0,4.0,,1.0,2.0,,4.0,,14.0,,5.0,,,,,5.0,,15.0,1.0,,,,29.0,,,1.0,2.0,,1.0,39.0,1.0,2.0,1.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3471,133648.0,Marc Wilson,Marc,Wilson,1987-08-17,Northern Ireland,Ireland,18.0,M,Centre Central Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3527,143268.0,Wilson Palacios,Wilson,Palacios,1984-07-29,Honduras,Honduras,8.0,M,Centre Defensive Midfielder,16,177.0,20.0,2.0,5.0,3.0,2.0,311.0,2.0,8.0,43.0,483.0,3.0,6.0,15.0,6.0,23.0,130.0,103.0,12.0,1.0,1.0,,1.0,,,,,,6.0,3.0,2.0,6.0,2.0,4.0,6.0,,13.0,4.0,19.0,25.0,,5.0,23.0,,,4.0,144.0,6.0,20.0,6.0,5.0,13.0,6.0,34.0,6.0,131.0,156.0,18.0,5.0,,121.0,0.0,7.0,43.0,1.0,20.0,,16.0,13.0,3.0,1.0,1.0,1.0,2.0,15.0,31.0,1.0,31.0,106.0,67.0,10.0,1.0,1729.0,4.0,10.0,6.0,3.0,69.0,116.0,34.0,1.0,244.0,219.0,25.0,32.0,87.0,17.0,146.0,14.0,195.0,42.0,43.0,49.0,5.0,25.0,20.0,224.0,11.0,446.0,14.0,9.0,64.0,1.0,616.0,29.0,6.0,3.0,89.0,5.0,10.0,988.0,47.0,34.0,7.0,27.0,4.0,69.0,6.0,,,,,,,,,,,,,,,,,,3.0,2.0,1.0,2.0,,,,,,,,4.0,,2.0,1.0,,1.0,,1.0,,,,,,2.0,,2.0,2.0,1.0,,1.0,,,1.0,1.0,,,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
1565,132633.0,Jonathan Woodgate,Jonathan,Woodgate,1980-01-22,England,England,39.0,D,Centre Central Defender,16,351.0,30.0,,,,2.0,194.0,16.0,1.0,82.0,545.0,1.0,1.0,23.0,70.0,28.0,173.0,191.0,4.0,,,,1.0,,,,,,,1.0,1.0,,2.0,,,,,,,1.0,,,1.0,,,,114.0,,10.0,6.0,,,2.0,5.0,9.0,66.0,135.0,267.0,170.0,1.0,163.0,0.0,,27.0,1.0,28.0,1.0,44.0,31.0,13.0,,,,,263.0,38.0,4.0,38.0,238.0,129.0,12.0,34.0,2443.0,3.0,1.0,2.0,22.0,70.0,101.0,25.0,1.0,343.0,178.0,,70.0,44.0,4.0,76.0,4.0,382.0,69.0,432.0,2.0,,3.0,3.0,172.0,4.0,332.0,73.0,1.0,159.0,,711.0,6.0,4.0,,53.0,1.0,1.0,1284.0,8.0,11.0,7.0,1.0,3.0,39.0,6.0,,,,,,,,,,,,,,,,,,4.0,,1.0,,,3.0,,1.0,5.0,,1.0,4.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
3105,294197.0,Michael Woods,Michael,Woods,1990-04-06,England,England,,M,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350,11066.0,Nathan Woolfe,Nathan,Woolfe,1988-10-06,England,England,,M,Midfielder,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,19376.0,Harry Worley,Harry,Worley,1988-11-25,England,England,4.0,D,Centre Central Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,12584.0,Stephen Wright,Stephen,Wright,1980-02-08,England,England,2.0,D,Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2719,15843.0,Xabi Alonso,Xabier,Alonso Olano,1981-11-25,Spain,Spain,14.0,M,Centre Central Midfielder,16,350.0,75.0,6.0,9.0,3.0,3.0,462.0,3.0,15.0,125.0,803.0,3.0,,18.0,17.0,19.0,80.0,70.0,18.0,6.0,1.0,,2.0,1.0,1.0,,5.0,,4.0,4.0,,,6.0,3.0,8.0,2.0,11.0,3.0,21.0,17.0,2.0,3.0,21.0,,1.0,2.0,164.0,8.0,19.0,5.0,15.0,1.0,9.0,28.0,5.0,88.0,121.0,23.0,14.0,1.0,219.0,84.0,6.0,25.0,8.0,16.0,2.0,10.0,9.0,1.0,1.0,,1.0,3.0,25.0,42.0,2.0,42.0,222.0,149.0,2.0,,1469.0,10.0,15.0,5.0,3.0,125.0,150.0,44.0,3.0,268.0,246.0,32.0,34.0,98.0,13.0,230.0,25.0,389.0,123.0,45.0,6.0,14.0,32.0,18.0,334.0,10.0,638.0,17.0,15.0,169.0,,995.0,26.0,3.0,3.0,72.0,3.0,,1285.0,30.0,27.0,12.0,5.0,5.0,50.0,3.0,,,,,,,,,,,,,,,,,,2.0,,,,2.0,1.0,,,1.0,,,2.0,,,,,2.0,,,1.0,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
2553,43839.0,Yakubu,Yakubu,Aiyegbeni,1982-11-22,Nigeria,Nigeria,22.0,F,Striker,16,60.0,18.0,,11.0,11.0,19.0,360.0,1.0,44.0,51.0,409.0,8.0,6.0,43.0,16.0,31.0,151.0,169.0,43.0,,,,4.0,,,,1.0,3.0,19.0,2.0,,2.0,9.0,10.0,7.0,,10.0,4.0,21.0,58.0,7.0,12.0,37.0,,2.0,6.0,101.0,14.0,4.0,1.0,1.0,25.0,15.0,70.0,5.0,214.0,108.0,1.0,,,78.0,18.0,19.0,61.0,,28.0,15.0,21.0,19.0,2.0,2.0,,2.0,2.0,,6.0,,6.0,34.0,21.0,12.0,1.0,2322.0,18.0,27.0,31.0,3.0,130.0,88.0,60.0,2.0,347.0,347.0,53.0,7.0,41.0,23.0,222.0,45.0,79.0,32.0,1.0,66.0,,40.0,40.0,376.0,78.0,574.0,3.0,68.0,69.0,22.0,613.0,68.0,18.0,3.0,22.0,8.0,8.0,1016.0,106.0,42.0,14.0,28.0,15.0,16.0,2.0,,,,,,,,,,,,,,,,,,21.0,6.0,8.0,4.0,4.0,5.0,,2.0,11.0,7.0,15.0,13.0,,12.0,2.0,,3.0,5.0,2.0,10.0,,,,,4.0,1.0,4.0,1.0,6.0,,,,,1.0,,,,,,,,,,,,,4.0,,,,,,,,1.0,,,2.0,4.0,2.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,
2239,11596.0,Joseph Yobo,Joseph,Yobo,1980-09-06,Nigeria,Nigeria,26.0,D,Centre/Right Central Defender,16,304.0,24.0,,1.0,1.0,2.0,141.0,26.0,,61.0,444.0,,1.0,30.0,49.0,30.0,182.0,204.0,,,1.0,,1.0,,,,,,3.0,3.0,,2.0,2.0,2.0,2.0,,,,2.0,9.0,1.0,,4.0,,,,136.0,4.0,9.0,9.0,,2.0,1.0,5.0,4.0,62.0,125.0,215.0,101.0,,175.0,155.0,,17.0,,29.0,1.0,29.0,27.0,2.0,2.0,2.0,2.0,,192.0,29.0,2.0,29.0,243.0,96.0,10.0,28.0,2609.0,,2.0,2.0,17.0,31.0,101.0,32.0,4.0,395.0,242.0,6.0,96.0,34.0,9.0,55.0,2.0,356.0,72.0,368.0,8.0,,3.0,3.0,187.0,3.0,321.0,120.0,,179.0,,674.0,15.0,2.0,1.0,51.0,,1.0,1196.0,20.0,18.0,16.0,7.0,,41.0,,,,,,,,,,,,,,,,,,,9.0,1.0,1.0,,,6.0,,1.0,7.0,2.0,1.0,9.0,,1.0,,,,1.0,,1.0,,1.0,,,,,,1.0,2.0,,,,,,,,,,,,18.0,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,
59,4762.0,Dwight Yorke,Dwight,Yorke,1971-11-03,Trinidad & Tobago,Trinidad & Tobago,19.0,M,Midfielder,16,295.0,35.0,,5.0,5.0,,312.0,4.0,7.0,75.0,602.0,2.0,2.0,2.0,5.0,20.0,112.0,102.0,13.0,,,,2.0,,,,,,1.0,,,1.0,2.0,,2.0,,3.0,,5.0,5.0,1.0,,5.0,,,,151.0,2.0,11.0,1.0,,1.0,7.0,30.0,2.0,72.0,66.0,25.0,10.0,,134.0,92.0,2.0,31.0,3.0,17.0,1.0,24.0,19.0,5.0,,,,7.0,17.0,50.0,5.0,50.0,91.0,66.0,13.0,2.0,1254.0,2.0,11.0,1.0,7.0,83.0,99.0,33.0,1.0,161.0,142.0,23.0,27.0,101.0,3.0,135.0,13.0,309.0,53.0,44.0,8.0,,11.0,11.0,197.0,3.0,404.0,13.0,8.0,93.0,,702.0,6.0,10.0,3.0,44.0,2.0,2.0,936.0,31.0,14.0,5.0,3.0,1.0,31.0,4.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,40.0,33.0,,,,1.0,,,,,,,,,,2.0,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,
3062,94798.0,Ashley Young,Ashley,Young,1985-07-09,England,England,18.0,D,Left/Right Wing Back,16,128.0,44.0,34.0,91.0,57.0,16.0,499.0,14.0,31.0,40.0,536.0,6.0,35.0,12.0,8.0,37.0,267.0,240.0,30.0,33.0,2.0,,6.0,2.0,3.0,2.0,13.0,3.0,9.0,5.0,2.0,7.0,7.0,3.0,9.0,3.0,18.0,9.0,36.0,53.0,8.0,12.0,61.0,,2.0,2.0,176.0,20.0,30.0,6.0,111.0,103.0,55.0,80.0,12.0,242.0,213.0,35.0,6.0,,200.0,370.0,48.0,34.0,74.0,37.0,9.0,48.0,34.0,14.0,14.0,13.0,7.0,2.0,8.0,33.0,1.0,33.0,155.0,69.0,9.0,10.0,3289.0,38.0,39.0,24.0,3.0,300.0,140.0,155.0,2.0,682.0,671.0,73.0,26.0,77.0,26.0,277.0,77.0,160.0,82.0,46.0,144.0,110.0,342.0,232.0,436.0,37.0,954.0,49.0,33.0,92.0,8.0,772.0,70.0,6.0,,61.0,7.0,37.0,1744.0,128.0,88.0,16.0,56.0,51.0,46.0,6.0,,,,,,,,,,,,,,,,,,5.0,13.0,5.0,5.0,2.0,,,,,11.0,6.0,6.0,1.0,6.0,3.0,1.0,1.0,5.0,5.0,7.0,2.0,,1.0,2.0,5.0,1.0,5.0,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,1.0,7.0,18.0,1.0,1.0,,7.0,,1.0,1.0,1.0,1.0,,,,,4.0,,1.0,,,,,,,,,,,
3115,167075.0,Gabriel Zakuani,Gabriel,Zakuani,1986-05-31,DR Congo,DR Congo,34.0,D,Centre Central Defender,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3468,99612.0,Fabio Zamblera,Fabio,Zamblera,1990-04-07,Italy,Italy,90.0,F,Centre Striker,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
