id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_cmiss_high,att_cmiss_left,att_cmiss_right,att_corner,att_freekick_miss,att_freekick_total,att_goal_low_left,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,final_third_entries,fouled_final_third,fouls,freekick_cross,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,head_pass,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,total_pull_back,accurate_flick_on,att_bx_left,att_bx_right,att_fastbreak,att_goal_high_left,att_hd_target,att_ibox_goal,att_lf_goal,att_miss_high_right,att_obox_post,att_obxd_left,att_one_on_one,att_post_left,att_sv_low_left,big_chance_scored,clean_sheet,hit_woodwork,outfielder_block,overrun,post_scoring_att,shot_fastbreak,total_fastbreak,total_flick_on,accurate_cross_nocorner,accurate_through_ball,assist_blocked_shot,att_goal_low_centre,att_hd_goal,att_post_high,att_sv_high_centre,att_sv_high_left,goal_fastbreak,shield_ball_oop,six_yard_block,foul_throw_in,hand_ball,interceptions_in_box,penalty_conceded,accurate_freekick_cross,assist_pass_lost,att_assist_setplay,att_cmiss_high_left,att_freekick_goal,att_freekick_target,att_goal_high_centre,att_goal_high_right,att_ibox_post,att_lg_centre,att_miss_high_left,att_pen_goal,att_pen_post,att_pen_target,att_sv_high_right,goal_assist_deadball,goal_assist_setplay,penalty_won,second_goal_assist,times_tackled,winning_goal,accurate_pull_back,clearance_off_line,att_cmiss_high_right,assist_penalty_won,gk_smother,att_goal_low_right,att_obx_left,assist_own_goal,accurate_goal_kicks,goal_kicks,own_goals,last_man_tackle,assist_attempt_saved,assist_free_kick_won,assist_handball_won,dangerous_play,att_obx_right,red_card,second_yellow,att_obxd_right,att_post_right,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_hd_post,att_freekick_post,assist_post,att_obp_goal,att_lg_right,fifty_fifty,rescinded_red_card
13515,300156.0,James Justin,James,Justin,1998-02-23,England,England,,D,Defender,274,258.0,9.0,,7.0,312.0,5.0,,20.0,563.0,95.0,33.0,22.0,13.0,6.0,73.0,24.0,4.0,3.0,11.0,2.0,,1.0,,1.0,,,,1.0,1.0,1.0,2.0,,,3.0,1.0,3.0,,,,3.0,,3.0,6.0,,,3.0,,,,131.0,64.0,1.0,,6.0,32.0,1.0,10.0,,25.0,12.0,12.0,3.0,71.0,85.0,6.0,24.0,16.0,,,79.0,7.0,8.0,,244.0,11.0,,14.0,14.0,,,1.0,,1.0,16.0,48.0,11.0,11.0,239.0,93.0,60.0,4.0,10.0,1010.0,4.0,2.0,10.0,,673.0,29.0,228.0,37.0,3.0,195.0,195.0,1.0,40.0,23.0,32.0,68.0,6.0,144.0,554.0,8.0,12.0,295.0,33.0,24.0,17.0,,37.0,37.0,192.0,424.0,35.0,,61.0,1.0,682.0,7.0,,2.0,36.0,,101.0,1000.0,18.0,18.0,18.0,20.0,6.0,8.0,13.0,17.0,1.0,0.0,3.0,,2.0,,,,,,1.0,,,,,,,4.0,1.0,7.0,1.0,1.0,,,5.0,7.0,,,,,1.0,,,,3.0,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
19605,30562.0,Christian Kabasele,Christian,Kabasele,1991-02-24,DR Congo,Belgium,27.0,D,Centre Central Defender,274,350.0,52.0,,,137.0,13.0,,59.0,487.0,1.0,49.0,62.0,27.0,9.0,204.0,124.0,8.0,1.0,4.0,5.0,,1.0,,7.0,,,,3.0,3.0,4.0,3.0,1.0,1.0,2.0,,3.0,,1.0,,,,1.0,,,0.0,1.0,2.0,,,43.0,96.0,1.0,1.0,3.0,12.0,5.0,15.0,,,0.0,5.0,9.0,90.0,121.0,3.0,124.0,58.0,,,86.0,1.0,22.0,,307.0,26.0,,34.0,31.0,3.0,,2.0,1.0,1.0,58.0,110.0,36.0,36.0,202.0,175.0,90.0,11.0,27.0,2252.0,22.0,2.0,4.0,1.0,661.0,45.0,56.0,3.0,4.0,201.0,201.0,0.0,62.0,34.0,12.0,118.0,3.0,36.0,483.0,8.0,6.0,429.0,113.0,124.0,10.0,,0.0,0.0,91.0,241.0,45.0,,141.0,,670.0,9.0,1.0,1.0,37.0,,1.0,987.0,19.0,12.0,12.0,14.0,7.0,9.0,,24.0,1.0,,1.0,,,,,,,,,,,,,,,6.0,,23.0,,,,,1.0,,,,,,,1.0,,,1.0,3.0,,,12.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3508,32102.0,Younes Kaboul,Younes,Kaboul,1986-01-04,France,France,4.0,D,Centre Central Defender,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10191,281253.0,Sullay Kaikai,Sullay,Kaikai,1995-08-26,England,Sierra Leone,16.0,F,Left/Right Winger,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,160059.0,Tomas Kalas,Tomas,Kalas,1993-05-15,Czech Republic,Czech Republic,22.0,D,Centre Central Defender,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21611,299695.0,Lovre Kalinic,Lovre,Kalinic,1990-04-03,Croatia,Croatia,91.0,G,Goalkeeper,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14750,288670.0,Herbie Kane,Herbie,Kane,1998-11-23,England,England,26.0,M,Centre Central Midfielder,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492,30960.0,N'Golo Kanté,N'Golo,Kanté,1991-03-29,France,France,7.0,M,Centre Central Midfielder,274,375.0,41.0,,11.0,599.0,6.0,20.0,40.0,963.0,1.0,32.0,19.0,22.0,30.0,115.0,57.0,6.0,12.0,27.0,4.0,,,1.0,3.0,,,,,,4.0,,1.0,,3.0,,3.0,1.0,2.0,2.0,6.0,2.0,12.0,14.0,2.0,3.0,15.0,1.0,2.0,1.0,168.0,158.0,1.0,1.0,1.0,54.0,6.0,19.0,,13.0,13.0,29.0,4.0,138.0,96.0,1.0,31.0,10.0,2.0,,121.0,3.0,45.0,,305.0,20.0,3.0,25.0,22.0,3.0,3.0,,,,10.0,62.0,44.0,44.0,326.0,102.0,72.0,10.0,3.0,1733.0,,11.0,16.0,6.0,1132.0,103.0,242.0,50.0,,270.0,270.0,16.0,53.0,89.0,54.0,335.0,6.0,301.0,961.0,24.0,27.0,425.0,61.0,31.0,38.0,,26.0,26.0,367.0,735.0,20.0,26.0,60.0,0.0,1134.0,18.0,3.0,2.0,44.0,,1.0,1485.0,34.0,33.0,33.0,10.0,8.0,24.0,8.0,20.0,4.0,3.0,5.0,,1.0,,,,1.0,1.0,2.0,,,,,,1.0,2.0,,5.0,3.0,,,,7.0,11.0,,,1.0,,,,,,,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19679,289303.0,Bartosz Kapustka,Bartosz,Kapustka,1996-12-23,Poland,Poland,67.0,M,Left/Right Winger,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19600,259077.0,Loris Karius,Loris,Karius,1993-06-22,Germany,Germany,20.0,G,Goalkeeper,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5156,162028.0,Beram Kayal,Beram,Kayal,1988-05-02,Israel,Israel,21.0,M,Centre Defensive Midfielder,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20958,289021.0,Moise Kean,Moise,Kean,2000-02-28,Italy,Italy,18.0,F,Striker,274,30.0,5.0,,2.0,68.0,,13.0,1.0,96.0,1.0,28.0,11.0,29.0,17.0,74.0,34.0,22.0,8.0,8.0,15.0,,3.0,1.0,3.0,,,,3.0,7.0,4.0,6.0,10.0,,1.0,1.0,5.0,3.0,1.0,,6.0,1.0,8.0,26.0,2.0,7.0,21.0,1.0,6.0,1.0,45.0,32.0,5.0,4.0,,12.0,5.0,,,11.0,1.0,19.0,9.0,97.0,53.0,,1.0,1.0,,1.0,12.0,3.0,27.0,,30.0,6.0,2.0,15.0,14.0,1.0,2.0,2.0,1.0,2.0,1.0,11.0,5.0,5.0,25.0,4.0,3.0,13.0,,835.0,,5.0,5.0,13.0,120.0,17.0,28.0,10.0,1.0,118.0,118.0,3.0,12.0,17.0,12.0,25.0,12.0,43.0,91.0,4.0,10.0,38.0,8.0,1.0,48.0,,12.0,12.0,60.0,99.0,3.0,15.0,6.0,4.0,125.0,30.0,6.0,23.0,6.0,2.0,1.0,326.0,54.0,33.0,33.0,11.0,7.0,25.0,9.0,6.0,1.0,1.0,1.0,,4.0,4.0,,4.0,2.0,,3.0,,,1.0,,2.0,2.0,,,,4.0,,4.0,4.0,5.0,2.0,1.0,,2.0,,,1.0,1.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4333,48260.0,Michael Keane,Michael,Keane,1993-01-11,England,England,5.0,D,Centre Central Defender,274,890.0,45.0,,,308.0,19.0,0.0,91.0,1198.0,5.0,90.0,130.0,31.0,11.0,212.0,130.0,14.0,,6.0,7.0,2.0,,1.0,12.0,,,1.0,7.0,10.0,1.0,8.0,2.0,0.0,1.0,2.0,3.0,2.0,,,,,,,1.0,1.0,3.0,1.0,1.0,,76.0,127.0,1.0,2.0,2.0,16.0,1.0,10.0,,,,4.0,7.0,121.0,169.0,2.0,150.0,91.0,,,129.0,,20.0,,547.0,28.0,2.0,42.0,34.0,8.0,,,,,91.0,177.0,44.0,44.0,468.0,292.0,183.0,12.0,22.0,2556.0,20.0,2.0,4.0,4.0,1410.0,61.0,205.0,13.0,3.0,266.0,266.0,1.0,82.0,44.0,16.0,356.0,9.0,75.0,1164.0,7.0,6.0,993.0,99.0,150.0,1.0,,,,151.0,454.0,66.0,0.0,192.0,,1447.0,14.0,,3.0,31.0,2.0,5.0,1803.0,33.0,7.0,7.0,8.0,12.0,1.0,1.0,16.0,3.0,,2.0,1.0,,,,1.0,2.0,,,,,,,1.0,1.0,7.0,1.0,28.0,,1.0,,,6.0,,1.0,,,1.0,1.0,,,,1.0,0.0,,1.0,6.0,1.0,,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,0.0,,,,
75317,183160.0,Peter Keen,Peter,Keen,1976-11-16,England,England,,G,Goalkeeper,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12316,129760.0,Naby Keïta,Naby,Keïta,1995-02-10,Guinea,Guinea,8.0,M,Centre Central Midfielder,274,193.0,11.0,,,409.0,1.0,6.0,15.0,602.0,3.0,10.0,9.0,18.0,4.0,48.0,15.0,6.0,6.0,12.0,2.0,,,1.0,,,,,,,2.0,1.0,2.0,1.0,2.0,,1.0,1.0,,1.0,2.0,3.0,6.0,12.0,2.0,4.0,10.0,,2.0,1.0,125.0,82.0,5.0,1.0,2.0,26.0,2.0,15.0,2.0,3.0,4.0,9.0,3.0,44.0,72.0,2.0,2.0,1.0,,,99.0,1.0,9.0,,189.0,9.0,2.0,8.0,8.0,,2.0,3.0,3.0,3.0,1.0,27.0,10.0,10.0,171.0,36.0,27.0,2.0,3.0,814.0,,4.0,11.0,7.0,674.0,112.0,88.0,34.0,,113.0,113.0,15.0,21.0,46.0,26.0,193.0,3.0,203.0,598.0,18.0,15.0,205.0,29.0,2.0,26.0,,7.0,7.0,253.0,480.0,4.0,6.0,23.0,1.0,678.0,12.0,8.0,9.0,30.0,5.0,3.0,844.0,22.0,14.0,14.0,10.0,13.0,23.0,6.0,14.0,1.0,,1.0,,3.0,,,,1.0,,1.0,,,,,1.0,1.0,1.0,,,2.0,,,,5.0,,4.0,,,,,1.0,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14723,256028.0,Caoimhin Kelleher,Caoimhin,Kelleher,1998-11-23,Ireland,Ireland,62.0,G,Goalkeeper,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21585,159635.0,Lloyd Kelly,Lloyd,Kelly,1998-10-06,England,England,5.0,D,Left Full Back,274,119.0,6.0,,1.0,43.0,2.0,,10.0,161.0,16.0,20.0,11.0,8.0,3.0,59.0,33.0,,1.0,1.0,,,,,1.0,,,,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,40.0,42.0,,,,8.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,31.0,22.0,,15.0,5.0,1.0,,25.0,,7.0,,83.0,7.0,,15.0,11.0,4.0,,,,,5.0,27.0,6.0,6.0,37.0,36.0,18.0,5.0,5.0,638.0,4.0,1.0,1.0,,197.0,44.0,,29.0,1.0,71.0,71.0,3.0,23.0,16.0,8.0,41.0,,17.0,160.0,4.0,2.0,132.0,20.0,15.0,2.0,0.0,6.0,6.0,36.0,75.0,6.0,,29.0,,201.0,1.0,,1.0,7.0,,33.0,302.0,6.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,,,,,,,,,,,,,,,,,1.0,,5.0,,,,,,1.0,,,,,,,,,1.0,,,,3.0,,,,1.0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15194,302874.0,Daniel Kemp,Daniel,Kemp,1999-01-11,England,England,17.0,M,Right Winger,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13285,222609.0,Kenedy,Robert Kenedy,Nunes do Nascimento,1996-02-08,Brazil,Brazil,24.0,F,Left/Right Winger,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10449,268846.0,Jonjoe Kenny,Jonjoe,Kenny,1997-03-15,England,England,16.0,D,Right Full Back,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13509,163785.0,Ryan Kent,Ryan,Kent,1996-11-11,England,England,14.0,F,Left Winger,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4656,180889.0,Ki Sung-Yeung,Sung-Yeung,Ki,1989-01-24,South Korea,South Korea,10.0,M,Centre Central Midfielder,274,32.0,1.0,3.0,4.0,31.0,,,3.0,59.0,,,2.0,3.0,,14.0,5.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,4.0,,,,1.0,,2.0,3.0,,1.0,2.0,1.0,5.0,8.0,,2.0,2.0,,,7.0,1.0,1.0,1.0,13.0,1.0,,6.0,6.0,,,,,,2.0,5.0,3.0,3.0,22.0,6.0,4.0,2.0,,136.0,,1.0,1.0,,64.0,12.0,6.0,6.0,,11.0,11.0,,2.0,2.0,1.0,19.0,,14.0,58.0,1.0,2.0,34.0,3.0,2.0,2.0,3.0,5.0,2.0,17.0,37.0,,,4.0,,66.0,,1.0,2.0,1.0,,,86.0,,1.0,1.0,3.0,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50468,315236.0,Gavin Kilkenny,Gavin,Kilkenny,2000-02-01,Ireland,Ireland,,M,Centre Central Midfielder,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13522,144289.0,Maximilian Kilman,Maximilian,Kilman,1997-05-23,England,England,23.0,D,Left/Centre Central Defender,274,51.0,2.0,,,27.0,,,2.0,78.0,,10.0,12.0,3.0,,18.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,,,,,,0.0,,,,0.0,1.0,11.0,17.0,,7.0,3.0,,,9.0,,2.0,,54.0,2.0,,2.0,2.0,,,,,,3.0,16.0,4.0,4.0,10.0,22.0,16.0,1.0,1.0,184.0,1.0,,,,100.0,23.0,,1.0,,25.0,25.0,,7.0,2.0,,30.0,,4.0,77.0,,,65.0,9.0,7.0,1.0,,,,9.0,36.0,4.0,0.0,11.0,,101.0,,,1.0,4.0,,,121.0,,1.0,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,317864.0,Joshua King,Joshua,King,1992-01-15,Norway,Norway,,F,Left/Centre/Right Striker,274,113.0,4.0,,6.0,254.0,1.0,22.0,5.0,361.0,2.0,67.0,59.0,26.0,11.0,181.0,134.0,22.0,4.0,26.0,12.0,,1.0,4.0,6.0,,,1.0,5.0,6.0,3.0,7.0,6.0,,1.0,1.0,1.0,5.0,1.0,,2.0,1.0,4.0,16.0,6.0,6.0,19.0,1.0,5.0,0.0,135.0,105.0,8.0,3.0,1.0,44.0,4.0,12.0,1.0,15.0,7.0,54.0,7.0,222.0,154.0,1.0,8.0,3.0,,,39.0,12.0,37.0,,122.0,24.0,6.0,37.0,30.0,7.0,2.0,4.0,1.0,4.0,3.0,53.0,8.0,8.0,100.0,20.0,9.0,13.0,1.0,2019.0,,5.0,25.0,13.0,481.0,123.0,47.0,44.0,3.0,355.0,355.0,21.0,32.0,52.0,44.0,142.0,9.0,162.0,343.0,17.0,30.0,138.0,19.0,8.0,107.0,,22.0,22.0,247.0,383.0,3.0,23.0,12.0,7.0,499.0,26.0,11.0,2.0,16.0,4.0,2.0,940.0,91.0,77.0,77.0,27.0,6.0,52.0,18.0,6.0,,3.0,14.0,4.0,,2.0,,1.0,6.0,,1.0,,,,,2.0,6.0,3.0,,3.0,14.0,,2.0,2.0,38.0,6.0,,,2.0,,,,,,1.0,0.0,,2.0,,,,,,,,,0.0,,,,1.0,3.0,,,,,,,,3.0,0.0,,,,,,3.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15134,294795.0,Nya Kirby,Nya,Kirby,2000-01-31,England,England,,M,Midfielder,274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
