id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,formation_place,accurate_back_zone_pass,accurate_fwd_zone_pass,accurate_layoffs,accurate_pass,accurate_pull_back,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,backward_pass,ball_recovery,blocked_pass,challenge_lost,crosses_18yard,crosses_18yardplus,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,final_third_entries,fouls,fwd_pass,goals_conceded,goals_conceded_ibox,hand_ball,head_clearance,head_pass,leftside_pass,long_pass_own_to_opp,losses,mins_played,open_play_pass,overrun,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,put_through,rightside_pass,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_pull_back,total_sub_on,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,won_corners,won_tackle,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_launches,accurate_long_balls,att_assist_openplay,att_bx_centre,att_bx_right,att_cmiss_right,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_target,att_lf_total,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_obx_right,att_openplay,att_post_left,att_rf_target,att_rf_total,att_setpiece,att_sv_low_centre,att_sv_low_right,big_chance_missed,blocked_cross,blocked_scoring_att,corner_taken,dangerous_play,dispossessed,effective_blocked_cross,error_lead_to_shot,fouled_final_third,game_started,goals_conceded_obox,hit_woodwork,interception,interception_won,long_pass_own_to_opp_success,lost_corners,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,pen_goals_conceded,poss_won_att_3rd,post_scoring_att,shot_off_target,total_att_assist,total_corners_intobox,total_scoring_att,total_sub_off,wins,won_contest,clean_sheet,interceptions_in_box,second_goal_assist,yellow_card,att_cmiss_left,att_freekick_post,att_freekick_target,att_freekick_total,att_goal_high_centre,att_goal_low_left,att_hd_goal,att_hd_target,att_ibox_goal,att_lf_goal,att_miss_high,att_miss_high_left,att_obox_post,att_post_high,att_post_right,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_left,big_chance_created,big_chance_scored,goals,goals_openplay,last_man_tackle,shield_ball_oop,total_offside,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_assist_setplay,att_bx_left,error_lead_to_goal,freekick_cross,goal_assist,goal_assist_deadball,goal_assist_intentional,goal_assist_openplay,goal_assist_setplay,six_yard_block,total_through_ball,own_goals,penalty_conceded,assist_penalty_won,att_fastbreak,att_goal_low_centre,att_goal_low_right,att_obox_goal,att_one_on_one,att_rf_goal,goal_fastbreak,penalty_won,shot_fastbreak,total_fastbreak,att_cmiss_high,touches_in_opp_box,accurate_goal_kicks,accurate_keeper_throws,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,saved_ibox,saves,total_high_claim,assist_attempt_saved,att_goal_high_right,att_hd_post,att_pen_goal,att_pen_miss,red_card,second_yellow,att_cmiss_high_left,att_freekick_goal,att_freekick_miss,att_goal_high_left,att_lg_centre,clearance_off_line,foul_throw_in,att_cmiss_high_right,assist_pass_lost,assist_own_goal,att_obxd_left,att_obx_left,diving_save,attempts_obox,assist_blocked_shot,assist_free_kick_won,accurate_keeper_sweeper,cross_not_claimed,dive_catch,dive_save,gk_smother,penalty_faced,punches,saved_obox,stand_catch,stand_save,total_keeper_sweeper,assist_handball_won,assist_post,att_obxd_right,att_lg_left,attempts_ibox,att_obp_goal,att_corner,penalty_save,att_pen_target,att_pen_post
3926,317864.0,Joshua King,Joshua,King,1992-01-15,Norway,Norway,,F,Left/Centre/Right Striker,42,224.0,89.0,258.0,37.0,342.0,1.0,2.0,51.0,30.0,31.0,12.0,154.0,102.0,129.0,91.0,36.0,12.0,22.0,2.0,6.0,202.0,127.0,11.0,9.0,28.0,37.0,106.0,39.0,35.0,,9.0,44.0,88.0,26.0,17.0,1924.0,406.0,11.0,66.0,92.0,29.0,325.0,324.0,12.0,55.0,36.0,121.0,139.0,304.0,21.0,102.0,6.0,12.0,99.0,24.0,24.0,197.0,38.0,366.0,1.0,45.0,8.0,444.0,6.0,7.0,29.0,2.0,893.0,86.0,86.0,28.0,19.0,25.0,3.0,5.0,5.0,11.0,,3.0,23.0,25.0,9.0,1.0,5.0,7.0,8.0,16.0,1.0,10.0,2.0,7.0,1.0,6.0,3.0,7.0,2.0,4.0,12.0,,44.0,,10.0,40.0,5.0,5.0,4.0,2.0,,15.0,1.0,,50.0,,1.0,14.0,24.0,4.0,1.0,9.0,9.0,21.0,,,8.0,17.0,20.0,1.0,3.0,24.0,1.0,19.0,25.0,,54.0,18.0,8.0,45.0,1.0,,,1.0,2.0,,,,,2.0,,2.0,6.0,,8.0,,,,1.0,1.0,,3.0,1.0,6.0,3.0,6.0,5.0,,1.0,16.0,,,1.0,,3.0,,,2.0,,2.0,2.0,,2.0,2.0,,1.0,,,2.0,1.0,,1.0,6.0,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
10517,52977.0,Stephen Kingsley,Stephen,Kingsley,1994-07-23,Scotland,Scotland,23.0,D,Left Full Back,42,12.0,35.0,56.0,1.0,84.0,,24.0,4.0,3.0,4.0,,45.0,27.0,29.0,11.0,6.0,4.0,4.0,7.0,1.0,11.0,17.0,16.0,11.0,13.0,2.0,48.0,3.0,3.0,,12.0,7.0,2.0,19.0,,356.0,106.0,3.0,49.0,4.0,13.0,47.0,43.0,8.0,2.0,6.0,31.0,22.0,80.0,3.0,45.0,3.0,20.0,7.0,17.0,13.0,33.0,,82.0,13.0,1.0,18.0,110.0,1.0,,5.0,25.0,208.0,1.0,1.0,3.0,,2.0,2.0,7.0,4.0,,4.0,6.0,,,,,,,,,,,,1.0,,,,,1.0,,1.0,,1.0,,,,,,,,3.0,,4.0,,,3.0,,1.0,4.0,,,1.0,1.0,9.0,3.0,1.0,1.0,1.0,,4.0,,1.0,,1.0,2.0,4.0,1.0,1.0,3.0,6.0,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,3.0,1.0,,1.0,,,2.0,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5365,186622.0,Jan Kirchhoff,Jan,Kirchhoff,1990-10-01,Germany,Germany,4.0,D,Centre Central Defender,42,56.0,159.0,226.0,4.0,384.0,,3.0,42.0,35.0,15.0,10.0,94.0,60.0,48.0,107.0,21.0,31.0,3.0,2.0,7.0,104.0,112.0,34.0,21.0,116.0,20.0,266.0,14.0,13.0,1.0,27.0,102.0,116.0,115.0,4.0,1083.0,550.0,,108.0,95.0,21.0,225.0,210.0,36.0,66.0,21.0,123.0,114.0,382.0,9.0,191.0,56.0,49.0,11.0,5.0,5.0,194.0,12.0,367.0,14.0,5.0,82.0,553.0,1.0,1.0,51.0,3.0,794.0,20.0,20.0,17.0,2.0,40.0,18.0,1.0,1.0,5.0,,38.0,12.0,4.0,,,1.0,2.0,2.0,2.0,,2.0,,1.0,1.0,,1.0,2.0,,,2.0,,3.0,,1.0,4.0,3.0,1.0,,,3.0,4.0,,,12.0,3.0,,3.0,14.0,1.0,,35.0,35.0,53.0,7.0,1.0,6.0,6.0,2.0,3.0,1.0,5.0,,2.0,12.0,,8.0,10.0,4.0,11.0,1.0,3.0,1.0,,,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12891,302330.0,Timm Klose,Timm,Klose,1988-05-09,Germany,Switzerland,25.0,D,Centre Central Defender,42,52.0,102.0,66.0,,168.0,,2.0,16.0,40.0,10.0,5.0,70.0,43.0,19.0,41.0,11.0,6.0,,,2.0,28.0,61.0,88.0,67.0,42.0,6.0,143.0,13.0,11.0,,73.0,50.0,48.0,87.0,6.0,849.0,255.0,,42.0,30.0,4.0,109.0,95.0,30.0,11.0,11.0,47.0,21.0,168.0,6.0,130.0,33.0,102.0,2.0,,,53.0,3.0,127.0,34.0,,73.0,257.0,,,14.0,2.0,440.0,2.0,2.0,7.0,1.0,11.0,12.0,,,1.0,10.0,29.0,,2.0,,,,1.0,,1.0,,,,2.0,,1.0,,,1.0,,1.0,,1.0,,,,2.0,,,,2.0,,,,,2.0,1.0,,10.0,2.0,,24.0,24.0,40.0,7.0,8.0,,,1.0,10.0,2.0,,,2.0,,,3.0,2.0,2.0,2.0,2.0,7.0,,3.0,,,,,,1.0,1.0,,1.0,,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14018,281078.0,Kyle Knoyle,Kyle,Knoyle,1996-09-24,England,England,2.0,D,Right Full Back,42,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4141,316793.0,Aleksandar Kolarov,Aleksandar,Kolarov,1985-11-10,Yugoslavia,Serbia,11.0,D,Left Full Back,42,75.0,387.0,724.0,,1071.0,1.0,219.0,25.0,47.0,29.0,8.0,152.0,101.0,207.0,153.0,64.0,21.0,78.0,11.0,4.0,103.0,132.0,56.0,43.0,242.0,20.0,509.0,29.0,25.0,,48.0,70.0,41.0,238.0,9.0,2281.0,1326.0,5.0,528.0,33.0,163.0,534.0,519.0,97.0,49.0,64.0,604.0,386.0,1044.0,15.0,449.0,87.0,71.0,47.0,149.0,107.0,531.0,5.0,1061.0,66.0,,178.0,1361.0,4.0,4.0,34.0,270.0,2164.0,24.0,24.0,31.0,34.0,25.0,31.0,40.0,24.0,1.0,6.0,63.0,24.0,1.0,,1.0,,,3.0,3.0,1.0,4.0,7.0,39.0,,4.0,3.0,10.0,12.0,3.0,22.0,,26.0,1.0,,,,1.0,,2.0,23.0,13.0,43.0,,15.0,23.0,1.0,10.0,25.0,4.0,3.0,46.0,45.0,108.0,22.0,7.0,18.0,20.0,10.0,8.0,,7.0,1.0,16.0,38.0,42.0,39.0,2.0,16.0,24.0,10.0,1.0,,3.0,2.0,,3.0,9.0,,,,,3.0,3.0,5.0,3.0,,,,1.0,,1.0,4.0,2.0,,3.0,2.0,,,3.0,16.0,8.0,,11.0,8.0,,18.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,,,1.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
2002,32441.0,Kolo Touré,Kolo,Touré,1981-03-19,,,2.0,D,Centre Central Defender,42,48.0,273.0,106.0,,379.0,,2.0,14.0,9.0,14.0,1.0,45.0,33.0,29.0,58.0,8.0,6.0,1.0,,4.0,23.0,40.0,26.0,9.0,57.0,2.0,211.0,14.0,12.0,,13.0,38.0,119.0,118.0,1.0,859.0,446.0,1.0,30.0,48.0,5.0,114.0,95.0,34.0,24.0,8.0,106.0,29.0,362.0,5.0,300.0,20.0,45.0,8.0,1.0,1.0,62.0,,166.0,42.0,,71.0,465.0,,5.0,22.0,2.0,596.0,2.0,2.0,2.0,1.0,17.0,7.0,,,,7.0,22.0,1.0,2.0,,,,2.0,,,,1.0,,,,,,2.0,,,1.0,,2.0,,,2.0,,,,,2.0,2.0,,,,2.0,,,9.0,2.0,,25.0,25.0,69.0,8.0,10.0,1.0,,2.0,3.0,1.0,,,,1.0,,4.0,3.0,9.0,7.0,2.0,2.0,,1.0,,,,,1.0,,1.0,1.0,1.0,,,,,,,,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
3653,262223.0,Vincent Kompany,Vincent,Kompany,1986-04-10,Belgium,Belgium,4.0,D,Defender,42,65.0,357.0,205.0,,562.0,,2.0,6.0,35.0,14.0,9.0,46.0,43.0,25.0,90.0,11.0,7.0,,,4.0,30.0,65.0,66.0,41.0,94.0,15.0,267.0,7.0,6.0,,45.0,52.0,243.0,147.0,2.0,1179.0,666.0,1.0,30.0,99.0,8.0,137.0,125.0,62.0,26.0,11.0,143.0,64.0,557.0,7.0,394.0,47.0,78.0,7.0,,,112.0,2.0,284.0,37.0,,109.0,678.0,,1.0,20.0,2.0,846.0,4.0,4.0,3.0,1.0,15.0,22.0,,,,8.0,55.0,3.0,8.0,,1.0,5.0,8.0,2.0,5.0,,1.0,,,,2.0,2.0,1.0,,,1.0,,,,,2.0,1.0,1.0,,,3.0,3.0,,,2.0,3.0,,,13.0,1.0,,23.0,23.0,95.0,6.0,10.0,1.0,2.0,3.0,4.0,1.0,2.0,,5.0,3.0,,11.0,1.0,8.0,7.0,9.0,6.0,,5.0,,,,,,,2.0,1.0,2.0,,,1.0,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1515,91545.0,Paul Konchesky,Paul,Konchesky,1981-05-15,England,England,,D,Left Full Back,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4701,171380.0,Arouna Koné,Arouna,Koné,1983-11-11,,,2.0,F,Centre Striker,42,156.0,138.0,354.0,35.0,488.0,1.0,1.0,46.0,15.0,25.0,9.0,143.0,95.0,160.0,72.0,30.0,15.0,8.0,1.0,12.0,141.0,74.0,6.0,4.0,68.0,15.0,120.0,21.0,19.0,,4.0,39.0,121.0,25.0,6.0,1458.0,576.0,4.0,70.0,93.0,31.0,215.0,214.0,33.0,29.0,30.0,179.0,209.0,484.0,17.0,154.0,8.0,7.0,45.0,9.0,9.0,271.0,18.0,435.0,1.0,38.0,16.0,580.0,2.0,9.0,25.0,1.0,857.0,46.0,46.0,11.0,9.0,20.0,5.0,4.0,4.0,5.0,,12.0,9.0,19.0,3.0,2.0,3.0,5.0,7.0,8.0,,8.0,2.0,7.0,2.0,3.0,3.0,2.0,5.0,1.0,8.0,,34.0,,6.0,22.0,2.0,3.0,1.0,6.0,3.0,9.0,,,45.0,3.0,1.0,3.0,16.0,2.0,,9.0,9.0,20.0,2.0,,4.0,9.0,14.0,1.0,3.0,10.0,,13.0,14.0,,36.0,10.0,7.0,24.0,1.0,2.0,1.0,1.0,,,,,1.0,1.0,1.0,1.0,5.0,2.0,4.0,1.0,,,,,,2.0,3.0,5.0,3.0,5.0,5.0,,,4.0,,,,,6.0,,,4.0,,4.0,4.0,,,2.0,,,,2.0,1.0,1.0,,4.0,2.0,1.0,,2.0,3.0,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,
4030,170758.0,Laurent Koscielny,Laurent,Koscielny,1985-09-10,France,France,6.0,D,Centre Central Defender,42,198.0,947.0,524.0,1.0,1471.0,,3.0,57.0,104.0,33.0,17.0,200.0,174.0,80.0,223.0,29.0,14.0,3.0,,9.0,113.0,186.0,139.0,89.0,170.0,31.0,650.0,31.0,22.0,1.0,110.0,199.0,385.0,381.0,6.0,2846.0,1653.0,2.0,274.0,37.0,13.0,304.0,257.0,147.0,75.0,29.0,576.0,142.0,1438.0,14.0,1022.0,85.0,186.0,11.0,3.0,3.0,215.0,4.0,672.0,66.0,1.0,165.0,1691.0,,,47.0,3.0,2217.0,17.0,17.0,26.0,2.0,26.0,50.0,,,,12.0,83.0,8.0,11.0,1.0,1.0,7.0,10.0,2.0,9.0,,3.0,1.0,1.0,1.0,2.0,3.0,,,1.0,1.0,,4.0,,1.0,6.0,5.0,,2.0,1.0,8.0,2.0,,1.0,12.0,8.0,2.0,,33.0,9.0,,126.0,126.0,284.0,35.0,30.0,5.0,3.0,8.0,27.0,1.0,1.0,,9.0,8.0,,19.0,2.0,18.0,10.0,15.0,31.0,,3.0,1.0,,,,,,1.0,2.0,4.0,,3.0,,,,,1.0,1.0,,,1.0,3.0,4.0,1.0,,8.0,1.0,,,1.0,,,,,,,,,,,2.0,,,,,1.0,2.0,,,3.0,,,,,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5861,134321.0,Cheikhou Kouyaté,Cheikhou,Kouyaté,1989-12-21,Senegal,Senegal,8.0,M,Centre Central Midfielder,42,194.0,492.0,491.0,37.0,981.0,1.0,7.0,55.0,88.0,34.0,25.0,269.0,187.0,192.0,227.0,58.0,50.0,16.0,3.0,13.0,186.0,248.0,48.0,29.0,124.0,36.0,379.0,44.0,39.0,,34.0,191.0,362.0,151.0,7.0,3009.0,1224.0,5.0,163.0,173.0,38.0,371.0,362.0,85.0,132.0,58.0,301.0,184.0,972.0,34.0,572.0,62.0,57.0,45.0,19.0,19.0,287.0,28.0,681.0,36.0,40.0,90.0,1234.0,3.0,,95.0,7.0,1795.0,37.0,37.0,40.0,11.0,73.0,31.0,2.0,2.0,11.0,8.0,41.0,19.0,22.0,4.0,2.0,8.0,17.0,7.0,12.0,3.0,9.0,,1.0,2.0,4.0,6.0,3.0,2.0,4.0,9.0,,28.0,,7.0,24.0,10.0,5.0,6.0,3.0,11.0,10.0,,1.0,30.0,11.0,1.0,8.0,34.0,5.0,4.0,77.0,77.0,94.0,13.0,1.0,7.0,14.0,18.0,13.0,6.0,10.0,3.0,17.0,21.0,,45.0,3.0,14.0,29.0,10.0,2.0,,5.0,,,,,1.0,,2.0,5.0,5.0,,2.0,,,3.0,,1.0,,1.0,,1.0,5.0,5.0,2.0,,3.0,2.0,,,1.0,,2.0,,,2.0,,2.0,2.0,,,1.0,,,1.0,2.0,1.0,2.0,,1.0,3.0,1.0,1.0,2.0,2.0,,,,,,,,,,,,,1.0,2.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4724,315538.0,Libor Kozák,Libor,Kozák,1989-05-30,Czech Republic,Czech Republic,,F,Forward,42,27.0,10.0,38.0,6.0,48.0,,,20.0,20.0,4.0,3.0,15.0,13.0,17.0,6.0,2.0,,1.0,,2.0,28.0,28.0,5.0,5.0,11.0,5.0,29.0,2.0,2.0,,5.0,31.0,21.0,6.0,1.0,258.0,74.0,,18.0,13.0,6.0,48.0,48.0,,4.0,2.0,9.0,20.0,46.0,2.0,11.0,7.0,5.0,3.0,1.0,1.0,37.0,24.0,66.0,1.0,9.0,2.0,76.0,,1.0,3.0,,119.0,16.0,16.0,3.0,3.0,2.0,2.0,,,9.0,1.0,1.0,3.0,3.0,2.0,,1.0,1.0,2.0,2.0,,2.0,,1.0,,,,,,,,,4.0,,2.0,4.0,2.0,,1.0,1.0,,2.0,,,2.0,,,1.0,3.0,,,,,3.0,,,2.0,1.0,2.0,1.0,,2.0,,2.0,3.0,,6.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6671,52874.0,Andrej Kramaric,Andrej,Kramaric,1991-06-19,Yugoslavia,Croatia,27.0,F,Centre Striker,42,0.0,1.0,7.0,2.0,8.0,,,,,2.0,,4.0,2.0,4.0,1.0,,,1.0,,,1.0,2.0,,,1.0,1.0,3.0,2.0,1.0,,,2.0,3.0,3.0,2.0,22.0,10.0,,2.0,2.0,1.0,6.0,6.0,,,,1.0,4.0,7.0,,1.0,1.0,,1.0,1.0,1.0,5.0,1.0,11.0,,3.0,,11.0,,2.0,1.0,,17.0,2.0,2.0,,,,1.0,,,,,,1.0,1.0,,,,,,,,1.0,,,,,,,,,,,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,1.0,,,,2.0,,,,1.0,1.0,,,1.0,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3169,133649.0,Tim Krul,Tim,Krul,1988-04-03,Netherlands,Netherlands,1.0,G,Goalkeeper,42,8.0,95.0,49.0,,144.0,,,,3.0,8.0,,78.0,67.0,,65.0,1.0,3.0,,,3.0,3.0,3.0,7.0,,50.0,,192.0,17.0,12.0,,,,29.0,136.0,5.0,720.0,134.0,,11.0,40.0,2.0,121.0,119.0,7.0,,1.0,38.0,17.0,79.0,1.0,123.0,18.0,9.0,,,,50.0,,136.0,103.0,,194.0,259.0,,,,,343.0,,,1.0,,,13.0,,,,29.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,5.0,,1.0,1.0,49.0,5.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,27.0,72.0,7.0,51.0,27.0,18.0,33.0,7.0,,,,,,,,,,,,,,,,,,,,16.0,,,,4.0,,2.0,8.0,1.0,,4.0,15.0,3.0,1.0,4.0,,,,,,,,,,
11004,305655.0,Kyle Lafferty,Kyle,Lafferty,1987-09-16,Northern Ireland,Northern Ireland,9.0,F,Centre Striker,42,0.0,1.0,3.0,1.0,4.0,,,2.0,,1.0,,4.0,,,1.0,1.0,,,,,3.0,,1.0,,,,,,,,,,3.0,,1.0,13.0,4.0,,2.0,1.0,,2.0,2.0,1.0,,1.0,1.0,2.0,4.0,1.0,1.0,,1.0,,,,2.0,,3.0,,1.0,,4.0,,1.0,,,8.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4618,186673.0,Adam Lallana,Adam,Lallana,1988-05-10,England,England,14.0,M,Left/Centre/Right Attacking Midfielder,42,216.0,254.0,574.0,71.0,815.0,2.0,9.0,36.0,23.0,30.0,17.0,127.0,103.0,255.0,150.0,62.0,34.0,35.0,13.0,10.0,178.0,153.0,25.0,12.0,94.0,27.0,295.0,27.0,22.0,,19.0,78.0,201.0,60.0,7.0,2110.0,958.0,8.0,148.0,195.0,96.0,378.0,368.0,47.0,81.0,62.0,238.0,356.0,785.0,34.0,286.0,45.0,35.0,67.0,63.0,49.0,466.0,41.0,766.0,9.0,72.0,40.0,989.0,5.0,7.0,59.0,9.0,1501.0,48.0,48.0,29.0,29.0,47.0,25.0,13.0,11.0,12.0,2.0,23.0,43.0,16.0,5.0,4.0,2.0,3.0,11.0,8.0,,6.0,5.0,23.0,,7.0,4.0,4.0,6.0,5.0,17.0,,40.0,,5.0,18.0,,7.0,2.0,3.0,4.0,15.0,19.0,,56.0,4.0,1.0,7.0,23.0,5.0,,20.0,20.0,45.0,7.0,,21.0,28.0,15.0,2.0,,22.0,,14.0,50.0,14.0,44.0,13.0,13.0,42.0,5.0,,1.0,2.0,,,,,,,,1.0,2.0,3.0,3.0,,,,,1.0,,,1.0,8.0,1.0,4.0,4.0,,,14.0,2.0,,6.0,,5.0,,1.0,6.0,,4.0,6.0,,1.0,9.0,,,,,1.0,2.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4627,36583.0,Rickie Lambert,Rickie,Lambert,1982-02-16,England,England,19.0,F,Centre Striker,42,48.0,40.0,146.0,27.0,185.0,,1.0,37.0,20.0,19.0,3.0,53.0,44.0,59.0,23.0,9.0,4.0,1.0,3.0,4.0,57.0,28.0,5.0,5.0,43.0,6.0,85.0,8.0,7.0,1.0,5.0,66.0,62.0,24.0,8.0,617.0,269.0,,38.0,56.0,20.0,121.0,120.0,3.0,18.0,9.0,66.0,91.0,182.0,,48.0,24.0,6.0,1.0,4.0,4.0,150.0,42.0,228.0,10.0,32.0,18.0,272.0,,14.0,,1.0,341.0,17.0,17.0,8.0,3.0,,12.0,1.0,1.0,15.0,2.0,6.0,10.0,5.0,1.0,2.0,1.0,2.0,,5.0,,1.0,,1.0,,3.0,2.0,3.0,2.0,2.0,7.0,,8.0,,2.0,11.0,1.0,,2.0,,,3.0,,,11.0,,,4.0,5.0,1.0,,,,12.0,,,5.0,6.0,4.0,,2.0,2.0,,7.0,11.0,,14.0,3.0,7.0,,,,,2.0,2.0,,1.0,3.0,,,,1.0,1.0,,2.0,,,,,1.0,,,,1.0,1.0,1.0,,,,2.0,,,1.0,,,,,1.0,,1.0,1.0,,,1.0,,,,,,1.0,,,1.0,,,,,2.0,3.0,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
