id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_right,att_goal_high_centre,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_ibox_goal,att_ibox_miss,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_pen_goal,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_low_centre,att_sv_low_right,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,final_third_entries,formation_place,fouls,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_openplay,goal_kicks,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_through_ball,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,att_hd_miss,att_hd_total,total_sub_on,att_freekick_miss,att_freekick_total,att_ibox_blocked,att_ibox_target,att_sv_low_left,dangerous_play,fouled_final_third,total_offside,att_bx_centre,att_lf_goal,foul_throw_in,last_man_tackle,own_goals,shield_ball_oop,six_yard_block,att_hd_target,att_bx_left,att_fastbreak,att_goal_high_left,att_hd_goal,att_miss_high_left,goal_assist_intentional,goal_fastbreak,shot_fastbreak,total_pull_back,accurate_goal_kicks,accurate_pull_back,att_lg_centre,clearance_off_line,penalty_conceded,red_card,second_yellow,att_freekick_target,att_hd_post,att_ibox_post,att_post_high,goal_assist_deadball,goal_assist_setplay,hit_woodwork,post_scoring_att,accurate_freekick_cross,att_post_left,error_lead_to_shot,freekick_cross,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,total_keeper_sweeper,att_sv_high_right,att_cmiss_right,att_cmiss_left,penalty_won,total_fastbreak,att_freekick_goal,attempts_obox,head_pass,open_play_pass,successful_open_play_pass,goals_openplay,attempts_ibox,att_obx_left,touches_in_opp_box,att_obox_post,att_obp_goal,att_post_right,penalty_save,stand_save,att_cmiss_high,att_cmiss_high_right,att_pen_target,att_obxd_left,att_obxd_right,back_pass,att_obx_right,att_freekick_post,fwd_pass,att_cmiss_high_left,att_lg_left,leftside_pass,att_pen_miss,att_pen_post
4016,5562.0,Christian Kalvenes,Christian,Kalvenes,1977-03-08,Norway,Norway,3.0,D,Left Full Back,18,16.0,3.0,,1.0,1.0,,45.0,2.0,1.0,2.0,60.0,,34.0,6.0,4.0,6.0,28.0,25.0,2.0,,,,,,,,,,,2.0,,,,1.0,1.0,,1.0,,2.0,1.0,,,,1.0,,,,,,9.0,1.0,2.0,2.0,,,3.0,3.0,1.0,,14.0,17.0,1.0,13.0,9.0,1.0,48.0,45.0,4.0,3.0,,8.0,7.0,1.0,,,,,14.0,8.0,1.0,8.0,39.0,18.0,5.0,1.0,277.0,1.0,2.0,,,2.0,44.0,,6.0,1.0,62.0,53.0,2.0,5.0,2.0,1.0,27.0,2.0,20.0,9.0,22.0,2.0,,6.0,6.0,54.0,,83.0,9.0,1.0,12.0,97.0,3.0,1.0,10.0,,42.0,210.0,11.0,2.0,1.0,1.0,1.0,7.0,,,,3.0,,,1.0,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2789,29893.0,Diomansy Kamara,Diomansy,Kamara,1980-11-08,Senegal,Senegal,,F,Forward,18,30.0,1.0,,1.0,1.0,2.0,72.0,,16.0,3.0,101.0,1.0,,8.0,9.0,9.0,43.0,36.0,8.0,,,,,,1.0,,1.0,3.0,1.0,5.0,1.0,,1.0,4.0,,,3.0,1.0,4.0,,,,1.0,3.0,1.0,,1.0,,1.0,10.0,2.0,,2.0,,2.0,2.0,1.0,15.0,2.0,39.0,39.0,2.0,,,,14.0,9.0,6.0,5.0,1.0,7.0,5.0,2.0,,,,,1.0,4.0,,4.0,7.0,6.0,4.0,1.0,452.0,,4.0,4.0,3.0,1.0,19.0,10.0,7.0,,57.0,55.0,1.0,3.0,6.0,6.0,44.0,8.0,34.0,3.0,2.0,15.0,,3.0,3.0,66.0,13.0,99.0,,16.0,4.0,130.0,9.0,4.0,11.0,2.0,,214.0,13.0,12.0,3.0,7.0,3.0,9.0,1.0,1.0,1.0,4.0,,,,1.0,,,2.0,2.0,,1.0,,,,,,,,1.0,,,,,,1.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960,6566.0,Harry Kane,Harry,Kane,1993-07-28,England,England,32.0,F,Centre Striker,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,96872.0,Kanu,Nwankwo,Kanu,1976-08-01,Nigeria,Nigeria,27.0,F,Centre Second Striker,18,48.0,2.0,,1.0,1.0,6.0,198.0,,25.0,6.0,245.0,3.0,1.0,6.0,6.0,23.0,88.0,54.0,14.0,,,,,1.0,1.0,,2.0,4.0,,4.0,1.0,2.0,2.0,2.0,2.0,,3.0,1.0,6.0,,,1.0,1.0,8.0,,,,1.0,,25.0,,4.0,8.0,1.0,,6.0,,20.0,3.0,51.0,40.0,,6.0,4.0,,39.0,0.0,10.0,6.0,2.0,18.0,16.0,2.0,2.0,2.0,,,8.0,5.0,,5.0,13.0,7.0,16.0,1.0,818.0,,4.0,12.0,3.0,1.0,41.0,83.0,17.0,1.0,103.0,97.0,4.0,5.0,16.0,7.0,129.0,16.0,53.0,4.0,12.0,14.0,,6.0,6.0,177.0,21.0,262.0,1.0,26.0,7.0,309.0,14.0,3.0,7.0,11.0,1.0,447.0,33.0,20.0,4.0,7.0,4.0,5.0,,1.0,2.0,17.0,,,2.0,,,,,7.0,,,,,,2.0,,,,1.0,,1.0,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3335,97598.0,Olivier Kapo,Olivier,Kapo,1980-09-27,France,France,23.0,M,Left/Centre Attacking Midfielder,18,4.0,,,,,,8.0,,,1.0,12.0,,,1.0,,1.0,5.0,5.0,1.0,,,,,,,,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,1.0,,2.0,,,,1.0,,5.0,,7.0,,,,,,,0.0,,,,2.0,2.0,,,,,,,1.0,,1.0,2.0,1.0,1.0,,31.0,,1.0,,,,2.0,3.0,1.0,1.0,10.0,10.0,,1.0,,,3.0,1.0,5.0,,,1.0,,1.0,1.0,4.0,,11.0,,,1.0,15.0,2.0,,,1.0,,26.0,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
3846,28966.0,Adam Kay,Adam,Kay,1990-03-05,England,England,,M,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3817,167707.0,Jake Kean,Jake,Kean,1991-02-04,England,England,13.0,G,Goalkeeper,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1692,6225.0,Robbie Keane,Robbie,Keane,1980-07-08,Ireland,Ireland,20.0,F,Centre Second Striker,18,114.0,8.0,2.0,7.0,5.0,7.0,200.0,1.0,35.0,15.0,307.0,3.0,4.0,4.0,3.0,20.0,108.0,92.0,19.0,,2.0,,1.0,,1.0,3.0,6.0,6.0,1.0,5.0,3.0,1.0,2.0,,1.0,,1.0,1.0,3.0,5.0,1.0,3.0,6.0,15.0,,2.0,,5.0,,34.0,,3.0,7.0,1.0,2.0,11.0,1.0,22.0,5.0,56.0,38.0,,1.0,,,39.0,240.0,6.0,15.0,6.0,16.0,11.0,5.0,2.0,2.0,,,1.0,11.0,,11.0,31.0,22.0,6.0,2.0,1160.0,,8.0,13.0,14.0,2.0,62.0,54.0,10.0,2.0,110.0,108.0,4.0,7.0,23.0,7.0,95.0,21.0,123.0,19.0,3.0,23.0,2.0,14.0,12.0,134.0,15.0,258.0,5.0,38.0,27.0,367.0,24.0,12.0,14.0,6.0,4.0,562.0,45.0,15.0,9.0,6.0,10.0,10.0,1.0,2.0,4.0,5.0,,,2.0,7.0,,,1.0,14.0,3.0,2.0,,,,1.0,,1.0,,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,
3644,21247.0,Martin Kelly,Martin,Kelly,1990-04-27,England,England,,D,Right Full Back,18,6.0,,,,,,5.0,,,,11.0,,,,,1.0,2.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,2.0,,,1.0,,,,,,,2.0,3.0,,1.0,,,3.0,0.0,1.0,,,1.0,1.0,,,,,,1.0,,,,1.0,1.0,,,19.0,,,,1.0,,,5.0,,,2.0,1.0,,1.0,1.0,,3.0,,6.0,,2.0,,,,,4.0,,6.0,,,,12.0,1.0,,3.0,,,20.0,,,1.0,,1.0,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3638,176686.0,Ryan Kendall,Ryan,Kendall,1989-09-14,England,England,,F,Forward,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2477,263929.0,Andy Keogh,Andy,Keogh,1986-05-16,Ireland,Ireland,9.0,F,Striker,18,29.0,2.0,,6.0,6.0,9.0,129.0,1.0,13.0,5.0,152.0,1.0,4.0,27.0,9.0,13.0,81.0,53.0,14.0,1.0,,,,,,1.0,1.0,3.0,1.0,6.0,2.0,,4.0,2.0,1.0,,7.0,1.0,8.0,,,,2.0,14.0,2.0,2.0,,1.0,,36.0,1.0,7.0,2.0,,2.0,11.0,7.0,13.0,1.0,63.0,33.0,1.0,8.0,4.0,,19.0,200.0,21.0,8.0,1.0,15.0,13.0,2.0,1.0,1.0,,3.0,7.0,9.0,,9.0,5.0,3.0,9.0,2.0,742.0,,6.0,10.0,5.0,1.0,41.0,34.0,14.0,3.0,92.0,88.0,11.0,4.0,21.0,12.0,80.0,16.0,37.0,4.0,12.0,16.0,1.0,19.0,18.0,122.0,25.0,191.0,2.0,17.0,6.0,209.0,24.0,4.0,8.0,2.0,4.0,386.0,37.0,4.0,3.0,12.0,2.0,5.0,4.0,1.0,3.0,5.0,,,6.0,3.0,1.0,,1.0,12.0,,,,,,,1.0,1.0,,,,1.0,2.0,1.0,,,,,,1.0,,,,,,,2.0,2.0,,,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1249,11879.0,Kevin Davies,Kevin,Davies,1977-03-26,England,England,9.0,F,Centre Striker,18,124.0,24.0,,18.0,18.0,160.0,647.0,2.0,138.0,25.0,753.0,15.0,9.0,220.0,223.0,37.0,364.0,239.0,74.0,1.0,3.0,,,1.0,3.0,3.0,7.0,24.0,2.0,10.0,6.0,3.0,5.0,14.0,6.0,,6.0,2.0,14.0,6.0,1.0,1.0,8.0,35.0,11.0,2.0,,6.0,1.0,65.0,1.0,18.0,14.0,4.0,,56.0,23.0,96.0,9.0,485.0,385.0,1.0,25.0,21.0,,235.0,370.0,121.0,37.0,7.0,65.0,58.0,7.0,7.0,7.0,,5.0,43.0,25.0,1.0,25.0,75.0,23.0,18.0,9.0,3316.0,,30.0,52.0,21.0,2.0,190.0,267.0,137.0,3.0,893.0,869.0,10.0,11.0,44.0,32.0,426.0,82.0,165.0,72.0,49.0,52.0,,79.0,79.0,920.0,468.0,1327.0,11.0,188.0,54.0,1413.0,71.0,1.0,61.0,32.0,13.0,2115.0,184.0,89.0,10.0,12.0,28.0,50.0,9.0,15.0,24.0,,1.0,2.0,12.0,12.0,3.0,1.0,5.0,24.0,3.0,2.0,,,1.0,,2.0,4.0,,2.0,,4.0,2.0,5.0,,2.0,,,,,,1.0,,,1.0,1.0,2.0,1.0,,,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,
2866,122312.0,Zurab Khizanishvili,Zurab,Khizanishvili,1981-10-06,Georgia,Georgia,14.0,D,Defender,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2579,50106.0,Michael Kightly,Michael,Kightly,1986-01-24,England,England,7.0,M,Left Winger,18,21.0,4.0,4.0,6.0,2.0,5.0,67.0,4.0,6.0,6.0,82.0,,2.0,4.0,1.0,9.0,34.0,24.0,3.0,3.0,,,,,,,,1.0,,1.0,,,1.0,,,,,1.0,1.0,1.0,,,1.0,2.0,,,,1.0,,23.0,3.0,1.0,12.0,,14.0,9.0,4.0,11.0,3.0,45.0,20.0,3.0,2.0,,,29.0,0.0,8.0,3.0,,9.0,7.0,2.0,,,,1.0,1.0,2.0,,2.0,17.0,8.0,5.0,3.0,424.0,,1.0,5.0,1.0,,10.0,26.0,12.0,1.0,93.0,91.0,3.0,7.0,13.0,1.0,41.0,6.0,27.0,15.0,4.0,14.0,13.0,30.0,17.0,67.0,6.0,127.0,9.0,8.0,12.0,124.0,3.0,3.0,10.0,2.0,3.0,242.0,14.0,6.0,1.0,3.0,7.0,10.0,3.0,,,6.0,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1757,178305.0,Kevin Kilbane,Kevin,Kilbane,1977-02-01,Ireland,Ireland,26.0,M,Midfielder,18,136.0,18.0,,5.0,5.0,11.0,187.0,6.0,19.0,24.0,318.0,1.0,31.0,30.0,24.0,21.0,138.0,118.0,4.0,1.0,,,,,1.0,,1.0,2.0,3.0,7.0,2.0,,1.0,,1.0,,2.0,,3.0,,,,,1.0,,1.0,,1.0,1.0,56.0,7.0,2.0,8.0,3.0,1.0,13.0,10.0,15.0,6.0,68.0,68.0,7.0,36.0,21.0,,118.0,0.0,11.0,15.0,1.0,34.0,31.0,3.0,1.0,1.0,,1.0,33.0,38.0,1.0,38.0,100.0,40.0,10.0,9.0,1351.0,4.0,1.0,5.0,4.0,4.0,133.0,26.0,30.0,4.0,231.0,212.0,5.0,22.0,29.0,4.0,98.0,6.0,166.0,51.0,55.0,13.0,1.0,25.0,24.0,178.0,23.0,326.0,28.0,19.0,52.0,467.0,10.0,4.0,20.0,2.0,49.0,775.0,24.0,16.0,5.0,8.0,6.0,14.0,2.0,,1.0,6.0,,,1.0,3.0,,,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,18.0,13.0,,,,1.0,,,,,,,,,,,,,,,,,,,
3937,178233.0,Tom Kilbey,Tom,Kilbey,1990-10-22,England,England,30.0,M,Midfielder,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2260,294044.0,Matthew Kilgallon,Matthew,Kilgallon,1984-01-08,England,England,,D,Centre Central Defender,18,58.0,21.0,,,,,61.0,7.0,,11.0,119.0,,1.0,11.0,9.0,7.0,57.0,40.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,1.0,,,,,,16.0,3.0,,2.0,2.0,,3.0,4.0,4.0,3.0,22.0,24.0,3.0,44.0,21.0,,47.0,0.0,5.0,6.0,,7.0,6.0,1.0,,,,,35.0,16.0,4.0,16.0,71.0,40.0,3.0,2.0,612.0,2.0,,,,4.0,38.0,3.0,7.0,1.0,100.0,72.0,,11.0,5.0,2.0,26.0,,78.0,40.0,72.0,,,7.0,7.0,49.0,,109.0,24.0,,22.0,180.0,2.0,,15.0,,1.0,322.0,2.0,,1.0,,2.0,12.0,,1.0,1.0,1.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3926,317864.0,Joshua King,Joshua,King,1992-01-15,Norway,Norway,,F,Left/Centre/Right Striker,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3329,5634.0,Richard Kingson,Richard,Kingson,1978-06-13,Ghana,Ghana,28.0,G,Goalkeeper,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,30706.0,Chris Kirkland,Chris,Kirkland,1981-05-02,England,England,0.0,G,Goalkeeper,18,142.0,,,,,,116.0,114.0,,149.0,258.0,,1.0,,,32.0,268.0,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,,,4.0,8.0,,,,1.0,8.0,5.0,6.0,,19.0,,2.0,274.0,32.0,,32.0,,56.0,51.0,5.0,,,270.0,,,,,,613.0,212.0,15.0,20.0,2769.0,,,,,,66.0,32.0,5.0,4.0,448.0,445.0,,61.0,,,64.0,,168.0,,22.0,,,,,235.0,,395.0,325.0,,440.0,563.0,,2.0,,,1.0,1312.0,1.0,6.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.0,,,,,,,,,,,,,,,,,,,17.0,117.0,5.0,15.0,22.0,59.0,,30.0,269.0,129.0,4.0,12.0,57.0,30.0,88.0,8.0,32.0,21.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,
3207,11727.0,Dave Kitson,Dave,Kitson,1980-01-21,England,England,8.0,F,Centre Striker,18,42.0,11.0,,,,32.0,126.0,1.0,15.0,11.0,168.0,4.0,,58.0,48.0,18.0,75.0,59.0,9.0,,,1.0,,,1.0,1.0,3.0,8.0,1.0,7.0,2.0,,2.0,3.0,1.0,,1.0,1.0,3.0,1.0,,2.0,1.0,6.0,1.0,1.0,,1.0,,23.0,1.0,4.0,7.0,1.0,,9.0,,17.0,6.0,113.0,89.0,1.0,3.0,3.0,,60.0,0.0,31.0,10.0,3.0,9.0,8.0,1.0,1.0,1.0,,2.0,3.0,15.0,,15.0,16.0,10.0,6.0,3.0,934.0,,2.0,8.0,6.0,2.0,74.0,53.0,28.0,1.0,170.0,167.0,3.0,3.0,17.0,10.0,74.0,10.0,59.0,18.0,6.0,7.0,,9.0,9.0,177.0,103.0,257.0,2.0,17.0,16.0,307.0,20.0,10.0,19.0,7.0,,466.0,40.0,17.0,6.0,5.0,6.0,15.0,1.0,6.0,7.0,8.0,,,3.0,2.0,1.0,,,6.0,1.0,1.0,,,,,,1.0,,,,,2.0,1.0,,,,,,,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3829,5681.0,Ivan Klasnic,Ivan,Klasnic,1980-01-29,Germany,Croatia,17.0,F,Centre Striker,18,63.0,8.0,,1.0,1.0,15.0,210.0,1.0,57.0,14.0,272.0,5.0,1.0,30.0,7.0,27.0,114.0,87.0,18.0,,,,,3.0,1.0,4.0,7.0,10.0,13.0,43.0,3.0,3.0,5.0,9.0,3.0,1.0,15.0,10.0,28.0,5.0,,,8.0,16.0,3.0,,,12.0,4.0,35.0,,7.0,12.0,,1.0,7.0,2.0,28.0,7.0,91.0,44.0,,7.0,3.0,,44.0,0.0,20.0,12.0,8.0,22.0,18.0,4.0,1.0,1.0,,3.0,8.0,17.0,,16.0,28.0,19.0,11.0,2.0,1211.0,,11.0,8.0,29.0,1.0,66.0,50.0,23.0,1.0,155.0,148.0,1.0,10.0,24.0,26.0,115.0,19.0,81.0,12.0,14.0,16.0,,9.0,9.0,173.0,35.0,304.0,5.0,69.0,21.0,376.0,62.0,10.0,11.0,9.0,2.0,626.0,52.0,14.0,9.0,12.0,8.0,7.0,5.0,2.0,3.0,15.0,,1.0,4.0,11.0,4.0,,,14.0,1.0,7.0,1.0,,,,,,,2.0,,1.0,5.0,1.0,,2.0,,,,,,,,,,,1.0,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
2075,16835.0,Zat Knight,Zat,Knight,1980-05-02,England,England,24.0,D,Centre Central Defender,18,307.0,26.0,,1.0,1.0,3.0,145.0,36.0,4.0,73.0,451.0,,1.0,37.0,86.0,35.0,345.0,225.0,8.0,,,,,1.0,,,1.0,13.0,,2.0,4.0,3.0,1.0,6.0,1.0,,1.0,,3.0,2.0,,1.0,1.0,9.0,8.0,,,,2.0,114.0,12.0,3.0,25.0,5.0,,2.0,3.0,4.0,8.0,89.0,187.0,12.0,251.0,148.0,1.0,189.0,228.0,22.0,35.0,1.0,62.0,56.0,6.0,,,1.0,1.0,288.0,78.0,12.0,77.0,272.0,99.0,17.0,53.0,3150.0,40.0,5.0,3.0,3.0,23.0,71.0,72.0,51.0,3.0,470.0,286.0,1.0,75.0,38.0,15.0,72.0,8.0,367.0,78.0,435.0,14.0,,6.0,6.0,216.0,5.0,361.0,113.0,4.0,193.0,722.0,21.0,,66.0,1.0,1.0,1518.0,30.0,23.0,10.0,12.0,3.0,49.0,1.0,8.0,9.0,,,,2.0,2.0,,,,,2.0,,,4.0,1.0,9.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,1.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
2002,32441.0,Kolo Touré,Kolo,Touré,1981-03-19,,,2.0,D,Centre Central Defender,18,608.0,33.0,,,,,309.0,22.0,2.0,98.0,917.0,,8.0,69.0,63.0,31.0,219.0,178.0,5.0,,,,,,,,1.0,2.0,,2.0,,1.0,1.0,1.0,1.0,,1.0,2.0,4.0,1.0,,,2.0,6.0,3.0,1.0,,2.0,,108.0,13.0,5.0,15.0,8.0,1.0,5.0,,10.0,9.0,116.0,166.0,13.0,141.0,81.0,1.0,169.0,170.0,17.0,31.0,1.0,36.0,31.0,5.0,,,1.0,,147.0,85.0,14.0,83.0,330.0,189.0,6.0,31.0,2709.0,29.0,1.0,4.0,4.0,24.0,33.0,147.0,15.0,3.0,392.0,276.0,,65.0,43.0,3.0,96.0,5.0,678.0,81.0,257.0,22.0,,5.0,5.0,198.0,1.0,487.0,100.0,2.0,175.0,1160.0,12.0,3.0,69.0,5.0,9.0,1813.0,27.0,17.0,16.0,17.0,6.0,54.0,1.0,1.0,2.0,,,,4.0,1.0,,,,,,1.0,,4.0,,2.0,1.0,1.0,,,1.0,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
