id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,clean_sheet,draws,goals,goal_assist,losses,red_card,wins,yellow_card,own_goals
1067,1218.0,Michael Clegg,Michael,Clegg,1977-07-03,England,England,,D,Defender,8,2.0,0.0,,,,,,2.0,,
1557,1899.0,Alex Cleland,Alex,Cleland,1970-10-12,Scotland,Scotland,,D,Defender,8,9.0,0.0,3.0,,,3.0,,3.0,1.0,
961,98165.0,Stephen Clemence,Stephen,Clemence,1978-03-31,England,England,14.0,M,Midfielder,8,20.0,4.0,4.0,1.0,1.0,10.0,,6.0,5.0,
1146,3071.0,Neil Clement,Neil,Clement,1978-10-03,England,England,6.0,D,Left/Centre Central Defender,8,,,,,,,,,,
1494,152954.0,Ashley Cole,Ashley,Cole,1980-12-20,England,England,26.0,D,Left Full Back,8,1.0,0.0,,,,1.0,,,,
1619,1987.0,Patrick Colleter,Patrick,Colleter,1965-11-06,France,France,,D,Defender,8,8.0,2.0,1.0,,,4.0,1.0,3.0,2.0,
1559,2677.0,John Collins,John,Collins,1968-01-31,Scotland,Scotland,,M,Midfielder,8,35.0,7.0,13.0,2.0,1.0,12.0,1.0,10.0,4.0,
627,2531.0,Stan Collymore,Stan,Collymore,1971-01-22,England,England,,F,Forward,8,6.0,0.0,1.0,4.0,1.0,3.0,,2.0,1.0,
1764,95527.0,Mark Convery,Mark,Convery,1981-05-29,England,England,,M,Midfielder,8,,,,,,,,,,
1800,19192.0,Lee Cook,Lee,Cook,1982-08-03,England,England,17.0,M,Midfielder,8,,,,,,,,,,
937,1933.0,Colin Cooper,Colin,Cooper,1967-02-28,England,England,,D,Defender,8,26.0,8.0,9.0,,1.0,8.0,,9.0,5.0,
1442,10797.0,James Coppinger,James,Coppinger,1981-01-18,England,England,26.0,M,Left/Centre/Right Attacking Midfielder,8,,,,,,,,,,
1284,95073.0,Carl Cort,Carl,Cort,1977-11-01,Guyana,Guyana,9.0,F,Forward,8,34.0,3.0,11.0,9.0,6.0,16.0,,7.0,2.0,
193,1687.0,Tony Cottee,Tony,Cottee,1965-07-11,England,England,,F,Forward,8,33.0,4.0,6.0,13.0,1.0,13.0,,14.0,1.0,
40,2233.0,Neil Cox,Neil,Cox,1971-10-08,England,England,5.0,D,Defender,8,21.0,2.0,5.0,,1.0,13.0,1.0,3.0,1.0,
1110,1282.0,Chris Coyne,Chris,Coyne,1978-12-20,Australia,Australia,,D,Defender,8,,,,,,,,,,
1754,3389.0,Jody Craddock,Jody,Craddock,1975-07-25,England,England,6.0,D,Centre Central Defender,8,19.0,2.0,5.0,,,7.0,,7.0,1.0,
75294,182876.0,Tony Crane,Tony,Crane,1982-09-08,England,England,36.0,M,Midfielder,8,,,,,,,,,,
1449,13658.0,Richard Cresswell,Richard,Cresswell,1977-09-20,England,England,17.0,F,Forward,8,20.0,0.0,2.0,1.0,,15.0,,3.0,3.0,
1354,1605.0,Nick Crittenden,Nick,Crittenden,1978-11-11,England,England,,M,Midfielder,8,,,,,,,,,,
1629,154344.0,Peter Crouch,Peter,Crouch,1981-01-30,England,England,15.0,F,Centre Striker,8,,,,,,,,,,
1216,127414.0,Jordi Cruyff,Jordi,Cruyff,1974-02-09,Netherlands,Netherlands,14.0,M,Midfielder,8,8.0,0.0,2.0,3.0,,,,6.0,1.0,
1676,114930.0,Carlo Cudicini,Carlo,Cudicini,1973-09-06,Italy,Italy,1.0,G,Goalkeeper,8,1.0,1.0,,,,,,1.0,,
1065,1216.0,Nick Culkin,Nick,Culkin,1978-07-06,England,England,,G,Goalkeeper,8,1.0,0.0,,,,,,1.0,,
1224,10930.0,Michael Cummins,Michael,Cummins,1978-06-01,Ireland,Ireland,22.0,M,Midfielder,8,1.0,0.0,1.0,,,,,,,
972,2828.0,Kenny Cunningham,Kenny,Cunningham,1971-06-28,Ireland,Ireland,4.0,D,Defender,8,37.0,5.0,12.0,,4.0,18.0,,7.0,1.0,
1427,96604.0,John Curtis,John,Curtis,1978-09-03,England,England,19.0,D,Defender,8,1.0,0.0,,,,,,1.0,,
75281,182511.0,David Curtolo,David,Curtolo,1980-09-30,Sweden,Sweden,,M,Midfielder,8,,,,,,,,,,
1123,178581.0,Neil Cutler,Neil,Cutler,1976-09-03,England,England,,G,Goalkeeper,8,1.0,0.0,,,,,,1.0,,
1436,3250.0,Nikolaos Dabizas,Nikolaos,Dabizas,1973-08-03,Greece,Greece,44.0,D,Defender,8,29.0,10.0,9.0,3.0,,8.0,1.0,12.0,6.0,
1535,175295.0,Samuele Dalla Bona,Samuele,Dalla Bona,1981-02-06,Italy,Italy,24.0,M,Centre Central Midfielder,8,2.0,0.0,,,,1.0,,1.0,,
1622,1993.0,Dani Rodrigues,Daniel,Ferreira Rodrigues,1980-03-03,Portugal,Portugal,,M,Midfielder,8,2.0,0.0,,,,1.0,,1.0,,
929,4579.0,Danny Mills,Daniel,Mills,1977-05-18,England,England,27.0,D,Defender,8,17.0,8.0,5.0,1.0,1.0,2.0,,10.0,5.0,
1778,20464.0,Darren Ward,Darren,Ward,1978-09-13,England,England,26.0,D,Centre Central Defender,8,9.0,2.0,2.0,1.0,1.0,6.0,,1.0,,
1775,4196.0,Simon Davies,Simon,Davies,1979-10-23,Wales,Wales,29.0,M,Right Winger,8,3.0,0.0,1.0,,,2.0,,,,
1722,2155.0,Jimmy Davis,Jimmy,Davis,1983-02-06,England,England,,M,Midfielder,8,,,,,,,,,,
1009,2064.0,Aidan Davison,Aidan,Davison,1968-05-11,Northern Ireland,Northern Ireland,,G,Goalkeeper,8,6.0,0.0,2.0,,,2.0,,2.0,1.0,
1777,12241.0,Chris Day,Chris,Day,1975-07-28,England,England,16.0,G,Goalkeeper,8,11.0,3.0,2.0,,,6.0,,3.0,,
1744,25956.0,Gilles De Bilde,Gilles,De Bilde,1971-06-09,Belgium,Belgium,,,,8,38.0,4.0,7.0,10.0,3.0,23.0,,8.0,3.0,
1350,1601.0,Ed de Goey,Ed,de Goey,1966-12-20,Netherlands,Netherlands,,G,Goalkeeper,8,37.0,16.0,11.0,,,9.0,,17.0,1.0,
488,2713.0,Brian Deane,Brian,Deane,1968-02-07,England,England,,F,Forward,8,29.0,6.0,6.0,9.0,4.0,10.0,,13.0,6.0,
1526,303240.0,Jermain Defoe,Jermain,Defoe,1982-10-07,England,England,10.0,F,Centre Striker,8,,,,,,,,,,
1561,1904.0,Peter Degn,Peter,Degn,1977-04-06,Denmark,Denmark,,M,Midfielder,8,,,,,,,,,,
1504,1815.0,Mark Delaney,Mark,Delaney,1976-05-13,Wales,Wales,2.0,D,Defender,8,28.0,10.0,9.0,1.0,2.0,9.0,,10.0,6.0,
1391,12887.0,Rory Delap,Rory,Delap,1976-07-06,Ireland,Ireland,4.0,M,Midfielder,8,34.0,10.0,9.0,8.0,4.0,16.0,1.0,9.0,6.0,
73690,175163.0,Laurent Delorge,Laurent,Delorge,1979-07-21,Belgium,Belgium,27.0,M,Midfielder,8,,,,,,,,,,
1533,1868.0,Marcel Desailly,Marcel,Desailly,1968-09-07,Ghana,France,,D,Defender,8,23.0,10.0,6.0,1.0,,7.0,1.0,10.0,2.0,
1679,2090.0,Didier Deschamps,Didier,Deschamps,1968-10-15,France,France,,M,Midfielder,8,27.0,8.0,8.0,,1.0,8.0,,11.0,5.0,
1451,3190.0,Paolo Di Canio,Paolo,Di Canio,1968-07-09,Italy,Italy,,F,Forward,8,30.0,6.0,8.0,16.0,13.0,8.0,,14.0,6.0,
1149,1340.0,Roberto Di Matteo,Roberto,Di Matteo,1970-05-29,Switzerland,Italy,,M,Midfielder,8,18.0,5.0,6.0,2.0,2.0,3.0,,9.0,3.0,
742,3093.0,Danny Dichio,Danny,Dichio,1974-10-19,England,England,,F,Forward,8,12.0,0.0,1.0,,1.0,2.0,,9.0,,
1262,1483.0,Jonjo Dickman,Jonjo,Dickman,1981-09-22,England,England,,M,Midfielder,8,,,,,,,,,,
13,13.0,Lee Dixon,Lee,Dixon,1964-03-17,England,England,,D,Defender,8,28.0,6.0,5.0,3.0,1.0,6.0,,17.0,3.0,
1581,178163.0,Bojan Djordjic,Bojan,Djordjic,1982-02-06,Sweden,Sweden,32.0,M,Midfielder,8,,,,,,,,,,
528,508.0,Jason Dodd,Jason,Dodd,1970-11-02,England,England,2.0,D,Defender,8,31.0,9.0,8.0,,2.0,14.0,,9.0,5.0,
1770,12616.0,Gary Doherty,Gary,Doherty,1980-01-31,Ireland,Ireland,5.0,D,Centre Central Defender,8,2.0,0.0,,,,1.0,,1.0,,
1590,174352.0,Didier Domi,Didier,Domi,1978-05-02,France,France,3.0,D,Left Full Back,8,27.0,2.0,6.0,3.0,3.0,12.0,,9.0,2.0,
1742,2178.0,Simon Donnelly,Simon,Donnelly,1974-12-01,Scotland,Scotland,18.0,M,Midfielder,8,12.0,0.0,2.0,1.0,1.0,7.0,,3.0,2.0,
229,1884.0,Tony Dorigo,Tony,Dorigo,1965-12-31,Australia,England,,D,Defender,8,23.0,3.0,6.0,,,12.0,,5.0,4.0,
903,2493.0,Mark Draper,Mark,Draper,1970-11-11,England,England,,M,Midfielder,8,1.0,0.0,,,,1.0,,,,
1666,2068.0,John Dreyer,John,Dreyer,1963-06-11,England,England,,D,Defender,8,14.0,4.0,3.0,1.0,1.0,6.0,,5.0,4.0,1.0
1245,1457.0,Richard Dryden,Richard,Dryden,1969-06-14,England,England,,D,Defender,8,1.0,0.0,,,,1.0,,,,1.0
669,177233.0,Michael Duberry,Michael,Duberry,1975-10-14,England,England,5.0,D,Defender,8,13.0,3.0,2.0,1.0,,4.0,1.0,7.0,4.0,
338,1823.0,Dion Dublin,Dion,Dublin,1969-04-22,England,England,,F,Forward,8,26.0,7.0,7.0,12.0,4.0,9.0,,10.0,1.0,
1418,1686.0,Lawrie Dudfield,Lawrie,Dudfield,1980-05-07,England,England,,F,Forward,8,2.0,0.0,2.0,,,,,,,
1755,2196.0,David Duke,David,Duke,1978-12-07,Scotland,Scotland,,D,Defender,8,,,,,,,,,,
1820,2280.0,Franck Dumas,Franck,Dumas,1968-01-09,France,France,,D,Defender,8,6.0,2.0,3.0,,,2.0,,1.0,1.0,
1819,10502.0,Ian Dunbavin,Ian,Dunbavin,1980-05-27,England,England,35.0,G,Goalkeeper,8,,,,,,,,,,
1184,59202.0,Richard Dunne,Richard,Dunne,1979-09-21,Ireland,Ireland,22.0,D,Centre Central Defender,8,31.0,8.0,11.0,,,10.0,2.0,10.0,4.0,
1740,6097.0,Kieron Dyer,Kieron,Dyer,1978-12-29,England,England,18.0,M,Centre/Right Attacking Midfielder,8,30.0,4.0,6.0,3.0,6.0,14.0,,10.0,1.0,
384,2135.0,Darren Eadie,Darren,Eadie,1975-06-10,England,England,,M,Midfielder,8,16.0,1.0,3.0,,,7.0,,6.0,,
598,576.0,Robbie Earle,Robbie,Earle,1965-01-27,Jamaica,Jamaica,,M,Midfielder,8,25.0,4.0,8.0,3.0,,11.0,,6.0,2.0,
1824,27358.0,Clint Easton,Clint,Easton,1977-10-01,England,England,,D,Defender,8,17.0,2.0,3.0,,,11.0,,3.0,2.0,
551,531.0,Justin Edinburgh,Justin,Edinburgh,1969-12-18,England,England,,D,Defender,8,8.0,1.0,1.0,,,5.0,,2.0,3.0,
1370,95198.0,Marc Edworthy,Marc,Edworthy,1972-12-24,England,England,,D,Defender,8,10.0,2.0,2.0,,1.0,5.0,,3.0,3.0,
35,2472.0,Ugo Ehiogu,Ugo,Ehiogu,1972-11-03,England,England,,D,Defender,8,31.0,14.0,11.0,1.0,,5.0,,15.0,5.0,2.0
1747,3118.0,Tahar El-Khalej,Tahar,El-Khalej,1968-06-16,Morocco,Morocco,,D,Defender,8,11.0,4.0,2.0,1.0,,5.0,,4.0,3.0,
1389,10480.0,Steve Elliott,Steve,Elliott,1978-10-29,England,England,6.0,D,Central Defender,8,20.0,3.0,5.0,,,10.0,,5.0,1.0,
1445,4053.0,Emerson Thome,Emerson Augusto,Thome,1972-03-30,Brazil,Brazil,5.0,D,Defender,8,37.0,7.0,10.0,,1.0,16.0,,11.0,4.0,
1503,95259.0,Peter Enckelman,Peter,Enckelman,1977-03-10,Finland,Finland,20.0,G,Goalkeeper,8,10.0,4.0,4.0,,,4.0,,2.0,,
75295,182951.0,Ian Hillier,Ian,Hillier,1979-12-26,Wales,Wales,,D,Defender,8,,,,,,,,,,
179,1726.0,Andy Hinchcliffe,Andy,Hinchcliffe,1969-02-05,England,England,,D,Defender,8,29.0,6.0,7.0,1.0,2.0,15.0,,7.0,,
1080,2008.0,Shaka Hislop,Shaka,Hislop,1969-02-22,England,Trinidad & Tobago,,G,Goalkeeper,8,22.0,5.0,7.0,,,6.0,1.0,9.0,,
92,88.0,Kevin Hitchcock,Kevin,Hitchcock,1962-10-05,England,England,,G,Goalkeeper,8,,,,,,,,,,
75290,182713.0,John Hodges,John,Hodges,1980-01-22,England,England,32.0,G,Centre Goalkeeper,8,,,,,,,,,,
1678,2089.0,Jes Hogh,Jes,Hogh,1966-05-07,Denmark,Denmark,,D,Defender,8,9.0,2.0,3.0,,1.0,4.0,,2.0,,
1638,2021.0,Gavin Holligan,Gavin,Holligan,1980-06-13,England,England,,F,Forward,8,,,,,,,,,,
1255,1471.0,Darren Holloway,Darren,Holloway,1977-10-03,England,England,,D,Defender,8,15.0,0.0,3.0,,1.0,6.0,,6.0,1.0,
1617,27692.0,Peter Holmes,Peter,Holmes,1980-11-18,England,England,,M,Midfielder,8,,,,,,,,,,
108,2530.0,David Hopkin,David,Hopkin,1970-08-21,Scotland,Scotland,,M,Midfielder,8,14.0,2.0,2.0,1.0,1.0,3.0,,9.0,1.0,
186,2177.0,Barry Horne,Barry,Horne,1962-05-18,Wales,Wales,,M,Midfielder,8,7.0,1.0,1.0,,,3.0,,3.0,,
890,27734.0,Russell Hoult,Russell,Hoult,1972-11-22,England,England,38.0,G,Goalkeeper,8,10.0,2.0,2.0,,,5.0,,3.0,1.0,
560,1992.0,David Howells,David,Howells,1967-12-15,England,England,,M,Midfielder,8,,,,,,,,,,
714,3174.0,Steve Howey,Steve,Howey,1971-10-26,England,England,,D,Defender,8,9.0,2.0,1.0,,,4.0,,4.0,1.0,
1371,176377.0,Hermann Hreidarsson,Hermann,Hreidarsson,1974-07-11,Iceland,Iceland,5.0,D,Defender,8,24.0,5.0,7.0,1.0,,12.0,,5.0,3.0,
1082,3684.0,Darren Huckerby,Darren,Huckerby,1976-04-23,England,England,6.0,F,Forward,8,34.0,1.0,5.0,2.0,3.0,9.0,,20.0,,
1729,29783.0,Mark Hudson,Mark,Hudson,1980-10-24,England,England,4.0,M,Midfielder,8,,,,,,,,,,
842,3186.0,Stephen Hughes,Stephen,Hughes,1976-09-18,England,England,,M,Midfielder,8,13.0,2.0,5.0,1.0,3.0,5.0,,3.0,1.0,
1097,10516.0,Ritchie Humphreys,Ritchie,Humphreys,1977-11-30,England,England,25.0,M,Left Winger,8,,,,,,,,,,
272,1067.0,Don Hutchison,Don,Hutchison,1971-05-09,Scotland,Scotland,,M,Midfielder,8,31.0,7.0,12.0,6.0,4.0,9.0,1.0,10.0,7.0,
1790,94826.0,Micah Hyde,Micah,Hyde,1974-11-10,Jamaica,Jamaica,10.0,M,Midfielder,8,34.0,5.0,6.0,3.0,4.0,23.0,1.0,5.0,7.0,
75285,182591.0,Morten Hyldgaard,Morten,Hyldgaard,1978-01-26,Denmark,Denmark,23.0,G,Goalkeeper,8,,,,,,,,,,
1710,2140.0,Sami Hyypiä,Sami,Hyypiä,1973-10-07,Finland,Finland,4.0,D,Defender,8,38.0,15.0,10.0,2.0,2.0,9.0,,19.0,2.0,
1514,25922.0,Sasa Ilic,Sasa,Ilic,1972-07-18,Serbia,Serbia,,,,8,1.0,0.0,,,,1.0,,,,
453,1915.0,Andy Impey,Andy,Impey,1971-09-30,England,England,2.0,M,Midfielder,8,29.0,6.0,5.0,1.0,2.0,11.0,,13.0,,
326,3400.0,Paul Ince,Paul,Ince,1967-10-21,England,England,8.0,M,Midfielder,8,32.0,8.0,7.0,3.0,1.0,12.0,,13.0,8.0,1.0
1750,12660.0,Michael Ingham,Michael,Ingham,1980-07-09,Northern Ireland,Northern Ireland,24.0,G,Goalkeeper,8,,,,,,,,,,
75297,183025.0,Izzy Iriekpen,Izzy,Iriekpen,1982-05-14,England,England,39.0,D,Defender,8,,,,,,,,,,
315,3386.0,Denis Irwin,Denis,Irwin,1965-10-31,Ireland,Ireland,,D,Defender,8,25.0,7.0,6.0,3.0,1.0,3.0,,16.0,1.0,
1277,27112.0,Steffen Iversen,Steffen,Iversen,1976-11-10,Norway,Norway,9.0,F,Forward,8,36.0,6.0,8.0,14.0,8.0,14.0,,14.0,5.0,
670,3475.0,Muzzy Izzet,Muzzy,Izzet,1974-10-31,England,Turkey,6.0,M,Midfielder,8,32.0,7.0,4.0,8.0,3.0,14.0,,14.0,3.0,
1548,95203.0,Richard Jackson,Richard,Jackson,1980-04-18,England,England,27.0,D,Defender,8,2.0,0.0,1.0,,,1.0,,,,
1667,2072.0,Wayne Jacobs,Wayne,Jacobs,1969-02-03,England,England,22.0,D,Defender,8,24.0,3.0,5.0,,,12.0,,7.0,3.0,
252,55236.0,David James,David,James,1970-08-01,England,England,1.0,G,Goalkeeper,8,29.0,11.0,9.0,,,7.0,,13.0,,
994,29875.0,Tommy Jaszczun,Tommy,Jaszczun,1977-09-16,England,England,15.0,M,Midfielder,8,,,,,,,,,,
1402,97081.0,Francis Jeffers,Francis,Jeffers,1981-01-25,England,England,9.0,F,Forward,8,21.0,2.0,7.0,6.0,6.0,7.0,1.0,7.0,,
909,96052.0,Julian Joachim,Julian,Joachim,1974-09-20,England,England,,F,Forward,8,33.0,7.0,12.0,6.0,5.0,7.0,,14.0,,
1785,2238.0,Jóhann Gudmundsson,Jóhann,Gudmundsson,1977-12-05,Iceland,Iceland,,M,Midfielder,8,9.0,0.0,,,,8.0,,1.0,1.0,
1210,3642.0,Ronny Johnsen,Ronny,Johnsen,1969-06-10,Norway,Norway,25.0,D,Defender,8,3.0,0.0,,,,,,3.0,,
1698,2701.0,Seth Johnson,Seth,Johnson,1979-03-12,England,England,20.0,M,Midfielder,8,36.0,8.0,10.0,1.0,4.0,18.0,,8.0,13.0,
1822,2282.0,Ray Johnston,Ray,Johnston,1981-05-05,England,England,,G,Goalkeeper,8,,,,,,,,,,
1455,25948.0,Paul Jones,Paul,Jones,1967-04-18,Wales,Wales,,,,8,31.0,8.0,7.0,,,15.0,,9.0,,
1615,1983.0,Wim Jonk,Wim,Jonk,1966-10-12,Netherlands,Netherlands,,M,Midfielder,8,30.0,6.0,6.0,3.0,8.0,16.0,,8.0,4.0,
1468,1756.0,José Dominguez,José Manuel,Martins Dominguez,1974-02-16,Portugal,Portugal,,F,Forward,8,12.0,0.0,2.0,,,5.0,,5.0,,
1072,1228.0,Juninho Paulista,Osvaldo,Giroldo Júnior,1973-02-22,Brazil,Brazil,,M,Midfielder,8,28.0,4.0,9.0,4.0,2.0,10.0,,9.0,1.0,
1453,1736.0,Junior Agogo,Manuel Junior,Agogo,1979-08-01,Ghana,Ghana,,F,Forward,8,,,,,,,,,,
1283,1512.0,Duncan Jupp,Duncan,Jupp,1975-01-25,Scotland,Scotland,,D,Defender,8,9.0,0.0,2.0,,,6.0,,1.0,1.0,
1621,25955.0,Hassan Kachloul,Hassan,Kachloul,1973-02-19,Morocco,Morocco,,,,8,32.0,5.0,8.0,5.0,1.0,17.0,,7.0,9.0,
1805,101300.0,Frederic Kanoute,Frederic,Kanoute,1977-09-02,France,Mali,12.0,F,Centre Striker,8,8.0,2.0,1.0,2.0,1.0,4.0,,3.0,1.0,
1502,4272.0,Kanu,Nwankwo,Kanu,1976-08-01,Nigeria,Nigeria,27.0,F,Centre Second Striker,8,31.0,4.0,5.0,12.0,4.0,6.0,,20.0,2.0,
1731,2165.0,John Karelse,John,Karelse,1970-05-17,Netherlands,Netherlands,,G,Goalkeeper,8,3.0,1.0,2.0,,,1.0,,,,
1692,25943.0,Robbie Keane,Robbie,Keane,1980-07-08,Ireland,Ireland,,,,8,31.0,6.0,7.0,12.0,4.0,14.0,,10.0,3.0,
1681,2092.0,Joe Keenan,Joe,Keenan,1982-10-14,England,England,36.0,M,Midfielder,8,,,,,,,,,,
1636,2017.0,Marc Keller,Marc,Keller,1968-01-14,France,France,,M,Midfielder,8,23.0,4.0,6.0,,1.0,9.0,,8.0,4.0,
694,704.0,Gary Kelly,Gary,Kelly,1974-07-09,Ireland,Ireland,2.0,D,Defender,8,31.0,9.0,3.0,,,9.0,,19.0,6.0,
1789,2242.0,Peter Kennedy,Peter,Kennedy,1973-09-10,Northern Ireland,Northern Ireland,,M,Midfielder,8,18.0,4.0,2.0,1.0,2.0,12.0,,4.0,4.0,
14,110016.0,Martin Keown,Martin,Keown,1966-07-24,England,England,,D,Centre Central Defender,8,27.0,6.0,5.0,1.0,,8.0,1.0,14.0,5.0,
1669,11017.0,Scott Kerr,Scott,Kerr,1981-12-11,England,England,4.0,M,Central Midfielder,8,,,,,,,,,,
1439,1715.0,Temuri Ketsbaia,Temuri,Ketsbaia,1968-03-18,Georgia,Georgia,,M,Midfielder,8,21.0,0.0,6.0,,3.0,6.0,,9.0,1.0,
1249,11879.0,Kevin Davies,Kevin,Davies,1977-03-26,England,England,9.0,F,Centre Striker,8,23.0,6.0,4.0,6.0,3.0,11.0,1.0,8.0,7.0,
1049,99163.0,Harry Kewell,Harry,Kewell,1978-09-22,Australia,Australia,99.0,M,Left/Right Winger,8,36.0,11.0,6.0,10.0,4.0,11.0,,19.0,6.0,
1757,178305.0,Kevin Kilbane,Kevin,Kilbane,1977-02-01,Ireland,Ireland,26.0,M,Midfielder,8,20.0,0.0,6.0,1.0,1.0,9.0,,5.0,2.0,
1730,2163.0,Sean Kilgannon,Sean,Kilgannon,1981-03-08,Scotland,Scotland,,M,Midfielder,8,1.0,0.0,1.0,,,,,,,
807,846.0,Alan Kimble,Alan,Kimble,1966-06-08,England,England,,D,Defender,8,28.0,3.0,8.0,,4.0,14.0,,6.0,4.0,
1627,97440.0,Ledley King,Ledley,King,1980-10-12,England,England,26.0,D,Centre Central Defender,8,3.0,1.0,,,,1.0,,2.0,,
1058,2114.0,Georgi Kinkladze,Georgi,Kinkladze,1973-07-06,Georgia,Georgia,18.0,M,Midfielder,8,17.0,0.0,7.0,1.0,6.0,6.0,,4.0,2.0,
1572,122390.0,Frode Kippe,Frode,Kippe,1978-01-17,Norway,Norway,13.0,D,Central Defender,8,,,,,,,,,,
1359,30706.0,Chris Kirkland,Chris,Kirkland,1981-05-02,England,England,0.0,G,Goalkeeper,8,,,,,,,,,,
928,1508.0,Paul Kitson,Paul,Kitson,1971-01-09,England,England,,F,Forward,8,10.0,0.0,4.0,,,3.0,,3.0,,
75289,182703.0,Tommy Knarvik,Tommy,Knarvik,1979-11-01,Norway,Norway,31.0,M,Midfielder,8,,,,,,,,,,
1683,2094.0,Leon Knight,Leon,Knight,1982-09-16,England,England,,F,Forward,8,,,,,,,,,,
1539,1876.0,Mohammed Konjic,Mohammed,Konjic,1970-05-14,Bosnia & Herzegovina,Bosnia & Herzegovina,,D,Defender,8,4.0,1.0,1.0,,,2.0,,1.0,1.0,
1645,2221.0,Willem Korsten,Willem,Korsten,1975-01-21,Netherlands,Netherlands,,M,Midfielder,8,9.0,1.0,1.0,,,6.0,,2.0,1.0,
1204,175314.0,Bjorn Tore Kvarme,Bjorn Tore,Kvarme,1972-06-17,Norway,Norway,26.0,D,Defender,8,,,,,,,,,,
1352,1603.0,Bernard Lambourde,Bernard,Lambourde,1971-05-11,Guadeloupe,France,,D,Defender,8,15.0,5.0,2.0,2.0,,6.0,,7.0,3.0,
800,143319.0,Frank Lampard,Frank,Lampard,1978-06-20,England,England,8.0,M,Attacking Midfielder,8,34.0,9.0,9.0,7.0,3.0,10.0,,15.0,4.0,
1169,2706.0,Jacob Laursen,Jacob,Laursen,1971-10-06,Denmark,Denmark,,D,Defender,8,36.0,10.0,11.0,1.0,,17.0,,8.0,5.0,
905,2079.0,Jamie Lawrence,Jamie,Lawrence,1970-03-08,Jamaica,Jamaica,,M,Midfielder,8,23.0,2.0,5.0,3.0,,13.0,,5.0,3.0,
70,110013.0,Graeme Le Saux,Graeme,Le Saux,1968-10-17,England,England,,D,Defender,8,8.0,2.0,1.0,,2.0,3.0,,4.0,3.0,
533,513.0,Matthew Le Tissier,Matthew,Le Tissier,1968-10-14,England,England,,M,Midfielder,8,18.0,1.0,3.0,3.0,5.0,11.0,,4.0,3.0,
1477,1772.0,Carl Leaburn,Carl,Leaburn,1969-03-30,England,England,,M,Midfielder,8,18.0,0.0,5.0,,,10.0,,3.0,,
1148,1339.0,Frank Leboeuf,Frank,Leboeuf,1968-01-22,France,France,,D,Defender,8,28.0,14.0,7.0,2.0,,6.0,2.0,15.0,7.0,
721,2646.0,Robert Lee,Robert,Lee,1966-02-01,England,England,,M,Midfielder,8,30.0,10.0,9.0,,1.0,8.0,,13.0,5.0,
1199,278339.0,Neil Lennon,Neil,Lennon,1971-06-25,Northern Ireland,Northern Ireland,18.0,M,Midfielder,8,31.0,8.0,5.0,1.0,6.0,10.0,1.0,16.0,7.0,
973,2810.0,Oyvind Leonhardsen,Oyvind,Leonhardsen,1970-08-17,Norway,Norway,,M,Midfielder,8,22.0,4.0,5.0,4.0,1.0,6.0,,11.0,3.0,
1497,119238.0,Freddie Ljungberg,Freddie,Ljungberg,1977-04-16,Sweden,Sweden,8.0,M,Midfielder,8,26.0,4.0,5.0,6.0,2.0,8.0,1.0,13.0,2.0,
293,1505.0,Steve Lomas,Steve,Lomas,1974-01-18,Germany,Northern Ireland,,M,Midfielder,8,25.0,6.0,5.0,1.0,4.0,10.0,1.0,10.0,5.0,
1306,111470.0,Luís Boa Morte,Luís,Boa Morte Pereira,1977-08-04,Portugal,Portugal,,M,Midfielder,8,16.0,1.0,3.0,1.0,1.0,7.0,1.0,6.0,1.0,
225,1320.0,John Lukic,John,Lukic,1960-12-11,England,England,,G,Goalkeeper,8,,,,,,,,,,
1763,95522.0,Chris Lumsdon,Chris,Lumsdon,1979-12-15,England,England,,M,Midfielder,8,1.0,0.0,,,,1.0,,,,
1810,2269.0,Andreas Lund,Andreas,Lund,1975-05-07,Norway,Norway,,F,Forward,8,12.0,0.0,1.0,2.0,1.0,10.0,,1.0,1.0,
1246,1458.0,Claus Lundekvam,Claus,Lundekvam,1973-02-22,Norway,Norway,5.0,D,Defender,8,27.0,7.0,4.0,,2.0,14.0,1.0,9.0,3.0,1.0
1650,3384.0,Oleg Luzhny,Oleg,Luzhny,1968-08-05,Ukraine,Ukraine,,D,Defender,8,21.0,4.0,5.0,,1.0,4.0,1.0,12.0,2.0,
936,29098.0,Des Lyttle,Des,Lyttle,1971-09-24,England,England,15.0,D,Defender,8,11.0,2.0,,,,9.0,,2.0,1.0,
530,1937.0,Neil Maddison,Neil,Maddison,1969-10-02,England,England,,M,Midfielder,8,13.0,0.0,4.0,,,5.0,,4.0,1.0,
424,2386.0,Chris Makin,Chris,Makin,1973-05-08,England,England,15.0,D,Defender,8,34.0,9.0,9.0,1.0,,10.0,1.0,15.0,11.0,
1655,2049.0,Stefan Malz,Stefan,Malz,1972-06-15,Germany,Germany,,M,Midfielder,8,5.0,0.0,1.0,1.0,1.0,2.0,,2.0,,
1296,31014.0,Alexander Manninger,Alexander,Manninger,1977-06-04,Austria,Austria,13.0,G,Goalkeeper,8,15.0,5.0,2.0,,,4.0,,9.0,,
1735,2170.0,Elena Marcelino,Elena,Marcelino,1971-09-26,Spain,Spain,,D,Defender,8,11.0,3.0,5.0,,,3.0,,3.0,2.0,
