id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_fwd_zone_pass,accurate_launches,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,backward_pass,ball_recovery,blocked_cross,challenge_lost,crosses_18yardplus,dispossessed,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,final_third_entries,formation_place,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,head_clearance,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,rightside_pass,successful_final_third_passes,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_long_balls,total_pass,total_sub_on,total_tackle,total_throws,touches,was_fouled,won_contest,won_tackle,yellow_card,accurate_cross,accurate_cross_nocorner,accurate_freekick_cross,accurate_layoffs,accurate_through_ball,att_assist_openplay,att_bx_centre,att_bx_right,att_cmiss_high,att_goal_high_left,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_blocked,att_obox_miss,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_right,big_chance_missed,blocked_scoring_att,clean_sheet,crosses_18yard,draws,fouled_final_third,foul_throw_in,freekick_cross,goals,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,interception,interceptions_in_box,interception_won,last_man_tackle,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,overrun,shot_off_target,six_yard_block,total_att_assist,total_flick_on,total_layoffs,total_offside,total_scoring_att,total_through_ball,turnover,unsuccessful_touch,wins,won_corners,accurate_flick_on,att_cmiss_right,att_miss_right,att_obox_target,big_chance_created,total_sub_off,att_assist_setplay,att_bx_left,att_setpiece,error_lead_to_shot,shield_ball_oop,att_freekick_miss,att_freekick_total,att_goal_low_centre,att_hd_target,att_hd_total,att_rf_goal,att_sv_low_left,big_chance_scored,corner_taken,goal_assist_setplay,penalty_conceded,att_hd_miss,clearance_off_line,error_lead_to_goal,red_card,saves,accurate_keeper_sweeper,att_sv_high_centre,total_keeper_sweeper,accurate_corners_intobox,accurate_pull_back,att_fastbreak,att_goal_low_right,att_hd_goal,att_lf_target,att_miss_high_left,shot_fastbreak,total_corners_intobox,total_fastbreak,total_pull_back,accurate_goal_kicks,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,stand_catch,stand_save,total_high_claim,att_cmiss_left,hit_woodwork,att_goal_low_left,att_goal_high_right,att_ibox_post,att_post_left,att_sv_high_left,post_scoring_att,att_cmiss_high_right,att_freekick_goal,att_freekick_target,att_obox_goal,att_obox_post,att_obx_left,att_pen_goal,att_obp_goal,own_goals,att_lg_centre,att_post_high,penalty_save,att_goal_high_centre,att_sv_high_right,dangerous_play,goal_assist_deadball,att_post_right,goal_fastbreak,att_cmiss_high_left,penalty_won,head_pass,open_play_pass,successful_open_play_pass,att_hd_post,att_obxd_right,att_pen_miss,second_yellow,att_rf_miss,att_pen_target,att_obx_right,attempts_obox,att_obxd_left,attempts_ibox,touches_in_opp_box,att_lg_left,att_lg_right,att_freekick_post,att_lf_miss,back_pass,att_pen_post
1676,114930.0,Carlo Cudicini,Carlo,Cudicini,1973-09-06,Italy,Italy,1.0,G,Goalkeeper,19,70.0,4.0,12.0,15.0,29.0,82.0,,,,8.0,64.0,49.0,,80.0,,,,,,2.0,,3.0,,19.0,0.0,,62.0,8.0,7.0,6.0,1.0,,20.0,72.0,31.0,3.0,4.0,720.0,,5.0,10.0,2.0,,48.0,48.0,,12.0,1.0,26.0,2.0,74.0,5.0,3.0,,,,11.0,34.0,28.0,55.0,108.0,,,,281.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,3.0,,3.0,,,,,,,,,,,,60.0,48.0,1.0,1.0,4.0,13.0,,79.0,10.0,57.0,51.0,,2.0,11.0,11.0,4.0,1.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3906,269355.0,Greg Cunningham,Greg,Cunningham,1991-01-31,Ireland,Ireland,3.0,D,Left Full Back,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3933,139672.0,Florent Cuvelier,Florent,Cuvelier,1992-09-12,Belgium,Belgium,26.0,M,Centre Central Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3949,49214.0,Paulo Da Silva,Paulo,Da Silva,1980-02-01,Paraguay,Paraguay,4.0,D,Centre Central Defender,19,10.0,1.0,6.0,1.0,3.0,16.0,,,2.0,1.0,5.0,7.0,,5.0,3.0,,,,2.0,6.0,3.0,4.0,2.0,8.0,0.0,2.0,17.0,1.0,1.0,1.0,,5.0,3.0,9.0,4.0,1.0,1.0,90.0,,3.0,2.0,,,12.0,8.0,,5.0,,4.0,2.0,12.0,1.0,8.0,,,,8.0,12.0,5.0,7.0,24.0,,4.0,,42.0,,,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4124,14574.0,Lauri Dalla Valle,Lauri,Dalla Valle,1991-09-14,Finland,Finland,12.0,F,Centre Striker,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3422,268730.0,Dani Pacheco,Daniel,Pacheco,1991-01-05,Spain,Spain,3.0,M,Left/Centre/Right Attacking Midfielder,19,2.0,,2.0,,,4.0,,,,1.0,,,2.0,,,,,,1.0,,,,,,0.0,,1.0,,,,,,,1.0,1.0,1.0,,4.0,,1.0,,,,1.0,1.0,,,,1.0,,2.0,,,1.0,,,,2.0,,,4.0,1.0,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2817,291495.0,Luke Daniels,Luke,Daniels,1988-01-05,England,England,,G,Goalkeeper,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3807,288590.0,Scott Dann,Scott,Dann,1987-02-14,England,England,24.0,D,Centre Central Defender,19,341.0,46.0,155.0,26.0,83.0,496.0,,46.0,55.0,20.0,215.0,147.0,53.0,52.0,4.0,11.0,,2.0,77.0,118.0,4.0,86.0,47.0,146.0,120.0,18.0,391.0,20.0,25.0,23.0,2.0,97.0,73.0,231.0,110.0,6.0,17.0,1800.0,17.0,103.0,26.0,25.0,3.0,283.0,201.0,,36.0,16.0,164.0,63.0,376.0,98.0,168.0,3.0,,,155.0,305.0,79.0,159.0,681.0,,53.0,,980.0,8.0,2.0,34.0,4.0,,,,,,1.0,7.0,,1.0,,1.0,2.0,4.0,2.0,,,1.0,,2.0,,1.0,1.0,2.0,,3.0,,,3.0,1.0,6.0,,10.0,1.0,,,2.0,,1.0,1.0,,1.0,17.0,3.0,14.0,2.0,,3.0,4.0,16.0,1.0,6.0,,3.0,2.0,,1.0,11.0,1.0,7.0,7.0,4.0,3.0,1.0,,2.0,,1.0,,1.0,,4.0,1.0,3.0,,,,1.0,6.0,1.0,,2.0,,1.0,1.0,3.0,,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,1.0,,1.0,1.0,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
3963,53111.0,Fabio Daprelà,Fabio,Daprelà,1991-02-19,Switzerland,Switzerland,30.0,D,Left Full Back,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3129,49672.0,Stephen Darby,Stephen,Darby,1988-10-06,England,England,23.0,D,Full Back,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,162019.0,David Luiz,David Luiz,Moreira Marinho,1987-04-22,Brazil,Brazil,23.0,D,Centre Central Defender,19,259.0,13.0,137.0,7.0,46.0,395.0,4.0,8.0,15.0,12.0,68.0,65.0,30.0,91.0,1.0,10.0,4.0,9.0,49.0,51.0,1.0,33.0,19.0,60.0,0.0,18.0,211.0,11.0,8.0,6.0,2.0,30.0,167.0,87.0,58.0,2.0,8.0,953.0,3.0,18.0,67.0,17.0,1.0,127.0,109.0,1.0,70.0,20.0,63.0,52.0,284.0,29.0,51.0,11.0,9.0,9.0,92.0,196.0,30.0,72.0,471.0,1.0,17.0,5.0,650.0,12.0,7.0,14.0,3.0,1.0,1.0,,,1.0,5.0,3.0,,,,,2.0,2.0,,,2.0,1.0,3.0,,1.0,3.0,6.0,6.0,,5.0,1.0,,,1.0,4.0,5.0,2.0,2.0,,,2.0,1.0,,,,,36.0,7.0,30.0,1.0,2.0,3.0,3.0,8.0,1.0,6.0,,5.0,1.0,,,10.0,6.0,10.0,10.0,8.0,5.0,,,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,,,,,3.0,1.0,,1.0,,,2.0,2.0,,,,,,,,,,,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2997,138698.0,Curtis Davies,Curtis,Davies,1985-03-15,England,England,33.0,D,Centre Central Defender,19,52.0,3.0,20.0,2.0,7.0,72.0,1.0,5.0,11.0,6.0,30.0,32.0,11.0,7.0,1.0,4.0,1.0,1.0,15.0,34.0,1.0,25.0,14.0,11.0,0.0,5.0,53.0,2.0,7.0,3.0,4.0,24.0,17.0,29.0,14.0,5.0,7.0,334.0,,3.0,13.0,2.0,,44.0,31.0,,3.0,4.0,17.0,3.0,60.0,6.0,38.0,1.0,1.0,1.0,13.0,39.0,9.0,14.0,98.0,4.0,20.0,1.0,181.0,2.0,1.0,13.0,1.0,,,,1.0,,1.0,2.0,,,,,,2.0,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,8.0,4.0,4.0,1.0,,1.0,,7.0,,2.0,,1.0,1.0,1.0,,2.0,,2.0,2.0,,,,1.0,1.0,,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,179024.0,Sean Davis,Sean,Davis,1979-09-20,England,England,,M,Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3515,145099.0,Simon Dawkins,Simon,Dawkins,1987-12-01,England,Jamaica,49.0,M,Left/Right Winger,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2805,130632.0,Michael Dawson,Michael,Dawson,1983-11-18,England,England,20.0,D,Centre Central Defender,19,594.0,98.0,249.0,32.0,148.0,841.0,2.0,41.0,97.0,24.0,183.0,169.0,23.0,105.0,5.0,18.0,,4.0,82.0,166.0,5.0,142.0,97.0,159.0,125.0,20.0,522.0,24.0,27.0,19.0,8.0,185.0,293.0,318.0,180.0,5.0,21.0,2160.0,14.0,128.0,66.0,19.0,3.0,348.0,224.0,1.0,73.0,31.0,214.0,73.0,645.0,142.0,266.0,1.0,3.0,3.0,168.0,410.0,113.0,243.0,1052.0,,49.0,3.0,1488.0,19.0,1.0,43.0,6.0,2.0,2.0,,,,4.0,8.0,1.0,,,3.0,1.0,3.0,3.0,,,1.0,,2.0,2.0,1.0,3.0,3.0,1.0,9.0,1.0,1.0,,5.0,7.0,3.0,10.0,,,,1.0,,,,,1.0,49.0,6.0,39.0,1.0,3.0,1.0,4.0,26.0,,5.0,1.0,4.0,2.0,1.0,,14.0,,6.0,6.0,9.0,2.0,,,1.0,,,,,1.0,2.0,1.0,,,,1.0,2.0,4.0,,,,,,1.0,1.0,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3659,141936.0,Nigel de Jong,Nigel,de Jong,1984-11-30,Netherlands,Netherlands,34.0,M,Defensive Midfielder,19,744.0,41.0,671.0,3.0,129.0,1415.0,4.0,7.0,16.0,32.0,201.0,198.0,178.0,195.0,8.0,31.0,,23.0,101.0,161.0,8.0,17.0,11.0,186.0,128.0,43.0,464.0,30.0,21.0,21.0,,18.0,475.0,238.0,188.0,6.0,7.0,2609.0,1.0,134.0,170.0,18.0,2.0,234.0,217.0,6.0,89.0,100.0,456.0,209.0,800.0,68.0,34.0,4.0,1.0,1.0,258.0,774.0,9.0,149.0,1573.0,2.0,95.0,5.0,1907.0,46.0,4.0,72.0,9.0,,,,74.0,2.0,12.0,,,,,1.0,,,,,1.0,,,1.0,5.0,1.0,9.0,6.0,2.0,9.0,,1.0,,6.0,15.0,1.0,6.0,4.0,,,1.0,,1.0,,1.0,3.0,85.0,3.0,68.0,,7.0,8.0,3.0,8.0,1.0,1.0,,15.0,1.0,75.0,,10.0,5.0,26.0,26.0,20.0,3.0,,,,2.0,,4.0,2.0,1.0,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3666,258468.0,Ritchie De Laet,Ritchie,De Laet,1988-11-28,Belgium,Belgium,2.0,D,Defender,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3334,124704.0,Daniel de Ridder,Daniel,de Ridder,1984-03-06,Netherlands,Netherlands,8.0,M,Left/Right Winger,19,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041,261319.0,Roarie Deacon,Roarie,Deacon,1991-10-12,England,England,11.0,M,Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,303240.0,Jermain Defoe,Jermain,Defoe,1982-10-07,England,England,10.0,F,Centre Striker,19,47.0,4.0,185.0,,5.0,232.0,1.0,27.0,8.0,22.0,138.0,112.0,75.0,37.0,1.0,6.0,1.0,39.0,99.0,63.0,1.0,2.0,,16.0,216.0,8.0,47.0,16.0,16.0,13.0,3.0,,61.0,19.0,16.0,4.0,,1480.0,,42.0,39.0,16.0,3.0,146.0,145.0,1.0,6.0,30.0,88.0,110.0,56.0,8.0,3.0,40.0,7.0,7.0,133.0,222.0,1.0,6.0,271.0,6.0,8.0,3.0,500.0,27.0,20.0,6.0,,,,,23.0,1.0,19.0,22.0,9.0,,,14.0,,15.0,17.0,1.0,16.0,1.0,2.0,6.0,12.0,3.0,21.0,55.0,12.0,49.0,10.0,4.0,10.0,26.0,1.0,6.0,10.0,10.0,,,4.0,4.0,2.0,1.0,2.0,1.0,11.0,,10.0,,7.0,14.0,23.0,,4.0,19.0,3.0,21.0,13.0,25.0,17.0,68.0,4.0,34.0,34.0,8.0,12.0,5.0,5.0,8.0,2.0,1.0,7.0,,7.0,5.0,,,,,,1.0,1.0,3.0,4.0,,,,,,,,1.0,,,,,,,4.0,1.0,,6.0,1.0,4.0,,4.0,1.0,,,,,,,,,,,,,,,,,,,2.0,1.0,1.0,2.0,1.0,1.0,,1.0,1.0,,,4.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
3643,7121.0,Philipp Degen,Philipp,Degen,1983-02-15,Switzerland,Switzerland,4.0,D,Right Full Back,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4098,307572.0,Matej Delac,Matej,Delac,1992-08-20,Croatia,Croatia,,G,Goalkeeper,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3577,96290.0,Aaron Doran,Aaron,Doran Cogan,1991-05-13,Ireland,Ireland,,F,Forward,19,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3082,41593.0,Abdoulaye Méité,Abdoulaye,Meite,1980-10-06,,,40.0,D,Defender,19,132.0,9.0,31.0,7.0,13.0,163.0,1.0,18.0,13.0,10.0,88.0,57.0,28.0,24.0,2.0,4.0,,2.0,29.0,27.0,1.0,44.0,25.0,22.0,0.0,5.0,99.0,10.0,18.0,14.0,4.0,55.0,41.0,34.0,20.0,2.0,12.0,855.0,13.0,4.0,16.0,3.0,,89.0,44.0,1.0,21.0,2.0,32.0,11.0,151.0,17.0,88.0,3.0,,,24.0,49.0,17.0,22.0,200.0,,10.0,1.0,345.0,2.0,2.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,1.0,16.0,3.0,12.0,1.0,,,,7.0,,,,,1.0,,,,,3.0,3.0,4.0,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,40982.0,Ahmed Abdullah,Ahmed,Abdullah,1991-11-12,Saudi Arabia,Saudi Arabia,,M,Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114,138361.0,Araz Abdullayev,Araz,Abdullayev,1992-04-18,Azerbaijan,Azerbaijan,7.0,M,Right Winger,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2840,24339.0,Abou Diaby,Vassiriki,Abou Diaby,1986-05-11,France,France,5.0,M,Centre Central Midfielder,19,212.0,10.0,394.0,,12.0,605.0,2.0,13.0,17.0,16.0,69.0,49.0,80.0,78.0,1.0,10.0,,30.0,83.0,89.0,1.0,11.0,5.0,76.0,68.0,16.0,182.0,13.0,12.0,11.0,1.0,16.0,178.0,66.0,56.0,2.0,4.0,962.0,1.0,49.0,106.0,9.0,1.0,143.0,130.0,2.0,23.0,53.0,228.0,190.0,230.0,16.0,24.0,50.0,3.0,3.0,221.0,441.0,,16.0,668.0,3.0,29.0,2.0,886.0,7.0,36.0,22.0,1.0,1.0,1.0,,26.0,2.0,9.0,11.0,1.0,,,5.0,2.0,3.0,2.0,,4.0,,,2.0,,3.0,4.0,11.0,1.0,9.0,1.0,2.0,1.0,5.0,,3.0,7.0,1.0,,,2.0,2.0,3.0,1.0,3.0,,17.0,,16.0,,4.0,8.0,5.0,1.0,5.0,6.0,,12.0,7.0,26.0,1.0,16.0,9.0,12.0,12.0,7.0,6.0,5.0,1.0,3.0,1.0,2.0,10.0,,,2.0,,,,,2.0,1.0,3.0,2.0,,1.0,,,,2.0,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
4147,141595.0,Mohammed Abu,Mohammed,Abu,1991-11-14,Ghana,Ghana,8.0,M,Centre Defensive Midfielder,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
