id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,clean_sheet,draws,losses,wins,goal_assist,yellow_card,goals,red_card,own_goals
1416,13367.0,Guy Branston,Guy,Branston,1979-01-09,England,England,5.0,D,Centre Central Defender,7,,,,,,,,,,
789,827.0,Tim Breacker,Tim,Breacker,1965-07-02,England,England,,D,Defender,7,3.0,1.0,1.0,1.0,1.0,,,,,
1155,94818.0,Gary Breen,Gary,Breen,1973-12-12,Ireland,Ireland,6.0,D,Defender,7,25.0,4.0,7.0,12.0,6.0,1.0,3.0,,,
1458,11905.0,Wayne Bridge,Wayne,Bridge,1980-08-05,England,England,18.0,D,Left Full Back,7,23.0,2.0,5.0,13.0,5.0,,,,,
1390,27159.0,Marc Bridge-Wilkinson,Marc,Bridge-Wilkinson,1979-03-16,England,England,,M,Midfielder,7,1.0,0.0,,,1.0,,,,,
513,2028.0,Mark Bright,Mark,Bright,1962-06-06,England,England,,F,Forward,7,5.0,0.0,2.0,2.0,1.0,,,1.0,,
285,1875.0,Ian Brightwell,Ian,Brightwell,1968-04-09,England,England,,D,Defender,7,,,,,,,,,,
749,776.0,Lee Briscoe,Lee,Briscoe,1975-09-30,England,England,,D,Defender,7,16.0,1.0,2.0,8.0,6.0,,,1.0,,
1613,27921.0,Leigh Bromby,Leigh,Bromby,1980-06-02,England,England,,D,Defender,7,,,,,,,,,,
852,97465.0,Marlon Broomes,Marlon,Broomes,1977-11-28,England,England,4.0,D,Defender,7,13.0,1.0,5.0,4.0,4.0,,3.0,,1.0,
1516,1845.0,Steve Brown,Steve,Brown,1972-05-13,England,England,,D,Defender,7,18.0,5.0,5.0,8.0,5.0,,2.0,,,
1410,175043.0,Bruno Ribeiro,Bruno Miguel,Fernandes Ribeiro,1975-10-22,Portugal,Portugal,11.0,M,Left Central Midfielder,7,13.0,0.0,6.0,2.0,5.0,,1.0,1.0,,
1633,176855.0,Jimmy Bullard,Jimmy,Bullard,1978-10-23,England,England,21.0,M,Midfielder,7,,,,,,,,,,
256,919.0,David Burrows,David,Burrows,1968-10-25,England,England,,D,Defender,7,23.0,2.0,4.0,12.0,7.0,1.0,7.0,,,
1393,20441.0,Deon Burton,Deon,Burton,1976-10-25,Jamaica,Jamaica,,F,Forward,7,21.0,1.0,6.0,8.0,7.0,,3.0,9.0,,
332,3805.0,Nicky Butt,Nicky,Butt,1975-01-21,England,England,20.0,M,Midfielder,7,31.0,7.0,12.0,3.0,16.0,3.0,3.0,2.0,1.0,
663,12394.0,Darren Byfield,Darren,Byfield,1976-09-29,Jamaica,Jamaica,10.0,F,Forward,7,,,,,,,,,,
1472,18854.0,Stephen Bywater,Stephen,Bywater,1981-06-07,England,England,13.0,G,Goalkeeper,7,,,,,,,,,,
1501,1811.0,Fabian Caballero,Fabian,Caballero,1978-01-31,Argentina,Argentina,,F,Forward,7,1.0,0.0,1.0,,,,,,,
1186,10436.0,Danny Cadamarteri,Danny,Cadamarteri,1979-10-12,England,England,11.0,F,Striker,7,30.0,1.0,10.0,15.0,5.0,1.0,6.0,4.0,,
775,1814.0,Colin Calderwood,Colin,Calderwood,1965-01-20,Scotland,Scotland,,D,Defender,7,20.0,6.0,7.0,5.0,8.0,,4.0,,1.0,
1589,120446.0,Steven Caldwell,Steven,Caldwell,1980-09-12,Scotland,Scotland,13.0,D,Centre Central Defender,7,,,,,,,,,,
1333,96880.0,Callum Davidson,Callum,Davidson,1976-06-25,Scotland,Scotland,3.0,D,Defender,7,34.0,10.0,13.0,14.0,7.0,1.0,7.0,1.0,,
25,3744.0,Kevin Campbell,Kevin,Campbell,1970-02-04,England,England,,F,Forward,7,8.0,2.0,,4.0,4.0,2.0,1.0,9.0,,
1301,1538.0,Lee Canoville,Lee,Canoville,1981-03-14,England,England,,M,Midfielder,7,,,,,,,,,,
1546,1886.0,Horacio Carbonari,Horacio,Carbonari,1973-05-02,Argentina,Argentina,,D,Defender,7,29.0,9.0,9.0,11.0,9.0,,4.0,5.0,,
1240,2738.0,Benito Carbone,Benito,Carbone,1971-08-14,Italy,Italy,,F,Forward,7,31.0,7.0,5.0,14.0,12.0,6.0,9.0,8.0,,
776,94885.0,Stephen Carr,Stephen,Carr,1976-08-29,Ireland,Ireland,2.0,D,Right Full Back,7,37.0,12.0,13.0,13.0,11.0,3.0,3.0,,,
915,143184.0,Jamie Carragher,Jamie,Carragher,1978-01-28,England,England,23.0,D,Defender,7,34.0,7.0,9.0,11.0,14.0,3.0,5.0,1.0,1.0,2.0
1634,4242.0,Michael Carrick,Michael,Carrick,1981-07-28,England,England,16.0,M,Centre Central Midfielder,7,,,,,,,,,,
1175,5265.0,Lee Carsley,Lee,Carsley,1974-02-28,Ireland,Ireland,26.0,M,Centre Defensive Midfielder,7,30.0,10.0,12.0,10.0,8.0,1.0,7.0,1.0,,
1537,1872.0,Pierluigi Casiraghi,Pierluigi,Casiraghi,1969-03-04,Italy,Italy,,F,Forward,7,10.0,1.0,5.0,1.0,4.0,,2.0,1.0,,
318,306.0,Chris Casper,Chris,Casper,1975-04-28,England,England,,D,Defender,7,,,,,,,,,,
808,847.0,Stewart Castledine,Stewart,Castledine,1973-01-22,England,England,,M,Midfielder,7,1.0,0.0,,1.0,,,,,,
396,2256.0,Gary Charles,Gary,Charles,1970-04-13,England,England,,D,Defender,7,11.0,6.0,4.0,1.0,6.0,,2.0,1.0,,
1351,2438.0,Laurent Charvet,Laurent,Charvet,1973-05-08,France,France,,D,Defender,7,31.0,7.0,9.0,12.0,10.0,1.0,3.0,1.0,,1.0
398,382.0,Steve Chettle,Steve,Chettle,1968-09-27,England,England,,D,Defender,7,34.0,4.0,8.0,20.0,6.0,,7.0,2.0,1.0,
1553,2996.0,Malcolm Christie,Malcolm,Christie,1979-04-11,England,England,11.0,F,Forward,7,2.0,0.0,,1.0,1.0,,,,,
1500,1810.0,Eric Chukwunyelu,Eric,Chukwunyelu,1981-06-10,Nigeria,Nigeria,,F,Forward,7,,,,,,,,,,
105,101.0,Steve Clarke,Steve,Clarke,1963-08-29,Scotland,Scotland,,D,Defender,7,,,,,,,,,,
1067,1218.0,Michael Clegg,Michael,Clegg,1977-07-03,England,England,,D,Defender,7,,,,,,,,,,
1557,1899.0,Alex Cleland,Alex,Cleland,1970-10-12,Scotland,Scotland,,D,Defender,7,18.0,8.0,8.0,7.0,3.0,1.0,2.0,,1.0,
961,98165.0,Stephen Clemence,Stephen,Clemence,1978-03-31,England,England,14.0,M,Midfielder,7,17.0,0.0,7.0,5.0,5.0,,1.0,,,
1146,98419.0,Neil Clement,Neil,Clement,1978-10-03,England,England,6.0,D,Left/Centre Central Defender,7,,,,,,,,,,
1611,1979.0,Juan Cobian,Juan,Cobian,1975-09-11,Argentina,Argentina,,D,Defender,7,9.0,1.0,,5.0,4.0,,2.0,,,
1494,152954.0,Ashley Cole,Ashley,Cole,1980-12-20,England,England,26.0,D,Left Full Back,7,,,,,,,,,,
1619,1987.0,Patrick Colleter,Patrick,Colleter,1965-11-06,France,France,,D,Defender,7,16.0,3.0,3.0,8.0,5.0,,4.0,1.0,,
1559,2677.0,John Collins,John,Collins,1968-01-31,Scotland,Scotland,,M,Midfielder,7,20.0,9.0,8.0,7.0,5.0,,4.0,1.0,,
627,2531.0,Stan Collymore,Stan,Collymore,1971-01-22,England,England,,F,Forward,7,20.0,2.0,3.0,8.0,9.0,3.0,5.0,1.0,1.0,
1229,176684.0,Paul Connor,Paul,Connor,1979-01-12,England,England,,F,Forward,7,,,,,,,,,,
923,2448.0,Terry Cooke,Terry,Cooke,1976-08-05,England,England,,M,Midfielder,7,,,,,,,,,,
937,1933.0,Colin Cooper,Colin,Cooper,1967-02-28,England,England,,D,Defender,7,32.0,10.0,12.0,8.0,12.0,1.0,6.0,1.0,,
1442,10797.0,James Coppinger,James,Coppinger,1981-01-18,England,England,26.0,M,Left/Centre/Right Attacking Midfielder,7,,,,,,,,,,
1284,29520.0,Carl Cort,Carl,Cort,1977-11-01,Guyana,Guyana,9.0,F,Forward,7,16.0,0.0,6.0,7.0,3.0,,1.0,3.0,,
193,1687.0,Tony Cottee,Tony,Cottee,1965-07-11,England,England,,F,Forward,7,31.0,11.0,10.0,11.0,10.0,,1.0,10.0,,
1002,28852.0,Graham Coughlan,Graham,Coughlan,1974-11-18,Ireland,Ireland,5.0,D,Defender,7,,,,,,,,,,
1110,1282.0,Chris Coyne,Chris,Coyne,1978-12-20,Australia,Australia,,D,Defender,7,1.0,0.0,,1.0,,,,,,
940,27498.0,Craig Armstrong,Steven Craig,Armstrong,1975-05-23,England,England,6.0,D,Defender,7,22.0,2.0,6.0,13.0,3.0,,2.0,,,
1449,13658.0,Richard Cresswell,Richard,Cresswell,1977-09-20,England,England,17.0,F,Forward,7,7.0,0.0,1.0,3.0,3.0,1.0,,1.0,,
1354,1605.0,Nick Crittenden,Nick,Crittenden,1978-11-11,England,England,,M,Midfielder,7,,,,,,,,,,
999,2378.0,Gary Croft,Gary,Croft,1974-02-17,England,England,,D,Defender,7,12.0,3.0,4.0,7.0,1.0,,1.0,,,
394,26950.0,Mark Crossley,Mark,Crossley,1969-06-16,Wales,Wales,26.0,G,Goalkeeper,7,12.0,3.0,2.0,6.0,4.0,,,,,
1629,154344.0,Peter Crouch,Peter,Crouch,1981-01-30,England,England,15.0,F,Centre Striker,7,,,,,,,,,,
1130,177134.0,Jason Crowe,Jason,Crowe,1978-09-30,England,England,4.0,D,Defender,7,,,,,,,,,,
1216,127414.0,Jordi Cruyff,Jordi,Cruyff,1974-02-09,Netherlands,Netherlands,14.0,M,Midfielder,7,5.0,0.0,1.0,,4.0,1.0,,2.0,,
1065,1216.0,Nick Culkin,Nick,Culkin,1978-07-06,England,England,,G,Goalkeeper,7,,,,,,,,,,
1224,10930.0,Michael Cummins,Michael,Cummins,1978-06-01,Ireland,Ireland,22.0,M,Midfielder,7,1.0,0.0,,1.0,,,,,,
972,2828.0,Kenny Cunningham,Kenny,Cunningham,1971-06-28,Ireland,Ireland,4.0,D,Defender,7,35.0,7.0,11.0,15.0,9.0,2.0,3.0,,,
1020,1633.0,Sasa Curcic,Sasa,Curcic,1972-02-14,Serbia,Serbia,,M,Midfielder,7,,,,,,,,,,
1427,96604.0,John Curtis,John,Curtis,1978-09-03,England,England,19.0,D,Defender,7,4.0,0.0,,,4.0,,,,,
1436,3250.0,Nikolaos Dabizas,Nikolaos,Dabizas,1973-08-03,Greece,Greece,44.0,D,Defender,7,30.0,3.0,12.0,10.0,8.0,,6.0,3.0,2.0,
1560,100438.0,Olivier Dacourt,Olivier,Dacourt,1974-09-25,France,France,15.0,M,Midfielder,7,30.0,7.0,7.0,15.0,8.0,,13.0,2.0,1.0,
1340,1585.0,Martin Dahlin,Martin,Dahlin,1968-04-16,Sweden,Sweden,,F,Forward,7,5.0,0.0,2.0,2.0,1.0,1.0,,,1.0,
1163,177713.0,Christian Dailly,Christian,Dailly,1973-10-23,Scotland,Scotland,,D,Defender,7,18.0,5.0,7.0,7.0,4.0,,,,,
1207,1721.0,Paul Dalglish,Paul,Dalglish,1977-02-18,Scotland,Scotland,,F,Forward,7,11.0,1.0,4.0,4.0,3.0,,1.0,1.0,,
1535,175295.0,Samuele Dalla Bona,Samuele,Dalla Bona,1981-02-06,Italy,Italy,24.0,M,Centre Central Midfielder,7,,,,,,,,,,
1622,1993.0,Dani Rodrigues,Daniel,Ferreira Rodrigues,1980-03-03,Portugal,Portugal,,M,Midfielder,7,,,,,,,,,,
929,4579.0,Danny Mills,Daniel,Mills,1977-05-18,England,England,27.0,D,Defender,7,36.0,11.0,12.0,16.0,8.0,2.0,10.0,2.0,,
1610,1977.0,Jean-Claude Darcheville,Jean-Claude,Darcheville,1975-07-25,France,France,,F,Forward,7,16.0,0.0,4.0,8.0,4.0,2.0,3.0,2.0,,
91,15180.0,Dave Beasant,Dave,Beasant,1959-03-20,England,England,39.0,G,Goalkeeper,7,26.0,3.0,7.0,16.0,3.0,,2.0,,,
1350,1601.0,Ed de Goey,Ed,de Goey,1966-12-20,Netherlands,Netherlands,,G,Goalkeeper,7,35.0,13.0,13.0,3.0,19.0,1.0,2.0,,,
488,2713.0,Brian Deane,Brian,Deane,1968-02-07,England,England,,F,Forward,7,26.0,5.0,11.0,7.0,8.0,2.0,2.0,6.0,,
1526,303240.0,Jermain Defoe,Jermain,Defoe,1982-10-07,England,England,10.0,F,Centre Striker,7,,,,,,,,,,
1561,1904.0,Peter Degn,Peter,Degn,1977-04-06,Denmark,Denmark,,M,Midfielder,7,4.0,0.0,,4.0,,,,,,
1504,1815.0,Mark Delaney,Mark,Delaney,1976-05-13,Wales,Wales,2.0,D,Defender,7,2.0,0.0,,1.0,1.0,,,,,
1391,12887.0,Rory Delap,Rory,Delap,1976-07-06,Ireland,Ireland,4.0,M,Midfielder,7,23.0,5.0,10.0,7.0,6.0,3.0,6.0,,,
1533,1868.0,Marcel Desailly,Marcel,Desailly,1968-09-07,Ghana,France,,D,Defender,7,31.0,12.0,13.0,3.0,15.0,1.0,5.0,,,
1451,3190.0,Paolo Di Canio,Paolo,Di Canio,1968-07-09,Italy,Italy,,F,Forward,7,19.0,4.0,3.0,8.0,8.0,2.0,1.0,7.0,1.0,
1149,1340.0,Roberto Di Matteo,Roberto,Di Matteo,1970-05-29,Switzerland,Italy,,M,Midfielder,7,30.0,7.0,13.0,3.0,14.0,4.0,9.0,2.0,,
1498,2522.0,Kaba Diawara,Kaba,Diawara,1975-12-16,Guinea,Guinea,,F,Forward,7,12.0,0.0,2.0,1.0,9.0,,,,,
696,888.0,Julian Dicks,Julian,Dicks,1968-08-08,England,England,,D,Defender,7,9.0,4.0,2.0,3.0,4.0,,2.0,,,
13,13.0,Lee Dixon,Lee,Dixon,1964-03-17,England,England,,D,Defender,7,36.0,20.0,12.0,3.0,21.0,1.0,5.0,,1.0,
1581,178163.0,Bojan Djordjic,Bojan,Djordjic,1982-02-06,Sweden,Sweden,32.0,M,Midfielder,7,,,,,,,,,,
528,508.0,Jason Dodd,Jason,Dodd,1970-11-02,England,England,2.0,D,Defender,7,28.0,7.0,5.0,15.0,8.0,4.0,4.0,1.0,1.0,
1604,11008.0,Chris Doig,Chris,Doig,1981-02-13,Scotland,Scotland,12.0,D,Defender,7,2.0,0.0,,2.0,,,,,,
1590,174352.0,Didier Domi,Didier,Domi,1978-05-02,France,France,3.0,D,Left Full Back,7,14.0,0.0,5.0,5.0,4.0,1.0,1.0,,,
229,1884.0,Tony Dorigo,Tony,Dorigo,1965-12-31,Australia,England,,D,Defender,7,18.0,4.0,7.0,6.0,5.0,2.0,3.0,1.0,,
903,2493.0,Mark Draper,Mark,Draper,1970-11-11,England,England,,M,Midfielder,7,23.0,3.0,4.0,7.0,12.0,,4.0,2.0,,
1245,1457.0,Richard Dryden,Richard,Dryden,1969-06-14,England,England,,D,Defender,7,4.0,1.0,,3.0,1.0,,1.0,,,
669,177233.0,Michael Duberry,Michael,Duberry,1975-10-14,England,England,5.0,D,Defender,7,25.0,7.0,10.0,2.0,13.0,,8.0,,,1.0
338,1823.0,Dion Dublin,Dion,Dublin,1969-04-22,England,England,,F,Forward,7,34.0,7.0,8.0,15.0,11.0,5.0,5.0,14.0,,
1418,1686.0,Lawrie Dudfield,Lawrie,Dudfield,1980-05-07,England,England,,F,Forward,7,,,,,,,,,,
1004,124533.0,Damien Duff,Damien,Duff,1979-03-02,Ireland,Ireland,11.0,M,Left Winger,7,28.0,1.0,8.0,13.0,7.0,2.0,,1.0,,
1577,1925.0,Sean Dundee,Sean,Dundee,1972-12-07,South Africa,South Africa,,F,Forward,7,3.0,0.0,,2.0,1.0,,,,,
1337,20833.0,David Dunn,David,Dunn,1979-12-27,England,England,17.0,M,Centre Attacking Midfielder,7,15.0,1.0,6.0,6.0,3.0,,2.0,1.0,,
1184,59202.0,Richard Dunne,Richard,Dunne,1979-09-21,Ireland,Ireland,22.0,D,Centre Central Defender,7,16.0,5.0,3.0,8.0,5.0,,5.0,,1.0,
598,576.0,Robbie Earle,Robbie,Earle,1965-01-27,Jamaica,Jamaica,,M,Midfielder,7,35.0,7.0,12.0,14.0,9.0,2.0,2.0,5.0,,1.0
192,42012.0,John Ebbrell,John,Ebbrell,1969-10-01,England,England,,D,Defender,7,,,,,,,,,,
551,531.0,Justin Edinburgh,Justin,Edinburgh,1969-12-18,England,England,,D,Defender,7,16.0,4.0,7.0,6.0,3.0,1.0,2.0,,1.0,
1601,1962.0,Christian Edwards,Christian,Edwards,1975-11-23,Wales,Wales,,D,Defender,7,12.0,1.0,2.0,6.0,4.0,,1.0,,,
1370,95198.0,Marc Edworthy,Marc,Edworthy,1972-12-24,England,England,,D,Defender,7,22.0,3.0,7.0,10.0,5.0,,3.0,,,
35,2472.0,Ugo Ehiogu,Ugo,Ehiogu,1972-11-03,England,England,,D,Defender,7,25.0,9.0,6.0,6.0,13.0,2.0,3.0,2.0,,
389,1075.0,Efan Ekoku,Efan,Ekoku,1967-06-08,Nigeria,Nigeria,,F,Forward,7,22.0,0.0,7.0,7.0,8.0,,1.0,6.0,,
1389,10480.0,Steve Elliott,Steve,Elliott,1978-10-29,England,England,6.0,D,Central Defender,7,11.0,1.0,6.0,2.0,3.0,,3.0,,,
1445,4053.0,Emerson Thome,Emerson Augusto,Thome,1972-03-30,Brazil,Brazil,5.0,D,Defender,7,38.0,12.0,7.0,18.0,13.0,2.0,3.0,1.0,,
1503,95259.0,Peter Enckelman,Peter,Enckelman,1977-03-10,Finland,Finland,20.0,G,Goalkeeper,7,,,,,,,,,,
1392,1647.0,Stefano Eranio,Stefano,Eranio,1966-12-29,Italy,Italy,,M,Midfielder,7,25.0,3.0,8.0,8.0,9.0,1.0,4.0,,,
1118,178101.0,Jason Euell,Jason,Euell,1977-02-06,England,Jamaica,29.0,F,Forward,7,33.0,5.0,11.0,12.0,10.0,1.0,4.0,10.0,,
1156,10761.0,John Eustace,John,Eustace,1979-11-03,England,England,14.0,M,Centre Central Midfielder,7,,,,,,,,,,
1564,1908.0,Gareth Evans,Gareth,Evans,1981-02-15,England,England,,D,Defender,7,,,,,,,,,,
1397,1654.0,Adam Farley,Adam,Farley,1980-01-12,England,England,,D,Defender,7,1.0,0.0,,1.0,,,,,,
45,2617.0,Gareth Farrelly,Gareth,Farrelly,1975-08-28,Ireland,Ireland,,M,Midfielder,7,1.0,0.0,1.0,,,,,,,
1159,28161.0,Craig Faulconbridge,Craig,Faulconbridge,1978-04-20,England,England,,F,Forward,7,,,,,,,,,,
592,570.0,Peter Fear,Peter,Fear,1973-09-10,England,England,,D,Defender,7,2.0,0.0,,1.0,1.0,,,,,
1105,1277.0,Neale Fenn,Neale,Fenn,1977-01-18,Ireland,Ireland,,F,Forward,7,,,,,,,,,,
57,1688.0,Graham Fenton,Graham,Fenton,1974-05-22,England,England,,F,Forward,7,9.0,0.0,2.0,5.0,2.0,,,,,
462,3754.0,Les Ferdinand,Les,Ferdinand,1966-12-08,England,England,,F,Forward,7,24.0,3.0,8.0,8.0,8.0,1.0,5.0,5.0,,
877,948.0,Duncan Ferguson,Duncan,Ferguson,1971-12-27,Scotland,Scotland,9.0,F,Forward,7,20.0,6.0,9.0,8.0,3.0,,3.0,6.0,,
1507,1821.0,Fabio Ferraresi,Fabio,Ferraresi,1979-05-24,Italy,Italy,,M,Midfielder,7,,,,,,,,,,
1532,1867.0,Albert Ferrer,Albert,Ferrer,1970-06-06,Spain,Spain,,D,Defender,7,30.0,12.0,12.0,2.0,16.0,2.0,9.0,,,
23,128586.0,Paul Merson,Paul,Merson,1968-03-20,England,England,9.0,M,Centre Central Midfielder,7,29.0,6.0,8.0,12.0,9.0,4.0,2.0,5.0,,
782,818.0,Ludek Miklosko,Ludek,Miklosko,1961-12-09,Czech Republic,Czech Republic,,G,Goalkeeper,7,,,,,,,,,,
1646,2243.0,Charlie Miller,Charlie,Miller,1976-03-18,Scotland,Scotland,,M,Midfielder,7,4.0,0.0,2.0,1.0,1.0,,,,,
1400,261255.0,Jamie Milligan,Jamie,Milligan,1980-01-03,England,England,,M,Midfielder,7,3.0,0.0,,2.0,1.0,,,,,
855,2012.0,Scott Minto,Scott,Minto,1971-08-06,England,England,,D,Defender,7,15.0,6.0,4.0,5.0,6.0,,2.0,,,
1189,2529.0,Robert Molenaar,Robert,Molenaar,1969-02-27,Netherlands,Netherlands,,D,Defender,7,17.0,7.0,8.0,2.0,7.0,,4.0,2.0,,
768,1065.0,John Moncur,John,Moncur,1966-09-22,England,England,,M,Midfielder,7,14.0,1.0,3.0,6.0,5.0,,7.0,,1.0,
1620,6148.0,Garry Monk,Garry,Monk,1979-03-06,England,England,16.0,D,Centre Central Defender,7,4.0,0.0,,3.0,1.0,,1.0,,,
522,502.0,Kenneth Monkou,Kenneth,Monkou,1964-11-29,Suriname,Netherlands,,D,Defender,7,22.0,6.0,6.0,9.0,7.0,,6.0,1.0,,
360,346.0,Alan Moore,Alan,Moore,1974-11-25,Ireland,Ireland,,M,Midfielder,7,4.0,0.0,2.0,1.0,1.0,,,,,
1027,3426.0,Jody Morris,Jody,Morris,1978-12-22,England,England,4.0,M,Midfielder,7,18.0,4.0,7.0,,11.0,1.0,4.0,1.0,,
1618,1986.0,Owen Morrison,Owen,Morrison,1981-12-08,Northern Ireland,Northern Ireland,,F,Forward,7,1.0,0.0,,1.0,,,,,,
158,1850.0,Paul Mortimer,Paul,Mortimer,1968-05-08,England,England,,M,Midfielder,7,17.0,0.0,6.0,8.0,3.0,1.0,1.0,1.0,,
1243,1455.0,Neil Moss,Neil,Moss,1975-05-10,England,England,,G,Goalkeeper,7,7.0,2.0,3.0,3.0,1.0,,,,,
1213,3674.0,Phil Mulryne,Phil,Mulryne,1978-01-01,Northern Ireland,Northern Ireland,7.0,M,Midfielder,7,,,,,,,,,,
1423,4624.0,Danny Murphy,Danny,Murphy,1977-03-18,England,England,13.0,M,Centre Central Midfielder,7,1.0,0.0,,1.0,,,,,,
1551,11397.0,Adam Murray,Adam,Murray,1981-09-30,England,England,21.0,M,Centre Central Midfielder,7,4.0,0.0,1.0,2.0,1.0,,1.0,,,
363,3119.0,Robbie Mustoe,Robbie,Mustoe,1968-08-28,England,England,,M,Midfielder,7,33.0,8.0,13.0,9.0,11.0,1.0,7.0,4.0,1.0,
102,2070.0,Andy Myers,Andy,Myers,1973-11-03,England,England,3.0,D,Defender,7,1.0,0.0,,1.0,,,,,,
1396,3838.0,Thomas Myhre,Thomas,Myhre,1973-10-16,Norway,Norway,36.0,G,Goalkeeper,7,38.0,14.0,10.0,17.0,11.0,,3.0,,,
1432,4629.0,Erik Nevland,Erik,Nevland,1977-11-10,Norway,Norway,10.0,F,Centre Striker,7,,,,,,,,,,
1576,96641.0,Jon Newby,Jon,Newby,1978-11-28,England,England,14.0,F,Forward,7,,,,,,,,,,
231,1261.0,Jon Newsome,Jon,Newsome,1970-09-06,England,England,,D,Defender,7,5.0,0.0,,4.0,1.0,,,,,
1519,4033.0,Shaun Newton,Shaun,Newton,1975-08-20,England,England,26.0,M,Midfielder,7,16.0,2.0,5.0,9.0,2.0,1.0,2.0,,,
1029,1165.0,Mark Nicholls,Mark,Nicholls,1977-05-30,England,England,,F,Forward,7,9.0,0.0,2.0,,7.0,,,,,
1419,1689.0,Jorgen Nielsen,Jorgen,Nielsen,1971-05-06,Denmark,Denmark,,G,Goalkeeper,7,,,,,,,,,,
744,2001.0,Roger Nilsen,Roger,Nilsen,1969-08-08,Norway,Norway,,D,Defender,7,3.0,0.0,1.0,1.0,1.0,,1.0,,,
953,2310.0,Ian Nolan,Ian,Nolan,1970-07-09,England,Northern Ireland,,D,Defender,7,,,,,,,,,,
1214,1422.0,Alex Notman,Alex,Notman,1979-12-10,Scotland,Scotland,,F,Forward,7,,,,,,,,,,
313,1653.0,John O'Kane,John,O'Kane,1974-11-15,England,England,,D,Defender,7,2.0,0.0,,1.0,1.0,,,,,
931,1938.0,Keith O'Neill,Keith,O'Neill,1976-02-16,Ireland,Ireland,,M,Midfielder,7,6.0,0.0,2.0,1.0,3.0,2.0,2.0,,,
1470,1758.0,Alex O'Reilly,Alex,O'Reilly,1979-09-15,Ireland,Ireland,,G,Goalkeeper,7,,,,,,,,,,
34,3378.0,Michael Oakes,Michael,Oakes,1973-10-30,England,England,1.0,G,Goalkeeper,7,23.0,6.0,6.0,10.0,7.0,,,,1.0,
958,10841.0,Matt Oakley,Matt,Oakley,1977-08-17,England,England,16.0,M,Centre Central Midfielder,7,22.0,2.0,3.0,12.0,7.0,3.0,2.0,2.0,,
122,116.0,Steve Ogrizovic,Steve,Ogrizovic,1957-09-12,England,England,,G,Goalkeeper,7,2.0,0.0,1.0,1.0,,,,,,
1116,1291.0,Manny Omoyinmi,Manny,Omoyinmi,1977-12-28,Nigeria,England,,F,Forward,7,3.0,0.0,1.0,1.0,1.0,,,,,
1226,1434.0,Anthony Ormerod,Anthony,Ormerod,1979-03-31,England,England,,M,Midfielder,7,,,,,,,,,,
1250,279367.0,Egil Ostenstad,Egil,Ostenstad,1972-01-02,Norway,Norway,,F,Forward,7,34.0,3.0,8.0,17.0,9.0,,1.0,7.0,,
1401,10935.0,John Oster,John,Oster,1978-12-08,Wales,Wales,7.0,M,Midfielder,7,9.0,1.0,3.0,4.0,2.0,,1.0,,,
1299,127268.0,Marc Overmars,Marc,Overmars,1973-03-29,Netherlands,Netherlands,11.0,M,Midfielder,7,37.0,11.0,11.0,4.0,22.0,6.0,2.0,6.0,,
1208,6476.0,Michael Owen,Michael,Owen,1979-12-14,England,England,10.0,F,Centre Striker,7,30.0,4.0,8.0,10.0,12.0,5.0,1.0,18.0,,
1623,1995.0,Marian Pahars,Marian,Pahars,1976-08-05,Latvia,Latvia,,F,Forward,7,6.0,1.0,2.0,1.0,3.0,,2.0,3.0,,
320,1934.0,Gary Pallister,Gary,Pallister,1965-06-30,England,England,,D,Defender,7,26.0,10.0,9.0,9.0,8.0,,5.0,,,1.0
497,2098.0,Carlton Palmer,Carlton,Palmer,1965-12-05,England,England,,D,Defender,7,32.0,6.0,6.0,17.0,9.0,1.0,9.0,,1.0,
1518,23102.0,Scott Parker,Scott,Parker,1980-10-13,England,England,,M,Midfielder,7,4.0,0.0,1.0,3.0,,1.0,,,,
686,694.0,Joe Parkinson,Joe,Parkinson,1971-06-11,England,England,,M,Midfielder,7,,,,,,,,,,
19,3636.0,Ray Parlour,Ray,Parlour,1973-03-07,England,England,15.0,M,Midfielder,7,35.0,21.0,12.0,4.0,19.0,2.0,4.0,6.0,,
448,2552.0,Darren Peacock,Darren,Peacock,1968-02-03,England,England,,D,Defender,7,30.0,7.0,11.0,15.0,4.0,2.0,7.0,1.0,,
395,2257.0,Stuart Pearce,Stuart,Pearce,1962-04-24,England,England,,D,Defender,7,12.0,3.0,2.0,6.0,4.0,1.0,1.0,,1.0,
820,2291.0,Tore Pedersen,Tore,Pedersen,1969-09-29,Norway,Norway,,D,Defender,7,,,,,,,,,,
1495,15274.0,Jermaine Pennant,Jermaine,Pennant,1983-01-15,England,England,15.0,M,Right Winger,7,,,,,,,,,,
1510,278814.0,Sébastien Pérez,Sébastien,Pérez,1973-11-24,France,France,3.0,D,Defender,7,5.0,0.0,1.0,3.0,1.0,,2.0,1.0,1.0,
587,97107.0,Chris Perry,Chris,Perry,1973-04-26,England,England,5.0,D,Defender,7,34.0,7.0,11.0,13.0,10.0,1.0,6.0,,,
1300,2637.0,Emmanuel Petit,Emmanuel,Petit,1970-09-22,France,France,,M,Midfielder,7,27.0,14.0,5.0,3.0,19.0,3.0,4.0,4.0,2.0,
