id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_centre,att_bx_right,att_cmiss_high,att_fastbreak,att_hd_miss,att_hd_total,att_ibox_miss,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_obox_blocked,att_obox_miss,att_obx_centre,att_openplay,att_rf_total,backward_pass,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,formation_place,fouls,foul_throw_in,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_openplay,head_clearance,interception,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,outfielder_block,passes_left,passes_right,pen_area_entries,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,rightside_pass,shot_fastbreak,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,pen_goals_conceded,total_sub_on,accurate_cross,accurate_cross_nocorner,att_bx_left,att_cmiss_left,att_freekick_miss,att_freekick_total,att_goal_high_left,att_goal_low_centre,att_goal_low_right,att_hd_goal,att_hd_target,att_ibox_blocked,att_ibox_goal,att_ibox_target,att_lf_goal,att_lf_target,att_lg_centre,att_miss_high_left,att_obox_target,att_one_on_one,att_rf_goal,att_rf_target,att_setpiece,att_sv_low_centre,att_sv_low_left,att_sv_low_right,big_chance_created,big_chance_missed,big_chance_scored,fouled_final_third,goals,goals_openplay,hand_ball,ontarget_scoring_att,overrun,poss_won_att_3rd,red_card,six_yard_block,total_offside,yellow_card,accurate_corners_intobox,accurate_freekick_cross,accurate_through_ball,att_cmiss_right,att_freekick_target,att_miss_right,att_sv_high_centre,att_sv_high_left,att_sv_high_right,corner_taken,freekick_cross,goal_assist_intentional,hit_woodwork,interceptions_in_box,second_goal_assist,total_corners_intobox,total_pull_back,total_through_ball,accurate_keeper_throws,att_cmiss_high_right,goal_kicks,head_pass,keeper_throws,open_play_pass,penalty_conceded,successful_open_play_pass,accurate_pull_back,att_freekick_goal,att_goal_high_centre,att_goal_low_left,att_obox_goal,clearance_off_line,dangerous_play,goal_fastbreak,error_lead_to_goal,last_man_tackle,shield_ball_oop,att_cmiss_high_left,att_goal_high_right,att_hd_post,att_ibox_post,att_post_high,att_post_right,penalty_won,post_scoring_att,accurate_goal_kicks,accurate_keeper_sweeper,back_pass,cross_not_claimed,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,att_obp_goal,att_obxd_left,att_post_left,second_yellow,touches_in_opp_box,att_obxd_right,att_obx_right,att_obox_post,att_obx_left,attempts_obox,goal_assist_setplay,att_pen_goal,att_freekick_post,goal_assist_deadball,att_pen_miss,own_goals,dive_catch,penalty_faced,penalty_save,att_pen_target,attempts_ibox,att_pen_post,att_lg_right,att_lg_left
4608,14011.0,Luke Shaw,Luke,Shaw,1995-07-12,England,England,23.0,D,Left Full Back,21,218.0,29.0,3.0,312.0,10.0,3.0,18.0,512.0,248.0,39.0,49.0,25.0,130.0,82.0,9.0,1.0,,,,,,,,8.0,,1.0,1.0,3.0,4.0,8.0,4.0,2.0,133.0,101.0,21.0,3.0,10.0,4.0,52.0,29.0,20.0,11.0,105.0,147.0,20.0,54.0,24.0,3.0,145.0,0.0,15.0,1.0,328.0,22.0,21.0,18.0,3.0,,,39.0,50.0,38.0,23.0,190.0,91.0,7.0,33.0,1950.0,1.0,5.0,5.0,5.0,319.0,4.0,37.0,429.0,393.0,52.0,45.0,231.0,,4.0,135.0,10.0,274.0,67.0,89.0,44.0,82.0,82.0,,215.0,3.0,523.0,59.0,3.0,59.0,715.0,10.0,7.0,51.0,305.0,1464.0,22.0,22.0,25.0,7.0,22.0,15.0,43.0,,3.0,18.0,18.0,1.0,,,,,,,,,,,2.0,,2.0,,1.0,1.0,,,1.0,,,,3.0,,,,9.0,,,1.0,3.0,,4.0,,,,2.0,,,,,,1.0,,,,,1.0,,,2.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3158,275175.0,Ryan Shawcross,Ryan,Shawcross,1987-10-04,England,England,,D,Centre Central Defender,21,315.0,126.0,2.0,277.0,60.0,,126.0,589.0,8.0,60.0,96.0,37.0,265.0,275.0,7.0,,8.0,2.0,1.0,,8.0,9.0,10.0,5.0,3.0,3.0,1.0,,2.0,2.0,2.0,3.0,65.0,87.0,14.0,1.0,13.0,12.0,4.0,3.0,5.0,14.0,114.0,174.0,14.0,162.0,86.0,,265.0,185.0,35.0,,598.0,37.0,42.0,36.0,6.0,1.0,,138.0,46.0,36.0,160.0,414.0,218.0,14.0,40.0,3330.0,20.0,2.0,6.0,39.0,21.0,162.0,56.0,433.0,339.0,60.0,27.0,82.0,,13.0,140.0,8.0,398.0,229.0,256.0,5.0,7.0,7.0,1.0,284.0,5.0,514.0,144.0,,255.0,905.0,17.0,,56.0,8.0,1402.0,8.0,8.0,18.0,9.0,4.0,4.0,40.0,6.0,,3.0,3.0,2.0,,,,,,,,,1.0,1.0,2.0,,2.0,,2.0,,,1.0,,5.0,1.0,,,,1.0,1.0,1.0,1.0,,,3.0,,,,,5.0,9.0,,,,2.0,,3.0,1.0,,,,,1.0,1.0,7.0,,,,,,1.0,,13.0,,55.0,1.0,29.0,,,,1.0,,2.0,1.0,,,1.0,8.0,1.0,,1.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,1.0,,,
3795,14173.0,James Shea,James,Shea,1991-06-16,England,England,1.0,G,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4660,258617.0,Itay Shechter,Itay,Shechter,1987-02-22,Israel,Israel,10.0,F,Forward,21,39.0,,,125.0,,25.0,1.0,162.0,,22.0,3.0,18.0,84.0,48.0,11.0,,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,,,2.0,1.0,4.0,9.0,7.0,82.0,14.0,,6.0,9.0,,5.0,,11.0,6.0,62.0,29.0,,4.0,3.0,,9.0,0.0,14.0,,15.0,7.0,12.0,11.0,1.0,,,4.0,6.0,4.0,40.0,12.0,11.0,8.0,,621.0,,5.0,6.0,,20.0,39.0,1.0,68.0,67.0,2.0,10.0,49.0,1.0,2.0,63.0,11.0,43.0,,5.0,14.0,5.0,5.0,1.0,74.0,5.0,148.0,,33.0,1.0,186.0,10.0,7.0,8.0,,272.0,16.0,16.0,13.0,4.0,5.0,5.0,6.0,2.0,11.0,2.0,2.0,1.0,,,,,,1.0,,,4.0,,1.0,1.0,,,,,1.0,,1.0,1.0,,,1.0,1.0,2.0,,5.0,1.0,1.0,3.0,2.0,3.0,2.0,,1.0,17.0,3.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4135,19695.0,Jonjo Shelvey,Jonjo,Shelvey,1992-02-27,England,England,8.0,M,Centre Central Midfielder,21,157.0,14.0,8.0,237.0,,36.0,39.0,389.0,5.0,10.0,9.0,19.0,52.0,43.0,12.0,2.0,15.0,3.0,1.0,1.0,2.0,3.0,5.0,9.0,2.0,,6.0,3.0,6.0,14.0,31.0,23.0,98.0,54.0,1.0,8.0,7.0,1.0,10.0,7.0,14.0,6.0,52.0,39.0,1.0,4.0,,,69.0,0.0,14.0,,146.0,9.0,12.0,11.0,1.0,,,1.0,6.0,4.0,91.0,65.0,50.0,6.0,,917.0,,7.0,7.0,,62.0,78.0,24.0,156.0,149.0,13.0,38.0,141.0,1.0,12.0,124.0,14.0,170.0,34.0,11.0,11.0,30.0,18.0,1.0,182.0,16.0,336.0,2.0,37.0,55.0,476.0,35.0,4.0,22.0,5.0,640.0,13.0,13.0,4.0,7.0,4.0,13.0,19.0,1.0,10.0,5.0,2.0,1.0,4.0,,,,,,,1.0,5.0,1.0,9.0,1.0,4.0,,,5.0,1.0,,9.0,1.0,8.0,2.0,2.0,,7.0,1.0,2.0,1.0,1.0,,15.0,1.0,3.0,1.0,,6.0,3.0,3.0,,,,,3.0,1.0,1.0,,14.0,1.0,,1.0,,,12.0,,3.0,,,,,,11.0,,10.0,,,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
4595,112548.0,Karl Sheppard,Karl,Sheppard,1991-02-14,Ireland,Ireland,9.0,F,Forward,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1962,43711.0,Shola Ameobi,Foluwashola,Ameobi,1981-10-12,Nigeria,Nigeria,9.0,F,Striker,21,43.0,1.0,9.0,138.0,,16.0,9.0,175.0,3.0,41.0,51.0,23.0,66.0,38.0,14.0,,14.0,2.0,,,4.0,7.0,8.0,8.0,,1.0,3.0,2.0,3.0,9.0,23.0,10.0,44.0,19.0,1.0,6.0,2.0,,12.0,5.0,13.0,5.0,87.0,74.0,1.0,7.0,3.0,,39.0,0.0,24.0,,73.0,4.0,16.0,13.0,3.0,1.0,1.0,8.0,1.0,1.0,65.0,17.0,10.0,13.0,,678.0,,9.0,6.0,,38.0,51.0,21.0,132.0,125.0,3.0,14.0,62.0,,11.0,72.0,15.0,47.0,2.0,14.0,15.0,17.0,17.0,,127.0,29.0,214.0,1.0,19.0,12.0,244.0,28.0,2.0,4.0,3.0,371.0,20.0,20.0,12.0,5.0,7.0,7.0,2.0,,19.0,6.0,6.0,2.0,2.0,,,,,,,3.0,4.0,1.0,6.0,1.0,2.0,,2.0,4.0,,,5.0,,4.0,3.0,1.0,4.0,3.0,,5.0,1.0,1.0,,11.0,2.0,2.0,,1.0,7.0,5.0,,,3.0,2.0,,5.0,2.0,,,,,1.0,,,,,,3.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3186,19026.0,Nicky Shorey,Nicky,Shorey,1981-02-19,England,England,31.0,D,Left Full Back,21,188.0,39.0,,324.0,11.0,3.0,45.0,463.0,143.0,19.0,14.0,17.0,183.0,114.0,15.0,27.0,,,1.0,,,,1.0,10.0,1.0,,,3.0,2.0,9.0,3.0,,57.0,62.0,11.0,3.0,2.0,1.0,20.0,21.0,3.0,5.0,33.0,37.0,10.0,37.0,17.0,,199.0,0.0,6.0,,331.0,16.0,34.0,31.0,3.0,4.0,,22.0,23.0,15.0,20.0,141.0,78.0,11.0,17.0,1443.0,3.0,32.0,14.0,6.0,233.0,20.0,88.0,342.0,324.0,37.0,23.0,227.0,,3.0,155.0,46.0,224.0,89.0,54.0,7.0,142.0,82.0,2.0,261.0,1.0,553.0,55.0,3.0,94.0,635.0,10.0,,17.0,175.0,1116.0,8.0,8.0,3.0,1.0,3.0,10.0,15.0,2.0,1.0,49.0,26.0,1.0,,2.0,7.0,,,,,,,,,,4.0,,,4.0,,,,,,2.0,1.0,4.0,,,,,,1.0,4.0,2.0,2.0,,,,,23.0,17.0,,1.0,4.0,2.0,,,1.0,65.0,41.0,4.0,,5.0,,60.0,2.0,2.0,,,,,,,,,1.0,,,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,4.0,,,,,,,,,,
3703,180255.0,Ryan Shotton,Ryan,Shotton,1988-10-30,England,England,,D,Centre Central Defender,21,177.0,32.0,2.0,235.0,19.0,9.0,36.0,398.0,146.0,25.0,40.0,23.0,130.0,160.0,5.0,2.0,1.0,2.0,,,1.0,1.0,1.0,2.0,1.0,2.0,,2.0,2.0,5.0,5.0,6.0,99.0,71.0,16.0,3.0,24.0,5.0,57.0,26.0,18.0,8.0,112.0,125.0,16.0,42.0,25.0,,160.0,0.0,19.0,1.0,272.0,20.0,18.0,15.0,3.0,1.0,,35.0,28.0,24.0,178.0,175.0,80.0,8.0,13.0,1821.0,9.0,4.0,4.0,11.0,33.0,195.0,72.0,471.0,447.0,38.0,27.0,43.0,,3.0,109.0,8.0,222.0,71.0,66.0,37.0,83.0,83.0,,189.0,10.0,453.0,66.0,9.0,89.0,592.0,9.0,3.0,60.0,269.0,1231.0,11.0,11.0,14.0,7.0,11.0,15.0,41.0,1.0,3.0,14.0,14.0,,,,,,,,,,1.0,,2.0,,,,,1.0,,,3.0,,1.0,,1.0,1.0,1.0,,2.0,,,,3.0,3.0,6.0,1.0,,,4.0,,,,,,,1.0,,,,,1.0,,5.0,,,1.0,3.0,,1.0,,5.0,,24.0,,16.0,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,
3708,5105.0,Mamady Sidibe,Mamady,Sidibe,1979-12-18,Mali,Mali,11.0,F,Centre Striker,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2007,30580.0,Steve Sidwell,Steve,Sidwell,1982-12-14,England,England,14.0,M,Centre Central Midfielder,21,483.0,43.0,2.0,451.0,1.0,25.0,80.0,932.0,3.0,38.0,31.0,28.0,193.0,169.0,16.0,1.0,10.0,2.0,,,3.0,3.0,4.0,10.0,2.0,1.0,7.0,3.0,14.0,21.0,33.0,25.0,213.0,121.0,4.0,6.0,31.0,5.0,4.0,5.0,29.0,8.0,164.0,172.0,4.0,26.0,16.0,3.0,135.0,0.0,56.0,,253.0,24.0,34.0,27.0,7.0,2.0,2.0,39.0,75.0,52.0,324.0,131.0,76.0,10.0,12.0,2104.0,1.0,8.0,11.0,22.0,107.0,143.0,26.0,270.0,232.0,34.0,84.0,301.0,,19.0,184.0,19.0,513.0,80.0,64.0,22.0,9.0,9.0,,254.0,8.0,587.0,11.0,26.0,107.0,1091.0,39.0,3.0,105.0,3.0,1519.0,16.0,16.0,26.0,10.0,10.0,4.0,76.0,2.0,4.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,,1.0,,,3.0,4.0,4.0,1.0,3.0,2.0,2.0,6.0,1.0,3.0,7.0,1.0,3.0,3.0,3.0,,3.0,3.0,2.0,4.0,3.0,2.0,14.0,3.0,3.0,2.0,,,7.0,,,,2.0,,6.0,1.0,,,,,,1.0,7.0,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,
4485,315130.0,Benjamin Siegrist,Benjamin,Siegrist,1992-01-31,Switzerland,Switzerland,31.0,G,Goalkeeper,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4421,52240.0,Gylfi Sigurdsson,Gylfi,Sigurdsson,1989-09-08,Iceland,Iceland,10.0,M,Left/Centre/Right Attacking Midfielder,21,130.0,1.0,3.0,233.0,,18.0,10.0,348.0,4.0,25.0,6.0,33.0,87.0,56.0,15.0,6.0,8.0,1.0,1.0,2.0,,2.0,3.0,11.0,4.0,,5.0,12.0,13.0,31.0,46.0,40.0,113.0,64.0,3.0,19.0,18.0,,22.0,10.0,27.0,7.0,106.0,55.0,3.0,4.0,1.0,,31.0,380.0,16.0,,104.0,12.0,22.0,21.0,1.0,4.0,3.0,4.0,35.0,28.0,74.0,30.0,17.0,6.0,2.0,1219.0,,14.0,11.0,,104.0,58.0,30.0,242.0,233.0,25.0,34.0,141.0,2.0,17.0,102.0,25.0,149.0,3.0,13.0,28.0,84.0,40.0,4.0,136.0,11.0,367.0,4.0,19.0,20.0,432.0,53.0,8.0,27.0,4.0,767.0,24.0,24.0,15.0,20.0,7.0,15.0,20.0,1.0,21.0,15.0,6.0,11.0,2.0,1.0,3.0,,1.0,1.0,,2.0,7.0,3.0,9.0,,1.0,,2.0,5.0,1.0,3.0,11.0,3.0,7.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,2.0,1.0,17.0,5.0,5.0,,1.0,1.0,,9.0,1.0,2.0,,1.0,5.0,,,1.0,46.0,8.0,4.0,2.0,,,44.0,,10.0,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,,1.0,,,,,,,,,,
4145,189086.0,David Silva,David,Silva,1986-01-08,Spain,Spain,21.0,M,Left/Centre/Right Attacking Midfielder,21,374.0,30.0,6.0,1229.0,1.0,64.0,40.0,1558.0,21.0,11.0,11.0,32.0,146.0,123.0,75.0,21.0,20.0,5.0,1.0,2.0,4.0,4.0,9.0,41.0,4.0,2.0,3.0,6.0,5.0,16.0,46.0,8.0,306.0,149.0,2.0,17.0,11.0,5.0,40.0,11.0,62.0,8.0,130.0,103.0,2.0,10.0,2.0,,246.0,231.0,27.0,,648.0,29.0,21.0,13.0,8.0,8.0,6.0,5.0,27.0,22.0,453.0,98.0,77.0,5.0,1.0,2521.0,,38.0,66.0,1.0,325.0,319.0,157.0,513.0,506.0,53.0,79.0,417.0,2.0,16.0,773.0,104.0,397.0,64.0,17.0,51.0,160.0,64.0,8.0,973.0,13.0,1587.0,6.0,64.0,51.0,1824.0,53.0,16.0,33.0,21.0,2348.0,34.0,34.0,28.0,19.0,31.0,32.0,30.0,1.0,3.0,45.0,16.0,5.0,1.0,2.0,2.0,,,3.0,,,11.0,4.0,12.0,3.0,12.0,,2.0,4.0,1.0,1.0,4.0,1.0,10.0,2.0,1.0,13.0,12.0,4.0,10.0,4.0,3.0,1.0,20.0,3.0,17.0,,1.0,4.0,2.0,29.0,3.0,17.0,3.0,,3.0,2.0,,1.0,107.0,13.0,7.0,3.0,1.0,2.0,96.0,2.0,46.0,,1.0,,,,22.0,,20.0,1.0,,,1.0,,,,,,,,,,,1.0,2.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,2.0,,,2.0,,,,,,1.0,,,,
4708,6567.0,Bradley Simmonds,Bradley,Simmonds,1994-09-17,England,England,,M,Midfielder,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3157,273717.0,Danny Simpson,Danny,Simpson,1987-01-04,England,England,2.0,D,Right Full Back,21,221.0,36.0,,211.0,4.0,1.0,43.0,418.0,123.0,13.0,6.0,19.0,150.0,85.0,12.0,,,,,,,,,2.0,2.0,,,3.0,3.0,6.0,5.0,4.0,100.0,61.0,16.0,3.0,6.0,3.0,36.0,50.0,15.0,4.0,63.0,53.0,16.0,55.0,27.0,1.0,99.0,44.0,18.0,,210.0,18.0,30.0,28.0,2.0,,,38.0,11.0,10.0,167.0,106.0,69.0,10.0,15.0,1525.0,4.0,7.0,5.0,1.0,13.0,162.0,55.0,268.0,229.0,51.0,10.0,27.0,,3.0,78.0,12.0,242.0,68.0,94.0,17.0,86.0,86.0,,125.0,,348.0,15.0,1.0,69.0,504.0,6.0,8.0,35.0,159.0,967.0,4.0,4.0,6.0,5.0,6.0,16.0,26.0,1.0,1.0,14.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,3.0,,,,1.0,3.0,,,,,,1.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4529,259052.0,Jerome Sinclair,Jerome,Sinclair,1996-09-20,England,England,,F,Centre Striker,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4549,288560.0,Moussa Sissoko,Moussa,Sissoko,1989-08-16,France,France,19.0,M,Centre/Right Central Midfielder,21,109.0,11.0,8.0,265.0,,45.0,19.0,367.0,14.0,51.0,28.0,12.0,95.0,63.0,17.0,,5.0,2.0,,2.0,1.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,8.0,12.0,17.0,19.0,91.0,60.0,2.0,4.0,4.0,1.0,20.0,10.0,36.0,1.0,135.0,82.0,2.0,2.0,2.0,,64.0,0.0,14.0,,160.0,12.0,25.0,20.0,5.0,2.0,2.0,5.0,6.0,4.0,106.0,45.0,32.0,6.0,1.0,1069.0,,7.0,12.0,1.0,64.0,113.0,30.0,248.0,243.0,23.0,29.0,110.0,2.0,13.0,144.0,19.0,125.0,22.0,7.0,59.0,31.0,31.0,3.0,201.0,26.0,373.0,1.0,48.0,30.0,467.0,24.0,2.0,13.0,15.0,734.0,35.0,35.0,12.0,5.0,29.0,11.0,9.0,2.0,,7.0,7.0,3.0,1.0,,,,1.0,1.0,,1.0,2.0,2.0,3.0,,,,,1.0,1.0,3.0,3.0,1.0,1.0,1.0,,2.0,,2.0,3.0,3.0,3.0,,7.0,8.0,8.0,,1.0,2.0,2.0,,,5.0,,,8.0,,1.0,1.0,2.0,1.0,2.0,,,,,3.0,13.0,,,,5.0,,72.0,,60.0,2.0,,,1.0,1.0,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,1.0,,,,,,,,,,,1.0,,,
4384,43619.0,Petros Skapetis,Petros,Skapetis,1995-01-13,Australia,Australia,13.0,F,Forward,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3404,269265.0,Martin Skrtel,Martin,Skrtel,1984-12-15,Slovakia,Slovakia,37.0,D,Centre Central Defender,21,827.0,23.0,1.0,218.0,2.0,,82.0,1045.0,8.0,31.0,72.0,25.0,126.0,152.0,7.0,,11.0,,1.0,,8.0,10.0,8.0,1.0,2.0,1.0,4.0,,,,1.0,4.0,121.0,112.0,1.0,2.0,2.0,8.0,2.0,,6.0,8.0,62.0,115.0,1.0,101.0,55.0,3.0,91.0,175.0,22.0,,495.0,23.0,31.0,25.0,6.0,,,99.0,39.0,30.0,382.0,206.0,148.0,8.0,18.0,2079.0,7.0,2.0,5.0,25.0,19.0,106.0,9.0,191.0,124.0,78.0,32.0,157.0,,9.0,64.0,7.0,856.0,47.0,168.0,3.0,2.0,2.0,,116.0,4.0,301.0,14.0,,114.0,1155.0,15.0,1.0,34.0,8.0,1475.0,4.0,4.0,7.0,9.0,2.0,1.0,29.0,3.0,2.0,,,2.0,,,,,,,1.0,1.0,2.0,2.0,2.0,,,,,,,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,,2.0,,,4.0,,2.0,,,2.0,4.0,,,1.0,,,1.0,,,,,,,1.0,2.0,,,,1.0,,,,,,,1.0,,,,2.0,,,1.0,,,2.0,1.0,7.0,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3613,259066.0,Chris Smalling,Chris,Smalling,1989-11-22,England,England,6.0,D,Centre Central Defender,21,244.0,7.0,1.0,144.0,3.0,,27.0,384.0,41.0,17.0,30.0,15.0,64.0,71.0,2.0,,3.0,1.0,,,3.0,4.0,3.0,,1.0,,1.0,,1.0,1.0,3.0,3.0,37.0,40.0,8.0,3.0,2.0,5.0,10.0,4.0,6.0,,33.0,54.0,8.0,41.0,29.0,1.0,53.0,0.0,6.0,,150.0,10.0,10.0,10.0,,,,58.0,16.0,12.0,204.0,67.0,41.0,1.0,8.0,1013.0,3.0,1.0,1.0,10.0,9.0,101.0,8.0,139.0,98.0,26.0,14.0,62.0,,4.0,54.0,2.0,257.0,21.0,82.0,3.0,14.0,14.0,,91.0,9.0,210.0,15.0,,43.0,453.0,8.0,1.0,15.0,47.0,675.0,3.0,3.0,8.0,14.0,1.0,3.0,12.0,,5.0,4.0,4.0,,,,,,,,,1.0,3.0,,1.0,,,,1.0,,,,,,,,1.0,,1.0,,,,,,1.0,,,,,1.0,1.0,,,,,,1.0,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
