id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_cmiss_high,att_cmiss_high_left,att_cmiss_left,att_freekick_goal,att_freekick_miss,att_freekick_target,att_freekick_total,att_goal_low_left,att_lf_total,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_goal,att_rf_target,att_rf_total,att_sv_high_left,att_sv_high_right,att_sv_low_centre,ball_recovery,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_clearance,effective_head_clearance,error_lead_to_shot,final_third_entries,formation_place,fouled_final_third,fouls,freekick_cross,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_goal_kicks,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,att_bx_centre,att_bx_left,att_bx_right,att_fastbreak,att_goal_low_right,att_hd_miss,att_hd_post,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_target,att_post_high,att_setpiece,att_sv_low_left,att_sv_low_right,goals_openplay,hit_woodwork,penalty_conceded,penalty_won,post_scoring_att,shot_fastbreak,six_yard_block,total_fastbreak,att_cmiss_high_right,att_cmiss_right,att_obp_goal,att_obx_right,att_pen_target,att_post_right,att_sv_high_centre,dangerous_play,head_pass,open_play_pass,successful_open_play_pass,touches_in_opp_box,att_lg_centre,offside_provoked,red_card,times_tackled,winning_goal,att_post_left,last_man_tackle,att_hd_goal,own_goals,gk_smother,clearance_off_line,goal_assist_setplay,accurate_freekick_cross,att_freekick_post,att_obox_post,att_pen_goal,goal_assist_deadball,attempts_ibox,att_goal_high_left,att_goal_high_right,att_goal_low_centre,att_lf_goal,goal_fastbreak,error_lead_to_goal,att_obxd_left,att_obxd_right,att_obx_left,att_pen_post,att_goal_high_centre,second_yellow,diving_save,attempts_obox,penalty_save,back_pass,att_lg_left,rescinded_red_card,backward_pass,rightside_pass,att_pen_miss,leftside_pass
3408,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1371,16,268.0,21.0,,8.0,8.0,1.0,305.0,8.0,6.0,33.0,565.0,1.0,175.0,19.0,55.0,32.0,229.0,172.0,14.0,,,2.0,1.0,,,,,,7.0,,3.0,,6.0,2.0,1.0,,1.0,,2.0,8.0,,,1.0,1.0,,2.0,125.0,3.0,19.0,11.0,,21.0,15.0,30.0,7.0,101.0,128.0,123.0,56.0,1.0,188.0,108.0,2.0,28.0,,30.0,3.0,33.0,27.0,6.0,1.0,1.0,1.0,2.0,131.0,36.0,3.0,36.0,244.0,123.0,12.0,22.0,2591.0,7.0,8.0,6.0,13.0,240.0,12.0,51.0,1.0,498.0,366.0,7.0,76.0,42.0,11.0,139.0,15.0,332.0,52.0,255.0,13.0,,36.0,36.0,253.0,14.0,495.0,65.0,6.0,98.0,2.0,791.0,20.0,4.0,2.0,48.0,2.0,247.0,1528.0,35.0,19.0,13.0,6.0,9.0,39.0,3.0,,,,,,,,,,,,,,,,,,13.0,1.0,,,1.0,8.0,,1.0,10.0,2.0,3.0,10.0,,3.0,2.0,,5.0,,,2.0,,,,,,1.0,,,1.0,,,,,,,,,,,,10.0,1.0,,,,1.0,1.0,,,2.0,,,,,,,,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,
2917,16,32.0,2.0,,,,,10.0,1.0,,8.0,42.0,,,2.0,1.0,2.0,8.0,10.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,5.0,,,,,,,1.0,,4.0,4.0,12.0,8.0,,7.0,0.0,,1.0,,1.0,,3.0,3.0,,,,,,15.0,1.0,,1.0,12.0,6.0,1.0,3.0,129.0,,,,2.0,,10.0,,1.0,28.0,14.0,,4.0,1.0,1.0,4.0,,35.0,4.0,26.0,,,,,8.0,,19.0,3.0,,10.0,,54.0,1.0,,1.0,3.0,,,90.0,1.0,,1.0,,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1881,16,164.0,25.0,,9.0,9.0,1.0,249.0,19.0,4.0,30.0,404.0,1.0,163.0,9.0,8.0,24.0,142.0,158.0,8.0,1.0,,,,,,,,,,,,1.0,,,1.0,,,,1.0,2.0,,,2.0,,,,96.0,1.0,22.0,5.0,1.0,22.0,18.0,12.0,3.0,64.0,88.0,96.0,30.0,1.0,250.0,60.0,2.0,14.0,,22.0,,22.0,18.0,4.0,1.0,1.0,1.0,,66.0,39.0,1.0,39.0,236.0,92.0,11.0,18.0,1929.0,3.0,7.0,,9.0,5.0,227.0,49.0,1.0,440.0,365.0,14.0,44.0,38.0,1.0,132.0,10.0,204.0,79.0,171.0,10.0,,40.0,40.0,259.0,5.0,456.0,74.0,4.0,102.0,,620.0,2.0,4.0,2.0,56.0,1.0,260.0,1241.0,20.0,21.0,10.0,3.0,5.0,47.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,9.0,1.0,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3452,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3329,16,1.0,,,,,,8.0,,,8.0,9.0,,,,,1.0,5.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,2.0,1.0,,25.0,0.0,,,,1.0,,2.0,1.0,1.0,,,,,1.0,,,,38.0,9.0,1.0,2.0,90.0,,,,,2.0,2.0,1.0,,30.0,30.0,,2.0,,,6.0,,2.0,,2.0,,,,,24.0,,29.0,,,30.0,,31.0,,,,,,,54.0,,,,,,,,1.0,,,1.0,3.0,9.0,1.0,7.0,,,1.0,1.0,3.0,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
3467,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3492,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3481,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3396,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3361,16,354.0,65.0,10.0,22.0,12.0,1.0,469.0,21.0,7.0,78.0,801.0,,173.0,21.0,12.0,23.0,109.0,104.0,17.0,7.0,,1.0,,,,,,,1.0,,1.0,,1.0,,3.0,2.0,2.0,3.0,9.0,13.0,2.0,4.0,12.0,,,,148.0,5.0,32.0,13.0,23.0,36.0,13.0,21.0,7.0,116.0,147.0,68.0,31.0,,251.0,0.0,8.0,27.0,11.0,20.0,2.0,8.0,8.0,,1.0,1.0,,5.0,59.0,51.0,,51.0,273.0,167.0,1.0,13.0,1916.0,11.0,14.0,6.0,5.0,17.0,269.0,72.0,1.0,435.0,379.0,22.0,64.0,62.0,2.0,218.0,25.0,395.0,103.0,124.0,42.0,23.0,83.0,60.0,334.0,2.0,692.0,68.0,7.0,148.0,,1004.0,13.0,1.0,3.0,79.0,,237.0,1710.0,38.0,34.0,15.0,22.0,18.0,61.0,5.0,,,,,,,,,,,,,,,,,,1.0,,1.0,1.0,,,,,,2.0,,,,1.0,,,,1.0,3.0,2.0,,,,,1.0,1.0,1.0,,,,1.0,,,,,1.0,61.0,51.0,,,2.0,,,,,,,,,,1.0,4.0,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,
1627,16,54.0,2.0,,,,,26.0,2.0,,16.0,80.0,,,2.0,6.0,4.0,16.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,1.0,4.0,11.0,20.0,9.0,,20.0,0.0,,2.0,,4.0,,8.0,5.0,3.0,,,,,20.0,3.0,,3.0,33.0,16.0,1.0,5.0,294.0,,,,5.0,19.0,2.0,4.0,,44.0,25.0,,9.0,11.0,,7.0,,56.0,7.0,39.0,1.0,,,,23.0,2.0,49.0,14.0,,26.0,,105.0,,3.0,,4.0,,,160.0,2.0,,2.0,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3387,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3493,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2075,16,210.0,22.0,,1.0,1.0,,89.0,10.0,1.0,44.0,298.0,,3.0,22.0,30.0,31.0,227.0,197.0,2.0,,,,,,,,,,1.0,1.0,,1.0,1.0,1.0,,,1.0,,1.0,2.0,,,1.0,,,1.0,98.0,,20.0,7.0,,1.0,1.0,4.0,10.0,68.0,94.0,194.0,109.0,1.0,120.0,24.0,,22.0,,29.0,1.0,34.0,25.0,9.0,1.0,,1.0,,197.0,30.0,2.0,29.0,175.0,62.0,10.0,39.0,2524.0,2.0,1.0,5.0,30.0,30.0,77.0,23.0,3.0,336.0,195.0,3.0,70.0,24.0,4.0,38.0,3.0,249.0,43.0,335.0,2.0,,2.0,2.0,137.0,2.0,233.0,83.0,1.0,128.0,,480.0,9.0,5.0,2.0,46.0,,4.0,967.0,17.0,16.0,11.0,2.0,1.0,35.0,1.0,,,,,,,,1.0,,,,,,,,,,3.0,,1.0,,1.0,3.0,,3.0,7.0,,1.0,3.0,,4.0,1.0,,2.0,,2.0,,,1.0,,,,,,,1.0,,,,,1.0,,17.0,29.0,14.0,2.0,,23.0,1.0,,,,,1.0,,,2.0,,,,,,,1.0,,,,,,2.0,,,,,,,,1.0,,,,,,,,
1230,16,294.0,38.0,,1.0,1.0,1.0,151.0,23.0,,70.0,444.0,,3.0,43.0,46.0,30.0,255.0,167.0,3.0,,,,,,,,,,1.0,,,,1.0,,,,,,,2.0,,1.0,2.0,1.0,1.0,2.0,118.0,1.0,10.0,7.0,,2.0,,5.0,10.0,69.0,119.0,229.0,122.0,,153.0,0.0,,11.0,,29.0,,44.0,37.0,7.0,,,,,197.0,40.0,8.0,40.0,225.0,109.0,13.0,31.0,2660.0,1.0,2.0,5.0,18.0,16.0,79.0,24.0,3.0,367.0,210.0,2.0,73.0,43.0,1.0,65.0,3.0,346.0,76.0,386.0,2.0,,2.0,2.0,160.0,1.0,296.0,102.0,,149.0,,640.0,7.0,1.0,1.0,52.0,,5.0,1185.0,21.0,19.0,7.0,2.0,2.0,32.0,,,,,,,,,,,,,,,,,,,4.0,,1.0,,,,,4.0,4.0,1.0,,1.0,,5.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3178,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3237,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3427,16,334.0,20.0,1.0,9.0,8.0,,338.0,15.0,2.0,68.0,663.0,,152.0,18.0,7.0,27.0,201.0,131.0,7.0,2.0,,,,,,,,,4.0,,,1.0,,,3.0,,1.0,,3.0,4.0,,,,,,,116.0,3.0,22.0,8.0,5.0,29.0,29.0,10.0,7.0,67.0,78.0,76.0,23.0,,183.0,93.0,5.0,15.0,1.0,21.0,,33.0,29.0,4.0,1.0,1.0,1.0,,38.0,27.0,1.0,26.0,230.0,139.0,8.0,29.0,1892.0,4.0,6.0,,5.0,250.0,12.0,47.0,2.0,357.0,309.0,9.0,60.0,47.0,1.0,153.0,10.0,379.0,42.0,124.0,5.0,4.0,63.0,59.0,244.0,2.0,532.0,66.0,2.0,134.0,2.0,848.0,4.0,1.0,6.0,45.0,,205.0,1377.0,34.0,23.0,12.0,3.0,6.0,42.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,33.0,27.0,,1.0,10.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2603,16,62.0,6.0,,3.0,3.0,10.0,183.0,,46.0,12.0,242.0,1.0,1.0,25.0,12.0,13.0,75.0,69.0,15.0,,1.0,,3.0,,,,,,10.0,1.0,2.0,2.0,5.0,3.0,2.0,,4.0,1.0,7.0,25.0,,1.0,7.0,,,,23.0,6.0,3.0,1.0,,20.0,9.0,17.0,3.0,83.0,44.0,3.0,2.0,,37.0,130.0,10.0,29.0,,11.0,1.0,19.0,14.0,4.0,2.0,1.0,2.0,2.0,5.0,5.0,1.0,5.0,12.0,9.0,7.0,2.0,914.0,9.0,8.0,6.0,1.0,35.0,42.0,32.0,,142.0,137.0,8.0,3.0,12.0,14.0,98.0,17.0,70.0,13.0,8.0,19.0,,29.0,29.0,154.0,32.0,283.0,1.0,53.0,16.0,14.0,324.0,26.0,5.0,2.0,4.0,1.0,1.0,460.0,24.0,20.0,3.0,8.0,8.0,2.0,1.0,,,,,,,,,,,,,,,,,,14.0,2.0,,,1.0,4.0,1.0,2.0,8.0,4.0,1.0,9.0,1.0,4.0,2.0,1.0,1.0,2.0,3.0,,1.0,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3508,16,299.0,22.0,,,,1.0,166.0,30.0,1.0,54.0,465.0,,5.0,20.0,48.0,21.0,111.0,122.0,1.0,,,,,,,,,,5.0,2.0,,4.0,4.0,,2.0,,4.0,,6.0,6.0,1.0,,9.0,,,1.0,106.0,5.0,11.0,2.0,,2.0,6.0,7.0,5.0,53.0,117.0,146.0,87.0,1.0,160.0,110.0,,11.0,,19.0,3.0,35.0,26.0,9.0,1.0,,1.0,,167.0,30.0,6.0,30.0,215.0,103.0,10.0,18.0,1607.0,,2.0,4.0,9.0,65.0,60.0,41.0,1.0,340.0,206.0,6.0,65.0,35.0,11.0,74.0,2.0,330.0,52.0,280.0,17.0,,8.0,8.0,181.0,3.0,325.0,108.0,1.0,143.0,,647.0,20.0,4.0,2.0,43.0,,6.0,1089.0,17.0,13.0,6.0,13.0,5.0,37.0,1.0,,,,,,,,,,,,,,,,,,10.0,2.0,,,2.0,4.0,,,4.0,3.0,3.0,6.0,1.0,1.0,1.0,1.0,7.0,,,1.0,1.0,1.0,,1.0,,,,2.0,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,1.0,,,2.0,,1.0,,,,,,,,,,,,,,,,
3407,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2749,16,316.0,13.0,,,,5.0,107.0,16.0,1.0,53.0,423.0,,,40.0,73.0,34.0,219.0,232.0,2.0,,,1.0,3.0,,,,,1.0,5.0,5.0,1.0,1.0,5.0,2.0,4.0,,1.0,2.0,6.0,21.0,1.0,4.0,10.0,1.0,1.0,3.0,116.0,8.0,12.0,7.0,,,1.0,4.0,12.0,115.0,175.0,254.0,132.0,,110.0,216.0,,60.0,,34.0,3.0,45.0,33.0,12.0,,,,3.0,244.0,49.0,12.0,49.0,164.0,66.0,13.0,28.0,3015.0,1.0,1.0,15.0,24.0,63.0,61.0,17.0,1.0,388.0,189.0,8.0,59.0,49.0,16.0,43.0,2.0,354.0,29.0,453.0,3.0,,1.0,1.0,141.0,14.0,243.0,71.0,2.0,121.0,2.0,596.0,39.0,1.0,,83.0,,1.0,1284.0,22.0,18.0,9.0,1.0,6.0,62.0,8.0,1.0,,,,,1.0,,,,,1.0,,,,,,,24.0,,2.0,,1.0,10.0,2.0,5.0,19.0,4.0,3.0,13.0,2.0,10.0,3.0,2.0,5.0,,4.0,,2.0,,,2.0,,1.0,,,2.0,,,,,3.0,1.0,,5.0,5.0,,1.0,29.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
3105,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3352,16,14.0,,,,,,46.0,1.0,2.0,3.0,60.0,,3.0,,,8.0,25.0,18.0,4.0,,,,,,,,,,,,,1.0,,,,,1.0,1.0,2.0,4.0,,2.0,5.0,,,1.0,10.0,2.0,2.0,,,3.0,2.0,5.0,2.0,15.0,17.0,6.0,1.0,,12.0,0.0,2.0,1.0,,,,3.0,2.0,1.0,,,,,1.0,4.0,,4.0,7.0,4.0,4.0,2.0,232.0,3.0,1.0,2.0,2.0,25.0,5.0,5.0,1.0,34.0,33.0,6.0,2.0,2.0,1.0,28.0,4.0,15.0,,7.0,13.0,,5.0,5.0,38.0,2.0,64.0,2.0,3.0,5.0,,74.0,5.0,,8.0,5.0,,3.0,132.0,7.0,6.0,2.0,6.0,2.0,4.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,2.0,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3014,16,399.0,40.0,29.0,47.0,18.0,3.0,610.0,10.0,32.0,97.0,962.0,4.0,13.0,8.0,6.0,31.0,202.0,176.0,16.0,23.0,4.0,,1.0,,2.0,2.0,7.0,,7.0,7.0,1.0,2.0,1.0,6.0,11.0,,13.0,7.0,31.0,34.0,2.0,8.0,38.0,1.0,,4.0,135.0,14.0,28.0,6.0,81.0,22.0,14.0,39.0,8.0,112.0,108.0,18.0,5.0,2.0,223.0,128.0,6.0,24.0,33.0,25.0,3.0,37.0,30.0,6.0,3.0,3.0,1.0,,6.0,36.0,1.0,36.0,167.0,114.0,12.0,5.0,2276.0,22.0,20.0,14.0,11.0,138.0,174.0,81.0,1.0,377.0,367.0,32.0,29.0,74.0,18.0,257.0,42.0,441.0,67.0,28.0,26.0,77.0,146.0,69.0,373.0,10.0,873.0,15.0,33.0,132.0,3.0,1168.0,46.0,4.0,6.0,66.0,4.0,13.0,1644.0,52.0,23.0,11.0,13.0,19.0,49.0,6.0,,,,,,,,,,,,,,,,,,11.0,1.0,2.0,3.0,3.0,,,1.0,1.0,3.0,3.0,4.0,,4.0,2.0,,3.0,2.0,3.0,1.0,1.0,,,1.0,3.0,1.0,3.0,,4.0,,,,,1.0,,,,,,1.0,,,,,1.0,,,,,4.0,2.0,10.0,1.0,1.0,2.0,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,
2838,16,297.0,13.0,,12.0,12.0,11.0,999.0,,83.0,26.0,1284.0,16.0,18.0,14.0,5.0,31.0,129.0,134.0,54.0,,,,2.0,,,,,1.0,13.0,,1.0,,2.0,2.0,5.0,,3.0,4.0,13.0,21.0,2.0,4.0,9.0,1.0,1.0,2.0,198.0,7.0,17.0,5.0,5.0,31.0,4.0,96.0,10.0,200.0,214.0,6.0,4.0,,255.0,310.0,14.0,33.0,,29.0,2.0,22.0,14.0,8.0,6.0,5.0,6.0,2.0,7.0,26.0,,26.0,122.0,92.0,2.0,4.0,2440.0,25.0,35.0,9.0,1.0,255.0,212.0,94.0,1.0,447.0,438.0,98.0,28.0,72.0,6.0,686.0,60.0,326.0,30.0,15.0,130.0,1.0,36.0,35.0,878.0,26.0,1262.0,2.0,93.0,39.0,1.0,1552.0,22.0,14.0,2.0,72.0,16.0,20.0,2081.0,78.0,49.0,19.0,88.0,11.0,57.0,4.0,,,,,,,,,,,,,,,,,,7.0,,2.0,3.0,,,,,,2.0,2.0,2.0,,3.0,3.0,,,2.0,,2.0,1.0,,2.0,1.0,3.0,,3.0,,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,
3471,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2933,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3100,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
