id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_fwd_zone_pass,accurate_launches,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_lf_total,att_obox_blocked,att_obx_centre,att_rf_total,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,final_third_entries,formation_place,fouls,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,outfielder_block,passes_left,passes_right,penalty_conceded,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shield_ball_oop,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,was_fouled,wins,won_tackle,yellow_card,accurate_goal_kicks,accurate_keeper_throws,att_assist_setplay,cross_not_claimed,dive_catch,dive_save,diving_save,error_lead_to_shot,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_contest,total_high_claim,won_contest,last_man_tackle,accurate_flick_on,accurate_layoffs,att_bx_centre,att_freekick_miss,att_freekick_total,att_hd_miss,att_hd_post,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_post,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_miss,att_post_high,att_setpiece,clearance_off_line,error_lead_to_goal,fouled_final_third,foul_throw_in,head_pass,hit_woodwork,open_play_pass,own_goals,post_scoring_att,shot_off_target,successful_open_play_pass,total_flick_on,total_sub_on,won_corners,accurate_through_ball,total_through_ball,total_offside,attempts_ibox,attempts_obox,att_hd_target,att_ibox_target,att_lg_centre,att_miss_high_left,att_obox_target,att_obx_right,att_openplay,att_rf_target,att_sv_high_centre,att_sv_low_centre,att_sv_low_left,att_sv_low_right,goal_assist,goal_assist_deadball,goal_assist_intentional,goal_assist_openplay,goal_assist_setplay,ontarget_scoring_att,touches_in_opp_box,gk_smother,att_fastbreak,att_freekick_goal,att_goal_high_left,att_goal_high_right,att_goal_low_left,att_hd_goal,att_ibox_goal,att_lf_goal,att_obox_goal,att_rf_goal,corner_taken,dangerous_play,goals,shot_fastbreak,accurate_corners_intobox,total_corners_intobox,att_corner,att_goal_low_centre,six_yard_block,att_goal_low_right,att_lf_target,att_post_right,penalty_won,red_card,second_yellow,att_cmiss_right,freekick_cross,goal_fastbreak,att_bx_right,att_cmiss_high,att_cmiss_left,att_goal_high_centre,att_sv_high_right,goals_openplay,total_fastbreak,att_sv_high_left,att_bx_left,att_freekick_target,att_pen_target,leftside_pass,att_pen_goal,att_post_left,att_obxd_left,att_obx_left,att_obxd_right,att_obox_post,accurate_freekick_cross,att_cmiss_high_right,fwd_pass,att_pen_miss,att_pen_post,att_freekick_post,back_pass,backward_pass,att_cmiss_high_left,att_lg_left,att_obp_goal,att_lg_right,rightside_pass,big_chance_scored
3682,17,4.0,,,,11.0,,1.0,15.0,,1.0,1.0,2.0,3.0,2.0,1.0,,,,,,,1.0,2.0,,,,2.0,,5.0,4.0,,,,5.0,0.0,,,,,,,,1.0,,1.0,3.0,3.0,2.0,,36.0,,1.0,,,1.0,4.0,,,,8.0,8.0,,,,,6.0,1.0,4.0,1.0,,,,9.0,17.0,,,2.0,21.0,1.0,,3.0,,28.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3434,17,307.0,66.0,25.0,17.0,614.0,4.0,94.0,896.0,12.0,13.0,2.0,28.0,188.0,127.0,32.0,6.0,13.0,35.0,51.0,120.0,4.0,18.0,26.0,4.0,21.0,19.0,40.0,1.0,129.0,102.0,4.0,11.0,,290.0,350.0,20.0,21.0,24.0,20.0,4.0,,4.0,22.0,1.0,22.0,194.0,108.0,14.0,5.0,1878.0,,30.0,22.0,3.0,199.0,119.0,,105.0,2.0,417.0,408.0,24.0,18.0,78.0,,304.0,52.0,332.0,148.0,20.0,98.0,56.0,475.0,915.0,23.0,92.0,173.0,1149.0,57.0,12.0,39.0,13.0,1672.0,53.0,33.0,13.0,27.0,3.0,,,17.0,,,,,,,,,,,,,,,,,,58.0,,28.0,,12.0,86.0,,5.0,14.0,,,,5.0,3.0,,3.0,4.0,9.0,5.0,19.0,,,,,3.0,,5.0,1.0,118.0,,,22.0,102.0,21.0,7.0,15.0,9.0,32.0,2.0,,4.0,,3.0,2.0,1.0,8.0,1.0,2.0,8.0,2.0,4.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,17.0,1.0,,3.0,,1.0,,2.0,,6.0,1.0,,5.0,58.0,,6.0,3.0,8.0,42.0,,,1.0,3.0,3.0,,1.0,,,,2.0,,1.0,,1.0,,1.0,,,,,2.0,,,4.0,,,2.0,,,1.0,,,,,,,,,,,,,
3683,17,199.0,11.0,12.0,12.0,506.0,,26.0,693.0,43.0,14.0,9.0,30.0,218.0,186.0,22.0,5.0,2.0,9.0,17.0,157.0,11.0,10.0,23.0,4.0,57.0,26.0,92.0,11.0,207.0,237.0,11.0,7.0,3.0,135.0,352.0,30.0,23.0,34.0,30.0,4.0,1.0,9.0,49.0,2.0,49.0,90.0,64.0,13.0,14.0,2191.0,2.0,8.0,17.0,6.0,230.0,161.0,,60.0,4.0,401.0,386.0,58.0,29.0,70.0,2.0,293.0,25.0,229.0,25.0,22.0,83.0,83.0,398.0,719.0,6.0,15.0,45.0,865.0,23.0,7.0,69.0,43.0,1637.0,98.0,93.0,6.0,54.0,6.0,,,,,,,,,,,,,,,,,,,,,115.0,,66.0,1.0,4.0,15.0,,,,,,1.0,8.0,3.0,,2.0,3.0,2.0,,5.0,,1.0,,,1.0,,,,,,,8.0,,19.0,7.0,18.0,3.0,19.0,3.0,,,1.0,3.0,,1.0,2.0,,,4.0,,,2.0,3.0,3.0,,3.0,3.0,,5.0,,,2.0,,,,,,,,,,1.0,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3601,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3553,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3554,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2612,17,246.0,10.0,7.0,7.0,460.0,2.0,24.0,699.0,39.0,17.0,5.0,28.0,81.0,64.0,23.0,,3.0,15.0,29.0,91.0,2.0,9.0,11.0,4.0,18.0,7.0,21.0,9.0,82.0,89.0,2.0,9.0,3.0,93.0,132.0,12.0,17.0,11.0,8.0,3.0,2.0,7.0,32.0,1.0,32.0,70.0,50.0,2.0,1.0,1485.0,4.0,9.0,17.0,1.0,65.0,173.0,,38.0,1.0,220.0,213.0,29.0,18.0,44.0,3.0,253.0,26.0,276.0,15.0,16.0,25.0,25.0,345.0,595.0,10.0,70.0,33.0,846.0,29.0,10.0,28.0,40.0,1214.0,29.0,27.0,17.0,26.0,,,,,,,,,,,,,,,,,,,,,,52.0,,29.0,,11.0,64.0,1.0,,,,,,6.0,5.0,,,4.0,3.0,6.0,8.0,,,,,1.0,,,,,,,13.0,,27.0,11.0,11.0,8.0,18.0,2.0,,,,,,,4.0,,3.0,4.0,1.0,1.0,1.0,1.0,3.0,,3.0,3.0,,7.0,,,,,,,1.0,,3.0,,,3.0,,,3.0,,,,,,,1.0,,,1.0,1.0,1.0,,,,1.0,,1.0,1.0,,1.0,,,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,
3670,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3309,17,26.0,,,,15.0,15.0,18.0,41.0,,1.0,,6.0,41.0,44.0,,,,,,61.0,,,,2.0,,,,2.0,1.0,3.0,,8.0,,48.0,0.0,,5.0,10.0,9.0,1.0,,,,,,93.0,28.0,1.0,3.0,462.0,,,,,7.0,6.0,,2.0,,72.0,72.0,,6.0,,1.0,5.0,,30.0,,8.0,,,29.0,57.0,61.0,,62.0,87.0,,,1.0,,218.0,,1.0,3.0,,,19.0,32.0,,1.0,4.0,4.0,12.0,2.0,43.0,15.0,40.0,34.0,,,5.0,10.0,6.0,16.0,2.0,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3771,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3618,17,22.0,,,,67.0,71.0,78.0,89.0,1.0,,,10.0,95.0,65.0,,,,,,123.0,1.0,,,3.0,,,,4.0,,3.0,1.0,13.0,,206.0,0.0,,10.0,13.0,12.0,1.0,,,,,,301.0,112.0,5.0,10.0,900.0,,,,,25.0,27.0,,28.0,1.0,216.0,214.0,,15.0,,,48.0,,40.0,2.0,15.0,,,151.0,199.0,217.0,,224.0,239.0,,,,1.0,526.0,2.0,3.0,1.0,,,47.0,46.0,,2.0,4.0,4.0,17.0,,105.0,18.0,90.0,48.0,2.0,1.0,7.0,20.0,14.0,34.0,5.0,3.0,,20.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2662,17,68.0,10.0,6.0,6.0,214.0,,14.0,276.0,2.0,27.0,31.0,24.0,112.0,113.0,20.0,10.0,4.0,12.0,40.0,44.0,,11.0,7.0,3.0,25.0,6.0,55.0,6.0,152.0,96.0,,5.0,4.0,52.0,0.0,35.0,15.0,13.0,13.0,,1.0,9.0,5.0,,5.0,18.0,7.0,3.0,5.0,1549.0,,8.0,16.0,4.0,49.0,41.0,,58.0,,286.0,281.0,21.0,4.0,19.0,,129.0,24.0,81.0,29.0,10.0,35.0,35.0,263.0,395.0,4.0,64.0,23.0,441.0,58.0,6.0,15.0,3.0,836.0,113.0,31.0,15.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,48.0,,19.0,,15.0,48.0,,3.0,4.0,7.0,,8.0,7.0,22.0,1.0,8.0,5.0,8.0,7.0,7.0,1.0,2.0,,,1.0,,,1.0,,,1.0,30.0,,55.0,9.0,19.0,4.0,16.0,19.0,,,,8.0,1.0,1.0,4.0,,3.0,10.0,1.0,3.0,,6.0,4.0,1.0,4.0,3.0,1.0,17.0,,,3.0,,,,1.0,1.0,5.0,1.0,,3.0,1.0,,5.0,3.0,,,,1.0,4.0,2.0,2.0,,,,,,2.0,,,,,1.0,1.0,,,1.0,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,
1004,17,308.0,12.0,35.0,29.0,467.0,8.0,22.0,740.0,76.0,7.0,2.0,30.0,257.0,213.0,29.0,21.0,3.0,8.0,6.0,177.0,10.0,9.0,14.0,3.0,75.0,44.0,54.0,10.0,115.0,97.0,10.0,24.0,12.0,91.0,320.0,20.0,28.0,46.0,40.0,6.0,1.0,14.0,33.0,4.0,33.0,72.0,40.0,14.0,5.0,2467.0,6.0,22.0,16.0,4.0,221.0,88.0,,72.0,6.0,363.0,348.0,65.0,32.0,80.0,5.0,215.0,38.0,342.0,30.0,39.0,158.0,131.0,281.0,692.0,23.0,62.0,37.0,876.0,27.0,3.0,41.0,87.0,1620.0,84.0,32.0,6.0,31.0,4.0,,,8.0,,,,,,,,,,,,,,,,,,44.0,,22.0,1.0,2.0,58.0,,,,,,,6.0,4.0,1.0,,1.0,4.0,1.0,2.0,,,,1.0,1.0,,,1.0,,1.0,1.0,7.0,,13.0,2.0,16.0,4.0,9.0,5.0,,,,5.0,,,3.0,,2.0,2.0,2.0,5.0,1.0,,1.0,,1.0,1.0,,11.0,,,2.0,,,,,,3.0,2.0,,1.0,30.0,,3.0,2.0,6.0,27.0,,2.0,,1.0,6.0,1.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
3589,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3318,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,17,135.0,100.0,22.0,21.0,313.0,48.0,107.0,426.0,115.0,25.0,28.0,29.0,221.0,227.0,15.0,11.0,5.0,9.0,1.0,128.0,25.0,5.0,8.0,10.0,26.0,50.0,9.0,9.0,60.0,70.0,25.0,97.0,56.0,478.0,0.0,11.0,29.0,38.0,32.0,6.0,,85.0,32.0,2.0,32.0,415.0,165.0,11.0,22.0,2554.0,1.0,12.0,8.0,12.0,288.0,20.0,,113.0,1.0,644.0,573.0,11.0,50.0,67.0,,185.0,20.0,201.0,226.0,168.0,79.0,78.0,444.0,696.0,201.0,4.0,325.0,818.0,16.0,1.0,18.0,210.0,1555.0,28.0,16.0,9.0,14.0,3.0,,,2.0,,,,,,,,,,,,,,,,,,15.0,,8.0,,1.0,4.0,,,2.0,3.0,,3.0,,5.0,,2.0,,5.0,,3.0,,2.0,2.0,,,1.0,11.0,,56.0,,,8.0,32.0,1.0,,8.0,,1.0,5.0,,1.0,,1.0,,1.0,1.0,,,,,,,2.0,3.0,,2.0,3.0,,3.0,,,,,,,,,1.0,1.0,,,1.0,,1.0,,1.0,1.0,1.0,,,1.0,2.0,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
2937,17,14.0,1.0,,,17.0,,,31.0,7.0,1.0,,2.0,3.0,3.0,,,,1.0,1.0,,,,,,,,1.0,,2.0,3.0,,,,2.0,0.0,,,,,,,,,,,5.0,3.0,,1.0,49.0,,,,,1.0,6.0,,,,4.0,3.0,,,,1.0,8.0,,14.0,2.0,1.0,,,8.0,19.0,1.0,,1.0,33.0,1.0,,3.0,7.0,46.0,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3524,17,289.0,74.0,17.0,17.0,468.0,22.0,92.0,740.0,235.0,29.0,39.0,38.0,281.0,183.0,17.0,28.0,7.0,16.0,5.0,239.0,18.0,11.0,27.0,13.0,40.0,31.0,20.0,9.0,126.0,210.0,18.0,136.0,79.0,447.0,114.0,42.0,38.0,45.0,38.0,7.0,2.0,128.0,71.0,6.0,70.0,425.0,197.0,17.0,32.0,3347.0,9.0,15.0,7.0,14.0,316.0,48.0,,149.0,2.0,728.0,622.0,40.0,91.0,108.0,11.0,233.0,22.0,341.0,169.0,242.0,75.0,73.0,439.0,807.0,121.0,3.0,250.0,1073.0,42.0,5.0,106.0,423.0,2393.0,56.0,47.0,12.0,76.0,4.0,1.0,,3.0,,,,,,1.0,,,,,,,,,,,,28.0,,18.0,,3.0,3.0,,1.0,1.0,5.0,,8.0,4.0,12.0,,6.0,1.0,5.0,7.0,11.0,,1.0,,,1.0,2.0,4.0,,63.0,,,23.0,46.0,7.0,,27.0,1.0,12.0,2.0,1.0,3.0,2.0,5.0,2.0,4.0,2.0,,5.0,1.0,,5.0,1.0,1.0,2.0,,2.0,2.0,,8.0,1.0,,,,,,,1.0,1.0,,,,2.0,,1.0,,,2.0,,,1.0,,4.0,,,,,,1.0,,,,,1.0,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,
3583,17,96.0,2.0,4.0,4.0,331.0,,9.0,423.0,,79.0,43.0,30.0,259.0,201.0,24.0,13.0,3.0,16.0,37.0,65.0,3.0,9.0,18.0,2.0,16.0,5.0,45.0,6.0,189.0,151.0,3.0,2.0,1.0,72.0,270.0,31.0,30.0,35.0,34.0,1.0,4.0,4.0,24.0,,24.0,32.0,12.0,15.0,3.0,2373.0,,13.0,13.0,1.0,76.0,131.0,,44.0,4.0,291.0,281.0,36.0,2.0,27.0,2.0,186.0,26.0,118.0,6.0,12.0,21.0,21.0,322.0,522.0,3.0,90.0,19.0,619.0,56.0,19.0,59.0,,1042.0,102.0,33.0,9.0,49.0,2.0,,,,,,,,,,,,,,,,,,,,,36.0,,16.0,,29.0,73.0,2.0,,1.0,3.0,,4.0,6.0,19.0,,5.0,4.0,7.0,8.0,8.0,,5.0,,,9.0,,11.0,1.0,51.0,,,27.0,41.0,108.0,,22.0,3.0,4.0,21.0,2.0,3.0,,10.0,,3.0,5.0,,7.0,12.0,,3.0,6.0,4.0,2.0,,2.0,2.0,,20.0,3.0,,3.0,,,,1.0,1.0,5.0,2.0,,2.0,,2.0,5.0,3.0,,,,,2.0,2.0,3.0,,,,,1.0,,1.0,,,,2.0,1.0,1.0,,1.0,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,
3651,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2803,17,3.0,1.0,1.0,1.0,19.0,,1.0,21.0,4.0,1.0,,2.0,3.0,4.0,1.0,,,,,4.0,,,,,,2.0,,1.0,3.0,1.0,,3.0,,8.0,0.0,2.0,,,,,,,1.0,,1.0,4.0,3.0,1.0,1.0,46.0,,1.0,,,9.0,1.0,,5.0,,7.0,7.0,,2.0,2.0,,9.0,1.0,5.0,2.0,3.0,2.0,2.0,11.0,23.0,2.0,,4.0,26.0,,,1.0,5.0,43.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,17,2.0,1.0,,,16.0,,1.0,18.0,,2.0,,3.0,7.0,8.0,1.0,1.0,1.0,1.0,,3.0,,1.0,1.0,,,,2.0,1.0,5.0,4.0,,,,3.0,0.0,,1.0,,,,,,,,,,,1.0,,114.0,,,1.0,,4.0,1.0,,3.0,,12.0,11.0,1.0,,2.0,,7.0,1.0,3.0,3.0,1.0,,,13.0,23.0,,3.0,1.0,26.0,1.0,1.0,3.0,,39.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,2.0,,18.0,,,,12.0,,2.0,,,2.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3679,17,13.0,1.0,,,60.0,,1.0,73.0,,21.0,,15.0,43.0,27.0,5.0,,2.0,4.0,6.0,14.0,1.0,2.0,3.0,,6.0,,10.0,5.0,49.0,12.0,1.0,,,7.0,0.0,6.0,3.0,10.0,8.0,2.0,,,2.0,,2.0,9.0,9.0,9.0,,380.0,,2.0,3.0,,21.0,12.0,,3.0,,38.0,38.0,10.0,1.0,3.0,,37.0,5.0,14.0,2.0,,6.0,6.0,46.0,77.0,,9.0,1.0,85.0,6.0,1.0,4.0,,157.0,18.0,5.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,12.0,,3.0,,2.0,8.0,1.0,,,,,,,2.0,,1.0,,,2.0,1.0,,,,,1.0,,,,3.0,,,3.0,3.0,6.0,12.0,1.0,1.0,2.0,7.0,,,,,,,1.0,,3.0,1.0,,1.0,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3604,17,288.0,24.0,7.0,7.0,650.0,3.0,40.0,931.0,3.0,89.0,89.0,30.0,158.0,178.0,26.0,9.0,2.0,13.0,19.0,130.0,2.0,11.0,33.0,8.0,22.0,9.0,76.0,10.0,314.0,205.0,2.0,31.0,25.0,203.0,0.0,111.0,28.0,27.0,22.0,5.0,6.0,48.0,35.0,,35.0,130.0,77.0,7.0,6.0,2399.0,,12.0,15.0,8.0,267.0,180.0,,46.0,2.0,494.0,456.0,36.0,18.0,76.0,,354.0,27.0,334.0,48.0,69.0,31.0,31.0,554.0,966.0,9.0,163.0,63.0,1269.0,52.0,8.0,70.0,3.0,1822.0,73.0,40.0,13.0,58.0,12.0,,,,,,,,,,,,,,,,,,,,,17.0,,6.0,,76.0,142.0,3.0,,,9.0,1.0,20.0,9.0,11.0,1.0,1.0,1.0,7.0,5.0,5.0,1.0,3.0,,,1.0,,41.0,3.0,145.0,,2.0,18.0,119.0,200.0,2.0,13.0,3.0,12.0,15.0,2.0,2.0,7.0,10.0,,2.0,5.0,,7.0,6.0,3.0,4.0,1.0,4.0,1.0,,1.0,1.0,,23.0,11.0,,,,,,4.0,3.0,8.0,1.0,,4.0,,1.0,8.0,,,,,1.0,2.0,2.0,2.0,,,,,,,,,1.0,,1.0,2.0,1.0,,1.0,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,
2934,17,381.0,27.0,12.0,12.0,662.0,5.0,29.0,1031.0,223.0,38.0,58.0,28.0,138.0,169.0,28.0,6.0,,1.0,1.0,167.0,15.0,1.0,23.0,11.0,55.0,13.0,40.0,5.0,163.0,200.0,15.0,94.0,58.0,188.0,87.0,29.0,28.0,23.0,20.0,3.0,3.0,89.0,67.0,3.0,66.0,195.0,130.0,4.0,12.0,2411.0,1.0,10.0,20.0,8.0,463.0,8.0,1.0,21.0,3.0,385.0,338.0,32.0,39.0,96.0,1.0,294.0,30.0,422.0,49.0,141.0,68.0,68.0,376.0,845.0,17.0,9.0,45.0,1199.0,7.0,4.0,71.0,255.0,2154.0,60.0,52.0,19.0,49.0,6.0,,,,,,,,1.0,,,,,,,,,,,,,56.0,,19.0,2.0,7.0,8.0,1.0,,,,,,1.0,4.0,,1.0,,1.0,3.0,2.0,,,,1.0,1.0,1.0,18.0,,144.0,,,6.0,125.0,11.0,,18.0,1.0,4.0,5.0,1.0,,,,,1.0,,,1.0,,,,,,2.0,,2.0,2.0,,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,
3518,17,216.0,25.0,19.0,15.0,198.0,3.0,50.0,395.0,70.0,26.0,15.0,20.0,129.0,133.0,12.0,3.0,2.0,8.0,13.0,90.0,4.0,4.0,6.0,,36.0,35.0,18.0,3.0,82.0,69.0,4.0,28.0,12.0,110.0,161.0,16.0,15.0,21.0,18.0,3.0,,19.0,20.0,2.0,20.0,97.0,57.0,8.0,8.0,1375.0,1.0,8.0,9.0,6.0,22.0,114.0,,60.0,1.0,292.0,277.0,13.0,36.0,41.0,2.0,74.0,17.0,260.0,53.0,43.0,102.0,82.0,138.0,383.0,19.0,15.0,80.0,541.0,16.0,6.0,28.0,79.0,989.0,33.0,16.0,9.0,23.0,2.0,,,3.0,,,,,1.0,,,,,,,,,,,,,26.0,,10.0,,9.0,14.0,,2.0,4.0,,,,2.0,1.0,,6.0,1.0,1.0,1.0,8.0,,,,,3.0,,15.0,,107.0,1.0,,9.0,77.0,14.0,5.0,11.0,,4.0,1.0,1.0,1.0,,1.0,,,2.0,2.0,2.0,2.0,1.0,2.0,,,2.0,1.0,2.0,1.0,1.0,3.0,1.0,,,,,,,,,,,,21.0,,,,4.0,20.0,,,,,1.0,,,,,,4.0,,1.0,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,
