id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_assist_setplay,att_bx_right,att_goal_high_centre,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_ibox_goal,att_ibox_miss,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_goal,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_pen_goal,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_low_centre,att_sv_low_right,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,final_third_entries,formation_place,fouls,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_openplay,goal_kicks,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_corners_intobox,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_through_ball,total_throws,touches,turnover,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,att_hd_miss,att_hd_total,total_sub_on,att_freekick_miss,att_freekick_total,att_ibox_blocked,att_ibox_target,att_sv_low_left,dangerous_play,fouled_final_third,total_offside,att_bx_centre,att_lf_goal,foul_throw_in,last_man_tackle,own_goals,shield_ball_oop,six_yard_block,att_hd_target,att_bx_left,att_fastbreak,att_goal_high_left,att_hd_goal,att_miss_high_left,goal_assist_intentional,goal_fastbreak,shot_fastbreak,total_pull_back,accurate_goal_kicks,accurate_pull_back,att_lg_centre,clearance_off_line,penalty_conceded,red_card,second_yellow,att_freekick_target,att_hd_post,att_ibox_post,att_post_high,goal_assist_deadball,goal_assist_setplay,hit_woodwork,post_scoring_att,accurate_freekick_cross,att_post_left,error_lead_to_shot,freekick_cross,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,total_high_claim,total_keeper_sweeper,att_sv_high_right,att_cmiss_right,att_cmiss_left,penalty_won,total_fastbreak,att_freekick_goal,attempts_obox,head_pass,open_play_pass,successful_open_play_pass,goals_openplay,attempts_ibox,att_obx_left,touches_in_opp_box,att_obox_post,att_obp_goal,att_post_right,penalty_save,stand_save,att_cmiss_high,att_cmiss_high_right,att_pen_target,att_obxd_left,att_obxd_right,back_pass,att_obx_right,att_freekick_post,fwd_pass,att_cmiss_high_left,att_lg_left,leftside_pass,att_pen_miss,att_pen_post
2916,18,504.0,53.0,,,,1.0,293.0,16.0,1.0,111.0,797.0,,45.0,22.0,40.0,23.0,112.0,105.0,4.0,1.0,,,,,,,,12.0,2.0,17.0,4.0,3.0,5.0,3.0,2.0,,8.0,1.0,11.0,,,,,3.0,4.0,1.0,1.0,,,75.0,8.0,6.0,5.0,11.0,1.0,4.0,3.0,2.0,6.0,48.0,124.0,8.0,66.0,39.0,,201.0,0.0,13.0,23.0,,15.0,14.0,1.0,,,,1.0,78.0,49.0,4.0,49.0,268.0,147.0,6.0,12.0,1979.0,12.0,1.0,4.0,2.0,3.0,155.0,46.0,26.0,1.0,318.0,250.0,,53.0,22.0,20.0,128.0,5.0,561.0,116.0,134.0,19.0,,7.0,7.0,243.0,8.0,460.0,83.0,1.0,207.0,1014.0,28.0,2.0,42.0,,58.0,1457.0,23.0,30.0,11.0,12.0,,28.0,,7.0,7.0,,,2.0,4.0,1.0,,,1.0,,4.0,,,1.0,,4.0,1.0,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1866,18,39.0,3.0,,2.0,2.0,2.0,81.0,,18.0,4.0,118.0,,2.0,5.0,,11.0,47.0,21.0,4.0,,,,,,,,1.0,3.0,1.0,2.0,,1.0,,2.0,2.0,,,1.0,3.0,,,,1.0,5.0,,,,1.0,1.0,17.0,,2.0,2.0,,,3.0,1.0,7.0,,21.0,11.0,,,,,13.0,0.0,2.0,3.0,1.0,11.0,11.0,,,,,,2.0,5.0,,5.0,11.0,9.0,4.0,,383.0,,,4.0,3.0,,10.0,16.0,6.0,4.0,37.0,33.0,2.0,3.0,12.0,3.0,40.0,4.0,43.0,3.0,4.0,9.0,,4.0,4.0,48.0,5.0,96.0,,19.0,6.0,135.0,8.0,2.0,3.0,2.0,2.0,207.0,10.0,4.0,7.0,4.0,2.0,3.0,,1.0,1.0,8.0,,2.0,,1.0,,,,2.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3617,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,18,71.0,8.0,,1.0,1.0,49.0,257.0,1.0,31.0,17.0,327.0,2.0,1.0,72.0,90.0,31.0,120.0,99.0,18.0,,,,,,2.0,1.0,3.0,10.0,1.0,6.0,2.0,2.0,6.0,5.0,,,6.0,,6.0,2.0,,2.0,2.0,10.0,2.0,,,4.0,,38.0,,3.0,5.0,3.0,,5.0,,19.0,11.0,133.0,153.0,,12.0,11.0,,101.0,306.0,34.0,16.0,3.0,12.0,11.0,1.0,2.0,1.0,,1.0,24.0,15.0,,15.0,36.0,21.0,6.0,5.0,1298.0,,7.0,13.0,8.0,4.0,118.0,94.0,18.0,3.0,218.0,196.0,5.0,6.0,27.0,16.0,155.0,20.0,96.0,13.0,34.0,8.0,,5.0,5.0,262.0,133.0,402.0,5.0,38.0,22.0,493.0,27.0,11.0,27.0,4.0,2.0,714.0,44.0,32.0,14.0,4.0,7.0,20.0,2.0,7.0,10.0,15.0,,,3.0,5.0,1.0,,1.0,4.0,,,,,,1.0,1.0,2.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3040,18,12.0,1.0,1.0,2.0,1.0,1.0,19.0,1.0,2.0,4.0,29.0,,,2.0,,2.0,7.0,6.0,,2.0,,,,,,,,,,,,1.0,,1.0,,,2.0,1.0,3.0,,,,1.0,3.0,,,,1.0,,4.0,1.0,,1.0,1.0,6.0,3.0,,1.0,,7.0,9.0,1.0,4.0,3.0,,4.0,0.0,3.0,1.0,,1.0,1.0,,,,,,3.0,2.0,,1.0,3.0,1.0,,1.0,114.0,,2.0,,1.0,1.0,6.0,8.0,3.0,,19.0,17.0,1.0,1.0,2.0,2.0,11.0,2.0,15.0,2.0,6.0,,5.0,11.0,6.0,13.0,1.0,32.0,2.0,2.0,5.0,36.0,3.0,,7.0,,,73.0,1.0,2.0,2.0,,2.0,6.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3097,18,14.0,2.0,,,,,5.0,4.0,,6.0,19.0,,,,1.0,3.0,14.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,1.0,,,,,,,2.0,,2.0,,,19.0,0.0,,2.0,,6.0,6.0,,,,23.0,,,,,,30.0,14.0,2.0,1.0,218.0,,,,,,,1.0,1.0,2.0,17.0,17.0,,2.0,,,4.0,,15.0,2.0,2.0,,,,,12.0,,14.0,12.0,,16.0,29.0,,,,,,77.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,11.0,,,,2.0,,4.0,12.0,11.0,2.0,2.0,1.0,4.0,5.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
3560,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516,18,145.0,,,,,,129.0,123.0,,168.0,274.0,,,,6.0,38.0,273.0,236.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,452.0,1.0,,3.0,11.0,,,,,13.0,3.0,16.0,1.0,28.0,1.0,,255.0,38.0,,38.0,,49.0,39.0,10.0,,,353.0,,1.0,,,,686.0,253.0,9.0,20.0,3420.0,1.0,,1.0,,,34.0,63.0,20.0,,480.0,478.0,,51.0,,,50.0,1.0,177.0,,30.0,1.0,,,,200.0,,396.0,359.0,,455.0,573.0,,,1.0,,,1530.0,2.0,5.0,16.0,1.0,1.0,,2.0,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,180.0,,,,,,,,,,,,,,,,,,,14.0,218.0,8.0,8.0,14.0,41.0,3.0,48.0,353.0,221.0,2.0,17.0,58.0,55.0,113.0,20.0,52.0,15.0,,,,,,,,,,,,,,,,,,2.0,3.0,,,,,,,,,,,,,,
2053,18,218.0,34.0,,,,1.0,158.0,19.0,1.0,44.0,376.0,,49.0,48.0,71.0,32.0,228.0,239.0,8.0,,,,,,,1.0,3.0,13.0,1.0,5.0,6.0,2.0,2.0,4.0,6.0,,3.0,1.0,10.0,,,1.0,1.0,9.0,2.0,2.0,,1.0,1.0,83.0,12.0,8.0,9.0,10.0,,3.0,3.0,13.0,12.0,105.0,166.0,12.0,165.0,95.0,,205.0,0.0,33.0,30.0,3.0,39.0,32.0,7.0,1.0,,,,155.0,66.0,7.0,66.0,246.0,103.0,11.0,32.0,2743.0,8.0,4.0,5.0,7.0,23.0,38.0,101.0,30.0,3.0,421.0,313.0,,57.0,26.0,17.0,71.0,9.0,263.0,71.0,273.0,7.0,,6.0,6.0,182.0,10.0,331.0,84.0,1.0,105.0,588.0,32.0,,65.0,,128.0,1318.0,23.0,25.0,9.0,5.0,5.0,51.0,6.0,12.0,17.0,2.0,,2.0,2.0,3.0,,,,1.0,1.0,,,1.0,,8.0,1.0,2.0,,,2.0,2.0,2.0,,,,,,,,,2.0,,,,1.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,
1437,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3911,18,1.0,1.0,,,,1.0,3.0,,,1.0,4.0,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,1.0,,1.0,,,,,1.0,,,,,,3.0,,,1.0,,,,,1.0,1.0,5.0,,,,,,,0.0,2.0,,,,,,,,,,,1.0,,1.0,1.0,,,,14.0,,,,,1.0,1.0,1.0,,,4.0,4.0,,,3.0,1.0,1.0,,2.0,1.0,,1.0,,,,1.0,1.0,4.0,1.0,,2.0,6.0,1.0,,,,,15.0,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3801,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3327,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3765,18,231.0,18.0,,1.0,1.0,9.0,391.0,2.0,33.0,18.0,621.0,2.0,23.0,23.0,14.0,27.0,187.0,153.0,15.0,,,,,1.0,,,1.0,7.0,,3.0,3.0,,4.0,1.0,1.0,,3.0,3.0,7.0,,,1.0,4.0,14.0,,,,2.0,2.0,125.0,6.0,2.0,31.0,4.0,,13.0,4.0,33.0,7.0,148.0,215.0,6.0,9.0,3.0,,89.0,0.0,35.0,24.0,1.0,39.0,32.0,7.0,1.0,1.0,,,10.0,48.0,1.0,47.0,110.0,84.0,14.0,6.0,2054.0,,9.0,7.0,6.0,5.0,46.0,182.0,38.0,3.0,244.0,222.0,7.0,52.0,66.0,10.0,150.0,16.0,263.0,36.0,31.0,46.0,,17.0,17.0,230.0,21.0,520.0,11.0,33.0,36.0,766.0,18.0,7.0,107.0,8.0,24.0,1278.0,65.0,74.0,6.0,20.0,4.0,80.0,,,1.0,3.0,,1.0,1.0,2.0,1.0,,1.0,,,,,,,4.0,,1.0,,1.0,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3645,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3400,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,18,200.0,10.0,31.0,68.0,38.0,9.0,479.0,4.0,68.0,10.0,611.0,1.0,54.0,28.0,6.0,34.0,280.0,188.0,37.0,19.0,1.0,,,,2.0,1.0,2.0,9.0,1.0,7.0,5.0,1.0,2.0,5.0,3.0,1.0,4.0,3.0,11.0,6.0,,3.0,10.0,34.0,1.0,,,2.0,1.0,133.0,16.0,14.0,11.0,3.0,82.0,127.0,32.0,26.0,8.0,117.0,83.0,16.0,22.0,2.0,,60.0,407.0,14.0,30.0,3.0,37.0,30.0,7.0,3.0,1.0,,1.0,7.0,41.0,1.0,40.0,49.0,23.0,17.0,5.0,2655.0,,27.0,32.0,14.0,,297.0,37.0,61.0,4.0,413.0,399.0,13.0,48.0,72.0,13.0,261.0,59.0,238.0,19.0,36.0,56.0,73.0,247.0,175.0,331.0,32.0,769.0,18.0,70.0,21.0,760.0,41.0,16.0,29.0,3.0,57.0,1525.0,97.0,32.0,9.0,16.0,46.0,24.0,3.0,,,4.0,,,11.0,8.0,6.0,,,8.0,2.0,,1.0,,,3.0,,,2.0,2.0,,,,3.0,,2.0,7.0,,3.0,,,,,,,,,,2.0,2.0,1.0,,3.0,,,4.0,,,,,,,,,,,,,,,,,,,2.0,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
2570,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2655,18,395.0,5.0,,,,,129.0,9.0,1.0,43.0,524.0,1.0,1.0,25.0,37.0,16.0,72.0,60.0,3.0,,,,,,,1.0,1.0,4.0,,2.0,,2.0,3.0,3.0,4.0,,4.0,1.0,9.0,,,,2.0,12.0,5.0,,,4.0,,59.0,3.0,11.0,5.0,6.0,,,,1.0,2.0,45.0,83.0,3.0,52.0,30.0,1.0,38.0,0.0,14.0,13.0,1.0,10.0,9.0,1.0,,,,,52.0,24.0,2.0,23.0,101.0,65.0,1.0,10.0,1269.0,15.0,1.0,2.0,8.0,8.0,12.0,30.0,13.0,1.0,113.0,76.0,,38.0,21.0,9.0,30.0,3.0,411.0,17.0,89.0,7.0,,,,63.0,4.0,185.0,29.0,3.0,63.0,596.0,28.0,,37.0,1.0,1.0,869.0,13.0,2.0,13.0,7.0,4.0,27.0,2.0,4.0,10.0,3.0,3.0,6.0,7.0,6.0,3.0,,,,,,,1.0,,3.0,3.0,5.0,,,,1.0,,,,,1.0,,,1.0,,,,,1.0,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,
3611,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2569,18,23.0,2.0,,,,,88.0,77.0,,96.0,111.0,,,,1.0,13.0,119.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.0,,,3.0,1.0,,,,,4.0,3.0,4.0,,18.0,,2.0,307.0,36.0,1.0,13.0,,26.0,21.0,5.0,1.0,,121.0,1.0,1.0,,,,412.0,132.0,7.0,11.0,1170.0,,,1.0,,,36.0,47.0,34.0,3.0,297.0,295.0,1.0,20.0,,,64.0,1.0,37.0,4.0,20.0,,,,,231.0,,293.0,253.0,,310.0,330.0,,,1.0,,,684.0,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,45.0,,,,,,,,,,,1.0,1.0,,,,,,,15.0,62.0,2.0,8.0,7.0,20.0,,34.0,111.0,62.0,3.0,9.0,29.0,16.0,46.0,6.0,37.0,16.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
1881,18,168.0,17.0,,18.0,18.0,,287.0,24.0,2.0,35.0,437.0,,152.0,10.0,5.0,20.0,121.0,118.0,18.0,,,,,,,,,,,,,1.0,,,1.0,,1.0,,2.0,,,,1.0,3.0,,,,1.0,,51.0,10.0,1.0,6.0,2.0,,52.0,24.0,8.0,6.0,39.0,52.0,10.0,30.0,10.0,,170.0,58.0,12.0,17.0,,24.0,19.0,5.0,,,,,28.0,48.0,8.0,48.0,181.0,83.0,6.0,11.0,1478.0,8.0,9.0,9.0,1.0,6.0,20.0,179.0,42.0,,302.0,262.0,,28.0,23.0,1.0,132.0,18.0,189.0,43.0,70.0,9.0,,76.0,76.0,217.0,,467.0,91.0,2.0,105.0,580.0,3.0,3.0,31.0,,196.0,1096.0,15.0,10.0,8.0,6.0,15.0,24.0,1.0,,,3.0,,,,1.0,,,,1.0,,,1.0,1.0,,2.0,,,,,,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2433,18,821.0,96.0,1.0,3.0,2.0,8.0,915.0,8.0,60.0,190.0,1733.0,3.0,13.0,21.0,31.0,37.0,349.0,273.0,15.0,2.0,,,,,,,,3.0,,9.0,1.0,,5.0,3.0,4.0,,7.0,1.0,12.0,1.0,,,1.0,7.0,,,1.0,,1.0,267.0,8.0,5.0,23.0,10.0,5.0,6.0,9.0,24.0,10.0,107.0,142.0,8.0,41.0,19.0,,478.0,296.0,42.0,37.0,,45.0,38.0,7.0,,,1.0,5.0,37.0,106.0,14.0,100.0,342.0,189.0,14.0,16.0,3328.0,1.0,5.0,12.0,2.0,12.0,260.0,310.0,80.0,2.0,534.0,495.0,7.0,128.0,132.0,10.0,398.0,17.0,905.0,205.0,80.0,11.0,5.0,21.0,16.0,643.0,12.0,1284.0,61.0,62.0,281.0,2168.0,17.0,1.0,60.0,18.0,16.0,2824.0,41.0,42.0,13.0,9.0,4.0,42.0,7.0,,1.0,,,1.0,1.0,1.0,,,,1.0,,,1.0,,,2.0,,1.0,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008,18,13.0,1.0,,,,18.0,68.0,,22.0,2.0,81.0,,,24.0,21.0,15.0,47.0,29.0,14.0,,,,,,,,,6.0,,,2.0,1.0,1.0,1.0,,,,,,,,,1.0,5.0,,,,,,6.0,,,1.0,,,,,5.0,7.0,44.0,28.0,,3.0,3.0,,9.0,0.0,12.0,2.0,,9.0,7.0,2.0,,,,,7.0,3.0,,3.0,2.0,1.0,5.0,,414.0,,7.0,7.0,1.0,1.0,18.0,13.0,21.0,,71.0,66.0,3.0,,3.0,6.0,49.0,14.0,17.0,1.0,8.0,3.0,,,,99.0,57.0,123.0,,27.0,2.0,140.0,7.0,1.0,1.0,,,190.0,15.0,5.0,3.0,1.0,3.0,1.0,,2.0,2.0,13.0,,,,1.0,,,1.0,6.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,7.0,9.0,6.0,,,,3.0,,,,,,,,,,,,,,1.0,,,,,
3048,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3099,18,8.0,,,1.0,1.0,,6.0,,,,13.0,,4.0,,,2.0,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,1.0,,,,,,2.0,,,,,,2.0,,1.0,,3.0,1.0,,1.0,1.0,,,0.0,1.0,,,,,,1.0,1.0,,,1.0,,,,,,,,21.0,,,1.0,,,,3.0,,,3.0,3.0,,1.0,1.0,1.0,3.0,1.0,8.0,,1.0,1.0,,2.0,2.0,3.0,,7.0,,,,13.0,1.0,,1.0,,4.0,27.0,1.0,,2.0,,,1.0,,,,2.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3189,18,257.0,30.0,,2.0,2.0,4.0,264.0,9.0,6.0,73.0,519.0,,2.0,46.0,58.0,28.0,220.0,195.0,8.0,,,,,,1.0,,1.0,9.0,1.0,3.0,4.0,4.0,7.0,,2.0,,9.0,3.0,14.0,,,1.0,4.0,17.0,2.0,,1.0,2.0,1.0,130.0,3.0,5.0,22.0,3.0,,2.0,3.0,37.0,5.0,164.0,161.0,3.0,59.0,31.0,1.0,153.0,0.0,51.0,26.0,1.0,55.0,48.0,7.0,,,,1.0,69.0,55.0,2.0,53.0,164.0,82.0,15.0,12.0,2190.0,16.0,5.0,3.0,7.0,15.0,103.0,88.0,16.0,3.0,306.0,255.0,2.0,64.0,64.0,18.0,103.0,8.0,308.0,69.0,110.0,30.0,,5.0,5.0,199.0,17.0,418.0,56.0,7.0,134.0,721.0,30.0,8.0,53.0,4.0,2.0,1233.0,48.0,29.0,8.0,21.0,3.0,39.0,5.0,8.0,9.0,2.0,,,3.0,3.0,2.0,,,,1.0,,,2.0,,1.0,3.0,1.0,,,,,3.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2972,18,8.0,1.0,,,,,5.0,5.0,,7.0,13.0,,,,,1.0,9.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,1.0,,,3.0,0.0,,1.0,,4.0,4.0,,,,14.0,,,,,,20.0,11.0,1.0,,90.0,,,1.0,,,2.0,,,,10.0,10.0,,1.0,,,,1.0,9.0,1.0,1.0,,,,,2.0,,10.0,9.0,,13.0,19.0,,,,,,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,8.0,,,,1.0,,3.0,8.0,8.0,,1.0,3.0,,3.0,,3.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
