id,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_bx_centre,att_cmiss_right,att_hd_miss,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_left,att_miss_right,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,clearance_off_line,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,final_third_entries,formation_place,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,rightside_pass,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_corners,won_tackle,yellow_card,att_bx_right,att_cmiss_left,att_goal_high_left,att_goal_low_right,att_hd_goal,att_ibox_goal,att_miss_high,att_obox_blocked,att_rf_target,att_rf_total,big_chance_created,big_chance_scored,goals,goal_assist_setplay,last_man_tackle,red_card,shield_ball_oop,six_yard_block,won_contest,accurate_cross,accurate_cross_nocorner,accurate_freekick_cross,att_assist_setplay,att_goal_high_centre,att_rf_goal,crosses_18yard,freekick_cross,goals_openplay,hand_ball,hit_woodwork,overrun,poss_won_att_3rd,total_through_ball,att_cmiss_high_right,att_freekick_total,att_miss_high_right,att_sv_low_centre,error_lead_to_goal,att_cmiss_high,att_goal_low_left,corner_taken,head_pass,open_play_pass,penalty_conceded,successful_open_play_pass,accurate_goal_kicks,accurate_pull_back,accurate_through_ball,att_bx_left,att_freekick_miss,att_freekick_post,att_goal_high_right,att_lf_goal,att_miss_high_left,att_obox_goal,att_obox_post,att_post_high,dangerous_play,error_lead_to_shot,fouled_final_third,foul_throw_in,goal_kicks,post_scoring_att,second_goal_assist,total_corners_intobox,total_offside,total_pull_back,accurate_keeper_throws,diving_save,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,total_high_claim,accurate_corners_intobox,att_cmiss_high_left,att_fastbreak,att_freekick_target,att_lg_centre,att_pen_goal,att_sv_low_left,shot_fastbreak,total_sub_on,attempts_ibox,attempts_obox,att_corner,att_post_left,total_fastbreak,touches_in_opp_box,goal_assist_deadball,second_yellow,att_post_right,att_hd_post,att_ibox_post,att_goal_low_centre,att_obx_left,goal_fastbreak,accurate_keeper_sweeper,cross_not_claimed,dive_catch,dive_save,penalty_faced,stand_catch,stand_save,total_keeper_sweeper,att_obxd_left,att_pen_target,penalty_won,att_lg_right,att_obp_goal,att_obxd_right,att_freekick_goal,own_goals,gk_smother,penalty_save,att_obx_right,back_pass,att_lg_left,blocked_pass,put_through,att_pen_post,att_pen_miss
3681,20,205.0,5.0,2.0,71.0,15.0,3.0,31.0,276.0,4.0,14.0,21.0,14.0,104.0,68.0,2.0,2.0,,2.0,,2.0,,2.0,,,,1.0,,,,1.0,,1.0,,,,,28.0,47.0,1.0,3.0,1.0,1.0,,,1.0,5.0,1.0,34.0,39.0,3.0,56.0,33.0,31.0,0.0,12.0,150.0,10.0,21.0,19.0,2.0,,,,54.0,25.0,4.0,18.0,53.0,63.0,40.0,9.0,8.0,907.0,7.0,1.0,1.0,,8.0,27.0,4.0,7.0,2.0,97.0,60.0,35.0,12.0,93.0,2.0,21.0,2.0,224.0,8.0,93.0,6.0,1.0,1.0,35.0,2.0,101.0,29.0,3.0,40.0,324.0,3.0,2.0,11.0,4.0,491.0,2.0,2.0,3.0,4.0,1.0,7.0,1.0,,1.0,,,,,1.0,1.0,,1.0,,,,,,1.0,2.0,,4.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4410,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2607,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3866,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3725,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,20,181.0,34.0,1.0,235.0,1.0,27.0,49.0,404.0,4.0,14.0,8.0,20.0,76.0,69.0,10.0,5.0,,1.0,1.0,2.0,1.0,2.0,3.0,3.0,15.0,2.0,1.0,6.0,1.0,12.0,13.0,2.0,1.0,,,,62.0,54.0,2.0,2.0,6.0,5.0,,,6.0,9.0,5.0,44.0,37.0,2.0,3.0,1.0,113.0,0.0,16.0,175.0,6.0,21.0,17.0,4.0,1.0,1.0,,5.0,19.0,5.0,16.0,151.0,67.0,35.0,13.0,5.0,723.0,,8.0,10.0,4.0,2.0,118.0,32.0,43.0,,170.0,156.0,22.0,27.0,108.0,8.0,130.0,18.0,195.0,56.0,17.0,4.0,44.0,21.0,192.0,4.0,345.0,15.0,27.0,70.0,496.0,18.0,4.0,16.0,4.0,655.0,16.0,16.0,10.0,2.0,9.0,12.0,1.0,,2.0,,,,,2.0,5.0,,1.0,,,,1.0,,1.0,,,3.0,12.0,4.0,1.0,7.0,,,7.0,8.0,,1.0,,,5.0,2.0,,1.0,,,,,,26.0,2.0,35.0,,26.0,,,1.0,1.0,,,,,3.0,,,,,,6.0,,,,,23.0,1.0,,,,,,,,,,,,8.0,,1.0,,,,3.0,1.0,14.0,,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4180,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4277,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3818,20,77.0,1.0,1.0,77.0,7.0,3.0,11.0,150.0,54.0,9.0,4.0,9.0,57.0,51.0,3.0,,,,,,,,,,,,,,,,,,,,,,22.0,24.0,,11.0,,15.0,,,7.0,6.0,3.0,40.0,33.0,11.0,21.0,11.0,28.0,18.0,10.0,74.0,9.0,14.0,12.0,2.0,,,,14.0,13.0,1.0,11.0,80.0,33.0,19.0,5.0,11.0,655.0,1.0,2.0,3.0,,2.0,9.0,38.0,14.0,1.0,92.0,81.0,15.0,9.0,13.0,,34.0,5.0,90.0,8.0,32.0,2.0,15.0,15.0,53.0,2.0,114.0,22.0,3.0,19.0,189.0,,3.0,26.0,73.0,380.0,5.0,5.0,2.0,1.0,1.0,16.0,4.0,,,,,,,,,,,,,,,,,1.0,,1.0,4.0,4.0,,2.0,,,8.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,20,290.0,22.0,2.0,223.0,18.0,2.0,56.0,507.0,61.0,9.0,18.0,19.0,107.0,108.0,8.0,,,,,,,,1.0,,,,1.0,3.0,4.0,9.0,2.0,4.0,1.0,,2.0,1.0,68.0,54.0,,8.0,3.0,12.0,5.0,1.0,4.0,2.0,4.0,38.0,50.0,8.0,36.0,11.0,113.0,0.0,14.0,295.0,13.0,21.0,18.0,3.0,,,,31.0,43.0,5.0,32.0,188.0,187.0,108.0,7.0,23.0,1269.0,7.0,5.0,4.0,5.0,9.0,22.0,104.0,18.0,1.0,180.0,149.0,38.0,15.0,81.0,3.0,89.0,9.0,322.0,45.0,67.0,3.0,9.0,9.0,153.0,4.0,319.0,61.0,2.0,109.0,632.0,11.0,1.0,26.0,69.0,907.0,4.0,4.0,4.0,8.0,3.0,20.0,6.0,,,,,,,1.0,3.0,5.0,11.0,1.0,,,,,,1.0,,2.0,6.0,6.0,,1.0,,,5.0,,,,,,1.0,,,4.0,1.0,1.0,,,,,,,1.0,,4.0,,,1.0,,,,,,,,,,2.0,,,8.0,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,
4115,20,25.0,8.0,,56.0,,3.0,13.0,78.0,,7.0,4.0,6.0,12.0,6.0,5.0,,,,,,,,,1.0,2.0,1.0,1.0,3.0,2.0,7.0,7.0,,,,,1.0,12.0,12.0,,,2.0,3.0,,,3.0,4.0,1.0,20.0,17.0,,,,11.0,231.0,2.0,19.0,2.0,2.0,2.0,,,,,,,,,26.0,7.0,5.0,2.0,,214.0,,3.0,2.0,2.0,,13.0,18.0,5.0,,34.0,34.0,7.0,4.0,38.0,3.0,28.0,5.0,29.0,12.0,,9.0,7.0,5.0,37.0,1.0,73.0,1.0,3.0,15.0,95.0,7.0,1.0,3.0,,132.0,4.0,4.0,5.0,3.0,,2.0,,,1.0,,,,,,2.0,1.0,5.0,1.0,,,,,,,,5.0,3.0,3.0,,,,,2.0,,,,,1.0,1.0,,,,1.0,,,,,3.0,,,1.0,,,,,,,,,,,,,,,1.0,2.0,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2980,20,372.0,34.0,4.0,406.0,6.0,28.0,79.0,775.0,4.0,18.0,20.0,33.0,195.0,196.0,11.0,2.0,,1.0,,1.0,,1.0,1.0,,,3.0,,5.0,,6.0,5.0,,,,,,158.0,142.0,1.0,4.0,2.0,24.0,6.0,,8.0,21.0,11.0,98.0,112.0,4.0,23.0,13.0,176.0,0.0,33.0,329.0,24.0,37.0,27.0,10.0,2.0,1.0,1.0,25.0,45.0,3.0,36.0,239.0,113.0,67.0,11.0,15.0,2363.0,,7.0,8.0,1.0,18.0,121.0,168.0,44.0,5.0,313.0,275.0,73.0,57.0,243.0,6.0,177.0,15.0,418.0,55.0,61.0,5.0,17.0,15.0,281.0,6.0,568.0,31.0,29.0,104.0,969.0,9.0,2.0,55.0,6.0,1291.0,33.0,33.0,35.0,11.0,5.0,41.0,5.0,,,,,,,2.0,2.0,1.0,8.0,1.0,,,1.0,,,1.0,1.0,2.0,3.0,2.0,1.0,2.0,,,2.0,5.0,,1.0,,1.0,12.0,2.0,,,1.0,,,,,2.0,4.0,23.0,,17.0,,1.0,,,,,,,,,,,,,5.0,2.0,,,,2.0,,1.0,,,,,,,,,,,1.0,,,,,,1.0,,9.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3880,20,1.0,,,1.0,,,,2.0,,1.0,,2.0,2.0,,,2.0,1.0,,,,,2.0,1.0,1.0,1.0,1.0,1.0,,,,2.0,,,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,0.0,,1.0,,,,,,,,,,,,1.0,,,1.0,,15.0,,,,1.0,,1.0,,,,1.0,1.0,,,,2.0,,,1.0,,,,,,1.0,,2.0,,,,3.0,3.0,,,,8.0,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3903,20,150.0,15.0,2.0,208.0,,41.0,16.0,357.0,3.0,5.0,3.0,12.0,55.0,42.0,9.0,14.0,,2.0,,3.0,4.0,5.0,4.0,,2.0,2.0,,4.0,,6.0,16.0,1.0,,,,3.0,143.0,37.0,3.0,5.0,6.0,8.0,,,,19.0,2.0,39.0,29.0,5.0,4.0,2.0,31.0,0.0,5.0,92.0,10.0,10.0,10.0,,1.0,1.0,1.0,2.0,13.0,,8.0,56.0,17.0,12.0,5.0,1.0,800.0,,5.0,5.0,8.0,2.0,108.0,19.0,12.0,1.0,84.0,83.0,12.0,24.0,103.0,9.0,119.0,10.0,157.0,21.0,5.0,4.0,7.0,5.0,145.0,5.0,244.0,1.0,42.0,18.0,394.0,23.0,9.0,17.0,3.0,521.0,14.0,14.0,9.0,5.0,8.0,11.0,1.0,,2.0,1.0,,1.0,4.0,5.0,2.0,4.0,18.0,2.0,4.0,4.0,,,,,,,1.0,1.0,,,,2.0,5.0,,1.0,2.0,1.0,,1.0,2.0,,,2.0,1.0,,,2.0,4.0,,,,,,,2.0,,,,,1.0,,,,,,,4.0,,,,,2.0,3.0,2.0,,,,,,,,,,,,,2.0,,,,,2.0,2.0,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
2553,20,99.0,11.0,7.0,288.0,1.0,49.0,27.0,385.0,6.0,22.0,10.0,30.0,265.0,194.0,25.0,27.0,3.0,5.0,1.0,11.0,6.0,16.0,11.0,1.0,13.0,9.0,7.0,8.0,3.0,15.0,47.0,4.0,1.0,1.0,1.0,5.0,126.0,61.0,13.0,,9.0,2.0,2.0,,2.0,47.0,4.0,129.0,63.0,,5.0,,31.0,0.0,33.0,115.0,29.0,52.0,41.0,11.0,2.0,1.0,1.0,2.0,14.0,1.0,11.0,144.0,33.0,17.0,18.0,1.0,2451.0,,10.0,17.0,31.0,2.0,105.0,45.0,30.0,,323.0,320.0,13.0,38.0,155.0,26.0,156.0,27.0,112.0,19.0,8.0,39.0,15.0,15.0,259.0,36.0,443.0,4.0,57.0,40.0,540.0,66.0,10.0,14.0,6.0,852.0,75.0,75.0,27.0,8.0,15.0,12.0,1.0,7.0,6.0,,3.0,5.0,17.0,5.0,3.0,12.0,42.0,1.0,15.0,17.0,1.0,,1.0,,2.0,12.0,2.0,2.0,,,,10.0,13.0,,7.0,2.0,2.0,1.0,10.0,6.0,,,2.0,3.0,,1.0,7.0,2.0,,,,,,,,6.0,,,1.0,2.0,1.0,,1.0,1.0,,1.0,7.0,,,2.0,,,17.0,,,,,,,,,,,,,,3.0,,,4.0,3.0,3.0,1.0,,,,1.0,4.0,,,,,,1.0,6.0,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,
4213,20,203.0,8.0,23.0,368.0,,91.0,18.0,571.0,5.0,81.0,61.0,34.0,249.0,168.0,18.0,51.0,4.0,10.0,4.0,20.0,13.0,21.0,21.0,5.0,17.0,8.0,11.0,10.0,8.0,35.0,74.0,2.0,4.0,1.0,,9.0,237.0,70.0,7.0,,28.0,14.0,5.0,,4.0,84.0,8.0,227.0,149.0,,8.0,7.0,109.0,350.0,27.0,192.0,32.0,45.0,39.0,6.0,2.0,2.0,2.0,15.0,18.0,,12.0,138.0,54.0,35.0,10.0,,2729.0,,10.0,10.0,45.0,7.0,92.0,113.0,32.0,5.0,427.0,416.0,12.0,47.0,204.0,36.0,172.0,20.0,234.0,17.0,19.0,41.0,10.0,10.0,292.0,89.0,547.0,1.0,100.0,31.0,771.0,109.0,11.0,14.0,6.0,1220.0,89.0,89.0,55.0,16.0,21.0,10.0,1.0,2.0,2.0,2.0,3.0,4.0,14.0,10.0,15.0,20.0,70.0,,9.0,16.0,,,,,1.0,19.0,,,,,1.0,10.0,6.0,,10.0,1.0,6.0,6.0,11.0,13.0,,3.0,2.0,13.0,,3.0,5.0,1.0,,,1.0,,,,4.0,12.0,1.0,,3.0,2.0,,2.0,,3.0,1.0,1.0,8.0,,,5.0,,,27.0,2.0,,,,,,,,,,,,,5.0,,,2.0,2.0,5.0,2.0,,,,1.0,4.0,,,,1.0,2.0,5.0,2.0,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,
4036,20,30.0,3.0,,100.0,,7.0,1.0,111.0,4.0,13.0,5.0,12.0,89.0,51.0,10.0,1.0,,,,,1.0,2.0,4.0,1.0,3.0,,1.0,2.0,,2.0,7.0,,,,,2.0,34.0,26.0,,3.0,1.0,6.0,,1.0,3.0,11.0,2.0,45.0,32.0,3.0,,,15.0,0.0,1.0,46.0,8.0,13.0,10.0,3.0,2.0,2.0,1.0,3.0,5.0,,5.0,50.0,17.0,9.0,6.0,2.0,681.0,,15.0,6.0,4.0,1.0,16.0,45.0,12.0,,140.0,135.0,11.0,13.0,28.0,4.0,50.0,21.0,41.0,5.0,5.0,24.0,62.0,39.0,77.0,2.0,179.0,5.0,7.0,7.0,158.0,9.0,4.0,8.0,5.0,321.0,13.0,13.0,9.0,4.0,13.0,2.0,,3.0,,,,,,2.0,,3.0,6.0,4.0,,,1.0,,,,,10.0,19.0,7.0,1.0,9.0,,,32.0,4.0,,,,6.0,2.0,,,,,1.0,,,,25.0,,,,,,1.0,,3.0,,,,,1.0,,,,,,3.0,,,,,23.0,4.0,1.0,,,,,,,,,,,12.0,,,,,,1.0,,4.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3547,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2871,20,149.0,18.0,,108.0,88.0,,152.0,257.0,,1.0,1.0,38.0,321.0,237.0,,,,,,,,,,,,,,,,,,,,,,,,281.0,,,,3.0,8.0,,,,10.0,4.0,4.0,,29.0,,158.0,38.0,1.0,385.0,38.0,62.0,49.0,13.0,,,,,,,,48.0,518.0,207.0,17.0,42.0,3420.0,,,,,,58.0,57.0,12.0,4.0,367.0,366.0,33.0,,49.0,,38.0,,191.0,27.0,30.0,1.0,,,119.0,,291.0,228.0,,364.0,482.0,,,1.0,,1222.0,,,,11.0,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,4.0,,,,,7.0,,2.0,204.0,,,,,,,,,,,,,,,,349.0,,,,,,148.0,60.0,39.0,209.0,153.0,23.0,69.0,50.0,119.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,12.0,2.0,9.0,30.0,8.0,6.0,8.0,13.0,,,,,,,,,1.0,4.0,,1.0,,,,,
3904,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4175,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4411,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3022,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3979,20,681.0,62.0,1.0,655.0,3.0,65.0,143.0,1335.0,7.0,10.0,4.0,33.0,272.0,196.0,32.0,2.0,1.0,,,,1.0,2.0,3.0,3.0,5.0,4.0,3.0,6.0,2.0,13.0,15.0,1.0,,1.0,1.0,1.0,259.0,153.0,2.0,5.0,8.0,32.0,5.0,2.0,5.0,21.0,10.0,118.0,125.0,5.0,27.0,12.0,172.0,360.0,42.0,327.0,33.0,52.0,41.0,11.0,1.0,1.0,1.0,23.0,57.0,9.0,47.0,507.0,146.0,103.0,13.0,16.0,2900.0,,11.0,22.0,5.0,21.0,170.0,183.0,42.0,4.0,298.0,268.0,53.0,93.0,438.0,8.0,255.0,33.0,737.0,105.0,57.0,24.0,7.0,7.0,345.0,6.0,801.0,20.0,66.0,179.0,1531.0,21.0,6.0,79.0,7.0,1893.0,25.0,25.0,32.0,10.0,5.0,59.0,7.0,2.0,2.0,,,,,1.0,7.0,2.0,16.0,,,,,,,1.0,,10.0,1.0,1.0,,,,,2.0,,,1.0,1.0,4.0,7.0,4.0,,,,2.0,,1.0,,,,37.0,1.0,33.0,,,2.0,1.0,,,,,,,,,1.0,1.0,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,
4448,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3561,20,40.0,7.0,2.0,24.0,3.0,1.0,4.0,64.0,2.0,10.0,18.0,8.0,73.0,30.0,,2.0,1.0,1.0,,1.0,,2.0,,,1.0,,1.0,,,,,,,,,,9.0,7.0,,2.0,,4.0,1.0,,1.0,,3.0,15.0,29.0,2.0,39.0,27.0,20.0,0.0,1.0,64.0,6.0,12.0,12.0,,,,,38.0,6.0,2.0,3.0,18.0,38.0,14.0,5.0,3.0,550.0,2.0,,,,9.0,21.0,3.0,5.0,2.0,66.0,47.0,5.0,2.0,17.0,2.0,12.0,,54.0,10.0,58.0,,2.0,2.0,30.0,3.0,56.0,21.0,1.0,19.0,108.0,2.0,,11.0,2.0,209.0,1.0,1.0,,,,7.0,,,,,,,,1.0,,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
