id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_fwd_zone_pass,accurate_launches,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,assist_penalty_won,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_bx_right,att_corner,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_rf_target,att_rf_total,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,fifty_fifty,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,last_man_tackle,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,penalty_conceded,penalty_won,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,put_through,red_card,rightside_pass,second_goal_assist,shield_ball_oop,shot_off_target,six_yard_block,successful_fifty_fifty,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_goal_kicks,att_bx_left,att_cmiss_high,att_cmiss_left,att_goal_high_left,att_goal_high_right,att_goal_low_left,att_hd_goal,att_hd_miss,att_hd_post,att_ibox_goal,att_ibox_post,att_miss_high_left,att_post_high,att_rf_goal,att_setpiece,att_sv_high_centre,big_chance_scored,goals,goals_openplay,goal_kicks,post_scoring_att,total_sub_on,accurate_flick_on,accurate_layoffs,accurate_pull_back,accurate_through_ball,att_cmiss_right,att_goal_low_centre,att_lf_goal,att_obox_goal,att_one_on_one,total_through_ball,att_assist_setplay,att_goal_low_right,att_sv_high_left,corner_taken,accurate_corners_intobox,freekick_cross,total_corners_intobox,total_fastbreak,assist_pass_lost,accurate_freekick_cross,assist_own_goal,att_freekick_target,att_freekick_total,att_obox_post,att_post_left,goal_assist_deadball,goal_assist_setplay,assist_free_kick_won,att_cmiss_high_left,att_freekick_goal,att_freekick_miss,att_freekick_post,att_pen_goal,att_pen_target,att_sv_high_right,assist_handball_won,att_fastbreak,att_goal_high_centre,att_pen_post,att_post_right,shot_fastbreak,clearance_off_line,second_yellow,assist_blocked_shot,att_cmiss_high_right,goal_fastbreak,assist_attempt_saved,assist_post,att_obxd_left,att_obx_left,att_obp_goal,foul_throw_in,accurate_keeper_sweeper,accurate_keeper_throws,dive_save,diving_save,good_high_claim,keeper_pick_up,keeper_throws,own_goals,punches,saved_ibox,saved_obox,saves,stand_save,total_high_claim,total_keeper_sweeper,att_obxd_right,dangerous_play,cross_not_claimed,dive_catch,gk_smother,penalty_faced,stand_catch,att_lg_centre,att_obx_right,penalty_save,back_pass,att_lg_left,att_lg_right,att_pen_miss
23815,128177.0,Curtis Jones,Curtis,Jones,2001-01-30,England,England,48.0,M,Centre Central Midfielder,363,301.0,23.0,1.0,1.0,591.0,1.0,22.0,891.0,8.0,18.0,14.0,24.0,,7.0,81.0,40.0,12.0,7.0,10.0,5.0,2.0,,1.0,1.0,4.0,1.0,6.0,2.0,4.0,1.0,,,2.0,3.0,2.0,2.0,7.0,18.0,5.0,14.0,5.0,0.0,2.0,196.0,80.0,3.0,1.0,2.0,23.0,7.0,13.0,2.0,3.0,4.0,32.0,6.0,93.0,65.0,2.0,9.0,4.0,,1.0,38.0,94.0,4.0,18.0,205.0,13.0,14.0,14.0,,2.0,1.0,2.0,,4.0,41.0,,19.0,1.0,19.0,,267.0,53.0,43.0,6.0,3.0,1178.0,0.0,3.0,9.0,9.0,959.0,,1.0,180.0,159.0,,,38.0,1.0,150.0,150.0,10.0,27.0,43.0,23.0,,298.0,,,3.0,,16.0,301.0,884.0,13.0,44.0,12.0,324.0,36.0,9.0,34.0,7.0,7.0,331.0,4.0,649.0,3.0,8.0,30.0,1.0,966.0,,19.0,9.0,16.0,8.0,1200.0,32.0,22.0,22.0,13.0,1.0,12.0,22.0,3.0,6.0,2.0,,4.0,,,,,1.0,,,,1.0,,,,1.0,1.0,1.0,1.0,1.0,1.0,,,11.0,1.0,8.0,,1.0,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20277,154336.0,Jonny,Jonathan,Castro Otto,1994-03-03,Spain,Spain,19.0,D,Left Full Back,363,69.0,4.0,0.0,0.0,70.0,1.0,2.0,139.0,46.0,2.0,5.0,7.0,,3.0,51.0,22.0,1.0,,2.0,1.0,,,,,,1.0,,,,,0.0,,1.0,,,,,1.0,,1.0,,,,43.0,25.0,,,,13.0,,7.0,1.0,9.0,,7.0,3.0,28.0,30.0,,7.0,4.0,,,18.0,14.0,2.0,7.0,66.0,7.0,4.0,4.0,,,,,,4.0,16.0,,9.0,,9.0,,13.0,23.0,14.0,2.0,,499.0,2.0,1.0,1.0,,178.0,3.0,,69.0,1.0,,,10.0,,79.0,79.0,3.0,18.0,4.0,13.0,,60.0,,,1.0,,8.0,33.0,136.0,6.0,12.0,2.0,84.0,11.0,7.0,8.0,9.0,9.0,49.0,3.0,107.0,5.0,,10.0,,182.0,,1.0,5.0,11.0,52.0,324.0,6.0,9.0,9.0,11.0,0.0,2.0,3.0,4.0,5.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66570,266364.0,Dane Scarlett,Dane,Scarlett,2004-03-24,England,England,44.0,F,Left/Centre/Right Striker,363,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5220,275377.0,Fabian Schär,Fabian,Schär,1991-12-20,Switzerland,Switzerland,,D,Defender,363,313.0,55.0,,,135.0,7.0,63.0,448.0,20.0,25.0,16.0,18.0,,14.0,106.0,65.0,4.0,8.0,,4.0,,2.0,1.0,2.0,1.0,1.0,1.0,,,2.0,,2.0,,2.0,3.0,3.0,7.0,5.0,3.0,10.0,1.0,2.0,1.0,28.0,87.0,,1.0,1.0,13.0,3.0,12.0,2.0,2.0,4.0,5.0,2.0,70.0,51.0,1.0,51.0,25.0,1.0,,44.0,108.0,,22.0,283.0,13.0,21.0,17.0,4.0,,,,,25.0,39.0,,27.0,8.0,27.0,,177.0,146.0,75.0,10.0,10.0,1246.0,5.0,,,5.0,549.0,12.0,,37.0,64.0,,,27.0,1.0,162.0,162.0,1.0,61.0,25.0,13.0,1.0,93.0,,1.0,4.0,,21.0,57.0,421.0,7.0,12.0,,354.0,116.0,51.0,14.0,6.0,6.0,123.0,2.0,233.0,40.0,,148.0,1.0,581.0,,12.0,1.0,13.0,22.0,794.0,11.0,4.0,4.0,15.0,0.0,6.0,7.0,2.0,4.0,4.0,,,,,,,1.0,,1.0,,1.0,,,,1.0,1.0,,1.0,1.0,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,3.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
16234,90688.0,Ezequiel Schelotto,Ezequiel,Schelotto,1989-05-23,Argentina,Argentina,21.0,D,Defender,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8980,42702.0,Jeffrey Schlupp,Jeffrey,Schlupp,1992-12-23,Germany,Ghana,15.0,M,Left Winger,363,109.0,3.0,6.0,6.0,191.0,3.0,11.0,294.0,4.0,45.0,30.0,27.0,,19.0,144.0,69.0,14.0,4.0,15.0,9.0,,6.0,2.0,3.0,2.0,4.0,6.0,4.0,10.0,,1.0,,2.0,2.0,,2.0,4.0,10.0,2.0,5.0,3.0,2.0,1.0,77.0,65.0,5.0,1.0,5.0,29.0,4.0,17.0,,30.0,,41.0,6.0,161.0,107.0,5.0,11.0,8.0,,,50.0,50.0,4.0,25.0,137.0,15.0,26.0,21.0,5.0,3.0,3.0,3.0,,8.0,51.0,,22.0,3.0,22.0,,107.0,31.0,15.0,12.0,5.0,1425.0,,7.0,11.0,10.0,390.0,8.0,5.0,112.0,44.0,,,24.0,,243.0,243.0,8.0,31.0,26.0,29.0,,77.0,,2.0,4.0,1.0,30.0,107.0,286.0,16.0,74.0,18.0,128.0,16.0,11.0,64.0,30.0,30.0,155.0,16.0,300.0,11.0,6.0,27.0,,398.0,2.0,18.0,10.0,29.0,5.0,751.0,49.0,32.0,32.0,17.0,1.0,9.0,31.0,16.0,16.0,3.0,,4.0,,,,,1.0,,1.0,,2.0,,1.0,,1.0,2.0,2.0,1.0,2.0,1.0,,,12.0,2.0,5.0,1.0,,1.0,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2508,11230.0,Kasper Schmeichel,Kasper,Schmeichel,1986-11-05,Denmark,Denmark,1.0,G,Goalkeeper,363,675.0,130.0,,,76.0,33.0,241.0,751.0,,0.0,12.0,38.0,,,254.0,118.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,256.0,,,,0.0,,0.0,11.0,,,,6.0,1.0,15.0,,17.0,1.0,,,3.0,109.0,,,498.0,38.0,50.0,46.0,4.0,,,,,1.0,,,,,,,319.0,285.0,77.0,12.0,19.0,3420.0,,,,,660.0,,,102.0,66.0,,,7.0,4.0,325.0,325.0,,23.0,,0.0,,250.0,,,,,3.0,25.0,513.0,0.0,1.0,,784.0,216.0,17.0,2.0,,,109.0,,283.0,171.0,,548.0,0.0,1067.0,,,,0.0,,1385.0,,,,4.0,0.0,20.0,1.0,0.0,,,150.0,,,,,,,,,,,,,,,,,,,,210.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,176.0,21.0,42.0,17.0,216.0,181.0,1.0,7.0,69.0,19.0,88.0,7.0,20.0,4.0,,,,1.0,1.0,4.0,4.0,,,,,,,
14897,135591.0,Sean Longstaff,Sean,Longstaff,1997-10-30,England,England,36.0,M,Centre Central Midfielder,363,207.0,32.0,6.0,,254.0,4.0,50.0,455.0,6.0,19.0,11.0,22.0,,12.0,158.0,97.0,6.0,9.0,6.0,4.0,,3.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,1.0,,3.0,,4.0,2.0,2.0,9.0,8.0,3.0,10.0,4.0,1.0,,123.0,67.0,1.0,2.0,1.0,32.0,5.0,24.0,2.0,1.0,5.0,6.0,4.0,75.0,67.0,1.0,13.0,6.0,1.0,1.0,44.0,75.0,4.0,22.0,156.0,15.0,26.0,23.0,3.0,1.0,1.0,1.0,1.0,6.0,42.0,1.0,19.0,1.0,19.0,,149.0,81.0,49.0,8.0,1.0,1406.0,,5.0,7.0,5.0,531.0,5.0,1.0,66.0,98.0,,,32.0,2.0,153.0,153.0,3.0,30.0,34.0,32.0,,130.0,,,5.0,,23.0,95.0,431.0,21.0,11.0,12.0,237.0,57.0,13.0,9.0,25.0,6.0,144.0,1.0,346.0,18.0,6.0,87.0,,558.0,,15.0,1.0,31.0,6.0,786.0,17.0,17.0,17.0,21.0,0.0,10.0,4.0,4.0,14.0,2.0,,1.0,,2.0,,,,,,,,,,1.0,,3.0,,,,,,1.0,7.0,0.0,6.0,,,,,,,,,5.0,,,22.0,7.0,,20.0,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7013,315814.0,Jean Michaël Seri,Jean Michaël,Seri,1991-07-19,Cote D’Ivoire,Cote D’Ivoire,,M,Centre Central Midfielder,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54056,288236.0,Femi Seriki,Femi,Seriki,2002-04-28,England,England,3.0,D,Defender,363,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14656,287667.0,Ryan Sessegnon,Ryan,Sessegnon,2000-05-18,England,England,,M,Midfielder,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19844,255587.0,Meritan Shabani,Meritan,Shabani,1999-03-15,Germany,Germany,38.0,M,Centre Attacking Midfielder,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14393,53307.0,Jamie Shackleton,Jamie,Shackleton,1999-10-08,England,England,,M,Centre Central Midfielder,363,83.0,5.0,1.0,1.0,90.0,,3.0,172.0,18.0,6.0,0.0,13.0,,2.0,53.0,33.0,0.0,,2.0,0.0,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,,43.0,25.0,,,1.0,7.0,0.0,7.0,,2.0,,1.0,,17.0,15.0,1.0,2.0,1.0,,,19.0,13.0,1.0,3.0,43.0,3.0,11.0,11.0,,,,,,1.0,7.0,,9.0,2.0,9.0,,56.0,9.0,8.0,7.0,2.0,455.0,,1.0,1.0,,191.0,1.0,2.0,23.0,40.0,,,3.0,3.0,33.0,33.0,2.0,12.0,11.0,7.0,,50.0,,,,,10.0,49.0,171.0,2.0,1.0,2.0,89.0,7.0,2.0,3.0,2.0,2.0,58.0,,105.0,1.0,6.0,6.0,1.0,192.0,1.0,0.0,2.0,10.0,19.0,263.0,9.0,7.0,7.0,2.0,0.0,6.0,3.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,10.0,,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5267,289343.0,Xherdan Shaqiri,Xherdan,Shaqiri,1991-10-10,Kosovo,Switzerland,29.0,M,Left/Right Winger,363,105.0,13.0,7.0,5.0,250.0,1.0,13.0,348.0,6.0,7.0,2.0,14.0,,6.0,39.0,13.0,2.0,9.0,15.0,1.0,1.0,1.0,,,2.0,,,,11.0,1.0,1.0,,1.0,3.0,6.0,,9.0,9.0,,,,,,97.0,34.0,4.0,,,12.0,5.0,5.0,,3.0,10.0,7.0,3.0,33.0,21.0,,,,,,13.0,33.0,3.0,11.0,96.0,5.0,7.0,7.0,,2.0,2.0,2.0,,,14.0,,2.0,,2.0,,123.0,29.0,27.0,7.0,2.0,553.0,,9.0,10.0,,391.0,,1.0,36.0,79.0,,,56.0,2.0,91.0,91.0,6.0,12.0,16.0,12.0,,83.0,,,6.0,,3.0,150.0,341.0,4.0,10.0,19.0,111.0,27.0,,9.0,22.0,13.0,189.0,3.0,310.0,2.0,14.0,18.0,,399.0,,11.0,4.0,7.0,6.0,499.0,12.0,13.0,13.0,6.0,0.0,4.0,6.0,6.0,4.0,2.0,,,1.0,,,,,,,,,,3.0,,,,,,,,,,9.0,2.0,14.0,,2.0,,,,,,5.0,2.0,,,13.0,3.0,,10.0,1.0,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4626,20023.0,Billy Sharp,Billy,Sharp,1986-02-05,England,England,10.0,F,Centre Striker,363,20.0,2.0,1.0,1.0,65.0,,,84.0,,28.0,12.0,16.0,,9.0,74.0,41.0,8.0,1.0,4.0,6.0,,1.0,,1.0,,2.0,3.0,2.0,2.0,1.0,,,2.0,,1.0,,1.0,6.0,1.0,6.0,2.0,,1.0,44.0,14.0,1.0,1.0,,8.0,,7.0,,8.0,,16.0,1.0,72.0,35.0,,2.0,2.0,,,24.0,7.0,3.0,14.0,23.0,7.0,15.0,13.0,2.0,,,,,2.0,15.0,,,,,,28.0,2.0,,12.0,,730.0,,1.0,3.0,6.0,101.0,,,33.0,16.0,,,7.0,1.0,79.0,79.0,4.0,2.0,8.0,8.0,,17.0,,,3.0,,12.0,49.0,73.0,2.0,23.0,4.0,23.0,4.0,2.0,12.0,8.0,8.0,69.0,7.0,97.0,,7.0,,11.0,112.0,,9.0,3.0,5.0,,216.0,32.0,18.0,18.0,14.0,2.0,3.0,5.0,6.0,1.0,1.0,,1.0,1.0,,,1.0,2.0,,1.0,,3.0,,,,3.0,,,3.0,3.0,1.0,,,9.0,4.0,6.0,,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15367,282885.0,Conor Shaughnessy,Conor,Shaughnessy,1996-06-30,Ireland,Ireland,16.0,M,Centre Central Midfielder,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4608,14011.0,Luke Shaw,Luke,Shaw,1995-07-12,England,England,23.0,D,Left Full Back,363,586.0,22.0,57.0,26.0,839.0,,29.0,1368.0,225.0,28.0,38.0,32.0,,20.0,211.0,123.0,8.0,3.0,39.0,4.0,,1.0,,,1.0,2.0,4.0,4.0,9.0,,1.0,,1.0,1.0,1.0,1.0,3.0,10.0,1.0,2.0,2.0,2.0,,301.0,187.0,7.0,,5.0,79.0,2.0,15.0,10.0,47.0,40.0,21.0,11.0,125.0,146.0,5.0,39.0,16.0,,2.0,75.0,159.0,5.0,42.0,523.0,30.0,33.0,32.0,1.0,5.0,5.0,4.0,1.0,16.0,89.0,,20.0,3.0,20.0,,110.0,127.0,94.0,5.0,16.0,2655.0,3.0,28.0,44.0,6.0,1587.0,9.0,3.0,588.0,17.0,,,216.0,4.0,488.0,488.0,11.0,97.0,79.0,79.0,,675.0,1.0,,3.0,,41.0,457.0,1349.0,25.0,41.0,72.0,644.0,51.0,39.0,56.0,189.0,98.0,590.0,4.0,1154.0,8.0,3.0,58.0,3.0,1609.0,8.0,11.0,3.0,44.0,262.0,2417.0,66.0,25.0,25.0,28.0,0.0,16.0,36.0,17.0,28.0,8.0,,3.0,,,,,,,,,1.0,,1.0,,,,,,1.0,1.0,,,2.0,2.0,3.0,3.0,,,,1.0,,,,28.0,1.0,,97.0,31.0,11.0,91.0,,,6.0,,,,,,1.0,1.0,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
4135,19695.0,Jonjo Shelvey,Jonjo,Shelvey,1992-02-27,England,England,8.0,M,Centre Central Midfielder,363,563.0,149.0,22.0,10.0,529.0,12.0,173.0,1070.0,0.0,23.0,28.0,30.0,,21.0,272.0,169.0,11.0,31.0,17.0,9.0,1.0,5.0,2.0,5.0,1.0,6.0,4.0,1.0,6.0,5.0,4.0,4.0,4.0,13.0,12.0,4.0,30.0,23.0,5.0,31.0,2.0,3.0,1.0,186.0,181.0,4.0,1.0,2.0,33.0,14.0,27.0,6.0,14.0,18.0,5.0,7.0,91.0,96.0,2.0,40.0,18.0,,,88.0,314.0,1.0,31.0,486.0,29.0,46.0,41.0,5.0,3.0,2.0,1.0,,18.0,91.0,1.0,36.0,5.0,36.0,,340.0,258.0,129.0,12.0,10.0,2617.0,1.0,14.0,23.0,9.0,1313.0,14.0,,173.0,219.0,,,149.0,3.0,437.0,437.0,6.0,77.0,98.0,33.0,,389.0,,,19.0,,46.0,246.0,997.0,12.0,11.0,37.0,639.0,283.0,40.0,26.0,94.0,54.0,423.0,9.0,856.0,53.0,6.0,323.0,0.0,1401.0,1.0,42.0,1.0,39.0,0.0,1785.0,25.0,19.0,19.0,10.0,0.0,11.0,20.0,9.0,14.0,7.0,,,2.0,,,,1.0,,2.0,,,,1.0,1.0,1.0,2.0,1.0,,1.0,1.0,,1.0,1.0,3.0,6.0,,1.0,1.0,,,1.0,,1.0,17.0,,1.0,48.0,12.0,22.0,41.0,1.0,,5.0,,2.0,11.0,1.0,,2.0,2.0,,,,4.0,1.0,,,,,1.0,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
64142,269845.0,Shola Shoretire,Shola,Shoretire,2004-02-02,Nigeria,England,47.0,F,Left/Right Winger,363,1.0,,,,4.0,,,5.0,,1.0,1.0,2.0,,,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,1.0,,,,1.0,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,6.0,,,1.0,,,,,,3.0,3.0,,1.0,,1.0,,3.0,,,,,,3.0,5.0,,0.0,,2.0,,,,,,3.0,,4.0,,,,,6.0,,,,,,10.0,,2.0,2.0,,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20027,261500.0,Saul Shotton,Saul,Shotton,2000-11-10,England,England,,D,Centre Central Defender,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12576,293406.0,Djibril Sidibé,Djibril,Sidibé,1992-07-29,France,France,19.0,D,Right Full Back,363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23797,285083.0,Sidnei Tavares,Sidnei Wilson Vieira David,Tavares,2001-09-29,Portugal,Portugal,50.0,M,Centre Central Midfielder,363,12.0,,,,6.0,,,18.0,,1.0,1.0,2.0,,,4.0,3.0,,1.0,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,,,1.0,11.0,6.0,,,,,,,,,,3.0,1.0,5.0,6.0,,,,,,3.0,,1.0,1.0,6.0,1.0,1.0,1.0,,,,,,,2.0,,,,,,3.0,2.0,2.0,,,85.0,,,,1.0,25.0,1.0,,,3.0,,,,,13.0,13.0,2.0,1.0,3.0,,,6.0,,,,,,,17.0,,3.0,,15.0,,,1.0,,,1.0,1.0,11.0,,2.0,,,26.0,,1.0,1.0,1.0,,38.0,1.0,2.0,2.0,3.0,0.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
