id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_fwd_zone_pass,accurate_launches,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_lf_total,att_obox_blocked,att_obx_centre,att_rf_total,ball_recovery,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,final_third_entries,formation_place,fouls,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,hand_ball,head_clearance,interception,interceptions_in_box,interception_won,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,outfielder_block,passes_left,passes_right,penalty_conceded,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,shield_ball_oop,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_cross,total_cross_nocorner,total_final_third_passes,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,was_fouled,wins,won_tackle,yellow_card,accurate_goal_kicks,accurate_keeper_throws,att_assist_setplay,cross_not_claimed,dive_catch,dive_save,diving_save,error_lead_to_shot,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,penalty_save,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_contest,total_high_claim,won_contest,last_man_tackle,accurate_flick_on,accurate_layoffs,att_bx_centre,att_freekick_miss,att_freekick_total,att_hd_miss,att_hd_post,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_post,att_miss_high,att_miss_high_right,att_miss_left,att_miss_right,att_obox_miss,att_post_high,att_setpiece,clearance_off_line,error_lead_to_goal,fouled_final_third,foul_throw_in,head_pass,hit_woodwork,open_play_pass,own_goals,post_scoring_att,shot_off_target,successful_open_play_pass,total_flick_on,total_sub_on,won_corners,accurate_through_ball,total_through_ball,total_offside,attempts_ibox,attempts_obox,att_hd_target,att_ibox_target,att_lg_centre,att_miss_high_left,att_obox_target,att_obx_right,att_openplay,att_rf_target,att_sv_high_centre,att_sv_low_centre,att_sv_low_left,att_sv_low_right,goal_assist,goal_assist_deadball,goal_assist_intentional,goal_assist_openplay,goal_assist_setplay,ontarget_scoring_att,touches_in_opp_box,gk_smother,att_fastbreak,att_freekick_goal,att_goal_high_left,att_goal_high_right,att_goal_low_left,att_hd_goal,att_ibox_goal,att_lf_goal,att_obox_goal,att_rf_goal,corner_taken,dangerous_play,goals,shot_fastbreak,accurate_corners_intobox,total_corners_intobox,att_corner,att_goal_low_centre,six_yard_block,att_goal_low_right,att_lf_target,att_post_right,penalty_won,red_card,second_yellow,att_cmiss_right,freekick_cross,goal_fastbreak,att_bx_right,att_cmiss_high,att_cmiss_left,att_goal_high_centre,att_sv_high_right,goals_openplay,total_fastbreak,att_sv_high_left,att_bx_left,att_freekick_target,att_pen_target,leftside_pass,att_pen_goal,att_post_left,att_obxd_left,att_obx_left,att_obxd_right,att_obox_post,accurate_freekick_cross,att_cmiss_high_right,fwd_pass,att_pen_miss,att_pen_post,att_freekick_post,back_pass,backward_pass,att_cmiss_high_left,att_lg_left,att_obp_goal,att_lg_right,rightside_pass,big_chance_scored
2390,119701.0,Zoltán Gera,Zoltán,Gera,1979-04-22,Hungary,Hungary,20.0,M,Left/Right Winger,17,254.0,12.0,5.0,5.0,401.0,1.0,17.0,650.0,7.0,29.0,26.0,32.0,150.0,133.0,24.0,8.0,8.0,19.0,25.0,102.0,10.0,11.0,28.0,4.0,25.0,15.0,41.0,8.0,147.0,124.0,10.0,12.0,4.0,105.0,385.0,31.0,20.0,21.0,18.0,3.0,2.0,16.0,53.0,,53.0,62.0,29.0,12.0,5.0,1718.0,,13.0,11.0,5.0,97.0,116.0,,56.0,,298.0,280.0,36.0,15.0,51.0,1.0,203.0,24.0,289.0,23.0,30.0,41.0,40.0,303.0,577.0,7.0,76.0,30.0,825.0,41.0,9.0,58.0,9.0,1311.0,61.0,26.0,12.0,47.0,2.0,,,,,,,,,,,,,,,,,,,,,34.0,,14.0,,8.0,67.0,2.0,,,2.0,2.0,7.0,3.0,8.0,3.0,4.0,2.0,7.0,3.0,8.0,2.0,4.0,,,,1.0,2.0,3.0,31.0,,3.0,19.0,22.0,28.0,12.0,11.0,9.0,13.0,2.0,3.0,1.0,3.0,6.0,,,3.0,,1.0,6.0,,2.0,4.0,2.0,,,,,,11.0,3.0,,,,,,1.0,,1.0,,1.0,2.0,2.0,1.0,2.0,,,1.0,2.0,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,
2316,4710.0,Geremi,Geremi Sorele,Nijtap Fotso,1978-12-20,Cameroon,Cameroon,20.0,M,Midfielder,17,160.0,16.0,16.0,13.0,242.0,10.0,35.0,386.0,34.0,13.0,9.0,15.0,101.0,61.0,11.0,1.0,5.0,13.0,16.0,58.0,2.0,7.0,6.0,,16.0,30.0,12.0,5.0,48.0,54.0,2.0,9.0,8.0,135.0,0.0,16.0,11.0,22.0,20.0,2.0,1.0,14.0,13.0,,13.0,79.0,42.0,8.0,1.0,1025.0,,9.0,7.0,1.0,47.0,114.0,,84.0,4.0,231.0,220.0,14.0,20.0,24.0,,113.0,16.0,178.0,47.0,20.0,88.0,67.0,186.0,418.0,31.0,12.0,65.0,508.0,18.0,6.0,28.0,41.0,821.0,24.0,12.0,2.0,22.0,2.0,,,2.0,,,,,,,,,,,,,,,,,,7.0,,5.0,,2.0,11.0,,2.0,7.0,1.0,,1.0,2.0,1.0,,2.0,3.0,1.0,1.0,6.0,1.0,,,,,,,1.0,,,1.0,8.0,,13.0,4.0,16.0,2.0,5.0,2.0,,,,,2.0,,3.0,,,3.0,,,,2.0,3.0,1.0,3.0,2.0,1.0,3.0,,,,,,,,,,,,,21.0,,,,3.0,21.0,,,,,,,,,,,3.0,,,1.0,,,,,,1.0,,2.0,,,,,,,,1.0,2.0,,,,,1.0,,,,,,,,
1575,144230.0,Steven Gerrard,Steven,Gerrard,1980-05-30,England,England,8.0,M,Midfielder,17,408.0,54.0,52.0,18.0,1019.0,4.0,125.0,1375.0,3.0,39.0,33.0,31.0,124.0,111.0,53.0,16.0,25.0,83.0,114.0,173.0,3.0,34.0,10.0,11.0,45.0,36.0,45.0,7.0,136.0,150.0,3.0,17.0,10.0,336.0,128.0,21.0,30.0,18.0,16.0,2.0,1.0,22.0,38.0,,37.0,204.0,142.0,2.0,3.0,2630.0,,44.0,45.0,2.0,228.0,286.0,,156.0,2.0,599.0,582.0,76.0,12.0,85.0,1.0,557.0,89.0,450.0,114.0,34.0,221.0,116.0,788.0,1480.0,17.0,158.0,170.0,1709.0,133.0,11.0,54.0,3.0,2524.0,78.0,32.0,22.0,37.0,5.0,,,27.0,,,,,2.0,,,,,,,,,,,,,54.0,,31.0,,29.0,153.0,6.0,6.0,21.0,2.0,,3.0,9.0,14.0,2.0,12.0,4.0,23.0,12.0,39.0,3.0,2.0,,,3.0,,,6.0,,,5.0,58.0,,71.0,1.0,41.0,17.0,60.0,5.0,,,,8.0,,2.0,17.0,,23.0,22.0,2.0,8.0,6.0,4.0,9.0,4.0,8.0,5.0,4.0,41.0,,,4.0,1.0,,3.0,4.0,1.0,12.0,,4.0,15.0,132.0,2.0,16.0,4.0,35.0,106.0,,2.0,1.0,7.0,3.0,,1.0,,,3.0,10.0,,,1.0,1.0,,3.0,3.0,,2.0,2.0,5.0,1.0,,4.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,,,,1.0,,,,,,,,
2443,5209.0,Stelios Giannakopoulos,Stelios,Giannakopoulos,1974-07-12,Greece,Greece,33.0,M,Midfielder,17,4.0,1.0,,,5.0,,1.0,9.0,,1.0,,2.0,2.0,8.0,,,,,,1.0,,,1.0,,1.0,,,1.0,2.0,2.0,,,,5.0,0.0,,,3.0,2.0,1.0,,1.0,,,,3.0,1.0,1.0,,29.0,,,,,,3.0,,2.0,,7.0,6.0,,,1.0,,2.0,,5.0,2.0,1.0,2.0,1.0,5.0,10.0,2.0,1.0,2.0,13.0,,,1.0,,19.0,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3046,312092.0,Kieran Gibbs,Kieran,Gibbs,1989-09-26,England,England,3.0,D,Left Full Back,17,109.0,8.0,2.0,2.0,123.0,4.0,7.0,230.0,51.0,7.0,15.0,8.0,43.0,38.0,4.0,6.0,,2.0,,39.0,6.0,1.0,4.0,1.0,12.0,3.0,1.0,4.0,20.0,46.0,6.0,22.0,15.0,33.0,0.0,4.0,6.0,10.0,9.0,1.0,,28.0,21.0,1.0,21.0,45.0,27.0,1.0,6.0,535.0,4.0,2.0,2.0,3.0,67.0,3.0,,6.0,1.0,90.0,69.0,7.0,15.0,17.0,2.0,42.0,4.0,125.0,16.0,43.0,15.0,15.0,57.0,162.0,12.0,1.0,15.0,272.0,7.0,1.0,23.0,59.0,488.0,4.0,3.0,3.0,13.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,9.0,,5.0,,,1.0,1.0,,,1.0,,1.0,1.0,4.0,,3.0,,2.0,1.0,2.0,,,2.0,,,,,,,,,6.0,,,2.0,2.0,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,
2942,180799.0,Darron Gibson,Darron,Gibson,1987-10-25,Ireland,Ireland,43.0,M,Midfielder,17,40.0,12.0,,,63.0,,12.0,103.0,,,,3.0,5.0,10.0,1.0,,,4.0,4.0,10.0,,,,1.0,,3.0,2.0,,6.0,4.0,,1.0,1.0,34.0,0.0,4.0,1.0,,,,1.0,1.0,2.0,1.0,2.0,22.0,12.0,,,138.0,,1.0,,,14.0,30.0,,8.0,,30.0,28.0,3.0,1.0,6.0,,31.0,1.0,42.0,23.0,3.0,3.0,3.0,48.0,86.0,5.0,9.0,26.0,125.0,4.0,,2.0,,156.0,3.0,1.0,3.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,2.0,,1.0,,,9.0,,,,,,,,,,,2.0,,1.0,3.0,,,,,,,,,,,,3.0,,,2.0,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,323.0,Ryan Giggs,Ryan,Giggs,1973-11-29,Wales,Wales,11.0,M,Left/Centre Central Midfielder,17,234.0,66.0,46.0,17.0,529.0,2.0,54.0,717.0,14.0,14.0,5.0,28.0,95.0,114.0,27.0,19.0,2.0,9.0,3.0,117.0,1.0,4.0,14.0,9.0,53.0,17.0,26.0,5.0,93.0,79.0,1.0,4.0,1.0,195.0,352.0,14.0,15.0,10.0,8.0,2.0,,4.0,29.0,1.0,29.0,131.0,92.0,4.0,,1500.0,,25.0,36.0,,181.0,100.0,,80.0,2.0,385.0,375.0,46.0,14.0,57.0,2.0,265.0,61.0,257.0,113.0,14.0,172.0,88.0,395.0,823.0,6.0,42.0,81.0,908.0,23.0,3.0,36.0,15.0,1419.0,33.0,19.0,19.0,25.0,,,,27.0,,,,,1.0,,,,,,,,,,,,,44.0,,19.0,,15.0,37.0,,2.0,6.0,1.0,,1.0,2.0,6.0,,2.0,2.0,2.0,3.0,3.0,,,,1.0,,,2.0,1.0,82.0,,,9.0,70.0,34.0,13.0,14.0,4.0,20.0,,,1.0,,3.0,,,5.0,,1.0,1.0,1.0,1.0,3.0,,7.0,2.0,6.0,5.0,2.0,10.0,2.0,,2.0,,,,,,1.0,1.0,1.0,1.0,93.0,1.0,2.0,2.0,30.0,85.0,,,1.0,2.0,7.0,,,,,,4.0,,,,,,1.0,,,2.0,,2.0,,,,,,,2.0,,1.0,1.0,1.0,,,,,,,,,,,
2164,12198.0,Kerrea Gilbert,Kerrea,Gilbert,1987-02-28,England,England,,D,Defender,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3116,117119.0,Matthew Briggs,Matthew,Briggs,1991-03-06,Guyana,Guyana,43.0,D,Left Full Back,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3067,16486.0,Jason Brown,Jason,Brown,1982-05-18,Wales,Wales,1.0,G,Goalkeeper,17,9.0,1.0,,,21.0,24.0,23.0,30.0,,,,4.0,27.0,10.0,,,,,,40.0,,,,1.0,,,,1.0,,1.0,,2.0,,41.0,0.0,,3.0,4.0,4.0,,,,,,,88.0,34.0,1.0,3.0,315.0,,,,,6.0,11.0,,5.0,1.0,64.0,63.0,,4.0,,,13.0,,14.0,1.0,3.0,,,35.0,64.0,70.0,1.0,70.0,78.0,,,1.0,,161.0,,,2.0,1.0,,15.0,11.0,,1.0,,5.0,5.0,,29.0,7.0,29.0,11.0,1.0,,1.0,6.0,2.0,9.0,2.0,1.0,,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3417,14166.0,Gerardo Bruna,Gerardo,Bruna,1991-01-29,Argentina,Argentina,21.0,M,Left Winger,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3744,222348.0,Chris Brunt,Chris,Brunt,1984-12-14,Northern Ireland,Northern Ireland,29.0,M,Left Winger,17,279.0,58.0,54.0,32.0,575.0,7.0,74.0,800.0,54.0,32.0,27.0,34.0,237.0,179.0,35.0,63.0,14.0,54.0,6.0,156.0,5.0,14.0,34.0,3.0,99.0,40.0,35.0,7.0,146.0,92.0,5.0,32.0,20.0,266.0,396.0,31.0,28.0,53.0,44.0,9.0,1.0,31.0,35.0,2.0,35.0,164.0,83.0,21.0,9.0,2374.0,,26.0,30.0,4.0,324.0,113.0,,111.0,2.0,534.0,513.0,45.0,29.0,82.0,2.0,294.0,56.0,325.0,113.0,53.0,233.0,163.0,469.0,978.0,42.0,50.0,145.0,1070.0,73.0,9.0,46.0,59.0,1828.0,62.0,13.0,6.0,33.0,3.0,,,19.0,,,,,,,,,,,,,,,,,,21.0,,6.0,,28.0,45.0,2.0,7.0,17.0,2.0,,4.0,,5.0,,16.0,,7.0,7.0,31.0,2.0,3.0,,,,,8.0,3.0,75.0,,2.0,38.0,55.0,63.0,6.0,26.0,10.0,19.0,1.0,,5.0,2.0,6.0,,6.0,7.0,1.0,12.0,2.0,3.0,5.0,3.0,,2.0,,1.0,2.0,,21.0,,,4.0,3.0,,,3.0,,5.0,8.0,3.0,,77.0,,8.0,4.0,22.0,70.0,,1.0,,4.0,9.0,,,,,1.0,5.0,1.0,,,2.0,,2.0,,3.0,,2.0,1.0,1.0,,1.0,,,1.0,1.0,2.0,1.0,,,,,1.0,,,,,,,,
1633,176855.0,Jimmy Bullard,Jimmy,Bullard,1978-10-23,England,England,21.0,M,Midfielder,17,442.0,62.0,41.0,16.0,576.0,4.0,95.0,977.0,11.0,4.0,6.0,19.0,141.0,125.0,19.0,2.0,12.0,42.0,52.0,112.0,1.0,14.0,13.0,4.0,19.0,23.0,38.0,7.0,83.0,88.0,1.0,3.0,,226.0,180.0,14.0,18.0,11.0,9.0,2.0,2.0,1.0,25.0,1.0,25.0,142.0,80.0,6.0,3.0,1591.0,,22.0,20.0,1.0,158.0,233.0,,105.0,,364.0,358.0,19.0,20.0,73.0,,235.0,42.0,474.0,126.0,9.0,130.0,66.0,358.0,841.0,15.0,37.0,141.0,1185.0,54.0,6.0,34.0,11.0,1665.0,41.0,37.0,6.0,20.0,1.0,,,20.0,,,,,,,,,,,,,,,,,,27.0,,11.0,,5.0,36.0,1.0,4.0,20.0,,,,2.0,1.0,,7.0,2.0,4.0,1.0,16.0,,,,,1.0,,5.0,,128.0,,,17.0,106.0,9.0,1.0,23.0,4.0,7.0,2.0,1.0,6.0,,5.0,2.0,3.0,16.0,,5.0,21.0,1.0,5.0,5.0,6.0,3.0,1.0,3.0,2.0,1.0,23.0,1.0,,1.0,,,1.0,1.0,,2.0,,,2.0,69.0,,2.0,1.0,25.0,64.0,,,,,,,,,,,3.0,,,,,,2.0,,1.0,2.0,,8.0,,,,,,,,,1.0,,,,,,,,,,,,,
3567,18555.0,Mark Bunn,Mark,Bunn,1984-11-16,England,England,31.0,G,Goalkeeper,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3568,168645.0,Björn Bussmann,Björn,Bussmann,1991-03-18,Germany,Germany,1.0,G,Goalkeeper,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3718,12513.0,Lee Butcher,Lee,Butcher,1988-10-11,England,England,18.0,G,Goalkeeper,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,3805.0,Nicky Butt,Nicky,Butt,1975-01-21,England,England,20.0,M,Midfielder,17,525.0,118.0,4.0,4.0,718.0,6.0,147.0,1239.0,10.0,38.0,31.0,33.0,292.0,242.0,15.0,5.0,4.0,16.0,15.0,201.0,7.0,7.0,41.0,6.0,10.0,16.0,56.0,11.0,191.0,234.0,7.0,37.0,20.0,429.0,136.0,47.0,33.0,47.0,42.0,5.0,1.0,41.0,78.0,7.0,77.0,280.0,165.0,16.0,11.0,2883.0,3.0,6.0,12.0,5.0,234.0,301.0,2.0,111.0,7.0,561.0,517.0,41.0,32.0,128.0,1.0,353.0,18.0,589.0,227.0,81.0,32.0,31.0,623.0,1088.0,46.0,69.0,247.0,1645.0,24.0,4.0,138.0,11.0,2396.0,93.0,50.0,6.0,89.0,6.0,,,2.0,,,,,2.0,,,,,,,,,,,,,25.0,,15.0,1.0,9.0,65.0,,2.0,5.0,2.0,1.0,3.0,3.0,3.0,1.0,4.0,1.0,1.0,5.0,10.0,1.0,3.0,,,,,,2.0,,,2.0,15.0,,17.0,,12.0,2.0,24.0,1.0,,,,1.0,,2.0,1.0,,,1.0,,1.0,1.0,,1.0,,1.0,1.0,,2.0,,,,,,,,,,,,,1.0,2.0,,,,1.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,
3505,217474.0,David Button,David,Button,1989-02-27,England,England,25.0,G,Goalkeeper,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539,31224.0,Lewis Buxton,Lewis,Buxton,1983-12-10,England,England,2.0,D,Defender,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3463,4702.0,Caçapa,Cláudio Roberto,da Silva,1976-05-29,Brazil,Brazil,6.0,D,Defender,17,62.0,9.0,,,60.0,1.0,22.0,122.0,,7.0,3.0,6.0,39.0,20.0,1.0,1.0,,,,29.0,1.0,,2.0,,,1.0,3.0,2.0,15.0,16.0,1.0,11.0,4.0,26.0,0.0,3.0,4.0,10.0,9.0,1.0,1.0,12.0,11.0,2.0,11.0,38.0,25.0,3.0,3.0,361.0,3.0,,2.0,2.0,26.0,13.0,,2.0,2.0,45.0,34.0,2.0,9.0,18.0,1.0,21.0,2.0,72.0,10.0,22.0,1.0,1.0,33.0,80.0,9.0,,30.0,151.0,2.0,1.0,4.0,,236.0,6.0,6.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,4.0,,3.0,,,,,,,1.0,,1.0,,1.0,,1.0,,,,,,,,1.0,,,,,,,,1.0,,1.0,2.0,,,,,,,,1.0,,,,,,,,1.0,,,1.0,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2620,288155.0,Gary Cahill,Gary,Cahill,1985-12-19,England,England,24.0,D,Centre Central Defender,17,293.0,33.0,1.0,1.0,163.0,41.0,66.0,455.0,1.0,40.0,102.0,33.0,342.0,263.0,4.0,2.0,2.0,4.0,8.0,176.0,6.0,7.0,5.0,6.0,1.0,2.0,16.0,7.0,77.0,164.0,6.0,241.0,152.0,177.0,165.0,15.0,33.0,46.0,44.0,2.0,1.0,282.0,45.0,10.0,44.0,238.0,104.0,15.0,33.0,2970.0,40.0,2.0,6.0,41.0,41.0,88.0,,58.0,5.0,456.0,254.0,7.0,101.0,68.0,5.0,93.0,8.0,333.0,76.0,443.0,3.0,3.0,221.0,354.0,118.0,1.0,167.0,684.0,23.0,,30.0,2.0,1486.0,30.0,24.0,11.0,22.0,1.0,,,,,,,,,,,,,,,,,,,,,10.0,,8.0,4.0,3.0,1.0,1.0,,,5.0,1.0,10.0,5.0,5.0,1.0,1.0,,,4.0,1.0,1.0,7.0,1.0,,,,8.0,2.0,36.0,,1.0,7.0,25.0,15.0,,8.0,2.0,2.0,,,,4.0,5.0,,1.0,1.0,,,1.0,,2.0,,3.0,4.0,1.0,1.0,3.0,1.0,9.0,2.0,,,,,,1.0,,3.0,,,3.0,,,3.0,,,,,,3.0,2.0,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
3440,303212.0,Felipe Caicedo,Felipe,Caicedo,1988-09-05,Ecuador,Ecuador,88.0,F,Striker,17,36.0,1.0,1.0,1.0,135.0,,6.0,170.0,,39.0,19.0,17.0,74.0,63.0,10.0,28.0,4.0,15.0,6.0,19.0,,8.0,2.0,1.0,1.0,,28.0,2.0,90.0,42.0,,4.0,3.0,30.0,0.0,15.0,10.0,12.0,9.0,3.0,2.0,8.0,4.0,,4.0,15.0,11.0,7.0,2.0,820.0,,4.0,6.0,1.0,32.0,28.0,,7.0,,109.0,104.0,8.0,1.0,10.0,,60.0,10.0,43.0,2.0,9.0,1.0,1.0,104.0,193.0,,53.0,8.0,235.0,35.0,9.0,8.0,,389.0,30.0,7.0,8.0,7.0,2.0,,,,,,,,,,,,,,,,,,,,,16.0,,8.0,,7.0,44.0,2.0,,,,,1.0,4.0,7.0,,2.0,,3.0,6.0,7.0,,2.0,1.0,,,,,,,,,14.0,,38.0,7.0,5.0,1.0,1.0,6.0,,,1.0,4.0,,3.0,4.0,,5.0,,,5.0,2.0,1.0,,,,,,13.0,,,3.0,,1.0,,1.0,,5.0,4.0,,1.0,,,5.0,3.0,,,,2.0,,1.0,7.0,,,,,,,1.0,,,,,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,
2590,98344.0,Henri Camara,Henri,Camara,1977-05-10,Senegal,Senegal,,F,Forward,17,18.0,1.0,3.0,3.0,75.0,,1.0,90.0,,7.0,2.0,21.0,68.0,37.0,11.0,5.0,2.0,7.0,12.0,20.0,1.0,5.0,2.0,,11.0,2.0,18.0,4.0,45.0,16.0,1.0,1.0,,14.0,0.0,3.0,3.0,9.0,9.0,,,,7.0,,7.0,6.0,5.0,10.0,,550.0,,4.0,7.0,,26.0,22.0,,4.0,1.0,70.0,69.0,12.0,2.0,6.0,,42.0,11.0,21.0,3.0,2.0,13.0,13.0,61.0,108.0,2.0,13.0,5.0,116.0,18.0,2.0,7.0,,243.0,23.0,2.0,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,20.0,,5.0,,3.0,11.0,1.0,,,,,,3.0,4.0,1.0,1.0,1.0,,3.0,2.0,1.0,3.0,,,,,,2.0,17.0,,1.0,7.0,12.0,8.0,18.0,6.0,,,10.0,2.0,,,1.0,,1.0,3.0,,2.0,2.0,1.0,,1.0,2.0,,,,,,6.0,3.0,,1.0,,,,,,2.0,,,2.0,,,2.0,1.0,,,,1.0,1.0,,2.0,,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
