id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,clean_sheet,draws,goals,losses,wins,yellow_card,goal_assist,red_card,attempts_conceded_ibox,game_started,goals_conceded,goals_conceded_ibox,goal_assist_openplay,mins_played,ontarget_att_assist,open_play_pass,poss_lost_all,poss_lost_ctrl,times_tackled,total_att_assist,total_pass,touches,winning_goal,own_goals,attempts_ibox,att_bx_centre,att_ibox_goal,att_lf_goal,att_lf_total,att_openplay,goals_openplay,ontarget_scoring_att,total_scoring_att,att_rf_goal,att_rf_total,total_sub_on,accurate_pass,successful_open_play_pass,total_sub_off
406,3337.0,Steve Stone,Steve,Stone,1971-08-20,England,England,,M,Midfielder,1,12.0,1.0,2.0,1.0,6.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,925.0,Gordon Strachan,Gordon,Strachan,1957-02-09,Scotland,Scotland,,M,Midfielder,1,31.0,6.0,9.0,4.0,13.0,9.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,226.0,Frank Strandli,Frank,Strandli,1972-05-16,Norway,Norway,,M,Midfielder,1,10.0,1.0,4.0,2.0,3.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,3673.0,Graham Stuart,Graham,Stuart,1970-10-24,England,England,4.0,M,Midfielder,1,39.0,8.0,14.0,9.0,13.0,12.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
583,27204.0,Neil Sullivan,Neil,Sullivan,1970-02-24,Scotland,Scotland,1.0,G,Goalkeeper,1,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,358.0,Daryl Sutch,Daryl,Sutch,1971-09-11,England,England,,D,Defender,1,22.0,1.0,6.0,2.0,7.0,9.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,4120.0,Chris Sutton,Chris,Sutton,1973-03-10,England,England,20.0,F,Forward,1,38.0,11.0,9.0,8.0,10.0,19.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,572.0,Steve Talboys,Steve,Talboys,1966-09-18,England,England,,M,Midfielder,1,7.0,0.0,2.0,,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,63.0,Frank Talia,Frank,Talia,1972-07-20,Australia,Australia,,G,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,207.0,Adam Tanner,Adam,Tanner,1973-10-25,England,England,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,42057.0,Shaun Teale,Shaun,Teale,1964-03-10,England,England,,D,Defender,1,39.0,14.0,11.0,1.0,9.0,19.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
610,26143.0,Martin Thomas,Martin,Thomas,1959-11-28,Wales,Wales,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,1779.0,Neil Thompson,Neil,Thompson,1963-10-02,England,England,,D,Defender,1,31.0,10.0,14.0,3.0,7.0,10.0,1.0,4.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
148,1077.0,Andy Thorn,Andy,Thorn,1966-11-12,England,England,,F,Forward,1,34.0,8.0,11.0,1.0,13.0,10.0,4.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,97827.0,Peter Thorne,Peter,Thorne,1973-06-21,England,England,10.0,F,Forward,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
545,525.0,Erik Thorstvedt,Erik,Thorstvedt,1962-10-28,Norway,Norway,,G,Goalkeeper,1,27.0,8.0,6.0,,9.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,1840.0,Carl Tiler,Carl,Tiler,1970-02-11,England,England,,D,Defender,1,37.0,8.0,10.0,,18.0,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,232.0,Mark Tinkler,Mark,Tinkler,1974-10-24,England,England,,M,Midfielder,1,7.0,0.0,4.0,,2.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,14634.0,Paul Tisdale,Paul,Tisdale,1973-01-14,Malta,England,17.0,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,178390.0,Andrew Todd,Andrew,Todd,1974-09-21,England,England,,D,Defender,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,421.0,Neil Tolson,Neil,Tolson,1973-10-25,England,England,,F,Forward,1,3.0,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1935.0,Andy Townsend,Andy,Townsend,1963-07-23,Ireland,Ireland,,M,Midfielder,1,41.0,11.0,14.0,4.0,14.0,13.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468,146833.0,Simon Tracey,Simon,Tracey,1967-12-09,England,England,24.0,G,Goalkeeper,1,10.0,2.0,2.0,,5.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,1796.0,Nigel Clough,Nigel,Clough,1966-03-19,England,England,,M,Midfielder,1,42.0,8.0,10.0,10.0,22.0,10.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
537,518.0,Glenn Cockerill,Glenn,Cockerill,1959-08-25,England,England,,M,Midfielder,1,23.0,6.0,7.0,,10.0,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1119.0,Chris Coleman,Chris,Coleman,1970-06-10,Wales,Wales,,D,Defender,1,38.0,8.0,15.0,5.0,13.0,10.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,176819.0,Nick Colgan,Nick,Colgan,1973-09-19,Ireland,Ireland,,G,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,333.0,Andy Collett,Andy,Collett,1973-10-28,England,England,,G,Goalkeeper,1,2.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
627,2531.0,Stan Collymore,Stan,Collymore,1971-01-22,England,England,,F,Forward,1,2.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489,471.0,Alan Cork,Alan,Cork,1959-03-04,England,England,,F,Forward,1,27.0,0.0,5.0,2.0,14.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,1467.0,Tony Coton,Tony,Coton,1961-05-19,England,England,,G,Goalkeeper,1,40.0,11.0,11.0,,14.0,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,1687.0,Tony Cottee,Tony,Cottee,1965-07-11,England,England,,F,Forward,1,26.0,5.0,4.0,12.0,13.0,9.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,583.0,Steve Cotterill,Steve,Cotterill,1964-07-20,England,England,,F,Forward,1,7.0,1.0,2.0,3.0,4.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
474,41864.0,Tom Cowan,Tom,Cowan,1969-06-28,Scotland,Scotland,,D,Defender,1,21.0,6.0,6.0,,9.0,7.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,42110.0,Gordon Cowans,Gordon,Cowans,1958-10-27,England,England,,M,Midfielder,1,24.0,10.0,4.0,1.0,7.0,13.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,2233.0,Neil Cox,Neil,Cox,1971-10-08,England,England,5.0,D,Defender,1,15.0,2.0,,1.0,3.0,12.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,431.0,Brian Croft,Brian,Croft,1967-09-27,England,England,,D,Defender,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,367.0,Ian Crook,Ian,Crook,1963-01-18,England,England,,M,Midfielder,1,34.0,9.0,7.0,3.0,10.0,17.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,394.0,Gary Crosby,Gary,Crosby,1964-05-08,England,England,,M,Midfielder,1,23.0,5.0,6.0,1.0,13.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,26950.0,Mark Crossley,Mark,Crossley,1969-06-16,Wales,Wales,26.0,G,Goalkeeper,1,37.0,9.0,9.0,,19.0,9.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
378,363.0,Ian Culverhouse,Ian,Culverhouse,1964-09-22,England,England,,D,Defender,1,41.0,11.0,8.0,,12.0,21.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,41877.0,Jason Cundy,Jason,Cundy,1969-11-12,England,England,,D,Defender,1,15.0,2.0,4.0,1.0,7.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,41670.0,Jamie Cureton,Jamie,Cureton,1975-08-28,England,England,,F,Forward,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,42082.0,Keith Curle,Keith,Curle,1963-11-14,England,England,,D,Defender,1,39.0,9.0,11.0,3.0,15.0,13.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,42089.0,Tony Daley,Tony,Daley,1967-10-18,England,England,,M,Midfielder,1,13.0,0.0,5.0,2.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,15180.0,Dave Beasant,Dave,Beasant,1959-03-20,England,England,39.0,G,Goalkeeper,1,17.0,4.0,7.0,,5.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,42128.0,Simon Davies,Simon,Davies,1974-04-23,England,Wales,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,21.0,Paul Davis,Paul,Davis,1961-12-09,England,England,,M,Midfielder,1,6.0,4.0,3.0,,,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
632,623.0,Mervyn Day,Mervyn,Day,1955-06-26,England,England,,G,Goalkeeper,1,2.0,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,2713.0,Brian Deane,Brian,Deane,1968-02-07,England,England,,F,Forward,1,41.0,11.0,10.0,15.0,17.0,14.0,6.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
546,526.0,Kevin Dearden,Kevin,Dearden,1970-03-08,England,England,,G,Goalkeeper,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,42135.0,Andy Dibble,Andy,Dibble,1965-05-08,England,England,25.0,G,Goalkeeper,1,2.0,0.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,109.0,Alan Dickens,Alan,Dickens,1964-09-03,England,England,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,62.0,Matt Dickins,Matt,Dickins,1970-09-03,England,England,,G,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,28435.0,Paul Dickov,Paul,Dickov,1972-11-01,Scotland,Scotland,,F,Forward,1,3.0,0.0,,2.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,25932.0,Fraser Digby,Fraser,Digby,1967-04-23,England,England,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,13.0,Lee Dixon,Lee,Dixon,1964-03-17,England,England,,D,Defender,1,29.0,11.0,7.0,,10.0,12.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,563.0,Gerald Dobbs,Gerald,Dobbs,1971-01-24,England,England,,D,Defender,1,19.0,4.0,3.0,1.0,8.0,8.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,42146.0,Tony Dobson,Tony,Dobson,1969-02-05,England,England,,D,Defender,1,18.0,8.0,7.0,,3.0,8.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,508.0,Jason Dodd,Jason,Dodd,1970-11-02,England,England,2.0,D,Defender,1,30.0,6.0,6.0,1.0,14.0,10.0,,2.0,,2.0,1.0,2.0,2.0,,90.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
100,96.0,Mal Donaghy,Mal,Donaghy,1957-09-13,Northern Ireland,Northern Ireland,,D,Defender,1,40.0,11.0,14.0,2.0,13.0,13.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,157.0,Louie Donowa,Louie,Donowa,1964-09-24,England,England,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,97147.0,John Doolan,John,Doolan,1974-05-07,England,England,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1884.0,Tony Dorigo,Tony,Dorigo,1965-12-31,Australia,England,,D,Defender,1,33.0,10.0,11.0,1.0,11.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,1293.0,Iain Dowie,Iain,Dowie,1965-01-09,England,Northern Ireland,,F,Forward,1,36.0,8.0,7.0,11.0,17.0,12.0,8.0,5.0,,2.0,1.0,2.0,2.0,,90.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
454,436.0,Maurice Doyle,Maurice,Doyle,1969-10-17,England,England,,M,Midfielder,1,5.0,0.0,2.0,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,813.0,Jason Dozzell,Jason,Dozzell,1967-12-09,England,England,,M,Midfielder,1,41.0,11.0,16.0,7.0,13.0,12.0,3.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,1823.0,Dion Dublin,Dion,Dublin,1969-04-22,England,England,,F,Forward,1,7.0,2.0,1.0,1.0,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
486,468.0,Peter Duffield,Peter,Duffield,1965-02-04,England,England,,F,Forward,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,557.0,Gordon Durie,Gordon,Durie,1965-12-06,Scotland,Scotland,,F,Forward,1,17.0,4.0,7.0,3.0,5.0,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,209.0,Lee Durrant,Lee,Durrant,1973-12-18,England,England,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,2135.0,Darren Eadie,Darren,Eadie,1975-06-10,England,England,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
598,576.0,Robbie Earle,Robbie,Earle,1965-01-27,Jamaica,Jamaica,,M,Midfielder,1,42.0,12.0,12.0,7.0,16.0,14.0,4.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,42012.0,John Ebbrell,John,Ebbrell,1969-10-01,England,England,,D,Defender,1,24.0,10.0,5.0,1.0,8.0,11.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,279.0,Richard Edghill,Richard,Edghill,1974-09-23,England,England,,D,Defender,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
551,531.0,Justin Edinburgh,Justin,Edinburgh,1969-12-18,England,England,,D,Defender,1,32.0,9.0,9.0,,11.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,611.0,Paul Edwards,Paul,Edwards,1963-12-25,England,England,,D,Left Full Back,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,2472.0,Ugo Ehiogu,Ugo,Ehiogu,1972-11-03,England,England,,D,Defender,1,4.0,0.0,2.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,1075.0,Efan Ekoku,Efan,Ekoku,1967-06-08,Nigeria,Nigeria,,F,Forward,1,4.0,0.0,1.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,574.0,Gary Elkins,Gary,Elkins,1966-05-04,England,England,,M,Midfielder,1,18.0,7.0,4.0,,7.0,7.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,93.0,Paul Elliott,Paul,Elliott,1964-03-18,England,England,,D,Defender,1,7.0,2.0,3.0,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1140.0,Chris Fairclough,Chris,Fairclough,1964-04-12,England,England,,D,Defender,1,30.0,7.0,8.0,3.0,11.0,11.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,47.0,David Farrell,David,Farrell,1971-11-11,England,England,,M,Midfielder,1,2.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,2617.0,Gareth Farrelly,Gareth,Farrelly,1975-08-28,Ireland,Ireland,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604,903.0,John Fashanu,John,Fashanu,1962-09-18,England,England,,F,Forward,1,29.0,8.0,9.0,6.0,10.0,10.0,3.0,2.0,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
592,570.0,Peter Fear,Peter,Fear,1973-09-10,England,England,,D,Defender,1,4.0,0.0,1.0,,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,1688.0,Graham Fenton,Graham,Fenton,1974-05-22,England,England,,F,Forward,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,798.0,Terry Fenwick,Terry,Fenwick,1959-11-17,England,England,,D,Defender,1,5.0,1.0,2.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,3754.0,Les Ferdinand,Les,Ferdinand,1966-12-08,England,England,,F,Forward,1,37.0,6.0,11.0,20.0,10.0,16.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,42086.0,Darren Ferguson,Darren,Ferguson,1972-02-09,Scotland,Scotland,,M,Midfielder,1,15.0,6.0,6.0,,4.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
591,569.0,Scott Fitzgerald,Scott,Fitzgerald,1969-08-13,England,England,,D,Defender,1,20.0,4.0,7.0,,8.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,16.0,Mark Flatts,Mark,Flatts,1972-10-14,England,England,,M,Midfielder,1,10.0,2.0,3.0,,6.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,41947.0,Robert Fleck,Robert,Fleck,1965-08-11,Scotland,Scotland,,F,Forward,1,31.0,7.0,9.0,2.0,10.0,12.0,2.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
617,601.0,Terry Fleming,Terry,Fleming,1973-05-01,England,England,,M,Midfielder,1,11.0,1.0,2.0,,4.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,1126.0,Garry Flitcroft,Garry,Flitcroft,1972-11-06,England,England,,M,Midfielder,1,32.0,9.0,9.0,5.0,13.0,10.0,3.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
519,25995.0,Tim Flowers,Tim,Flowers,1967-02-03,England,England,,,,1,42.0,10.0,11.0,,18.0,13.0,1.0,1.0,,2.0,1.0,2.0,2.0,,90.0,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,
133,42037.0,Sean Flynn,Sean,Flynn,1968-03-13,England,England,,M,Midfielder,1,7.0,0.0,1.0,,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,1759.0,Craig Forrest,Craig,Forrest,1967-09-20,Canada,Canada,,G,Goalkeeper,1,11.0,2.0,7.0,,1.0,3.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,42125.0,Jamie Forrester,Jamie,Forrester,1974-11-01,England,England,,F,Forward,1,6.0,1.0,3.0,,2.0,1.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,41907.0,John Foster,John,Foster,1973-09-19,England,England,29.0,D,Defender,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,55008.0,Robbie Fowler,Robbie,Fowler,1975-04-09,England,England,27.0,F,Forward,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,1275.0,Ruel Fox,Ruel,Fox,1968-01-14,England,Montserrat,,F,Forward,1,34.0,9.0,8.0,4.0,11.0,15.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,496.0,Trevor Francis,Trevor,Francis,1954-04-19,England,England,,F,Forward,1,5.0,0.0,1.0,,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,97141.0,Dougie Freedman,Dougie,Freedman,1974-05-25,Scotland,Scotland,16.0,F,Forward,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1878.0,Stephen Froggatt,Stephen,Froggatt,1973-03-09,England,England,,M,Midfielder,1,17.0,3.0,4.0,1.0,3.0,10.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,453.0,Kevin Gage,Kevin,Gage,1964-04-21,England,England,,D,Defender,1,27.0,6.0,6.0,,12.0,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,2176.0,Kevin Gallacher,Kevin,Gallacher,1966-11-23,Scotland,Scotland,,F,Forward,1,29.0,4.0,8.0,11.0,8.0,13.0,2.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
481,462.0,John Gannon,John,Gannon,1966-12-18,England,England,,M,Midfielder,1,27.0,4.0,7.0,1.0,12.0,8.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,309.0,Gary Neville,Gary,Neville,1975-02-18,England,England,2.0,D,Right Full Back,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
476,457.0,Brian Gayle,Brian,Gayle,1965-03-06,England,England,,D,Defender,1,31.0,10.0,8.0,2.0,12.0,11.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,1901.0,Scot Gemmill,Scot,Gemmill,1971-01-02,Scotland,Scotland,,M,Midfielder,1,33.0,8.0,8.0,1.0,17.0,8.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,177200.0,Paul Gerrard,Paul,Gerrard,1973-01-22,England,England,28.0,G,Goalkeeper,1,25.0,2.0,4.0,,12.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,586.0,Terry Gibson,Terry,Gibson,1962-12-23,England,England,,F,Forward,1,8.0,1.0,2.0,1.0,4.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,323.0,Ryan Giggs,Ryan,Giggs,1973-11-29,Wales,Wales,11.0,M,Left/Centre Central Midfielder,1,41.0,15.0,11.0,9.0,6.0,24.0,1.0,5.0,,1.0,1.0,1.0,1.0,,90.0,,,,,0.0,,,2.0,1.0,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,,,,,
639,98430.0,Phil Gilchrist,Phil,Gilchrist,1973-08-25,England,England,22.0,D,Defender,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,29676.0,Keith Gillespie,Keith,Gillespie,1975-02-18,Northern Ireland,Northern Ireland,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,334.0,Jon Gittens,Jon,Gittens,1964-01-22,England,England,,D,Defender,1,13.0,1.0,4.0,,8.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,139.0,Jimmy Glass,Jimmy,Glass,1973-08-01,England,England,,G,Goalkeeper,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,640.0,Lee Glover,Lee,Glover,1970-04-24,England,England,,F,Forward,1,14.0,1.0,3.0,,9.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,211.0,Paul Goddard,Paul,Goddard,1959-10-12,England,England,,F,Forward,1,25.0,2.0,12.0,3.0,8.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,1932.0,Dean Gordon,Dean,Gordon,1973-02-10,England,England,,D,Defender,1,10.0,0.0,6.0,,4.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,368.0,Jeremy Goss,Jeremy,Goss,1965-05-11,Wales,Wales,,M,Midfielder,1,25.0,4.0,4.0,1.0,7.0,14.0,4.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,1166.0,Jonathan Gould,Jonathan,Gould,1968-07-18,Scotland,Scotland,,G,Goalkeeper,1,9.0,3.0,2.0,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,41775.0,Gary Ablett,Gary,Ablett,1965-11-19,England,England,,D,Defender,1,40.0,9.0,7.0,,19.0,14.0,6.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,3.0,Tony Adams,Tony,Adams,1966-10-10,England,England,,D,Defender,1,35.0,13.0,8.0,,12.0,15.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
611,1478.0,Steve Agnew,Steve,Agnew,1965-11-09,England,England,,M,Midfielder,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,506.0,Derek Allan,Derek,Allan,1974-12-24,Scotland,Scotland,,D,Defender,1,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,445.0,Bradley Allen,Bradley,Allen,1971-09-13,England,England,,F,Forward,1,25.0,3.0,7.0,10.0,7.0,11.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
615,598.0,Joe Allon,Joe,Allon,1966-11-12,England,England,,F,Forward,1,3.0,0.0,1.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499,480.0,Viv Anderson,Viv,Anderson,1956-07-29,England,England,,D,Defender,1,26.0,5.0,7.0,3.0,9.0,10.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,128045.0,Patrik Andersson,Patrik,Andersson,1971-08-18,Sweden,Sweden,4.0,D,Defender,1,11.0,2.0,4.0,,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,3471.0,Darren Anderton,Darren,Anderton,1972-03-03,England,England,,M,Midfielder,1,34.0,4.0,8.0,6.0,14.0,12.0,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
