id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,clean_sheet,draws,goals,losses,wins,goal_assist,yellow_card,own_goals,red_card
2899,3864.0,Patrick Boyle,Patrick,Boyle,1987-03-20,Scotland,Scotland,29.0,D,Defender,14,,,,,,,,,,
1890,5799.0,Titus Bramble,Titus,Bramble,1981-07-31,England,England,19.0,D,Centre Central Defender,14,24.0,7.0,5.0,2.0,6.0,13.0,1.0,4.0,,
1155,94818.0,Gary Breen,Gary,Breen,1973-12-12,Ireland,Ireland,6.0,D,Defender,14,35.0,3.0,6.0,1.0,26.0,3.0,1.0,8.0,,1.0
1458,11905.0,Wayne Bridge,Wayne,Bridge,1980-08-05,England,England,18.0,D,Left Full Back,14,12.0,3.0,,,6.0,6.0,2.0,2.0,,
2533,179497.0,Martin Brittain,Martin,Brittain,1984-12-29,England,England,7.0,M,Midfielder,14,,,,,,,,,,
918,15019.0,Michael Brown,Michael,Brown,1977-01-25,England,England,17.0,M,Centre Central Midfielder,14,16.0,5.0,5.0,,6.0,5.0,,3.0,1.0,1.0
2624,27922.0,Alex Bruce,Alex,Bruce,1984-09-28,England,Northern Ireland,14.0,D,Centre Central Defender,14,6.0,0.0,1.0,,5.0,,,1.0,,
1633,176855.0,Jimmy Bullard,Jimmy,Bullard,1978-10-23,England,England,21.0,M,Midfielder,14,36.0,8.0,6.0,4.0,15.0,15.0,4.0,,,
2144,2765.0,Goran Bunjevcevic,Goran,Bunjevcevic,1973-02-17,Serbia,Serbia,,D,Defender,14,,,,,,,,,,
2143,28354.0,Robert Burch,Robert,Burch,1983-10-08,England,England,1.0,G,Goalkeeper,14,,,,,,,,,,
332,3805.0,Nicky Butt,Nicky,Butt,1975-01-21,England,England,20.0,M,Midfielder,14,24.0,3.0,6.0,3.0,13.0,5.0,,5.0,,1.0
2876,124582.0,Bédi Buval,Bédi,Buval,1986-06-16,France,Martinique,,F,Centre Striker,14,,,,,,,,,,
1472,18854.0,Stephen Bywater,Stephen,Bywater,1981-06-07,England,England,13.0,G,Goalkeeper,14,1.0,0.0,,,,1.0,,,,
2620,288155.0,Gary Cahill,Gary,Cahill,1985-12-19,England,England,24.0,D,Centre Central Defender,14,7.0,1.0,1.0,1.0,4.0,2.0,,3.0,,
1847,19373.0,Tony Caig,Tony,Caig,1974-04-11,England,England,40.0,G,Goalkeeper,14,,,,,,,,,,
1589,120446.0,Steven Caldwell,Steven,Caldwell,1980-09-12,Scotland,Scotland,13.0,D,Centre Central Defender,14,24.0,3.0,3.0,,18.0,3.0,1.0,7.0,,1.0
2743,3898.0,Ramon Calliste,Ramon,Calliste,1985-12-16,Wales,Wales,,F,Forward,14,,,,,,,,,,
2590,98344.0,Henri Camara,Henri,Camara,1977-05-10,Senegal,Senegal,,F,Forward,14,29.0,2.0,3.0,12.0,14.0,12.0,3.0,,,
557,5768.0,Sol Campbell,Sol,Campbell,1974-09-18,England,England,5.0,D,Centre Central Defender,14,20.0,9.0,5.0,2.0,5.0,10.0,2.0,1.0,,
2426,3153.0,Carl Motteram,Carl,Motteram,1984-09-03,England,England,,M,Midfielder,14,,,,,,,,,,
2058,143401.0,Carlton Cole,Carlton,Cole,1983-10-12,England,England,10.0,F,Centre Striker,14,9.0,0.0,1.0,,4.0,4.0,,2.0,,
776,94885.0,Stephen Carr,Stephen,Carr,1976-08-29,Ireland,Ireland,2.0,D,Right Full Back,14,19.0,6.0,4.0,,6.0,9.0,,5.0,,1.0
915,143184.0,Jamie Carragher,Jamie,Carragher,1978-01-28,England,England,23.0,D,Defender,14,36.0,21.0,6.0,,6.0,24.0,2.0,5.0,,
1634,4242.0,Michael Carrick,Michael,Carrick,1981-07-28,England,England,16.0,M,Centre Central Midfielder,14,35.0,11.0,10.0,2.0,9.0,16.0,6.0,2.0,,
2112,14928.0,Roy Carroll,Roy,Carroll,1977-09-30,Northern Ireland,Northern Ireland,1.0,G,Goalkeeper,14,19.0,3.0,4.0,,8.0,7.0,,2.0,,
1175,94904.0,Lee Carsley,Lee,Carsley,1974-02-28,Ireland,Ireland,26.0,M,Centre Defensive Midfielder,14,5.0,1.0,1.0,,3.0,1.0,,1.0,,1.0
2250,282078.0,Scott Carson,Scott,Carson,1985-09-03,England,England,33.0,G,Goalkeeper,14,,,,,,,,,,
2191,11581.0,Darren Carter,Darren,Carter,1983-12-18,England,England,23.0,M,Centre Central Midfielder,14,20.0,3.0,4.0,1.0,10.0,6.0,,2.0,,
2718,126073.0,Luis García,Luis Javier,Garcia,1978-06-24,Spain,Spain,14.0,M,Left Winger,14,31.0,7.0,6.0,7.0,4.0,21.0,3.0,4.0,,1.0
2617,3460.0,Arturo Lupoli,Arturo,Lupoli,1987-06-24,Italy,Italy,41.0,F,Forward,14,1.0,0.0,,,1.0,,,,,
2957,101391.0,Albert Luque,Albert,Luque,1978-03-11,Spain,Spain,5.0,F,Left/Centre Second Striker,14,14.0,0.0,4.0,1.0,8.0,2.0,,1.0,,
2450,55856.0,Yves Ma-Kalambay,Yves,Ma-Kalambay,1986-01-31,Belgium,Belgium,30.0,G,Goalkeeper,14,,,,,,,,,,
2319,121122.0,Massimo Maccarone,Massimo,Maccarone,1979-09-06,Italy,Italy,,F,Centre Striker,14,17.0,1.0,6.0,2.0,6.0,5.0,,3.0,,
2391,122883.0,Sherjill MacDonald,Sherjill,MacDonald,1984-11-20,Netherlands,Netherlands,,F,Centre Striker,14,,,,,,,,,,
2828,4384.0,Malky MacKay,Malky,MacKay,1972-02-19,Scotland,Scotland,24.0,D,Defender,14,,,,,,,,,,
2022,29175.0,Alan Mahon,Alan,Mahon,1978-04-04,Ireland,Ireland,11.0,M,Midfielder,14,6.0,1.0,,1.0,3.0,3.0,,1.0,,
2454,174411.0,Claude Makelele,Claude,Makelele,1973-02-18,France,France,4.0,M,Centre Defensive Midfielder,14,31.0,12.0,4.0,,2.0,25.0,2.0,7.0,,
2078,8768.0,Steed Malbranque,Steed,Malbranque,1980-01-06,France,France,17.0,M,Left/Centre/Right Attacking Midfielder,14,34.0,8.0,5.0,6.0,16.0,13.0,4.0,4.0,,
2887,269446.0,Michael Mancienne,Michael,Mancienne,1988-01-08,England,Seychelles,38.0,D,Centre Central Defender,14,,,,,,,,,,
2891,222000.0,Maniche,Nuno Ricardo,de Oliveira Ribeiro,1977-11-11,Portugal,Portugal,18.0,M,Midfielder,14,8.0,0.0,2.0,,3.0,3.0,,,,1.0
2720,16884.0,David Mannix,David,Mannix,1985-09-24,England,England,,M,Midfielder,14,,,,,,,,,,
2834,289367.0,Vito Mannone,Vito,Mannone,1988-03-02,Italy,Italy,30.0,G,Goalkeeper,14,,,,,,,,,,
2359,134422.0,Dean Marney,Dean,Marney,1984-01-31,England,England,25.0,M,Centre Central Midfielder,14,,,,,,,,,,
2912,160081.0,David Martin,David,Martin,1986-01-22,England,England,25.0,G,Goalkeeper,14,,,,,,,,,,
2996,4005.0,Williams Martínez,Williams,Martínez,1982-12-18,Uruguay,Uruguay,5.0,D,Defender,14,2.0,0.0,1.0,1.0,1.0,,,1.0,,
2798,6195.0,Marton Fülöp,Marton,Fulop,1983-05-03,Hungary,Hungary,13.0,G,Goalkeeper,14,,,,,,,,,,
146,3209.0,Nigel Martyn,Nigel,Martyn,1966-08-11,England,England,25.0,G,Goalkeeper,14,20.0,7.0,1.0,,10.0,9.0,,,,
2166,2802.0,Mika Masalin,Mika,Masalin,1986-01-29,Finland,Finland,,G,Goalkeeper,14,,,,,,,,,,
2556,161068.0,Matt Mills,Matt,Mills,1986-07-14,England,England,5.0,D,Centre Central Defender,14,1.0,0.0,,,1.0,,,,,
259,5078.0,Dominic Matteo,Dominic,Matteo,1974-04-28,Scotland,Scotland,,D,Defender,14,6.0,2.0,2.0,,2.0,2.0,,2.0,,
2956,16613.0,Matty Pattison,Matthew,Pattison,1986-10-27,South Africa,South Africa,25.0,M,Midfielder,14,3.0,0.0,1.0,,,2.0,,,,
2967,111290.0,Collins Mbesuma,Collins,Mbesuma,1984-02-03,Zambia,Zambia,9.0,F,Centre Striker,14,4.0,0.0,,,3.0,1.0,,,,
2402,3230.0,Brian McBride,Brian,McBride,1972-06-19,United States,United States,20.0,F,Forward,14,38.0,6.0,6.0,9.0,18.0,14.0,3.0,3.0,,
1042,4538.0,Gavin McCann,Gavin,McCann,1978-01-10,England,England,,M,Centre Central Midfielder,14,32.0,10.0,11.0,1.0,12.0,9.0,,8.0,,
1756,4415.0,George McCartney,George,McCartney,1981-04-29,Northern Ireland,Northern Ireland,3.0,D,Defender,14,13.0,1.0,2.0,,10.0,1.0,,4.0,,
3006,30138.0,Trent McClenahan,Trent,McClenahan,1985-02-04,Australia,Australia,,D,Defender,14,,,,,,,,,,
3032,126100.0,Lee McCulloch,Lee,McCulloch,1978-05-14,Scotland,Scotland,6.0,D,Defender,14,30.0,7.0,4.0,5.0,14.0,12.0,1.0,7.0,,1.0
2324,95796.0,Neale McDermott,Neale,McDermott,1985-03-08,England,England,,M,Midfielder,14,,,,,,,,,,
2460,6570.0,James McFadden,James,McFadden,1983-04-14,Scotland,Scotland,11.0,M,Left/Centre Winger,14,32.0,4.0,7.0,6.0,15.0,10.0,2.0,3.0,,
2751,261186.0,Tony McMahon,Tony,McMahon,1986-03-24,England,England,,D,Right Full Back,14,3.0,0.0,1.0,,2.0,,,,,
3028,4051.0,Steve McMillan,Steve,McMillan,1976-01-19,Scotland,Scotland,3.0,D,Defender,14,2.0,0.0,,,1.0,1.0,,,,
2859,12303.0,James McPike,James,McPike,1988-10-04,Australia,Australia,,F,Forward,14,,,,,,,,,,
2738,288664.0,Paul McShane,Paul,McShane,1986-01-06,Ireland,Ireland,62.0,D,Defender,14,,,,,,,,,,
2503,18216.0,Carl Medjani,Carl,Medjani,1985-05-15,France,Algeria,6.0,D,Centre Central Defender,14,,,,,,,,,,
1677,4810.0,Mario Melchiot,Mario,Melchiot,1976-11-04,Netherlands,Netherlands,25.0,D,Centre/Right Full Back,14,23.0,6.0,6.0,1.0,11.0,6.0,1.0,3.0,,
2012,7189.0,Olof Mellberg,Olof,Mellberg,1977-09-03,Sweden,Sweden,5.0,D,Centre Central Defender,14,27.0,5.0,8.0,,13.0,6.0,,5.0,,
2286,28808.0,Neil Mellor,Neil,Mellor,1982-11-04,England,England,33.0,F,Forward,14,3.0,0.0,2.0,1.0,,1.0,1.0,1.0,,
1254,4091.0,Andy Melville,Andy,Melville,1968-11-29,Wales,Wales,,D,Defender,14,,,,,,,,,,
2528,3633.0,Gaizka Mendieta,Gaizka,Mendieta,1974-03-27,Spain,Spain,,M,Midfielder,14,17.0,2.0,4.0,2.0,7.0,6.0,2.0,2.0,,
2815,126259.0,Mido,Ahmed Hossam,Mido,1983-02-23,Egypt,Egypt,35.0,F,Centre Striker,14,27.0,4.0,7.0,11.0,6.0,14.0,6.0,4.0,,1.0
2379,177646.0,Phillip Midworth,Phillip,Midworth,1985-05-17,England,England,,D,Defender,14,,,,,,,,,,
2848,3791.0,Tobias Mikaelsson,Tobias,Mikaelsson,1988-11-17,Sweden,Sweden,33.0,F,Forward,14,,,,,,,,,,
3022,13723.0,Mike Pollitt,Michael,Pollitt,1972-02-29,England,England,31.0,G,Goalkeeper,14,24.0,3.0,4.0,,14.0,6.0,,,,
2918,101888.0,Mike Roqué,Miquel,Roqué Farrero,1988-07-08,Spain,Spain,26.0,D,Centre Central Defender,14,,,,,,,,,,
3019,4036.0,Petr Mikolanda,Petr,Mikolanda,1984-09-12,Czech Republic,Czech Republic,,F,Forward,14,,,,,,,,,,
2931,144981.0,Ishmael Miller,Ishmael,Miller,1987-03-05,England,England,15.0,F,Centre Striker,14,1.0,0.0,,,1.0,,,,,
2807,3726.0,Leigh Mills,Leigh,Mills,1988-02-08,England,England,54.0,D,Defender,14,,,,,,,,,,
2100,19506.0,James Milner,James,Milner,1986-01-04,England,England,7.0,M,Left/Centre/Right Central Midfielder,14,30.0,8.0,8.0,1.0,13.0,9.0,8.0,3.0,,
2908,277063.0,Robert Milsom,Robert,Milsom,1987-01-02,England,England,24.0,M,Midfielder,14,,,,,,,,,,
2637,5065.0,Aaron Mokoena,Aaron,Mokoena,1980-11-25,South Africa,South Africa,4.0,M,Centre Defensive Midfielder,14,22.0,1.0,4.0,,5.0,13.0,,1.0,,
2424,120464.0,Luke Moore,Luke,Moore,1986-02-13,England,England,27.0,F,Striker,14,27.0,1.0,10.0,8.0,10.0,7.0,2.0,2.0,,
2724,99486.0,Fernando Morientes,Fernando,Morientes,1976-04-05,Spain,Spain,23.0,F,Centre Striker,14,28.0,5.0,3.0,5.0,3.0,22.0,5.0,1.0,,
2555,3359.0,Ivica Mornar,Ivica,Mornar,1974-01-12,Croatia,Croatia,20.0,F,Forward,14,2.0,0.0,,,2.0,,,,,
1384,14643.0,Clinton Morrison,Clinton,Morrison,1979-05-14,Ireland,Ireland,13.0,F,Centre Striker,14,1.0,0.0,1.0,,,,,,,
2636,24892.0,Morten Gamst Pedersen,Morten,Gamst Pedersen,1981-09-08,Norway,Norway,8.0,M,Left/Centre Attacking Midfielder,14,34.0,9.0,6.0,9.0,11.0,17.0,5.0,3.0,,
2841,4906.0,Fabrice Muamba,Fabrice,Muamba,1988-04-06,England,England,6.0,M,Centre Central Midfielder,14,,,,,,,,,,
1379,14938.0,Hayden Mullins,Hayden,Mullins,1979-03-27,England,England,5.0,M,Defensive Midfielder,14,35.0,5.0,7.0,,14.0,14.0,,2.0,,1.0
1423,4624.0,Danny Murphy,Danny,Murphy,1977-03-18,England,England,13.0,M,Centre Central Midfielder,14,28.0,3.0,4.0,4.0,12.0,12.0,8.0,3.0,,1.0
2731,3610.0,Kiki Musampa,Kiki,Musampa,1977-07-20,DR Congo,Netherlands,14.0,M,Midfielder,14,27.0,1.0,3.0,,13.0,11.0,1.0,3.0,,
1396,3838.0,Thomas Myhre,Thomas,Myhre,1973-10-16,Norway,Norway,36.0,G,Goalkeeper,14,20.0,9.0,7.0,,7.0,6.0,,,,
2741,3619.0,Floribert N'Galula,Floribert,N'Galula,1987-03-07,Belgium,Belgium,41.0,M,Midfielder,14,,,,,,,,,,
2032,2609.0,Bruno N'Gotty,Bruno,N'Gotty,1971-06-10,France,France,5.0,D,Defender,14,29.0,12.0,9.0,,9.0,11.0,,2.0,1.0,
2755,5916.0,Charles N'Zogbia,Charles,N'Zogbia,1986-05-28,France,France,28.0,M,Left Winger,14,32.0,8.0,6.0,5.0,11.0,15.0,8.0,3.0,,
2625,102887.0,Mehdi Nafti,Mehdi,Nafti,1978-11-28,France,Tunisia,8.0,M,Centre Defensive Midfielder,14,1.0,0.0,,,1.0,,,,,
2877,3830.0,Hidetoshi Nakata,Hidetoshi,Nakata,1977-01-22,Japan,Japan,16.0,M,Midfielder,14,21.0,4.0,5.0,1.0,7.0,9.0,2.0,1.0,,1.0
2804,3723.0,Noureddine Naybet,Noureddine,Naybet,1970-10-02,Morocco,Morocco,,D,Defender,14,3.0,1.0,1.0,,,2.0,,1.0,,
1882,27786.0,Gary Naysmith,Gary,Naysmith,1978-11-16,Scotland,Scotland,3.0,D,Defender,14,7.0,2.0,2.0,,3.0,2.0,,1.0,,
2298,2966.0,Christian Negouai,Christian,Negouai,1975-01-20,France,France,,M,Midfielder,14,,,,,,,,,,
2018,10787.0,Lucas Neill,Lucas,Neill,1978-03-09,Australia,Australia,27.0,D,Centre/Right Central Defender,14,35.0,13.0,5.0,1.0,12.0,18.0,,10.0,,1.0
2634,6568.0,Ryan Nelsen,Ryan,Nelsen,1977-10-18,New Zealand,New Zealand,17.0,D,Centre Central Defender,14,31.0,12.0,6.0,,10.0,15.0,1.0,4.0,,
2123,2739.0,Szilard Nemeth,Szilard,Nemeth,1977-08-08,Slovakia,Slovakia,8.0,F,Forward,14,5.0,0.0,2.0,,,3.0,1.0,,,
2939,122490.0,Markus Neumayr,Markus,Neumayr,1986-03-26,Germany,Germany,77.0,M,Midfielder,14,,,,,,,,,,
1519,4033.0,Shaun Newton,Shaun,Newton,1975-08-20,England,England,26.0,M,Midfielder,14,26.0,1.0,6.0,1.0,6.0,14.0,,2.0,,
3001,29120.0,Stuart Nicholson,Stuart,Nicholson,1987-02-03,England,England,9.0,F,Forward,14,4.0,0.0,3.0,,1.0,,,,,
1927,28786.0,Nicky Weaver,Nicholas,Weaver,1979-03-02,England,England,,G,Goalkeeper,14,,,,,,,,,,
2177,2817.0,Nico Vaesen,Nico-Jos,Vaesen,1969-09-28,Belgium,Belgium,18.0,G,Goalkeeper,14,4.0,2.0,,,2.0,2.0,,,,1.0
2329,98301.0,Antti Niemi,Antti,Niemi,1972-05-31,Finland,Finland,15.0,G,Goalkeeper,14,9.0,4.0,,,2.0,7.0,,,,
3014,4029.0,Mark Noble,Mark,Noble,1987-05-08,England,England,16.0,M,Centre Central Midfielder,14,5.0,0.0,1.0,,2.0,2.0,,2.0,,
2040,43709.0,Kevin Nolan,Kevin,Nolan,1982-06-24,England,England,44.0,M,Centre Attacking Midfielder,14,36.0,14.0,10.0,9.0,11.0,15.0,4.0,7.0,,
2974,19100.0,Nyron Nosworthy,Nyron,Nosworthy,1980-10-11,Jamaica,Jamaica,5.0,D,Centre Central Defender,14,30.0,1.0,3.0,,24.0,3.0,,5.0,,
64134,156084.0,Jeffrey Ntuka,Jeffrey,Ntuka,1985-05-10,South Africa,South Africa,,D,Defender,14,,,,,,,,,,
2660,8047.0,Nuno Morais,Nuno Miguel,Morais Barbosa,1984-01-29,Portugal,Portugal,26.0,M,Centre Defensive Midfielder,14,,,,,,,,,,
2897,3862.0,Nuno Valente,Nuno Jorge,Pereira Silva Valente,1974-09-12,Portugal,Portugal,19.0,D,Defender,14,20.0,5.0,5.0,,8.0,7.0,,3.0,,
2647,23566.0,Joseph O'Brien,Joseph,O'Brien,1986-02-17,Ireland,Ireland,,D,Right Full Back,14,23.0,9.0,6.0,,6.0,11.0,,2.0,,
2994,155657.0,Jamie O'Hara,Jamie,O'Hara,1986-09-25,England,England,,M,Centre Central Midfielder,14,,,,,,,,,,
2550,134599.0,Gary O'Neil,Gary,O'Neil,1983-05-18,England,England,19.0,M,Central Midfielder,14,36.0,5.0,8.0,6.0,18.0,10.0,2.0,2.0,,
1717,130648.0,John O'Shea,John,O'Shea,1981-04-30,Ireland,Ireland,4.0,D,Centre Central Defender,14,34.0,13.0,7.0,1.0,4.0,23.0,2.0,5.0,,
2628,177858.0,Samuel Oji,Samuel,Oji,1985-10-09,England,England,30.0,D,Defender,14,,,,,,,,,,
2209,143568.0,Jay Jay Okocha,Jay Jay,Okocha,1973-08-14,Nigeria,Nigeria,10.0,M,Midfielder,14,27.0,2.0,7.0,1.0,10.0,10.0,2.0,1.0,,
2968,3960.0,Emanuel Olisadebe,Emanuel,Olisadebe,1978-12-22,Nigeria,Poland,23.0,F,Forward,14,2.0,0.0,,,2.0,,,,,
2867,289029.0,Martin Olsson,Martin,Olsson,1988-05-17,Sweden,Sweden,13.0,D,Defender,14,,,,,,,,,,
2728,153670.0,Nedum Onuoha,Nedum,Onuoha,1986-11-12,Nigeria,England,14.0,D,Centre Central Defender,14,10.0,1.0,1.0,,4.0,5.0,,1.0,,
2879,102832.0,Óscar Pérez,Óscar,Pérez Bovela,1981-08-27,Spain,Spain,18.0,M,Left/Centre/Right Central Midfielder,14,,,,,,,,,,
1887,2371.0,Leon Osman,Leon,Osman,1981-05-17,England,England,21.0,M,Centre/Right Attacking Midfielder,14,35.0,6.0,7.0,3.0,15.0,13.0,4.0,2.0,,
1208,6476.0,Michael Owen,Michael,Owen,1979-12-14,England,England,10.0,F,Centre Striker,14,11.0,4.0,2.0,7.0,3.0,6.0,1.0,,,
2419,101104.0,Quincy Owusu-Abeyie,Quincy,Owusu-Abeyie,1986-04-15,Netherlands,Ghana,21.0,F,Left/Right Winger,14,4.0,0.0,1.0,,3.0,,,,,
2855,11835.0,Marcos Painter,Marcos,Painter,1986-08-17,Ireland,Ireland,14.0,D,Left Full Back,14,4.0,1.0,1.0,,2.0,1.0,,,,
2802,101018.0,Noé Pamarot,Noé,Pamarot,1979-04-14,France,France,8.0,D,Centre Central Defender,14,10.0,0.0,,,6.0,4.0,,1.0,,
2389,13493.0,Nathan Ellington,Nathan,Ellington,1981-07-02,England,England,23.0,F,Forward,14,31.0,1.0,6.0,5.0,19.0,6.0,,,,
2214,268356.0,Robert Elliot,Robert,Elliot,1986-04-30,Ireland,Ireland,35.0,G,Goalkeeper,14,,,,,,,,,,
2910,3883.0,Simon Elliott,Simon,Elliott,1974-06-10,New Zealand,New Zealand,35.0,M,Midfielder,14,12.0,2.0,,,6.0,6.0,3.0,1.0,,
2909,3882.0,Ahmad Elrich,Ahmad,Elrich,1981-05-30,Australia,Australia,27.0,M,Midfielder,14,6.0,0.0,2.0,,2.0,2.0,,,,
2383,16969.0,Rob Elvins,Rob,Elvins,1986-09-17,England,England,,M,Midfielder,14,,,,,,,,,,
1445,4053.0,Emerson Thome,Emerson Augusto,Thome,1972-03-30,Brazil,Brazil,5.0,D,Defender,14,,,,,,,,,,
2434,3167.0,Brett Emerton,Brett,Emerton,1979-02-22,Australia,Australia,7.0,M,Right Attacking Midfielder,14,30.0,3.0,4.0,1.0,11.0,15.0,3.0,2.0,,
2612,20194.0,Emmanuel Eboué,Emmanuel,Eboue,1983-06-04,Cote D’Ivoire,Cote D’Ivoire,14.0,D,Right Full Back,14,18.0,3.0,3.0,,5.0,10.0,2.0,,,
2955,99107.0,Emre,Emre,Belozoglu,1980-09-07,Turkey,Turkey,5.0,M,Left/Centre Central Midfielder,14,20.0,4.0,1.0,2.0,9.0,10.0,2.0,4.0,,
1503,95259.0,Peter Enckelman,Peter,Enckelman,1977-03-10,Finland,Finland,20.0,G,Goalkeeper,14,,,,,,,,,,
3020,43811.0,Hogan Ephraim,Hogan,Ephraim,1988-03-31,England,England,,M,Midfielder,14,,,,,,,,,,
2890,34287.0,Michael Essien,Michael,Essien,1982-12-03,Ghana,Ghana,,M,Defensive Midfielder,14,31.0,14.0,2.0,2.0,3.0,26.0,1.0,5.0,,
1772,5100.0,Matthew Etherington,Matthew,Etherington,1981-08-14,England,England,26.0,M,Left Winger,14,33.0,4.0,7.0,2.0,13.0,13.0,5.0,1.0,,
1118,178101.0,Jason Euell,Jason,Euell,1977-02-06,England,Jamaica,29.0,F,Forward,14,10.0,1.0,4.0,1.0,5.0,1.0,,,1.0,
2934,94513.0,Patrice Evra,Patrice,Evra,1981-05-15,Senegal,France,27.0,D,Left Full Back,14,11.0,1.0,2.0,,3.0,6.0,,1.0,,
2948,3928.0,Fábio Rochemback,Fábio,Rochemback,1981-12-10,Brazil,Brazil,10.0,M,Midfielder,14,22.0,3.0,5.0,2.0,10.0,7.0,3.0,4.0,,
2417,153033.0,Cesc Fàbregas,Cesc,Fàbregas,1987-05-04,Spain,Spain,4.0,M,Centre Central Midfielder,14,35.0,9.0,6.0,3.0,10.0,19.0,5.0,5.0,,1.0
2648,3506.0,Khalilou Fadiga,Khalilou,Fadiga,1974-12-30,Senegal,Senegal,39.0,M,Midfielder,14,8.0,0.0,5.0,1.0,1.0,2.0,,2.0,,
2525,120718.0,Dong Fangzhuo,Dong,Fangzhuo,1985-01-23,China,China,,F,Forward,14,,,,,,,,,,
1111,54994.0,Rio Ferdinand,Rio,Ferdinand,1978-11-07,England,England,5.0,D,Defender,14,37.0,17.0,8.0,3.0,5.0,24.0,,,,1.0
877,948.0,Duncan Ferguson,Duncan,Ferguson,1971-12-27,Scotland,Scotland,9.0,F,Forward,14,27.0,2.0,7.0,1.0,13.0,7.0,,2.0,1.0,1.0
2131,4076.0,Fabrice Fernandes,Fabrice,Fernandes,1979-10-29,France,France,23.0,M,Midfielder,14,1.0,0.0,,,1.0,,,,,
2898,3863.0,Matteo Ferrari,Matteo,Ferrari,1979-12-05,Algeria,Italy,20.0,D,Defender,14,8.0,1.0,1.0,,4.0,3.0,,2.0,,
859,4043.0,John Filan,John,Filan,1970-02-08,Australia,Australia,1.0,G,Goalkeeper,14,15.0,7.0,2.0,,4.0,9.0,,,,
2657,266497.0,Filipe Morais,Filipe Alexandre,Morais,1985-11-21,Portugal,Portugal,18.0,M,Left/Centre/Right Attacking Midfielder,14,,,,,,,,,,
2072,96843.0,Steve Finnan,Steve,Finnan,1976-04-20,Ireland,Ireland,16.0,D,Right Full Back,14,33.0,20.0,5.0,,5.0,23.0,3.0,2.0,,
1344,2321.0,Mark Fish,Mark,Fish,1974-03-14,South Africa,South Africa,,D,Defender,14,,,,,,,,,,
2611,133372.0,Mathieu Flamini,Mathieu,Flamini,1984-03-07,France,France,16.0,M,Centre Central Midfielder,14,31.0,7.0,7.0,,9.0,15.0,3.0,4.0,,
1943,156961.0,Darren Fletcher,Darren,Fletcher,1984-02-01,Scotland,Scotland,,M,Centre Central Midfielder,14,27.0,7.0,6.0,1.0,4.0,17.0,2.0,3.0,,
300,1126.0,Garry Flitcroft,Garry,Flitcroft,1972-11-06,England,England,,M,Midfielder,14,2.0,0.0,,,1.0,1.0,,,,
2874,9401.0,Jaroslaw Fojut,Jaroslaw,Fojut,1987-10-17,Poland,Poland,,D,Defender,14,1.0,0.0,1.0,,,,,,,
2709,13643.0,Liam Fontaine,Liam,Fontaine,1986-01-07,England,England,20.0,D,Defender,14,,,,,,,,,,
1538,122231.0,Mikael Forssell,Mikael,Forssell,1981-03-15,Germany,Finland,,F,Forward,14,27.0,1.0,8.0,3.0,15.0,4.0,1.0,1.0,,
2372,3074.0,Jeff Forsyth,Jeff,Forsyth,1987-10-14,England,England,23.0,D,Defender,14,,,,,,,,,,
2051,176580.0,Jonathan Fortune,Jonathan,Fortune,1980-08-23,England,England,,D,Defender,14,11.0,3.0,2.0,,6.0,3.0,,1.0,,
2932,130759.0,Ben Foster,Ben,Foster,1983-04-03,England,England,1.0,G,Goalkeeper,14,,,,,,,,,,
277,55008.0,Robbie Fowler,Robbie,Fowler,1975-04-09,England,England,27.0,F,Forward,14,18.0,1.0,3.0,6.0,3.0,12.0,1.0,1.0,,
2521,31152.0,David Fox,David,Fox,1983-12-13,England,England,8.0,M,Centre Central Midfielder,14,,,,,,,,,,
1979,3326.0,Hayden Foxe,Hayden,Foxe,1977-06-23,Australia,Australia,,D,Defender,14,,,,,,,,,,
2722,3601.0,Robbie Foy,Robbie,Foy,1985-10-28,England,England,42.0,M,Midfielder,14,,,,,,,,,,
1476,4390.0,Damien Francis,Damien,Francis,1979-02-27,Jamaica,Jamaica,7.0,M,Midfielder,14,20.0,6.0,1.0,1.0,8.0,11.0,2.0,2.0,,
1420,6178.0,Brad Friedel,Brad,Friedel,1971-05-18,United States,United States,24.0,G,Goalkeeper,14,38.0,16.0,6.0,,13.0,19.0,,,,
2448,27532.0,Barry Fuller,Barry,Fuller,1984-09-25,England,England,12.0,D,Right Full Back,14,,,,,,,,,,
2091,3073.0,Thomas Gaardsoe,Thomas,Gaardsoe,1979-11-23,Denmark,Denmark,18.0,D,Defender,14,7.0,1.0,1.0,,5.0,1.0,1.0,2.0,,
3009,14410.0,Danny Gabbidon,Danny,Gabbidon,1979-08-08,Wales,Wales,39.0,D,Central Defender,14,32.0,9.0,7.0,,10.0,15.0,,2.0,,
2204,19911.0,Paul Gallagher,Paul,Gallagher,1984-08-09,Scotland,Scotland,12.0,M,Left/Centre/Right Attacking Midfielder,14,1.0,0.0,,,,1.0,,,,
2054,54991.0,William Gallas,William,Gallas,1977-08-17,France,France,,D,Defender,14,34.0,16.0,3.0,5.0,5.0,26.0,1.0,5.0,,1.0
2041,30076.0,Ricardo Gardner,Ricardo,Gardner,1978-09-25,Jamaica,Jamaica,,M,Midfielder,14,30.0,8.0,10.0,,10.0,10.0,2.0,3.0,,1.0
