id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_throws,aerial_lost,aerial_won,appearances,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_bx_centre,att_cmiss_right,att_hd_miss,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_miss,att_ibox_target,att_lf_target,att_lf_total,att_miss_left,att_miss_right,att_obox_miss,att_obox_target,att_obx_centre,att_openplay,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_high_right,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,blocked_cross,blocked_scoring_att,challenge_lost,clean_sheet,clearance_off_line,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,final_third_entries,formation_place,fouls,fwd_pass,game_started,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offside_provoked,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,outfielder_block,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_def_3rd,poss_won_mid_3rd,rightside_pass,shot_off_target,successful_final_third_passes,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_tackle,total_throws,touches,turnover,unsuccessful_touch,was_fouled,wins,won_corners,won_tackle,yellow_card,att_bx_right,att_cmiss_left,att_goal_high_left,att_goal_low_right,att_hd_goal,att_ibox_goal,att_miss_high,att_obox_blocked,att_rf_target,att_rf_total,big_chance_created,big_chance_scored,goals,goal_assist_setplay,last_man_tackle,red_card,shield_ball_oop,six_yard_block,won_contest,accurate_cross,accurate_cross_nocorner,accurate_freekick_cross,att_assist_setplay,att_goal_high_centre,att_rf_goal,crosses_18yard,freekick_cross,goals_openplay,hand_ball,hit_woodwork,overrun,poss_won_att_3rd,total_through_ball,att_cmiss_high_right,att_freekick_total,att_miss_high_right,att_sv_low_centre,error_lead_to_goal,att_cmiss_high,att_goal_low_left,corner_taken,head_pass,open_play_pass,penalty_conceded,successful_open_play_pass,accurate_goal_kicks,accurate_pull_back,accurate_through_ball,att_bx_left,att_freekick_miss,att_freekick_post,att_goal_high_right,att_lf_goal,att_miss_high_left,att_obox_goal,att_obox_post,att_post_high,dangerous_play,error_lead_to_shot,fouled_final_third,foul_throw_in,goal_kicks,post_scoring_att,second_goal_assist,total_corners_intobox,total_offside,total_pull_back,accurate_keeper_throws,diving_save,good_high_claim,keeper_pick_up,keeper_throws,punches,saved_ibox,saved_obox,saves,total_high_claim,accurate_corners_intobox,att_cmiss_high_left,att_fastbreak,att_freekick_target,att_lg_centre,att_pen_goal,att_sv_low_left,shot_fastbreak,total_sub_on,attempts_ibox,attempts_obox,att_corner,att_post_left,total_fastbreak,touches_in_opp_box,goal_assist_deadball,second_yellow,att_post_right,att_hd_post,att_ibox_post,att_goal_low_centre,att_obx_left,goal_fastbreak,accurate_keeper_sweeper,cross_not_claimed,dive_catch,dive_save,penalty_faced,stand_catch,stand_save,total_keeper_sweeper,att_obxd_left,att_pen_target,penalty_won,att_lg_right,att_obp_goal,att_obxd_right,att_freekick_goal,own_goals,gk_smother,penalty_save,att_obx_right,back_pass,att_lg_left,blocked_pass,put_through,att_pen_post,att_pen_miss
1869,6618.0,Craig Bellamy,Craig,Bellamy,1979-07-13,Wales,Wales,39.0,F,Left/Centre/Right Striker,20,146.0,11.0,6.0,402.0,,55.0,18.0,519.0,12.0,7.0,,27.0,80.0,92.0,20.0,5.0,,1.0,1.0,2.0,3.0,3.0,3.0,1.0,5.0,8.0,2.0,11.0,7.0,28.0,27.0,1.0,,1.0,1.0,,180.0,52.0,,2.0,11.0,8.0,2.0,,9.0,14.0,7.0,61.0,39.0,2.0,1.0,,58.0,0.0,19.0,129.0,12.0,16.0,16.0,,3.0,3.0,2.0,,12.0,2.0,11.0,103.0,35.0,24.0,11.0,2.0,1241.0,,17.0,18.0,16.0,,172.0,63.0,30.0,2.0,201.0,201.0,12.0,33.0,174.0,15.0,209.0,35.0,158.0,19.0,1.0,21.0,113.0,67.0,254.0,10.0,541.0,1.0,56.0,25.0,586.0,42.0,8.0,26.0,13.0,872.0,13.0,13.0,8.0,9.0,22.0,19.0,6.0,,3.0,,2.0,,4.0,2.0,8.0,8.0,35.0,5.0,3.0,6.0,1.0,,,1.0,,5.0,29.0,13.0,,12.0,1.0,6.0,52.0,4.0,4.0,2.0,3.0,2.0,7.0,1.0,,9.0,2.0,4.0,1.0,,1.0,49.0,,12.0,,12.0,,,,7.0,3.0,,,,,2.0,,,,,3.0,,,1.0,1.0,46.0,12.0,2.0,,,,,,,,,,,16.0,,1.0,1.0,,,4.0,1.0,15.0,,,,1.0,,3.0,1.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
4171,301328.0,Hatem Ben Arfa,Hatem,Ben Arfa,1987-03-07,France,France,11.0,M,Left/Centre/Right Attacking Midfielder,20,168.0,31.0,2.0,312.0,1.0,37.0,44.0,470.0,17.0,9.0,1.0,26.0,141.0,115.0,25.0,6.0,2.0,,,,3.0,4.0,3.0,5.0,29.0,3.0,5.0,9.0,3.0,18.0,23.0,1.0,,,,4.0,156.0,70.0,,1.0,9.0,16.0,2.0,,10.0,68.0,4.0,140.0,96.0,1.0,1.0,,60.0,0.0,15.0,138.0,16.0,25.0,21.0,4.0,5.0,5.0,4.0,1.0,9.0,,8.0,212.0,35.0,24.0,9.0,1.0,1556.0,,12.0,21.0,11.0,,32.0,86.0,38.0,4.0,298.0,295.0,37.0,28.0,70.0,14.0,139.0,33.0,194.0,50.0,4.0,85.0,52.0,37.0,193.0,6.0,434.0,2.0,39.0,53.0,576.0,34.0,11.0,22.0,17.0,939.0,36.0,36.0,21.0,13.0,12.0,18.0,2.0,8.0,2.0,,3.0,,5.0,1.0,6.0,1.0,5.0,6.0,1.0,5.0,1.0,,,,2.0,52.0,10.0,9.0,2.0,3.0,,,21.0,5.0,4.0,1.0,1.0,9.0,5.0,9.0,2.0,2.0,2.0,2.0,,,2.0,21.0,,,1.0,,,2.0,4.0,2.0,2.0,,,5.0,2.0,,,,,,4.0,,,1.0,,16.0,2.0,2.0,,,,,,,,,,,2.0,,2.0,,,,,2.0,10.0,,,,1.0,3.0,,,,,,1.0,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,
3013,263226.0,Yossi Benayoun,Yossi,Benayoun,1980-05-05,Israel,Israel,15.0,M,Midfielder,20,87.0,3.0,3.0,244.0,,34.0,6.0,331.0,3.0,14.0,5.0,20.0,75.0,46.0,13.0,9.0,,,3.0,4.0,3.0,2.0,8.0,2.0,6.0,,1.0,,1.0,5.0,17.0,1.0,1.0,,1.0,3.0,79.0,30.0,3.0,,6.0,9.0,1.0,,,13.0,4.0,58.0,42.0,,6.0,3.0,44.0,0.0,14.0,127.0,10.0,16.0,13.0,3.0,1.0,1.0,1.0,3.0,20.0,,11.0,50.0,25.0,19.0,4.0,3.0,902.0,1.0,2.0,12.0,13.0,,63.0,47.0,27.0,2.0,125.0,124.0,11.0,15.0,153.0,2.0,134.0,14.0,99.0,5.0,7.0,22.0,3.0,3.0,187.0,9.0,313.0,6.0,35.0,9.0,409.0,21.0,8.0,16.0,3.0,560.0,15.0,15.0,9.0,12.0,8.0,10.0,1.0,1.0,,,,1.0,3.0,,3.0,4.0,11.0,3.0,1.0,4.0,,,,,1.0,12.0,,,,,,2.0,3.0,,3.0,2.0,,3.0,4.0,13.0,,,,3.0,,,1.0,1.0,3.0,23.0,,14.0,,,3.0,2.0,,,1.0,1.0,1.0,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,1.0,10.0,,,,,2.0,5.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2844,167192.0,Nicklas Bendtner,Nicklas,Bendtner,1988-01-16,Denmark,Denmark,32.0,F,Centre Striker,20,196.0,9.0,44.0,467.0,1.0,109.0,41.0,656.0,10.0,107.0,77.0,29.0,193.0,202.0,29.0,30.0,1.0,11.0,2.0,17.0,9.0,20.0,10.0,2.0,8.0,8.0,4.0,4.0,5.0,14.0,40.0,7.0,,,,4.0,266.0,52.0,9.0,1.0,14.0,7.0,4.0,,3.0,55.0,10.0,201.0,133.0,1.0,14.0,12.0,97.0,0.0,26.0,198.0,25.0,30.0,25.0,5.0,5.0,4.0,5.0,29.0,8.0,,4.0,195.0,33.0,22.0,11.0,3.0,2244.0,,17.0,17.0,23.0,7.0,105.0,138.0,45.0,3.0,398.0,380.0,12.0,33.0,230.0,25.0,232.0,34.0,228.0,19.0,32.0,14.0,22.0,22.0,383.0,126.0,683.0,2.0,132.0,55.0,889.0,62.0,7.0,19.0,10.0,1230.0,65.0,65.0,32.0,8.0,19.0,10.0,2.0,4.0,3.0,2.0,2.0,3.0,8.0,7.0,5.0,11.0,35.0,5.0,3.0,8.0,,,,1.0,3.0,5.0,7.0,7.0,,,,4.0,19.0,,5.0,3.0,1.0,,7.0,11.0,1.0,,2.0,8.0,,3.0,3.0,,,,,,,,2.0,5.0,,,1.0,1.0,3.0,,,,,,11.0,,,1.0,,,26.0,1.0,,,,,,,,,,,,2.0,4.0,,,1.0,3.0,4.0,4.0,,,,1.0,4.0,,,,,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,
4275,302467.0,Rhys Bennett,Rhys,Bennett,1991-09-01,England,England,31.0,D,Centre Central Defender,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,93984.0,Darren Bent,Darren,Bent,1984-02-06,England,England,9.0,F,Centre Striker,20,55.0,,20.0,234.0,,41.0,4.0,289.0,1.0,75.0,40.0,22.0,162.0,123.0,20.0,28.0,2.0,6.0,4.0,10.0,3.0,11.0,14.0,7.0,11.0,3.0,3.0,2.0,3.0,6.0,25.0,1.0,,,,7.0,110.0,30.0,12.0,,4.0,6.0,3.0,1.0,,19.0,9.0,124.0,66.0,,13.0,8.0,47.0,198.0,15.0,95.0,21.0,28.0,26.0,2.0,1.0,,1.0,20.0,5.0,,4.0,86.0,35.0,25.0,7.0,,1862.0,,10.0,11.0,26.0,1.0,51.0,85.0,11.0,1.0,201.0,182.0,5.0,15.0,116.0,13.0,121.0,21.0,62.0,2.0,32.0,14.0,6.0,6.0,207.0,88.0,351.0,1.0,48.0,13.0,407.0,43.0,4.0,8.0,1.0,579.0,28.0,28.0,13.0,6.0,11.0,5.0,1.0,1.0,1.0,,3.0,,9.0,4.0,1.0,6.0,22.0,,9.0,9.0,,,,1.0,,5.0,,,,,1.0,8.0,6.0,,6.0,,,1.0,10.0,2.0,,1.0,3.0,7.0,,1.0,2.0,,,,,,,1.0,,1.0,,,1.0,1.0,,,,,2.0,,5.0,,,,,,39.0,2.0,,,,,,,,,,,,,2.0,,,2.0,3.0,2.0,1.0,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
2009,179093.0,David Bentley,David,Bentley,1984-08-27,England,England,8.0,M,Left/Centre/Right Attacking Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4205,288846.0,Saido Berahino,Saido,Berahino,1993-08-04,Burundi,Burundi,24.0,F,Centre Striker,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3247,24464.0,Dimitar Berbatov,Dimitar,Berbatov,1981-01-30,Bulgaria,Bulgaria,10.0,F,Centre Striker,20,43.0,2.0,5.0,154.0,,24.0,3.0,197.0,,5.0,8.0,12.0,33.0,46.0,6.0,11.0,1.0,3.0,,5.0,1.0,4.0,2.0,,1.0,2.0,1.0,1.0,,1.0,8.0,,,,,1.0,64.0,17.0,2.0,,1.0,,2.0,,1.0,14.0,1.0,31.0,22.0,,2.0,2.0,23.0,0.0,8.0,48.0,5.0,6.0,5.0,1.0,,,,3.0,4.0,,1.0,66.0,9.0,8.0,2.0,,512.0,,3.0,3.0,9.0,,41.0,21.0,15.0,1.0,79.0,78.0,3.0,10.0,58.0,6.0,88.0,6.0,45.0,3.0,3.0,7.0,9.0,9.0,121.0,14.0,200.0,,26.0,4.0,236.0,16.0,2.0,8.0,,312.0,10.0,10.0,3.0,9.0,6.0,8.0,,,,,2.0,1.0,7.0,2.0,,2.0,10.0,1.0,4.0,7.0,,,,,,3.0,,,,,,5.0,8.0,,3.0,,1.0,1.0,4.0,2.0,,,,1.0,,,2.0,,,,1.0,,,,1.0,1.0,,,1.0,1.0,,,,,1.0,,,,,1.0,,,3.0,,,,,,,,,,,,,,1.0,,,2.0,,1.0,7.0,,,,1.0,1.0,,,,,1.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
3989,11146.0,Christophe Berra,Christophe,Berra,1985-01-31,Scotland,Scotland,6.0,D,Left/Centre Central Defender,20,469.0,10.0,2.0,156.0,26.0,9.0,42.0,625.0,,29.0,63.0,32.0,298.0,232.0,6.0,10.0,1.0,5.0,2.0,7.0,3.0,7.0,3.0,1.0,2.0,,3.0,,,,3.0,3.0,1.0,,,1.0,89.0,79.0,2.0,10.0,3.0,15.0,3.0,,,7.0,10.0,94.0,141.0,10.0,146.0,64.0,127.0,228.0,42.0,463.0,29.0,63.0,47.0,16.0,,,,112.0,46.0,9.0,40.0,144.0,224.0,99.0,18.0,44.0,2698.0,31.0,3.0,3.0,3.0,30.0,117.0,10.0,14.0,2.0,386.0,281.0,56.0,22.0,185.0,7.0,51.0,6.0,570.0,26.0,251.0,5.0,1.0,1.0,141.0,3.0,312.0,96.0,9.0,103.0,881.0,13.0,1.0,53.0,,1339.0,14.0,14.0,23.0,4.0,3.0,40.0,5.0,,,,,,,3.0,,,1.0,2.0,,,,1.0,,2.0,2.0,2.0,,,,,,,1.0,,,2.0,,,1.0,1.0,,,,1.0,1.0,1.0,,,4.0,19.0,1.0,15.0,,,1.0,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2886,281358.0,Ryan Bertrand,Ryan,Bertrand,1989-08-05,England,England,5.0,D,Left Full Back,20,110.0,4.0,3.0,144.0,1.0,3.0,5.0,248.0,43.0,2.0,6.0,7.0,36.0,42.0,5.0,,,,,,,,,,2.0,,,,,2.0,1.0,,,,,,57.0,34.0,,3.0,2.0,2.0,,,10.0,7.0,2.0,18.0,28.0,3.0,9.0,6.0,37.0,0.0,7.0,106.0,6.0,9.0,5.0,4.0,,,,9.0,13.0,4.0,10.0,10.0,28.0,19.0,3.0,4.0,540.0,3.0,2.0,3.0,,6.0,116.0,1.0,13.0,,69.0,59.0,19.0,14.0,100.0,,69.0,5.0,112.0,9.0,19.0,3.0,19.0,19.0,83.0,3.0,180.0,4.0,3.0,9.0,273.0,2.0,1.0,14.0,48.0,422.0,6.0,6.0,7.0,2.0,7.0,10.0,1.0,,,,,,,,2.0,,,,,,,,,,,1.0,6.0,6.0,,,,,9.0,,,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404,169270.0,Federico Bessone,Federico,Bessone,1984-01-23,Argentina,Argentina,3.0,D,Left Full Back,20,3.0,1.0,,2.0,,,1.0,5.0,1.0,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,0.0,,4.0,,,,,,,,,,,,,2.0,1.0,,,4.0,,,,,,2.0,1.0,,,2.0,2.0,,,2.0,,,,4.0,1.0,,,,,,,3.0,1.0,,2.0,7.0,,,,1.0,8.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2797,90701.0,Leon Best,Leon,Best,1986-09-19,Ireland,Ireland,8.0,F,Centre Striker,20,59.0,1.0,19.0,174.0,,32.0,7.0,229.0,1.0,48.0,51.0,18.0,107.0,67.0,18.0,11.0,3.0,4.0,2.0,6.0,4.0,7.0,3.0,1.0,7.0,2.0,3.0,3.0,1.0,6.0,19.0,1.0,,,,1.0,95.0,27.0,3.0,1.0,6.0,3.0,,,1.0,24.0,5.0,102.0,99.0,1.0,7.0,6.0,35.0,0.0,21.0,72.0,16.0,13.0,12.0,1.0,2.0,1.0,2.0,13.0,1.0,,,77.0,15.0,13.0,2.0,2.0,1165.0,,10.0,10.0,8.0,,35.0,71.0,22.0,4.0,169.0,160.0,1.0,18.0,65.0,10.0,96.0,20.0,63.0,1.0,16.0,22.0,14.0,14.0,156.0,52.0,260.0,,36.0,8.0,309.0,24.0,14.0,10.0,1.0,467.0,31.0,31.0,25.0,11.0,13.0,7.0,2.0,2.0,,,3.0,,4.0,3.0,2.0,1.0,10.0,2.0,3.0,4.0,,,,2.0,,13.0,4.0,4.0,,,,3.0,13.0,,4.0,3.0,1.0,1.0,8.0,,,,,1.0,,1.0,,,,,,,,,,,,,,1.0,2.0,,,,,,7.0,,,,1.0,,24.0,,,,,,,,,,,,,,2.0,,,,2.0,2.0,2.0,,,,,2.0,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
3465,176481.0,Habib Beye,Habib,Beye,1977-10-19,Senegal,Senegal,6.0,D,Defender,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3871,300976.0,Jake Bidwell,Jake,Bidwell,1993-03-21,England,England,27.0,D,Left Full Back,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318,119287.0,Villyan Bijev,Villyan,Bijev,1993-01-03,United States,Bulgaria,,F,Centre Striker,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3876,24540.0,Diniyar Bilyaletdinov,Diniyar,Bilyaletdinov,1985-02-27,Russia,Russia,14.0,M,Left/Centre Attacking Midfielder,20,48.0,3.0,3.0,111.0,,9.0,3.0,151.0,3.0,10.0,12.0,10.0,31.0,35.0,11.0,2.0,1.0,,,,1.0,4.0,,,5.0,,2.0,1.0,,3.0,6.0,1.0,,,,,42.0,26.0,,,3.0,4.0,,,5.0,12.0,2.0,37.0,34.0,,1.0,1.0,26.0,0.0,6.0,56.0,7.0,7.0,5.0,2.0,1.0,1.0,1.0,5.0,7.0,,7.0,32.0,16.0,7.0,4.0,,524.0,,6.0,9.0,,,70.0,9.0,15.0,,107.0,101.0,9.0,13.0,72.0,5.0,68.0,15.0,58.0,8.0,7.0,10.0,30.0,26.0,96.0,12.0,174.0,4.0,9.0,9.0,202.0,8.0,7.0,10.0,4.0,309.0,9.0,9.0,7.0,4.0,4.0,9.0,,1.0,,,,,,1.0,2.0,,3.0,2.0,,,,,,,,5.0,8.0,6.0,,3.0,,,20.0,1.0,,,,1.0,4.0,2.0,,,1.0,,,,,4.0,,,,,,,,2.0,,,,,1.0,,,,,,3.0,,,,,4.0,2.0,,,,,,,,,,,,2.0,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578,136136.0,Nick Blackman,Nick,Blackman,1989-11-11,England,Barbados,9.0,F,Left/Centre/Right Second Striker,20,1.0,,,1.0,,,,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,,,,,0.0,,1.0,,,,,,,,,,,,,,,1.0,,6.0,,,,,,1.0,,,,2.0,2.0,,1.0,1.0,,,,1.0,,,1.0,,,,,2.0,,,,3.0,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1673,5678.0,Robbie Blake,Robbie,Blake,1976-03-04,England,England,20.0,M,Left/Centre/Right Attacking Midfielder,20,2.0,2.0,,5.0,,3.0,,7.0,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,1.0,,,,,0.0,,2.0,,,,,,,,,,,,1.0,1.0,1.0,,,4.0,,,,,,1.0,2.0,,,4.0,4.0,,,4.0,,4.0,,2.0,2.0,,2.0,,,6.0,1.0,7.0,,3.0,,9.0,,,1.0,,12.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4279,91208.0,Adam Blakeman,Adam,Blakeman,1991-12-03,England,England,3.0,D,Defender,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4032,177834.0,Daniel Boateng,Daniel,Boateng,1992-09-02,England,England,6.0,D,Defender,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4411,97322.0,Ferrie Bodde,Ferrie,Bodde,1982-05-05,Netherlands,Netherlands,6.0,M,Centre Central Midfielder,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3348,186480.0,Ádám Bogdán,Ádám,Bogdán,1987-09-27,Hungary,Hungary,1.0,G,Goalkeeper,20,34.0,,,131.0,97.0,,141.0,165.0,,1.0,,20.0,226.0,113.0,1.0,,,,,,,,,,,,,,,,,,,,,,,213.0,,,,2.0,1.0,,,,5.0,4.0,2.0,,16.0,,347.0,0.0,1.0,411.0,20.0,40.0,32.0,8.0,,,,,,,,12.0,593.0,228.0,9.0,13.0,1800.0,,1.0,1.0,,,43.0,48.0,28.0,1.0,394.0,394.0,18.0,,7.0,,98.0,2.0,56.0,,16.0,,,,263.0,,374.0,292.0,3.0,401.0,430.0,,,,,961.0,1.0,1.0,1.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,4.0,,,,,,1.0,,105.0,,,,,,,,,,,,,2.0,,,229.0,,,,,,53.0,45.0,38.0,157.0,55.0,7.0,48.0,29.0,77.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,16.0,1.0,8.0,13.0,2.0,12.0,4.0,18.0,,,,,,,,,1.0,1.0,,,,,,,
2672,10952.0,Gary Borrowdale,Gary,Borrowdale,1985-07-16,England,England,28.0,D,Left Full Back,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4245,252275.0,Emiliano Martínez,Emiliano,Martínez,1992-09-02,Argentina,Argentina,1.0,G,Goalkeeper,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
