id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_cross,accurate_cross_nocorner,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_pull_back,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,att_assist_openplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high_left,att_cmiss_left,att_cmiss_right,att_fastbreak,att_goal_high_right,att_goal_low_centre,att_goal_low_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_target,att_lf_goal,att_lf_target,att_lf_total,att_lg_left,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_post,att_obox_target,att_obx_centre,att_openplay,att_post_high,att_rf_goal,att_rf_target,att_rf_total,att_setpiece,att_sv_high_centre,att_sv_high_left,att_sv_low_centre,att_sv_low_left,att_sv_low_right,backward_pass,ball_recovery,big_chance_created,big_chance_missed,big_chance_scored,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,corner_taken,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,final_third_entries,formation_place,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goals_openplay,goal_assist,goal_assist_intentional,goal_assist_openplay,goal_fastbreak,hand_ball,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,post_scoring_att,put_through,rightside_pass,second_goal_assist,shield_ball_oop,shot_fastbreak,shot_off_target,successful_final_third_passes,successful_open_play_pass,successful_put_through,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_distance_in_m,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_offside,total_pass,total_pull_back,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,wins,won_contest,won_corners,won_tackle,yellow_card,att_freekick_miss,att_freekick_total,att_hd_target,offside_provoked,accurate_corners_intobox,accurate_freekick_cross,assist_attempt_saved,assist_free_kick_won,assist_pass_lost,att_assist_setplay,att_cmiss_high,att_cmiss_high_right,att_freekick_target,att_goal_high_centre,att_obox_goal,att_obx_left,att_one_on_one,att_pen_goal,att_pen_target,freekick_cross,goal_assist_setplay,penalty_won,total_corners_intobox,att_freekick_post,att_ibox_post,att_obxd_right,att_post_left,att_post_right,own_goals,last_man_tackle,att_goal_high_left,att_lg_centre,penalty_conceded,red_card,assist_penalty_won,attempts_obox,six_yard_block,att_obxd_left,goal_assist_deadball,assist_post,attempts_ibox,att_freekick_goal,att_sv_high_right,accurate_goal_kicks,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_catch,dive_save,diving_save,gk_smother,goal_kicks,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,foul_throw_in,second_yellow,assist_own_goal,att_hd_post,dangerous_play,clearance_off_line,att_obp_goal,penalty_save,assist_blocked_shot,assist_handball_won,att_obx_right,att_lg_right,att_pen_miss,back_pass,att_corner,fifty_fifty,successful_fifty_fifty,att_pen_post
6387,51705.0,Jeremain Lens,Jeremain,Lens,1987-11-24,Netherlands,Netherlands,77.0,M,Left/Right Winger,54,2.0,,1.0,,,13.0,1.0,2.0,2.0,14.0,,,,,2.0,2.0,1.0,2.0,10.0,2.0,1.0,,1.0,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,1.0,,,,1.0,2.0,,,,2.0,,,,,,,2.0,3.0,,,,,3.0,3.0,3.0,,1.0,,,1.0,1.0,7.0,6.0,,,,,,6.0,0.0,1.0,1.0,8.0,,,1.0,,1.0,,,,,,,,1.0,,2.0,,2.0,5.0,2.0,1.0,1.0,,68.0,1.0,1.0,,20.0,1.0,1.0,1.0,7.0,6.0,,13.0,13.0,,,3.0,,3.0,5.0,,,,,11.0,14.0,2.0,2.0,3.0,1.0,,2.0,2.0,1.0,7800.17651367188,,14.0,,19.0,1.0,2.0,2.0,,20.0,,3.0,,2.0,2.0,1.0,,45.0,6.0,2.0,2.0,3.0,,,2.0,2.0,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2574,266152.0,Joleon Lescott,Joleon,Lescott,1982-08-16,England,England,,D,Left/Right Central Defender,54,21.0,1.0,,,,8.0,1.0,,3.0,29.0,,,,1.0,1.0,2.0,1.0,29.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,4.0,,,,1.0,1.0,,,,,,,1.0,,4.0,2.0,1.0,13.0,9.0,1.0,,7.0,,,2.0,17.0,1.0,,5.0,5.0,,,,,,,,9.0,2.0,,5.0,1.0,5.0,2.0,10.0,5.0,1.0,,123.0,,,,34.0,3.0,,8.0,,,,6.0,6.0,,4.0,,,1.0,12.0,,,,,4.0,29.0,1.0,,21.0,3.0,13.0,0.0,,,11560.95483398438,,7.0,,13.0,4.0,,8.0,,34.0,,,,1.0,,,,60.0,,,,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16550,263089.0,Filip Lesniak,Filip,Lesniak,1996-05-14,Slovakia,Slovakia,23.0,M,Defensive Midfielder,54,4.0,,,,,2.0,,1.0,,6.0,,,,1.0,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,,,,,,,,,,,,,,2.0,1.0,,,,,,2.0,,,1.0,2.0,,,,,,,1.0,,1.0,,,,,,,,,1.0,,,,,4.0,,1.0,,6.0,,,1.0,,,,,,,,1.0,,,1.0,,,,,2.0,6.0,,1.0,4.0,,,,,,1446.53662109375,,2.0,,2.0,,1.0,,,6.0,,,,1.0,1.0,,,7.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14982,314379.0,Harry Lewis,Harry,Lewis,1997-12-20,England,England,,G,Goalkeeper,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4337,286836.0,Jesse Lingard,Jesse,Lingard,1992-12-15,England,England,11.0,M,Left/Centre/Right Attacking Midfielder,54,160.0,14.0,7.0,7.0,5.0,485.0,1.0,66.0,17.0,638.0,,4.0,13.0,15.0,5.0,25.0,15.0,72.0,59.0,27.0,7.0,2.0,3.0,,,1.0,1.0,1.0,,,,,,2.0,4.0,,5.0,7.0,,1.0,7.0,,6.0,,1.0,1.0,2.0,8.0,5.0,1.0,5.0,20.0,34.0,1.0,1.0,9.0,28.0,,,1.0,3.0,2.0,5.0,193.0,56.0,6.0,4.0,,5.0,29.0,12.0,11.0,1.0,1.0,14.0,10.0,21.0,9.0,94.0,62.0,5.0,8.0,2.0,,,66.0,25.0,6.0,26.0,146.0,18.0,1.0,12.0,9.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,26.0,2.0,14.0,,14.0,243.0,27.0,21.0,4.0,3.0,1366.0,10.0,19.0,13.0,720.0,1.0,3.0,161.0,112.0,50.0,,184.0,184.0,3.0,15.0,38.0,2.0,29.0,145.0,,1.0,1.0,12.0,292.0,631.0,14.0,29.0,177.0,18.0,8.0,43.0,25.0,24.0,181394.9425048828,1.0,343.0,19.0,575.0,4.0,72.0,27.0,4.0,727.0,,37.0,15.0,7.0,17.0,11.0,14.0,997.0,46.0,27.0,27.0,19.0,12.0,21.0,20.0,13.0,3.0,,,2.0,,,,,,1.0,,2.0,,,,1.0,,1.0,,,,,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
3244,270979.0,Jake Livermore,Jake,Livermore,1989-11-14,England,England,,M,Centre Central Midfielder,54,709.0,91.0,1.0,1.0,3.0,607.0,13.0,35.0,117.0,1315.0,,3.0,1.0,33.0,33.0,37.0,17.0,305.0,246.0,19.0,7.0,,5.0,,,,2.0,,,,1.0,,1.0,1.0,2.0,1.0,5.0,4.0,1.0,1.0,6.0,,3.0,1.0,4.0,4.0,4.0,8.0,11.0,,2.0,21.0,29.0,,,5.0,26.0,1.0,0.0,,3.0,2.0,1.0,181.0,231.0,2.0,,,6.0,55.0,10.0,28.0,3.0,,3.0,4.0,26.0,7.0,124.0,154.0,6.0,61.0,30.0,,1.0,275.0,35.0,1.0,33.0,574.0,35.0,1.0,59.0,51.0,8.0,1.0,1.0,,1.0,,6.0,32.0,78.0,,49.0,8.0,49.0,408.0,249.0,150.0,22.0,16.0,2976.0,5.0,15.0,7.0,1589.0,25.0,,116.0,280.0,40.0,8.0,384.0,381.0,2.0,124.0,105.0,,55.0,443.0,1.0,,2.0,16.0,298.0,1299.0,37.0,20.0,785.0,178.0,64.0,34.0,7.0,7.0,364275.79333496094,2.0,445.0,9.0,828.0,69.0,36.0,234.0,1.0,1606.0,,33.0,7.0,2.0,79.0,4.0,2.0,2069.0,24.0,37.0,37.0,20.0,8.0,24.0,5.0,54.0,5.0,,,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
5551,296173.0,Fernando Llorente,Fernando,Llorente,1985-02-26,Spain,Spain,12.0,F,Centre Striker,54,190.0,17.0,2.0,2.0,31.0,410.0,1.0,144.0,18.0,598.0,,,1.0,125.0,156.0,33.0,8.0,232.0,147.0,25.0,37.0,2.0,1.0,,2.0,2.0,,2.0,2.0,4.0,3.0,8.0,18.0,34.0,7.0,15.0,18.0,10.0,3.0,,5.0,,4.0,,,8.0,6.0,,,,1.0,1.0,35.0,1.0,4.0,3.0,11.0,4.0,2.0,1.0,3.0,2.0,3.0,292.0,73.0,2.0,5.0,8.0,,47.0,7.0,15.0,1.0,,8.0,,55.0,3.0,250.0,212.0,,35.0,26.0,,,93.0,54.0,13.0,51.0,179.0,28.0,15.0,51.0,48.0,4.0,9.0,1.0,1.0,,,2.0,27.0,263.0,2.0,2.0,,2.0,242.0,28.0,9.0,18.0,2.0,2453.0,11.0,15.0,26.0,870.0,4.0,5.0,133.0,151.0,25.0,4.0,445.0,444.0,11.0,16.0,46.0,1.0,47.0,187.0,,1.0,,19.0,223.0,569.0,16.0,26.0,232.0,35.0,36.0,20.0,8.0,8.0,282647.03173828125,,389.0,107.0,676.0,1.0,169.0,29.0,12.0,900.0,1.0,52.0,14.0,5.0,18.0,,1.0,1253.0,163.0,64.0,64.0,31.0,12.0,9.0,7.0,14.0,2.0,,,8.0,1.0,,,2.0,,,,2.0,,,2.0,,,,,,,1.0,,,,1.0,,,,,,3.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,,1.0,,,,,,,,,
4664,6503.0,Hugo Lloris,Hugo,Lloris,1986-12-26,France,France,1.0,G,Goalkeeper,54,702.0,53.0,,,,64.0,65.0,,240.0,766.0,,,,1.0,6.0,34.0,,193.0,119.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,317.0,,,,0.0,3.0,,,15.0,,,,,6.0,1.0,10.0,0.0,28.0,5.0,2.0,4.0,113.0,5.0,,,598.0,34.0,,24.0,22.0,2.0,,,,,,,5.0,2.0,,1.0,1.0,1.0,227.0,271.0,65.0,4.0,13.0,3005.0,1.0,1.0,,756.0,,,62.0,48.0,8.0,1.0,302.0,298.0,,69.0,,,3.0,235.0,,,,,19.0,586.0,1.0,2.0,790.0,68.0,32.0,,,,169756.92822265625,,113.0,,270.0,243.0,,525.0,,1060.0,,,1.0,,,,,1365.0,0.0,,,4.0,24.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,33.0,148.0,1.0,2.0,17.0,36.0,17.0,213.0,19.0,230.0,152.0,1.0,11.0,53.0,25.0,78.0,8.0,7.0,20.0,34.0,,,,,,,,,,,,,,,,,,
5179,258900.0,Ruben Loftus-Cheek,Ruben,Loftus-Cheek,1996-01-23,England,England,15.0,M,Centre Attacking Midfielder,54,9.0,,,,,12.0,,1.0,,21.0,,,,,1.0,6.0,,5.0,3.0,,1.0,,,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,,1.0,1.0,,,,1.0,,,12.0,7.0,,,,,1.0,,1.0,,,,,2.0,,5.0,3.0,,1.0,,,,,0.0,,2.0,4.0,,,0.0,0.0,,,,,,,,,1.0,,,,,5.0,,,2.0,,31.0,,,1.0,25.0,,1.0,6.0,2.0,,,10.0,10.0,2.0,3.0,2.0,,1.0,4.0,,,1.0,,8.0,21.0,1.0,,11.0,,1.0,1.0,,,6157.62734985351,1.0,10.0,,14.0,,1.0,,,25.0,1.0,1.0,,6.0,1.0,,,38.0,5.0,3.0,3.0,,4.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,19667.0,Kevin Long,Kevin,Long,1990-08-18,Ireland,Ireland,40.0,D,Centre/Right Full Back,54,57.0,3.0,,,0.0,18.0,4.0,,11.0,75.0,,,,4.0,8.0,3.0,,24.0,19.0,0.0,1.0,,,,,,,,,,,,1.0,1.0,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,9.0,12.0,,,,,1.0,,1.0,,,,,1.0,1.0,7.0,15.0,,15.0,6.0,,,13.0,,,1.0,54.0,3.0,,6.0,6.0,,,,,,,,6.0,23.0,,4.0,2.0,4.0,31.0,38.0,17.0,2.0,4.0,270.0,0.0,,,107.0,4.0,,5.0,8.0,,,34.0,34.0,,10.0,2.0,,1.0,14.0,,,,1.0,2.0,74.0,,0.0,65.0,8.0,15.0,1.0,,,28178.701171875,,13.0,0.0,43.0,21.0,,34.0,,108.0,,1.0,,,4.0,,,141.0,1.0,,,2.0,,1.0,,4.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13278,288962.0,Ademola Lookman,Ademola,Lookman,1997-10-20,England,Nigeria,37.0,F,Left/Right Winger,54,29.0,1.0,,,,53.0,,4.0,3.0,82.0,,,,4.0,1.0,8.0,2.0,28.0,15.0,,2.0,2.0,2.0,,2.0,,,,1.0,,,,,,2.0,1.0,4.0,4.0,,3.0,9.0,,2.0,,,2.0,3.0,1.0,3.0,,1.0,5.0,13.0,,1.0,2.0,7.0,1.0,,,3.0,2.0,1.0,32.0,13.0,,1.0,,,4.0,3.0,4.0,,,1.0,,10.0,3.0,30.0,22.0,,3.0,1.0,,,6.0,,2.0,4.0,19.0,3.0,1.0,2.0,2.0,,1.0,,,,,,1.0,2.0,,2.0,,2.0,15.0,1.0,1.0,,,290.0,,,6.0,92.0,,2.0,20.0,7.0,2.0,,40.0,40.0,1.0,7.0,5.0,,4.0,28.0,,,,7.0,35.0,80.0,1.0,,34.0,1.0,3.0,17.0,1.0,1.0,34523.742004394546,,40.0,,61.0,,4.0,3.0,2.0,94.0,,16.0,3.0,5.0,5.0,,,169.0,13.0,7.0,7.0,7.0,5.0,9.0,2.0,4.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20742,312810.0,Pau López,Pau,López,1994-12-13,Spain,Spain,16.0,G,Goalkeeper,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13558,314593.0,Donald Love,Donald,Love,1994-12-02,England,Scotland,,D,Right Full Back,54,69.0,10.0,5.0,5.0,0.0,82.0,3.0,,12.0,146.0,,1.0,60.0,17.0,9.0,12.0,5.0,59.0,43.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,1.0,2.0,1.0,,,1.0,2.0,,,,,1.0,,22.0,37.0,1.0,,,8.0,10.0,1.0,8.0,,,6.0,14.0,2.0,2.0,37.0,36.0,8.0,19.0,8.0,,,65.0,4.0,,9.0,103.0,6.0,,11.0,9.0,2.0,,1.0,1.0,1.0,,,9.0,19.0,,15.0,1.0,15.0,81.0,62.0,21.0,7.0,15.0,607.0,1.0,3.0,1.0,209.0,7.0,,15.0,63.0,28.0,1.0,114.0,109.0,1.0,24.0,12.0,,10.0,9.0,,,,,41.0,143.0,6.0,4.0,80.0,30.0,24.0,5.0,20.0,20.0,74149.23931884767,,88.0,0.0,155.0,25.0,,53.0,,215.0,,2.0,1.0,6.0,20.0,1.0,72.0,413.0,1.0,6.0,6.0,4.0,3.0,3.0,4.0,13.0,1.0,,,,1.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,
4813,187060.0,Dejan Lovren,Dejan,Lovren,1989-07-05,Bosnia & Herzegovina,Croatia,6.0,D,Centre Central Defender,54,1108.0,46.0,1.0,1.0,0.0,623.0,25.0,1.0,140.0,1730.0,,,12.0,57.0,103.0,29.0,9.0,125.0,99.0,7.0,10.0,,,,1.0,1.0,,,1.0,1.0,,1.0,3.0,7.0,3.0,2.0,3.0,2.0,,1.0,2.0,,1.0,,,2.0,3.0,,3.0,,1.0,4.0,4.0,1.0,1.0,,5.0,4.0,1.0,1.0,1.0,,,135.0,130.0,,,1.0,3.0,13.0,3.0,18.0,11.0,,5.0,2.0,4.0,9.0,102.0,164.0,3.0,173.0,107.0,1.0,2.0,221.0,28.0,,25.0,807.0,29.0,2.0,31.0,27.0,4.0,,1.0,1.0,1.0,,1.0,112.0,192.0,1.0,45.0,1.0,45.0,557.0,452.0,283.0,4.0,16.0,2554.0,2.0,6.0,5.0,1952.0,16.0,,197.0,212.0,22.0,3.0,299.0,290.0,1.0,75.0,54.0,1.0,13.0,502.0,,3.0,,7.0,160.0,1682.0,9.0,8.0,1170.0,110.0,182.0,1.0,7.0,7.0,263280.517578125,,276.0,1.0,838.0,125.0,1.0,301.0,1.0,2001.0,,15.0,2.0,,41.0,1.0,13.0,2387.0,29.0,5.0,5.0,20.0,16.0,1.0,3.0,31.0,6.0,,,2.0,31.0,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
4487,18842.0,Matthew Lowton,Matthew,Lowton,1989-06-09,England,England,2.0,D,Right Full Back,54,371.0,34.0,25.0,25.0,,378.0,40.0,3.0,116.0,724.0,,1.0,281.0,37.0,53.0,36.0,26.0,362.0,294.0,26.0,0.0,,3.0,,,,,,,,,,,,,,2.0,2.0,,,,,2.0,,,1.0,1.0,,2.0,,,2.0,4.0,,,2.0,6.0,1.0,,,2.0,,,171.0,189.0,2.0,1.0,,27.0,51.0,,39.0,9.0,,33.0,81.0,15.0,7.0,129.0,196.0,27.0,167.0,93.0,,3.0,327.0,14.0,3.0,34.0,550.0,36.0,,53.0,48.0,5.0,,2.0,1.0,2.0,,1.0,96.0,100.0,,64.0,8.0,64.0,333.0,319.0,127.0,19.0,36.0,3240.0,18.0,12.0,2.0,1076.0,28.0,4.0,20.0,336.0,195.0,4.0,653.0,644.0,7.0,111.0,71.0,,51.0,32.0,,4.0,,4.0,169.0,718.0,19.0,30.0,442.0,99.0,176.0,30.0,115.0,115.0,366323.224609375,,379.0,1.0,759.0,178.0,4.0,317.0,,1086.0,1.0,6.0,,,101.0,4.0,405.0,2160.0,19.0,27.0,27.0,21.0,10.0,24.0,9.0,69.0,9.0,,,,7.0,,0.0,,,,2.0,,,,,,,1.0,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,
3137,51075.0,Lucas Leiva,Lucas Pezzini,Leiva,1987-01-09,Brazil,Brazil,6.0,M,Centre Central Midfielder,54,397.0,37.0,2.0,2.0,1.0,346.0,4.0,4.0,60.0,741.0,,,2.0,38.0,52.0,24.0,13.0,66.0,45.0,3.0,5.0,1.0,,,,,,,,,,,4.0,4.0,1.0,,5.0,1.0,,,,,2.0,,,,3.0,1.0,,,,1.0,1.0,,,1.0,4.0,2.0,,,,1.0,,39.0,75.0,1.0,1.0,,5.0,21.0,2.0,18.0,2.0,,2.0,3.0,6.0,4.0,79.0,103.0,5.0,52.0,33.0,1.0,,119.0,6.0,,18.0,355.0,12.0,,17.0,16.0,1.0,,3.0,2.0,2.0,,,33.0,137.0,,36.0,2.0,36.0,269.0,196.0,139.0,4.0,9.0,1105.0,2.0,4.0,1.0,873.0,4.0,1.0,98.0,91.0,24.0,2.0,171.0,167.0,,31.0,44.0,,21.0,224.0,,,,5.0,103.0,727.0,16.0,6.0,438.0,63.0,56.0,4.0,5.0,5.0,130815.9270324707,,165.0,2.0,454.0,18.0,4.0,95.0,,887.0,,8.0,3.0,12.0,37.0,3.0,2.0,1098.0,17.0,8.0,8.0,12.0,16.0,3.0,1.0,24.0,4.0,,,,2.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10867,261227.0,Greg Luer,Greg,Luer,1994-12-06,England,England,,F,Forward,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4799,51078.0,Luis Alberto,Luis Alberto,Romero Alconchel,1992-09-28,Spain,Spain,10.0,M,Centre Attacking Midfielder,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4290,314976.0,Romelu Lukaku,Romelu,Lukaku,1993-05-13,Belgium,Belgium,90.0,F,Centre Striker,54,139.0,17.0,6.0,6.0,37.0,499.0,,98.0,19.0,632.0,1.0,5.0,4.0,185.0,136.0,37.0,11.0,258.0,170.0,41.0,41.0,10.0,14.0,1.0,2.0,2.0,4.0,3.0,5.0,11.0,5.0,6.0,6.0,18.0,13.0,24.0,18.0,24.0,12.0,17.0,62.0,,9.0,4.0,2.0,4.0,10.0,11.0,11.0,1.0,6.0,30.0,93.0,1.0,7.0,6.0,29.0,1.0,2.0,1.0,16.0,4.0,4.0,240.0,85.0,8.0,8.0,18.0,,30.0,24.0,13.0,12.0,,37.0,8.0,87.0,9.0,344.0,242.0,,26.0,15.0,,,137.0,45.0,8.0,33.0,256.0,36.0,25.0,42.0,34.0,8.0,21.0,6.0,3.0,6.0,1.0,3.0,16.0,231.0,3.0,,,,279.0,43.0,23.0,11.0,4.0,3267.0,18.0,29.0,55.0,945.0,4.0,9.0,99.0,184.0,71.0,3.0,583.0,582.0,22.0,6.0,57.0,2.0,30.0,190.0,,0.0,4.0,31.0,305.0,615.0,7.0,47.0,184.0,28.0,27.0,95.0,45.0,45.0,306950.9814453125,4.0,527.0,170.0,826.0,0.0,127.0,26.0,36.0,965.0,3.0,110.0,2.0,1.0,9.0,9.0,5.0,1517.0,188.0,77.0,77.0,34.0,17.0,63.0,21.0,6.0,3.0,4.0,6.0,6.0,0.0,,,,,,,4.0,1.0,,,1.0,,7.0,1.0,,,,,,,1.0,,,1.0,,,1.0,,,,,,2.0,,,,6.0,1.0,3.0,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
7198,257791.0,Yann M'Vila,Yann,M'Vila,1990-06-29,France,France,6.0,M,Centre Central Midfielder,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4470,281074.0,Shaun MacDonald,Shaun,MacDonald,1988-06-17,Wales,Wales,4.0,M,Centre Central Midfielder,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
