id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,accurate_back_zone_pass,accurate_chipped_pass,accurate_flick_on,accurate_fwd_zone_pass,accurate_launches,accurate_layoffs,accurate_long_balls,accurate_pass,accurate_through_ball,accurate_throws,aerial_lost,aerial_won,appearances,assist_handball_won,attempted_tackle_foul,attempts_conceded_ibox,attempts_conceded_obox,attempts_ibox,attempts_obox,att_assist_openplay,att_bx_centre,att_bx_left,att_bx_right,att_cmiss_high,att_cmiss_left,att_cmiss_right,att_corner,att_fastbreak,att_freekick_miss,att_freekick_total,att_goal_high_left,att_goal_low_right,att_hd_goal,att_hd_miss,att_hd_target,att_hd_total,att_ibox_blocked,att_ibox_goal,att_ibox_miss,att_ibox_post,att_ibox_target,att_lf_target,att_lf_total,att_lg_centre,att_miss_high,att_miss_high_left,att_miss_high_right,att_miss_left,att_miss_right,att_obox_blocked,att_obox_miss,att_obox_post,att_obox_target,att_obp_goal,att_obx_centre,att_openplay,att_post_high,att_post_right,att_rf_target,att_rf_total,att_setpiece,att_sv_high_right,att_sv_low_centre,att_sv_low_right,backward_pass,ball_recovery,big_chance_missed,big_chance_scored,blocked_cross,blocked_pass,blocked_scoring_att,challenge_lost,clean_sheet,crosses_18yard,crosses_18yardplus,dispossessed,draws,duel_lost,duel_won,effective_blocked_cross,effective_clearance,effective_head_clearance,error_lead_to_goal,error_lead_to_shot,fifty_fifty,final_third_entries,fouled_final_third,fouls,fwd_pass,game_started,goals,goals_conceded,goals_conceded_ibox,goals_conceded_obox,goal_assist,goal_assist_intentional,goal_assist_openplay,head_clearance,head_pass,hit_woodwork,interception,interceptions_in_box,interception_won,leftside_pass,long_pass_own_to_opp,long_pass_own_to_opp_success,losses,lost_corners,mins_played,offtarget_att_assist,ontarget_att_assist,ontarget_scoring_att,open_play_pass,outfielder_block,overrun,passes_left,passes_right,pen_area_entries,pen_goals_conceded,poss_lost_all,poss_lost_ctrl,poss_won_att_3rd,poss_won_def_3rd,poss_won_mid_3rd,post_scoring_att,put_through,rightside_pass,shot_fastbreak,shot_off_target,six_yard_block,successful_fifty_fifty,successful_final_third_passes,successful_open_play_pass,successful_put_through,times_tackled,total_att_assist,total_back_zone_pass,total_chipped_pass,total_clearance,total_contest,total_cross,total_cross_nocorner,total_fastbreak,total_final_third_passes,total_flick_on,total_fwd_zone_pass,total_launches,total_layoffs,total_long_balls,total_pass,total_scoring_att,total_sub_off,total_sub_on,total_tackle,total_through_ball,total_throws,touches,touches_in_opp_box,turnover,unsuccessful_touch,was_fouled,winning_goal,wins,won_contest,won_corners,won_tackle,yellow_card,accurate_corners_intobox,accurate_cross,accurate_cross_nocorner,assist_attempt_saved,assist_blocked_shot,att_assist_setplay,att_cmiss_high_left,att_lf_goal,att_sv_high_left,att_sv_low_left,big_chance_created,corner_taken,goals_openplay,hand_ball,total_corners_intobox,total_offside,att_cmiss_high_right,att_freekick_target,att_goal_high_centre,att_goal_low_centre,att_goal_low_left,att_obxd_left,att_obx_left,att_one_on_one,att_rf_goal,att_sv_high_centre,freekick_cross,goal_assist_setplay,accurate_pull_back,att_hd_post,clearance_off_line,foul_throw_in,offside_provoked,shield_ball_oop,total_pull_back,att_goal_high_right,red_card,penalty_conceded,goal_kicks,accurate_freekick_cross,assist_own_goal,assist_penalty_won,penalty_won,goal_assist_deadball,att_lg_right,second_goal_assist,assist_pass_lost,assist_post,att_post_left,last_man_tackle,att_obox_goal,att_pen_goal,dangerous_play,assist_free_kick_won,att_pen_target,att_freekick_goal,goal_fastbreak,accurate_goal_kicks,att_lg_left,att_obxd_right,own_goals,accurate_keeper_sweeper,accurate_keeper_throws,cross_not_claimed,dive_save,diving_save,gk_smother,good_high_claim,keeper_pick_up,keeper_throws,penalty_faced,punches,saved_ibox,saved_obox,saves,stand_catch,stand_save,total_high_claim,total_keeper_sweeper,second_yellow,att_freekick_post,dive_catch,penalty_save,att_pen_post,att_pen_miss,att_obx_right
19605,30562.0,Christian Kabasele,Christian,Kabasele,1991-02-24,DR Congo,Belgium,27.0,D,Centre Central Defender,418,290.0,23.0,,79.0,9.0,,30.0,368.0,,4.0,12.0,47.0,16.0,,0.0,130.0,66.0,6.0,1.0,2.0,3.0,,,,2.0,,3.0,,,,,,,5.0,,5.0,,,6.0,,,,,,2.0,1.0,,4.0,,,1.0,,,,1.0,2.0,,,,2.0,2.0,,,,28.0,58.0,2.0,,2.0,5.0,,3.0,1.0,,1.0,1.0,2.0,23.0,62.0,2.0,65.0,36.0,,1.0,27.0,49.0,,5.0,179.0,12.0,,30.0,27.0,3.0,,,,36.0,70.0,,14.0,4.0,14.0,148.0,95.0,53.0,11.0,18.0,1190.0,1.0,1.0,,464.0,16.0,1.0,20.0,50.0,4.0,3.0,112.0,112.0,,41.0,17.0,,5.0,114.0,,7.0,,18.0,21.0,365.0,4.0,3.0,2.0,329.0,55.0,65.0,3.0,1.0,1.0,,55.0,,141.0,27.0,,74.0,469.0,7.0,,4.0,11.0,,4.0,624.0,11.0,7.0,7.0,3.0,0.0,3.0,1.0,1.0,5.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21611,299695.0,Lovre Kalinic,Lovre,Kalinic,1990-04-03,Croatia,Croatia,91.0,G,Goalkeeper,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21714,302186.0,Samuel Kalu,Samuel,Kalu,1997-08-26,Nigeria,Nigeria,28.0,F,Right Striker,418,15.0,,3.0,41.0,,6.0,,54.0,,,3.0,,4.0,,,24.0,10.0,2.0,2.0,1.0,,,2.0,,,,,,1.0,1.0,,,,,,,,,2.0,,,,,,2.0,,0.0,,1.0,,1.0,,1.0,,2.0,2.0,,,1.0,4.0,1.0,,,,15.0,9.0,1.0,,1.0,2.0,,,,1.0,1.0,5.0,1.0,14.0,10.0,1.0,2.0,2.0,,,8.0,5.0,2.0,,17.0,2.0,,6.0,6.0,,,,,2.0,6.0,,3.0,,3.0,16.0,2.0,2.0,3.0,1.0,222.0,,1.0,1.0,61.0,,,7.0,15.0,11.0,,31.0,31.0,2.0,5.0,2.0,,2.0,13.0,,3.0,,4.0,25.0,54.0,2.0,11.0,1.0,20.0,1.0,2.0,10.0,8.0,6.0,,27.0,4.0,49.0,,6.0,1.0,61.0,4.0,1.0,2.0,2.0,,,114.0,6.0,7.0,7.0,4.0,0.0,,4.0,1.0,2.0,,,2.0,2.0,,,,,,,,1.0,2.0,,,2.0,3.0,,,,,,,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66590,307471.0,Abu Kamara,Abu,Kamara,2003-07-21,England,England,41.0,D,Defender,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3960,6566.0,Harry Kane,Harry,Kane,1993-07-28,England,England,32.0,F,Centre Striker,418,166.0,58.0,9.0,455.0,,41.0,67.0,614.0,11.0,16.0,82.0,75.0,37.0,,21.0,289.0,168.0,86.0,47.0,38.0,53.0,8.0,7.0,5.0,8.0,6.0,13.0,6.0,1.0,8.0,1.0,5.0,4.0,6.0,9.0,26.0,24.0,16.0,20.0,2.0,24.0,9.0,24.0,1.0,14.0,2.0,2.0,12.0,10.0,12.0,20.0,,14.0,,46.0,105.0,2.0,,20.0,82.0,3.0,4.0,9.0,6.0,165.0,92.0,18.0,15.0,,61.0,36.0,11.0,13.0,27.0,15.0,61.0,5.0,239.0,198.0,,39.0,31.0,,,104.0,151.0,11.0,42.0,291.0,36.0,17.0,40.0,34.0,6.0,9.0,7.0,9.0,31.0,97.0,3.0,3.0,,3.0,178.0,103.0,53.0,11.0,3.0,3232.0,12.0,37.0,55.0,845.0,8.0,8.0,112.0,126.0,113.0,2.0,520.0,520.0,18.0,29.0,45.0,2.0,61.0,240.0,6.0,42.0,5.0,57.0,298.0,588.0,18.0,107.0,50.0,210.0,113.0,39.0,100.0,42.0,42.0,7.0,443.0,44.0,706.0,5.0,49.0,103.0,874.0,133.0,1.0,1.0,15.0,22.0,18.0,1548.0,185.0,97.0,97.0,54.0,4.0,21.0,54.0,40.0,5.0,5.0,,7.0,7.0,,1.0,2.0,0.0,4.0,1.0,8.0,19.0,,11.0,2.0,,16.0,1.0,4.0,,1.0,9.0,,,2.0,9.0,10.0,,,1.0,2.0,1.0,,2.0,1.0,2.0,1.0,,,,,1.0,,,,,3.0,,,,,1.0,4.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13492,30960.0,N'Golo Kanté,N'Golo,Kanté,1991-03-29,France,France,7.0,M,Centre Central Midfielder,418,401.0,38.0,5.0,720.0,2.0,26.0,34.0,1120.0,6.0,0.0,14.0,14.0,26.0,,16.0,111.0,52.0,8.0,9.0,20.0,5.0,,3.0,,,,,,,,,2.0,,,,,3.0,,1.0,,4.0,2.0,4.0,,,,1.0,2.0,,2.0,2.0,,3.0,,9.0,17.0,,,4.0,12.0,,,4.0,2.0,244.0,153.0,3.0,,,60.0,5.0,15.0,6.0,6.0,5.0,28.0,8.0,91.0,119.0,,8.0,4.0,,,78.0,121.0,1.0,22.0,373.0,21.0,2.0,19.0,16.0,3.0,4.0,2.0,4.0,4.0,34.0,,31.0,2.0,31.0,330.0,87.0,64.0,4.0,,1778.0,7.0,17.0,9.0,1290.0,2.0,3.0,109.0,250.0,53.0,2.0,266.0,266.0,11.0,67.0,75.0,,60.0,345.0,,3.0,,40.0,396.0,1118.0,35.0,41.0,24.0,464.0,60.0,8.0,48.0,11.0,11.0,,470.0,9.0,839.0,12.0,27.0,54.0,1292.0,17.0,10.0,5.0,59.0,8.0,0.0,1628.0,30.0,35.0,35.0,11.0,0.0,14.0,35.0,4.0,31.0,2.0,,1.0,1.0,1.0,,,,1.0,,,3.0,,2.0,1.0,,,,,,,,,,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108973,289849.0,Michal Karbownik,Michal,Karbownik,2001-03-13,Poland,Poland,33.0,D,Left Full Back,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19600,259077.0,Loris Karius,Loris,Karius,1993-06-22,Germany,Germany,20.0,G,Goalkeeper,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122118,299895.0,Hayao Kawabe,Hayao,Kawabe,1995-09-08,Japan,Japan,,M,Centre Central Midfielder,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32298,300073.0,Edo Kayembe,Edo,Kayembe,1998-06-03,DR Congo,DR Congo,39.0,M,Centre Defensive Midfielder,418,191.0,24.0,,182.0,3.0,1.0,29.0,372.0,1.0,1.0,19.0,13.0,13.0,,3.0,81.0,33.0,0.0,6.0,6.0,0.0,,,,1.0,1.0,2.0,,,,,,,,,,,,0.0,,,,5.0,1.0,,,,2.0,1.0,3.0,3.0,,,,5.0,3.0,,,,1.0,1.0,,,,49.0,77.0,,,,16.0,3.0,8.0,,1.0,3.0,11.0,3.0,47.0,51.0,,13.0,7.0,,,25.0,59.0,,4.0,126.0,9.0,,17.0,16.0,1.0,,,,7.0,31.0,,9.0,1.0,9.0,141.0,56.0,40.0,10.0,5.0,799.0,1.0,5.0,,428.0,1.0,,73.0,45.0,10.0,1.0,94.0,94.0,5.0,34.0,38.0,,16.0,117.0,,3.0,,12.0,74.0,367.0,5.0,16.0,6.0,219.0,33.0,13.0,17.0,8.0,5.0,,94.0,2.0,222.0,8.0,1.0,42.0,433.0,6.0,5.0,4.0,21.0,2.0,1.0,564.0,1.0,10.0,10.0,5.0,0.0,,12.0,,13.0,,,1.0,1.0,,,,,,,,1.0,3.0,,,3.0,1.0,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120096,299437.0,Kayky,Kayky da Silva,Chagas,2003-06-11,Brazil,Brazil,37.0,F,Right Winger,418,,,,2.0,,,,2.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,6.0,,,,2.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,1.0,2.0,,0.0,,,,,,,,,1.0,,2.0,,,,2.0,,,1.0,,,,3.0,,1.0,1.0,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20958,289021.0,Moise Kean,Moise,Kean,2000-02-28,Italy,Italy,18.0,F,Striker,418,1.0,,,,,,,1.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,1.0,1.0,,,1.0,,,1.0,,,,,,1.0,,1.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,,,,2.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4333,48260.0,Michael Keane,Michael,Keane,1993-01-11,England,England,5.0,D,Centre Central Defender,418,619.0,86.0,,308.0,12.0,,125.0,927.0,,,59.0,97.0,32.0,,10.0,267.0,163.0,18.0,2.0,6.0,17.0,,0.0,,1.0,1.0,10.0,,,,1.0,1.0,2.0,8.0,3.0,14.0,3.0,3.0,9.0,,3.0,,3.0,,2.0,1.0,1.0,3.0,3.0,1.0,1.0,,,,2.0,3.0,,,,3.0,7.0,1.0,,2.0,88.0,149.0,1.0,1.0,,14.0,4.0,17.0,7.0,0.0,1.0,2.0,5.0,94.0,156.0,,128.0,72.0,2.0,,82.0,190.0,,16.0,562.0,31.0,3.0,54.0,48.0,6.0,2.0,1.0,2.0,72.0,203.0,,62.0,7.0,62.0,271.0,325.0,182.0,17.0,23.0,2792.0,1.0,7.0,6.0,1179.0,28.0,2.0,176.0,111.0,22.0,2.0,299.0,299.0,,90.0,59.0,,14.0,290.0,,10.0,0.0,43.0,99.0,905.0,5.0,3.0,8.0,709.0,181.0,128.0,8.0,1.0,1.0,,210.0,,503.0,61.0,1.0,255.0,1211.0,20.0,1.0,1.0,46.0,1.0,,1573.0,33.0,7.0,7.0,7.0,0.0,10.0,7.0,3.0,25.0,2.0,,0.0,0.0,,,,1.0,1.0,,,2.0,,0.0,1.0,,1.0,,,,,1.0,,,,0.0,,,,,,,,10.0,1.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,
12316,129760.0,Naby Keïta,Naby,Keïta,1995-02-10,Guinea,Guinea,8.0,M,Centre Central Midfielder,418,233.0,18.0,,407.0,1.0,10.0,14.0,639.0,1.0,3.0,15.0,6.0,23.0,1.0,15.0,69.0,37.0,7.0,19.0,14.0,4.0,1.0,2.0,,1.0,2.0,8.0,,,,,1.0,,,,,4.0,2.0,1.0,,,1.0,5.0,,1.0,,2.0,2.0,3.0,7.0,7.0,,4.0,,19.0,18.0,,,3.0,21.0,,,1.0,1.0,149.0,68.0,1.0,2.0,5.0,47.0,11.0,16.0,2.0,4.0,4.0,10.0,5.0,70.0,76.0,5.0,3.0,3.0,,,50.0,75.0,,21.0,207.0,14.0,3.0,6.0,5.0,1.0,1.0,1.0,1.0,3.0,27.0,1.0,14.0,1.0,14.0,205.0,50.0,41.0,1.0,4.0,1173.0,6.0,9.0,7.0,733.0,2.0,2.0,92.0,81.0,44.0,,165.0,165.0,9.0,24.0,35.0,,47.0,182.0,,8.0,1.0,18.0,191.0,629.0,31.0,19.0,15.0,261.0,31.0,3.0,24.0,8.0,8.0,,251.0,,490.0,11.0,11.0,27.0,743.0,26.0,10.0,9.0,46.0,6.0,4.0,979.0,32.0,30.0,30.0,9.0,2.0,17.0,15.0,6.0,23.0,3.0,,1.0,1.0,,,,,2.0,1.0,1.0,2.0,,2.0,1.0,,,,,,1.0,0.0,,,1.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14723,256028.0,Caoimhin Kelleher,Caoimhin,Kelleher,1998-11-23,Ireland,Ireland,62.0,G,Goalkeeper,418,68.0,1.0,,2.0,2.0,,4.0,70.0,,,,1.0,2.0,,,14.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,17.0,,,,,,,1.0,,,,1.0,,3.0,,1.0,,,,,1.0,,,20.0,2.0,,2.0,1.0,1.0,,,,,,,,,,27.0,7.0,2.0,,,180.0,,,,61.0,,,1.0,,,,8.0,8.0,,4.0,,,,31.0,,,,,,54.0,,0.0,,71.0,3.0,1.0,,,,,1.0,,7.0,7.0,,12.0,78.0,,,,1.0,,,100.0,,0.0,0.0,1.0,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,,,,1.0,,,,,,,,12.0,,,,4.0,13.0,,0.0,3.0,,,13.0,13.0,,,2.0,4.0,6.0,1.0,,,4.0,,,,,,,
3644,21247.0,Martin Kelly,Martin,Kelly,1990-04-27,England,England,,D,Right Full Back,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13285,222609.0,Kenedy,Robert Kenedy,Nunes do Nascimento,1996-02-08,Brazil,Brazil,24.0,F,Left/Right Winger,418,13.0,1.0,,21.0,,,2.0,34.0,,2.0,1.0,,1.0,,,2.0,4.0,1.0,,1.0,,1.0,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,15.0,8.0,,,,,1.0,1.0,,,1.0,3.0,,5.0,6.0,,,,,,2.0,3.0,,,10.0,1.0,,,,,1.0,1.0,1.0,,,,,,,2.0,2.0,,,,59.0,1.0,1.0,,46.0,,,12.0,1.0,6.0,,19.0,19.0,3.0,5.0,,,,19.0,,,,,11.0,34.0,,3.0,2.0,16.0,3.0,,1.0,1.0,1.0,,18.0,,31.0,1.0,1.0,4.0,46.0,1.0,1.0,,5.0,,3.0,69.0,4.0,2.0,2.0,,0.0,1.0,1.0,1.0,2.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98279,299235.0,Nohan Kenneh,Nohan,Kenneh,2003-01-10,England,England,54.0,M,Centre Defensive Midfielder,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10449,268846.0,Jonjoe Kenny,Jonjoe,Kenny,1997-03-15,England,England,16.0,D,Right Full Back,418,114.0,21.0,,162.0,2.0,,18.0,266.0,,75.0,11.0,9.0,15.0,,8.0,107.0,67.0,2.0,3.0,10.0,,2.0,,0.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,1.0,,2.0,,0.0,1.0,,1.0,2.0,,,,3.0,5.0,,,,4.0,,,,,58.0,58.0,,,5.0,15.0,2.0,8.0,1.0,10.0,12.0,3.0,1.0,35.0,36.0,5.0,26.0,11.0,,,25.0,80.0,,9.0,167.0,11.0,,24.0,21.0,3.0,1.0,1.0,1.0,11.0,28.0,1.0,20.0,2.0,20.0,70.0,66.0,26.0,11.0,9.0,1017.0,4.0,7.0,,359.0,1.0,1.0,67.0,77.0,27.0,1.0,144.0,144.0,3.0,29.0,26.0,,15.0,66.0,,3.0,,13.0,84.0,265.0,7.0,8.0,11.0,137.0,51.0,26.0,9.0,23.0,23.0,,132.0,,247.0,16.0,,53.0,361.0,5.0,1.0,4.0,17.0,1.0,90.0,602.0,8.0,8.0,8.0,6.0,0.0,3.0,4.0,3.0,7.0,1.0,,10.0,10.0,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,1.0,,,,,,2.0,,1.0,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,
67899,288833.0,Reda Khadra,Reda,Khadra,2001-07-04,Germany,Germany,7.0,M,Left/Right Winger,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16793,280849.0,Kiko Casilla,Francisco,Casilla Cortés,1986-10-02,Spain,Spain,1.0,G,Goalkeeper,418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13522,144289.0,Maximilian Kilman,Maximilian,Kilman,1997-05-23,England,England,23.0,D,Left/Centre Central Defender,418,858.0,47.0,,448.0,7.0,,83.0,1306.0,,7.0,39.0,66.0,30.0,,8.0,249.0,131.0,13.0,,3.0,8.0,,,0.0,,,5.0,,,,,,1.0,3.0,3.0,10.0,3.0,1.0,4.0,2.0,3.0,,2.0,,2.0,,,2.0,,,,,,,,3.0,1.0,,,1.0,5.0,0.0,1.0,,98.0,155.0,3.0,,7.0,30.0,3.0,13.0,10.0,,2.0,5.0,4.0,76.0,144.0,7.0,106.0,64.0,1.0,2.0,50.0,140.0,,17.0,658.0,30.0,1.0,25.0,22.0,3.0,,,,64.0,133.0,2.0,45.0,9.0,45.0,629.0,254.0,168.0,12.0,23.0,2688.0,3.0,,4.0,1505.0,21.0,,45.0,225.0,7.0,7.0,251.0,251.0,2.0,99.0,54.0,2.0,30.0,138.0,,6.0,1.0,28.0,148.0,1291.0,15.0,8.0,3.0,961.0,111.0,106.0,20.0,2.0,2.0,,192.0,0.0,564.0,49.0,,176.0,1523.0,13.0,2.0,,50.0,,8.0,1902.0,23.0,21.0,21.0,11.0,0.0,14.0,17.0,3.0,26.0,3.0,,,,,,,,,,0.0,,,,1.0,,,,,,,1.0,,,,,2.0,,,,2.0,,,16.0,3.0,,,,1.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
