id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,clean_sheet,draws,goals,losses,own_goals,wins,yellow_card,goal_assist,red_card
748,774.0,Bobby Davison,Bobby,Davison,1959-07-17,England,England,,F,Forward,2,9.0,2.0,6.0,,2.0,,1.0,,,
488,2713.0,Brian Deane,Brian,Deane,1968-02-07,England,England,,F,Forward,2,41.0,16.0,16.0,11.0,8.0,,17.0,2.0,11.0,
546,526.0,Kevin Dearden,Kevin,Dearden,1970-03-08,England,England,,G,Goalkeeper,2,,,,,,,,,,
280,269.0,Andy Dibble,Andy,Dibble,1965-05-08,England,England,,G,Goalkeeper,2,11.0,2.0,6.0,,1.0,,4.0,,,
742,3093.0,Danny Dichio,Danny,Dichio,1974-10-19,England,England,,F,Forward,2,,,,,,,,,,
65,62.0,Matt Dickins,Matt,Dickins,1970-09-03,England,England,,G,Goalkeeper,2,,,,,,,,,,
27,28435.0,Paul Dickov,Paul,Dickov,1972-11-01,Scotland,Scotland,,F,Forward,2,1.0,0.0,,,1.0,,,,,
696,888.0,Julian Dicks,Julian,Dicks,1968-08-08,England,England,,D,Defender,2,31.0,7.0,7.0,3.0,15.0,,9.0,2.0,1.0,
635,25932.0,Fraser Digby,Fraser,Digby,1967-04-23,England,England,,,,2,28.0,4.0,11.0,,15.0,,2.0,2.0,,
719,97925.0,Tony Dinning,Tony,Dinning,1975-04-12,England,England,4.0,M,Midfielder,2,,,,,,,,,,
13,13.0,Lee Dixon,Lee,Dixon,1964-03-17,England,England,,D,Defender,2,33.0,15.0,16.0,,5.0,1.0,12.0,2.0,2.0,
585,563.0,Gerald Dobbs,Gerald,Dobbs,1971-01-24,England,England,,D,Defender,2,10.0,1.0,2.0,,6.0,,2.0,,,
69,42146.0,Tony Dobson,Tony,Dobson,1969-02-05,England,England,,D,Defender,2,,,,,,,,,,
528,508.0,Jason Dodd,Jason,Dodd,1970-11-02,England,England,2.0,D,Defender,2,10.0,1.0,,,6.0,,4.0,1.0,,
100,96.0,Mal Donaghy,Mal,Donaghy,1957-09-13,Northern Ireland,Northern Ireland,,D,Defender,2,28.0,4.0,10.0,1.0,13.0,,5.0,2.0,,
188,97147.0,John Doolan,John,Doolan,1974-05-07,England,England,,M,Midfielder,2,,,,,,,,,,
229,1884.0,Tony Dorigo,Tony,Dorigo,1965-12-31,Australia,England,,D,Defender,2,37.0,14.0,14.0,,8.0,,15.0,2.0,2.0,
668,675.0,Andy Dow,Andy,Dow,1973-02-07,Scotland,Scotland,,D,Defender,2,14.0,2.0,4.0,,5.0,,5.0,,,
538,1293.0,Iain Dowie,Iain,Dowie,1965-01-09,England,Northern Ireland,,F,Forward,2,39.0,6.0,7.0,5.0,20.0,,12.0,7.0,5.0,
454,436.0,Maurice Doyle,Maurice,Doyle,1969-10-17,England,England,,M,Midfielder,2,1.0,0.0,,,1.0,,,,,
212,813.0,Jason Dozzell,Jason,Dozzell,1967-12-09,England,England,,M,Midfielder,2,32.0,4.0,9.0,8.0,13.0,,10.0,1.0,4.0,
669,177233.0,Michael Duberry,Michael,Duberry,1975-10-14,England,England,5.0,D,Defender,2,1.0,0.0,,,1.0,,,,,
338,1823.0,Dion Dublin,Dion,Dublin,1969-04-22,England,England,,F,Forward,2,5.0,1.0,2.0,1.0,2.0,,1.0,,,
486,468.0,Peter Duffield,Peter,Duffield,1965-02-04,England,England,,F,Forward,2,,,,,,,,,,
577,557.0,Gordon Durie,Gordon,Durie,1965-12-06,Scotland,Scotland,,F,Forward,2,10.0,1.0,4.0,1.0,2.0,,4.0,,,
217,209.0,Lee Durrant,Lee,Durrant,1973-12-18,England,England,,M,Midfielder,2,7.0,1.0,2.0,,4.0,,1.0,,1.0,
384,2135.0,Darren Eadie,Darren,Eadie,1975-06-10,England,England,,M,Midfielder,2,15.0,2.0,9.0,3.0,4.0,,2.0,,,
598,576.0,Robbie Earle,Robbie,Earle,1965-01-27,Jamaica,Jamaica,,M,Midfielder,2,42.0,12.0,11.0,9.0,13.0,,18.0,,5.0,
192,42012.0,John Ebbrell,John,Ebbrell,1969-10-01,England,England,,D,Defender,2,39.0,11.0,7.0,4.0,21.0,,11.0,7.0,2.0,
290,279.0,Richard Edghill,Richard,Edghill,1974-09-23,England,England,,D,Defender,2,22.0,5.0,11.0,,8.0,,3.0,1.0,1.0,
551,531.0,Justin Edinburgh,Justin,Edinburgh,1969-12-18,England,England,,D,Defender,2,25.0,3.0,5.0,,15.0,,5.0,5.0,2.0,
35,2472.0,Ugo Ehiogu,Ugo,Ehiogu,1972-11-03,England,England,,D,Defender,2,17.0,5.0,3.0,,7.0,,7.0,1.0,,
389,1075.0,Efan Ekoku,Efan,Ekoku,1967-06-08,Nigeria,Nigeria,,F,Forward,2,27.0,3.0,12.0,12.0,8.0,,7.0,1.0,1.0,
596,574.0,Gary Elkins,Gary,Elkins,1966-05-04,England,England,,M,Midfielder,2,18.0,4.0,3.0,1.0,6.0,,9.0,1.0,4.0,
715,735.0,Robbie Elliott,Robbie,Elliott,1973-12-25,England,England,3.0,D,Defender,2,15.0,3.0,1.0,,3.0,,11.0,1.0,1.0,
689,41884.0,Kevin Ellis,Kevin,Ellis,1977-05-11,England,England,34.0,D,Defender,2,,,,,,,,,,
821,865.0,John Eyre,John,Eyre,1974-10-09,England,England,10.0,F,Forward,2,2.0,0.0,,,1.0,,1.0,,,
234,1140.0,Chris Fairclough,Chris,Fairclough,1964-04-12,England,England,,D,Defender,2,40.0,16.0,16.0,4.0,8.0,,16.0,5.0,,
49,47.0,David Farrell,David,Farrell,1971-11-11,England,England,,M,Midfielder,2,4.0,0.0,,,3.0,,1.0,,,
45,2617.0,Gareth Farrelly,Gareth,Farrelly,1975-08-28,Ireland,Ireland,,M,Midfielder,2,,,,,,,,,,
604,903.0,John Fashanu,John,Fashanu,1962-09-18,England,England,,F,Forward,2,36.0,11.0,10.0,11.0,9.0,1.0,17.0,5.0,4.0,
592,570.0,Peter Fear,Peter,Fear,1973-09-10,England,England,,D,Defender,2,23.0,5.0,4.0,1.0,7.0,,12.0,2.0,3.0,
57,1688.0,Graham Fenton,Graham,Fenton,1974-05-22,England,England,,F,Forward,2,12.0,2.0,3.0,1.0,7.0,,2.0,1.0,,
550,798.0,Terry Fenwick,Terry,Fenwick,1959-11-17,England,England,,D,Defender,2,26.0,2.0,10.0,,13.0,,3.0,3.0,2.0,
462,3754.0,Les Ferdinand,Les,Ferdinand,1966-12-08,England,England,,F,Forward,2,36.0,7.0,10.0,16.0,14.0,1.0,12.0,2.0,8.0,1.0
323,42086.0,Darren Ferguson,Darren,Ferguson,1972-02-09,Scotland,Scotland,,M,Midfielder,2,3.0,1.0,2.0,,,,1.0,,,
783,2788.0,Ian Feuer,Ian,Feuer,1971-05-20,United States,United States,,G,Goalkeeper,2,,,,,,,,,,
591,569.0,Scott Fitzgerald,Scott,Fitzgerald,1969-08-13,England,England,,D,Defender,2,28.0,9.0,6.0,,11.0,,11.0,,1.0,
773,1566.0,Jan Åge Fjørtoft,Jan Åge,Fjørtoft,1967-01-10,Norway,Norway,,F,Forward,2,36.0,0.0,12.0,12.0,21.0,,3.0,2.0,1.0,
16,16.0,Mark Flatts,Mark,Flatts,1972-10-14,England,England,,M,Midfielder,2,3.0,0.0,2.0,,,,1.0,,,
119,41947.0,Robert Fleck,Robert,Fleck,1965-08-11,Scotland,Scotland,,F,Forward,2,9.0,1.0,3.0,1.0,5.0,,1.0,1.0,1.0,
419,3662.0,Craig Fleming,Craig,Fleming,1971-10-06,England,England,5.0,D,Defender,2,37.0,5.0,12.0,,19.0,,6.0,2.0,2.0,
300,1126.0,Garry Flitcroft,Garry,Flitcroft,1972-11-06,England,England,,M,Midfielder,2,21.0,4.0,8.0,3.0,8.0,,5.0,2.0,3.0,
746,772.0,Jostein Flo,Jostein,Flo,1964-10-03,Norway,Norway,,F,Forward,2,33.0,9.0,16.0,9.0,11.0,,6.0,3.0,4.0,
519,25995.0,Tim Flowers,Tim,Flowers,1967-02-03,England,England,,,,2,41.0,13.0,6.0,,14.0,,21.0,,,
134,128.0,Mike Flynn,Mike,Flynn,1969-02-23,England,England,,M,Midfielder,2,,,,,,,,,,
695,705.0,Mark Ford,Mark,Ford,1975-10-10,England,England,,M,Midfielder,2,1.0,0.0,,,,,1.0,,,
200,1759.0,Craig Forrest,Craig,Forrest,1967-09-20,Canada,Canada,,G,Goalkeeper,2,27.0,10.0,13.0,,9.0,,5.0,,,
247,42125.0,Jamie Forrester,Jamie,Forrester,1974-11-01,England,England,,F,Forward,2,3.0,0.0,1.0,,1.0,,1.0,,,
289,278.0,John Foster,John,Foster,1973-09-19,England,England,,D,Defender,2,1.0,0.0,,,1.0,,,,,
277,55008.0,Robbie Fowler,Robbie,Fowler,1975-04-09,England,England,27.0,F,Forward,2,28.0,4.0,8.0,12.0,9.0,,11.0,,1.0,
388,1275.0,Ruel Fox,Ruel,Fox,1968-01-14,England,Montserrat,,F,Forward,2,39.0,11.0,10.0,9.0,10.0,,19.0,,11.0,
515,496.0,Trevor Francis,Trevor,Francis,1954-04-19,England,England,,F,Forward,2,1.0,0.0,1.0,,,,,,,
466,97141.0,Dougie Freedman,Dougie,Freedman,1974-05-25,Scotland,Scotland,16.0,F,Forward,2,,,,,,,,,,
46,1878.0,Stephen Froggatt,Stephen,Froggatt,1973-03-09,England,England,,M,Midfielder,2,9.0,3.0,4.0,1.0,3.0,,2.0,,,
472,453.0,Kevin Gage,Kevin,Gage,1964-04-21,England,England,,D,Defender,2,21.0,7.0,11.0,,7.0,,3.0,1.0,2.0,
786,907.0,Tony Gale,Tony,Gale,1959-11-19,England,England,,D,Defender,2,32.0,10.0,9.0,,13.0,,10.0,1.0,,
87,2176.0,Kevin Gallacher,Kevin,Gallacher,1966-11-23,Scotland,Scotland,,F,Forward,2,30.0,10.0,7.0,7.0,5.0,,18.0,2.0,3.0,
481,462.0,John Gannon,John,Gannon,1966-12-18,England,England,,M,Midfielder,2,14.0,3.0,7.0,,3.0,,4.0,2.0,1.0,
321,309.0,Gary Neville,Gary,Neville,1975-02-18,England,England,2.0,D,Right Full Back,2,1.0,1.0,1.0,,,,,,,
682,689.0,John Gayle,John,Gayle,1964-07-30,England,England,,F,Forward,2,3.0,1.0,,,2.0,,1.0,,,
416,177200.0,Paul Gerrard,Paul,Gerrard,1973-01-22,England,England,28.0,G,Goalkeeper,2,16.0,3.0,7.0,,8.0,,1.0,,,
335,323.0,Ryan Giggs,Ryan,Giggs,1973-11-29,Wales,Wales,11.0,M,Left/Centre Central Midfielder,2,38.0,11.0,9.0,13.0,4.0,,25.0,,7.0,
329,29676.0,Keith Gillespie,Keith,Gillespie,1975-02-18,Northern Ireland,Northern Ireland,,M,Midfielder,2,,,,,,,,,,
180,41775.0,Gary Ablett,Gary,Ablett,1965-11-19,England,England,,D,Defender,2,32.0,8.0,4.0,1.0,17.0,1.0,11.0,3.0,3.0,
3,3.0,Tony Adams,Tony,Adams,1966-10-10,England,England,,D,Defender,2,35.0,17.0,16.0,,6.0,1.0,13.0,1.0,2.0,
734,28290.0,Ade Akinbiyi,Ade,Akinbiyi,1974-10-10,Nigeria,Nigeria,,F,Forward,2,2.0,0.0,,,2.0,,,,,
526,506.0,Derek Allan,Derek,Allan,1974-12-24,Scotland,Scotland,,D,Defender,2,,,,,,,,,,
727,749.0,Malcolm Allen,Malcolm,Allen,1967-03-21,Wales,Wales,,F,Forward,2,9.0,3.0,2.0,5.0,3.0,,4.0,,2.0,
73,128045.0,Patrik Andersson,Patrik,Andersson,1971-08-18,Sweden,Sweden,4.0,D,Defender,2,1.0,0.0,1.0,,,,,1.0,,
566,3471.0,Darren Anderton,Darren,Anderton,1972-03-03,England,England,,M,Midfielder,2,37.0,4.0,12.0,6.0,17.0,,8.0,,6.0,
518,1680.0,Ian Andrews,Ian,Andrews,1964-12-01,England,England,,G,Goalkeeper,2,5.0,2.0,,,3.0,,2.0,,,
687,1527.0,Brett Angell,Brett,Angell,1968-08-20,England,England,,F,Forward,2,16.0,3.0,4.0,1.0,8.0,,4.0,,1.0,
600,578.0,Neal Ardley,Neal,Ardley,1972-09-01,England,England,,M,Midfielder,2,16.0,3.0,6.0,1.0,6.0,,4.0,,,
726,2395.0,Alun Armstrong,Alun,Armstrong,1975-02-22,England,England,10.0,F,Forward,2,,,,,,,,,,
125,2311.0,Peter Atherton,Peter,Atherton,1970-04-06,England,England,2.0,D,Defender,2,40.0,11.0,13.0,,14.0,,13.0,,1.0,
83,42090.0,Mark Atkins,Mark,Atkins,1968-09-14,England,England,,M,Midfielder,2,15.0,3.0,5.0,1.0,3.0,,7.0,1.0,1.0,
62,41926.0,Dalian Atkinson,Dalian,Atkinson,1968-03-21,England,England,,F,Forward,2,29.0,10.0,9.0,8.0,9.0,,11.0,1.0,5.0,
555,535.0,Dean Austin,Dean,Austin,1970-04-26,England,England,,D,Defender,2,23.0,4.0,6.0,,11.0,,6.0,2.0,1.0,
128,3032.0,Phil Babb,Phil,Babb,1970-11-30,Ireland,Ireland,,D,Defender,2,40.0,12.0,13.0,3.0,13.0,,14.0,2.0,2.0,
461,443.0,Dennis Bailey,Dennis,Bailey,1965-11-13,England,England,,F,Forward,2,,,,,,,,,,
199,191.0,Clive Baker,Clive,Baker,1959-03-14,England,England,,G,Goalkeeper,2,15.0,4.0,3.0,,8.0,,4.0,,,
539,520.0,Nicky Banger,Nicky,Banger,1971-02-25,England,England,,F,Forward,2,14.0,0.0,1.0,,11.0,,2.0,1.0,,
447,429.0,David Bardsley,David,Bardsley,1964-09-11,England,England,,D,Defender,2,32.0,8.0,11.0,,9.0,,12.0,4.0,5.0,
460,442.0,Simon Barker,Simon,Barker,1964-11-04,England,England,,M,Midfielder,2,37.0,8.0,11.0,5.0,12.0,,14.0,5.0,3.0,1.0
418,26117.0,Andy Barlow,Andy,Barlow,1965-11-24,England,England,,,,2,6.0,0.0,4.0,,2.0,1.0,,1.0,,
569,4977.0,Nick Barmby,Nick,Barmby,1974-02-11,England,England,18.0,M,Centre Central Midfielder,2,27.0,2.0,8.0,5.0,15.0,,4.0,,2.0,
98,1557.0,Darren Barnard,Darren,Barnard,1971-11-30,Germany,Wales,,D,Defender,2,12.0,2.0,4.0,1.0,6.0,,2.0,,2.0,
269,1848.0,John Barnes,John,Barnes,1963-11-07,Jamaica,England,,M,Midfielder,2,26.0,2.0,5.0,3.0,11.0,,10.0,,2.0,
104,28003.0,Anthony Barness,Anthony,Barness,1973-02-25,England,England,,D,Defender,2,,,,,,,,,,
38,1725.0,Earl Barrett,Earl,Barrett,1967-04-28,England,England,,D,Defender,2,39.0,12.0,10.0,,14.0,,15.0,2.0,,
509,2631.0,Chris Bart-Williams,Chris,Bart-Williams,1974-06-16,England,England,,M,Midfielder,2,37.0,3.0,12.0,8.0,10.0,,15.0,1.0,5.0,
536,517.0,Neal Bartlett,Neal,Bartlett,1975-04-07,England,England,,M,Midfielder,2,7.0,0.0,,,6.0,,1.0,,1.0,
590,2644.0,Warren Barton,Warren,Barton,1969-03-19,England,England,2.0,D,Defender,2,39.0,10.0,9.0,2.0,12.0,1.0,18.0,5.0,3.0,
243,234.0,David Batty,David,Batty,1968-12-02,England,England,,M,Midfielder,2,35.0,14.0,5.0,,8.0,,22.0,4.0,3.0,
187,25937.0,Peter Beagrie,Peter,Beagrie,1965-11-28,England,England,,,,2,38.0,9.0,9.0,4.0,16.0,,13.0,2.0,7.0,
194,1600.0,Peter Beardsley,Peter,Beardsley,1961-01-18,England,England,,F,Forward,2,35.0,13.0,5.0,21.0,9.0,,21.0,2.0,8.0,
439,422.0,Darren Beckford,Darren,Beckford,1967-06-12,England,England,,F,Forward,2,22.0,2.0,9.0,6.0,8.0,,5.0,,,
331,113463.0,David Beckham,David,Beckham,1975-05-02,England,England,32.0,M,Centre/Right Central Midfielder,2,,,,,,,,,,
226,145917.0,Mark Beeney,Mark,Beeney,1967-12-30,England,England,15.0,G,Goalkeeper,2,22.0,9.0,9.0,,3.0,,10.0,,1.0,
471,41897.0,Paul Beesley,Paul,Beesley,1965-07-21,England,England,,D,Defender,2,25.0,8.0,11.0,,8.0,,6.0,3.0,,
50,48.0,Stefan Beinlich,Stefan,Beinlich,1972-01-13,Germany,Germany,,M,Midfielder,2,7.0,0.0,2.0,1.0,3.0,,2.0,,1.0,
327,315.0,Ben Thornley,Benjamin,Thornley,1975-04-21,England,England,,M,Midfielder,2,1.0,0.0,1.0,,,,,,,
523,503.0,Francis Benali,Francis,Benali,1968-12-30,England,England,,D,Defender,2,37.0,5.0,6.0,,21.0,1.0,10.0,4.0,1.0,1.0
760,790.0,Frankie Bennett,Frankie,Bennett,1969-01-13,England,England,,F,Forward,2,8.0,0.0,1.0,1.0,6.0,,1.0,,,
710,1741.0,John Beresford,John,Beresford,1966-09-04,England,England,,D,Defender,2,34.0,10.0,7.0,,9.0,,18.0,1.0,1.0,
74,279141.0,Henning Berg,Henning,Berg,1969-09-01,Norway,Norway,,D,Defender,2,41.0,18.0,9.0,1.0,8.0,1.0,24.0,1.0,3.0,
548,1142.0,Gudni Bergsson,Gudni,Bergsson,1965-07-21,Iceland,Iceland,,D,Defender,2,,,,,,,,,,
431,414.0,Paul Bernard,Paul,Bernard,1972-12-30,Scotland,Scotland,,M,Midfielder,2,32.0,4.0,10.0,5.0,16.0,,6.0,1.0,1.0,
606,584.0,Greg Berry,Greg,Berry,1971-03-05,England,England,,F,Forward,2,4.0,0.0,2.0,1.0,2.0,,,,,
795,2542.0,Ian Bishop,Ian,Bishop,1965-05-29,England,England,,M,Midfielder,2,36.0,13.0,12.0,1.0,12.0,,12.0,1.0,4.0,
260,2580.0,Stig Inge Bjornebye,Stig Inge,Bjornebye,1969-12-11,Norway,Norway,,D,Defender,2,9.0,1.0,2.0,,1.0,,6.0,1.0,3.0,
325,1234.0,Clayton Blackmore,Clayton,Blackmore,1964-09-23,Wales,Wales,,M,Midfielder,2,,,,,,,,,,
589,567.0,Dean Blackwell,Dean,Blackwell,1969-12-05,England,England,,D,Defender,2,18.0,3.0,4.0,,6.0,,8.0,1.0,,
745,3409.0,Nathan Blake,Nathan,Blake,1972-01-27,Wales,Wales,,F,Forward,2,12.0,3.0,7.0,5.0,3.0,,2.0,,,
810,849.0,Gary Blissett,Gary,Blissett,1964-06-26,England,England,,F,Forward,2,18.0,1.0,4.0,3.0,7.0,,7.0,1.0,2.0,
53,1373.0,Chris Boden,Chris,Boden,1973-10-13,England,England,,M,Midfielder,2,,,,,,,,,,
828,874.0,Paul Bodin,Paul,Bodin,1964-09-13,Wales,Wales,,D,Defender,2,32.0,2.0,10.0,7.0,17.0,,5.0,3.0,5.0,
805,42031.0,Jeroen Boere,Jeroen,Boere,1967-11-18,Netherlands,Netherlands,,F,Forward,2,4.0,0.0,,,4.0,,,,,1.0
136,95963.0,Willie Boland,Willie,Boland,1975-08-06,Ireland,Ireland,,M,Midfielder,2,27.0,9.0,11.0,,8.0,,8.0,1.0,1.0,
814,855.0,Martyn Booty,Martyn,Booty,1971-05-30,England,England,,D,Defender,2,2.0,0.0,1.0,,1.0,,,,,
130,124.0,Brian Borrows,Brian,Borrows,1960-12-20,England,England,,D,Defender,2,29.0,9.0,9.0,,10.0,,10.0,,1.0,
32,2329.0,Mark Bosnich,Mark,Bosnich,1972-01-13,Australia,Australia,,G,Goalkeeper,2,28.0,9.0,9.0,,10.0,,9.0,1.0,,
9,2192.0,Steve Bould,Steve,Bould,1962-11-16,England,England,,D,Defender,2,25.0,10.0,11.0,1.0,4.0,,10.0,2.0,1.0,
527,507.0,Matt Bound,Matt,Bound,1972-11-09,England,England,,D,Defender,2,1.0,0.0,,,,,1.0,,,
376,1841.0,Mark Bowen,Mark,Bowen,1963-12-07,Wales,Wales,,D,Defender,2,41.0,10.0,17.0,5.0,13.0,,11.0,,4.0,
227,218.0,Rob Bowman,Rob,Bowman,1975-11-21,England,England,,D,Defender,2,,,,,,,,,,
722,1477.0,Paul Bracewell,Paul,Bracewell,1962-07-19,England,England,,M,Midfielder,2,32.0,8.0,8.0,1.0,8.0,,16.0,3.0,,
478,1019.0,Carl Bradshaw,Carl,Bradshaw,1968-02-10,England,England,,M,Midfielder,2,40.0,8.0,16.0,1.0,16.0,,8.0,2.0,2.0,1.0
779,1951.0,Garry Brady,Garry,Brady,1976-09-07,Scotland,Scotland,,M,Midfielder,2,,,,,,,,,,
789,827.0,Tim Breacker,Tim,Breacker,1965-07-02,England,England,,D,Defender,2,40.0,13.0,13.0,3.0,15.0,,12.0,,3.0,
51,49.0,Matthias Breitkreutz,Matthias,Breitkreutz,1971-05-12,Germany,Germany,,M,Midfielder,2,2.0,0.0,,,2.0,,,,,
427,410.0,Mark Brennan,Mark,Brennan,1965-10-04,England,England,,M,Midfielder,2,11.0,1.0,2.0,,7.0,,2.0,1.0,1.0,
445,3102.0,Rufus Brevett,Rufus,Brevett,1969-09-24,England,England,,D,Defender,2,7.0,0.0,1.0,,2.0,,4.0,,,
513,41835.0,Mark Bright,Mark,Bright,1962-06-06,England,England,17.0,F,Forward,2,40.0,6.0,15.0,19.0,10.0,,15.0,3.0,6.0,
285,1875.0,Ian Brightwell,Ian,Brightwell,1968-04-09,England,England,,D,Defender,2,7.0,3.0,4.0,,1.0,,2.0,,2.0,
749,776.0,Lee Briscoe,Lee,Briscoe,1975-09-30,England,England,,D,Defender,2,1.0,0.0,,,,,1.0,,,
76,73.0,Richard Brown,Richard,Brown,1967-01-13,England,England,,M,Midfielder,2,,,,,,,,,,
661,663.0,Paul Browne,Paul,Browne,1975-02-17,Scotland,Scotland,,D,Defender,2,,,,,,,,,,
319,41779.0,Steve Bruce,Steve,Bruce,1960-12-31,England,England,,D,Defender,2,41.0,15.0,11.0,3.0,4.0,,26.0,2.0,2.0,
457,439.0,Marvin Bryan,Marvin,Bryan,1975-08-02,England,England,,M,Midfielder,2,,,,,,,,,,
109,2110.0,Craig Burley,Craig,Burley,1971-09-24,Scotland,Scotland,,M,Midfielder,2,23.0,5.0,5.0,3.0,8.0,1.0,10.0,1.0,3.0,
819,999.0,John Burridge,John,Burridge,1951-12-03,England,England,,G,Goalkeeper,2,,,,,,,,,,
256,919.0,David Burrows,David,Burrows,1968-10-25,England,England,,D,Defender,2,29.0,10.0,8.0,1.0,9.0,,12.0,4.0,,
127,121.0,David Busst,David,Busst,1967-06-30,Scotland,Scotland,,D,Defender,2,3.0,0.0,2.0,,1.0,,,,,
791,42075.0,Peter Butler,Peter,Butler,1966-08-26,England,England,,M,Midfielder,2,26.0,9.0,6.0,1.0,10.0,,10.0,3.0,1.0,
332,3805.0,Nicky Butt,Nicky,Butt,1975-01-21,England,England,20.0,M,Midfielder,2,1.0,0.0,,,,,1.0,,,
379,364.0,Ian Butterworth,Ian,Butterworth,1964-01-25,England,England,,D,Defender,2,25.0,6.0,9.0,,7.0,,9.0,,1.0,
663,12394.0,Darren Byfield,Darren,Byfield,1976-09-29,Jamaica,Jamaica,10.0,F,Forward,2,,,,,,,,,,
775,1814.0,Colin Calderwood,Colin,Calderwood,1965-01-20,Scotland,Scotland,,D,Defender,2,26.0,3.0,9.0,,10.0,,7.0,2.0,,1.0
25,3744.0,Kevin Campbell,Kevin,Campbell,1970-02-04,England,England,,F,Forward,2,37.0,15.0,16.0,15.0,6.0,,15.0,,4.0,
342,330.0,Eric Cantona,Eric,Cantona,1966-05-24,France,France,7.0,F,Forward,2,34.0,14.0,10.0,18.0,1.0,,23.0,2.0,12.0,2.0
491,1783.0,Franz Carr,Franz,Carr,1966-09-24,England,England,,F,Forward,2,10.0,2.0,5.0,1.0,3.0,,2.0,,1.0,
15,41973.0,Jimmy Carter,Jimmy,Carter,1965-11-09,England,England,,M,Midfielder,2,,,,,,,,,,
115,111.0,Tony Cascarino,Tony,Cascarino,1962-09-01,Ireland,Ireland,,F,Forward,2,20.0,3.0,7.0,4.0,9.0,,4.0,,1.0,
565,16612.0,Darren Caskey,Darren,Caskey,1974-08-21,England,England,20.0,M,Midfielder,2,25.0,1.0,7.0,4.0,12.0,,6.0,2.0,3.0,
318,146119.0,Chris Casper,Chris,Casper,1975-04-28,England,England,26.0,D,Defender,2,,,,,,,,,,
808,847.0,Stewart Castledine,Stewart,Castledine,1973-01-22,England,England,,M,Midfielder,2,3.0,0.0,2.0,1.0,,,1.0,,,
246,26053.0,Lee Chapman,Lee,Chapman,1959-12-05,England,England,,,,2,30.0,10.0,11.0,7.0,11.0,,8.0,1.0,2.0,
755,3665.0,Simon Charlton,Simon,Charlton,1971-10-25,England,England,16.0,D,Defender,2,33.0,5.0,5.0,1.0,19.0,,9.0,1.0,,
265,255.0,Phil Charnock,Phil,Charnock,1975-02-14,England,England,,M,Midfielder,2,,,,,,,,,,
723,744.0,Lee Clark,Lee,Clark,1972-10-27,England,England,21.0,M,Midfielder,2,29.0,9.0,6.0,2.0,9.0,,14.0,2.0,4.0,
659,42029.0,Adrian Clarke,Adrian,Clarke,1974-09-28,England,England,,M,Midfielder,2,,,,,,,,,,
411,26022.0,Nigel Clough,Nigel,Clough,1966-03-19,England,England,,,,2,27.0,7.0,6.0,7.0,10.0,,11.0,1.0,3.0,
70,110013.0,Graeme Le Saux,Graeme,Le Saux,1968-10-17,England,England,,D,Defender,2,41.0,17.0,9.0,2.0,8.0,,24.0,6.0,8.0,
533,513.0,Matthew Le Tissier,Matthew,Le Tissier,1968-10-14,England,England,,M,Midfielder,2,38.0,6.0,5.0,25.0,21.0,,12.0,5.0,9.0,
106,102.0,David Lee,David,Lee,1969-11-26,England,England,,D,Defender,2,7.0,1.0,2.0,1.0,4.0,,1.0,,,1.0
22,42092.0,Anders Limpar,Anders,Limpar,1965-09-24,Sweden,Sweden,,M,Midfielder,2,19.0,5.0,5.0,,8.0,,6.0,3.0,3.0,
831,878.0,Martin Ling,Martin,Ling,1966-07-15,England,England,,M,Midfielder,2,33.0,3.0,12.0,1.0,17.0,,4.0,5.0,1.0,
12,1620.0,Andy Linighan,Andy,Linighan,1962-06-18,England,England,,D,Defender,2,21.0,12.0,7.0,,4.0,,10.0,,2.0,
490,472.0,Adrian Littlejohn,Adrian,Littlejohn,1970-09-26,England,England,,F,Forward,2,19.0,1.0,7.0,3.0,8.0,,4.0,,1.0,
118,41862.0,Steve Livingstone,Steve,Livingstone,1969-09-08,England,England,,F,Forward,2,,,,,,,,,,
293,1505.0,Steve Lomas,Steve,Lomas,1974-01-18,Germany,Northern Ireland,,M,Midfielder,2,23.0,6.0,11.0,,8.0,,4.0,1.0,1.0,
225,1320.0,John Lukic,John,Lukic,1960-12-11,England,England,,G,Goalkeeper,2,20.0,9.0,7.0,,5.0,,8.0,,,
6,6.0,Pal Lydersen,Pal,Lydersen,1965-09-10,Norway,Norway,,D,Defender,2,,,,,,,,,,
549,159150.0,Gary Mabbutt,Gary,Mabbutt,1961-08-23,England,England,6.0,D,Defender,2,29.0,6.0,9.0,,11.0,,9.0,1.0,1.0,
832,880.0,Ross MacLaren,Ross,MacLaren,1962-04-14,Scotland,Scotland,,M,Midfielder,2,12.0,1.0,3.0,,9.0,,,,,
530,1937.0,Neil Maddison,Neil,Maddison,1969-10-02,England,England,,M,Midfielder,2,41.0,6.0,7.0,7.0,22.0,,12.0,2.0,3.0,
443,425.0,Danny Maddix,Danny,Maddix,1967-10-11,England,England,,D,Defender,2,,,,,,,,,,
757,2388.0,Jim Magilton,Jim,Magilton,1969-05-06,Northern Ireland,Northern Ireland,7.0,M,Midfielder,2,15.0,3.0,4.0,,6.0,,5.0,,1.0,
780,816.0,Paul Mahorn,Paul,Mahorn,1973-08-13,England,England,,F,Forward,2,1.0,0.0,,,1.0,,,,,
