id,playerId,Display Name,First Name,Last Name,Birth Date,Birth Place,National Team,Shirt Num,Position,Position Info,year_id,appearances,clean_sheet,draws,losses,wins,goals,goal_assist,yellow_card,own_goals,red_card
35,2472.0,Ugo Ehiogu,Ugo,Ehiogu,1972-11-03,England,England,,D,Defender,12,16.0,3.0,1.0,9.0,6.0,,,4.0,,
2267,173395.0,Gylfi Einarsson,Gylfi,Einarsson,1978-10-27,Iceland,Iceland,8.0,M,Midfielder,12,,,,,,,,,,
2214,268356.0,Robert Elliot,Robert,Elliot,1986-04-30,Ireland,Ireland,35.0,G,Goalkeeper,12,,,,,,,,,,
1196,1403.0,Matt Elliott,Matt,Elliott,1968-11-01,Scotland,Scotland,18.0,D,Defender,12,7.0,0.0,2.0,4.0,1.0,,1.0,,,1.0
1445,4053.0,Emerson Thome,Emerson Augusto,Thome,1972-03-30,Brazil,Brazil,5.0,D,Defender,12,26.0,6.0,8.0,8.0,10.0,,1.0,7.0,,
2434,3167.0,Brett Emerton,Brett,Emerton,1979-02-22,Australia,Australia,7.0,M,Right Attacking Midfielder,12,37.0,5.0,7.0,18.0,12.0,2.0,11.0,4.0,,
1503,95259.0,Peter Enckelman,Peter,Enckelman,1977-03-10,Finland,Finland,20.0,G,Goalkeeper,12,2.0,0.0,1.0,1.0,,,,,,
1118,178101.0,Jason Euell,Jason,Euell,1977-02-06,England,Jamaica,29.0,F,Forward,12,31.0,7.0,11.0,9.0,11.0,10.0,2.0,4.0,,1.0
2355,175921.0,Nicky Eyre,Nicky,Eyre,1985-09-07,England,England,,G,Goalkeeper,12,,,,,,,,,,
2417,153033.0,Cesc Fàbregas,Cesc,Fàbregas,1987-05-04,Spain,Spain,4.0,M,Centre Central Midfielder,12,,,,,,,,,,
2211,28078.0,Delroy Facey,Delroy,Facey,1980-04-22,Grenada,Grenada,10.0,F,Forward,12,1.0,0.0,,1.0,,,,,,
2195,10973.0,Craig Fagan,Craig,Fagan,1982-12-11,England,England,27.0,F,Centre/Right Second Striker,12,,,,,,,,,,
2172,94900.0,Keith Fahey,Keith,Fahey,1983-01-15,Ireland,Ireland,18.0,M,Left/Centre Central Midfielder,12,,,,,,,,,,
2525,120718.0,Dong Fangzhuo,Dong,Fangzhuo,1985-01-23,China,China,,F,Forward,12,,,,,,,,,,
45,2617.0,Gareth Farrelly,Gareth,Farrelly,1975-08-28,Ireland,Ireland,,M,Midfielder,12,,,,,,,,,,
2332,106898.0,Feliciano,Feliciano Prudencio,de Assunçao Condesso,1987-04-06,Portugal,Portugal,14.0,M,Centre Defensive Midfielder,12,,,,,,,,,,
462,3754.0,Les Ferdinand,Les,Ferdinand,1966-12-08,England,England,,F,Forward,12,29.0,2.0,14.0,10.0,5.0,12.0,2.0,1.0,,1.0
877,948.0,Duncan Ferguson,Duncan,Ferguson,1971-12-27,Scotland,Scotland,9.0,F,Forward,12,20.0,3.0,6.0,9.0,5.0,5.0,2.0,4.0,,1.0
2131,4076.0,Fabrice Fernandes,Fabrice,Fernandes,1979-10-29,France,France,23.0,M,Midfielder,12,27.0,1.0,9.0,11.0,7.0,1.0,2.0,2.0,,
2234,174766.0,Filipe Oliveira,Filipe,Vilaça Oliveira,1984-05-27,Portugal,Portugal,27.0,M,Midfielder,12,1.0,0.0,1.0,,,,,,,
2072,96843.0,Steve Finnan,Steve,Finnan,1976-04-20,Ireland,Ireland,16.0,D,Right Full Back,12,22.0,4.0,7.0,6.0,9.0,,2.0,4.0,,
1344,2321.0,Mark Fish,Mark,Fish,1974-03-14,South Africa,South Africa,,D,Defender,12,23.0,7.0,5.0,7.0,11.0,,,1.0,,1.0
1943,156961.0,Darren Fletcher,Darren,Fletcher,1984-02-01,Scotland,Scotland,,M,Centre Central Midfielder,12,22.0,2.0,3.0,5.0,14.0,,1.0,,,2.0
300,1126.0,Garry Flitcroft,Garry,Flitcroft,1972-11-06,England,England,,M,Midfielder,12,31.0,5.0,7.0,15.0,9.0,3.0,1.0,9.0,,
2462,16531.0,Ross Flitney,Ross,Flitney,1984-06-01,England,England,13.0,G,Goalkeeper,12,,,,,,,,,,
2490,3256.0,Patrick Flynn,Patrick,Flynn,1985-01-13,Ireland,Ireland,,M,Midfielder,12,,,,,,,,,,
2280,2945.0,Michael Foley,Michael,Foley,1983-03-09,Ireland,Ireland,,M,Midfielder,12,,,,,,,,,,
2281,2946.0,Michael Foley-Sheridan,Michael,Foley-Sheridan,1983-03-09,Ireland,Ireland,,M,Midfielder,12,,,,,,,,,,
2562,97968.0,Yoann Folly,Yoann,Folly,1985-06-06,Togo,Togo,,M,Midfielder,12,9.0,1.0,2.0,4.0,3.0,,,1.0,,
2118,93238.0,Diego Forlán,Diego,Forlán,1979-05-19,Uruguay,Uruguay,18.0,F,Striker,12,24.0,1.0,3.0,7.0,14.0,4.0,4.0,2.0,,
1538,122231.0,Mikael Forssell,Mikael,Forssell,1981-03-15,Germany,Finland,,F,Forward,12,32.0,3.0,10.0,12.0,10.0,17.0,1.0,1.0,,
2051,176580.0,Jonathan Fortune,Jonathan,Fortune,1980-08-23,England,England,,D,Defender,12,28.0,5.0,9.0,9.0,10.0,2.0,,2.0,,
277,55008.0,Robbie Fowler,Robbie,Fowler,1975-04-09,England,England,27.0,F,Forward,12,31.0,2.0,12.0,14.0,5.0,7.0,,2.0,,
2521,14515.0,David Fox,David,Fox,1983-12-13,England,England,8.0,M,Centre Central Midfielder,12,,,,,,,,,,
1979,3326.0,Hayden Foxe,Hayden,Foxe,1977-06-23,Australia,Australia,,D,Defender,12,10.0,1.0,1.0,6.0,3.0,1.0,,2.0,,
1346,1595.0,Per Frandsen,Per,Frandsen,1970-02-06,Denmark,Denmark,,M,Midfielder,12,33.0,4.0,9.0,12.0,12.0,1.0,,5.0,,
1628,3255.0,Steffen Freund,Steffen,Freund,1970-01-19,Germany,Germany,,M,Midfielder,12,14.0,2.0,7.0,6.0,1.0,,1.0,1.0,,
1420,6178.0,Brad Friedel,Brad,Friedel,1971-05-18,United States,United States,24.0,G,Goalkeeper,12,36.0,8.0,7.0,17.0,12.0,1.0,,,,
2448,27532.0,Barry Fuller,Barry,Fuller,1984-09-25,England,England,12.0,D,Right Full Back,12,,,,,,,,,,
2204,19911.0,Paul Gallagher,Paul,Gallagher,1984-08-09,Scotland,Scotland,12.0,M,Left/Centre/Right Attacking Midfielder,12,26.0,1.0,6.0,12.0,8.0,3.0,4.0,2.0,,
2054,54991.0,William Gallas,William,Gallas,1977-08-17,France,France,,D,Defender,12,29.0,16.0,4.0,4.0,21.0,,,1.0,,
2592,100229.0,Ioan Viorel Ganea,Ioan Viorel,Ganea,1973-08-10,Romania,Romania,22.0,F,Forward,12,16.0,0.0,5.0,8.0,3.0,3.0,,4.0,,
2041,30076.0,Ricardo Gardner,Ricardo,Gardner,1978-09-25,Jamaica,Jamaica,,M,Midfielder,12,22.0,7.0,8.0,8.0,6.0,,,5.0,,
2000,26598.0,Ryan Garry,Ryan,Garry,1983-09-29,England,England,3.0,D,Defender,12,,,,,,,,,,
321,309.0,Gary Neville,Gary,Neville,1975-02-18,England,England,2.0,D,Right Full Back,12,30.0,11.0,5.0,6.0,19.0,2.0,3.0,5.0,2.0,
1739,2174.0,Diego Gavilan,Diego,Gavilan,1980-03-01,Paraguay,Paraguay,,M,Midfielder,12,,,,,,,,,,
401,1901.0,Scot Gemmill,Scot,Gemmill,1971-01-02,Scotland,Scotland,,M,Midfielder,12,,,,,,,,,,
2316,4710.0,Geremi,Geremi Sorele,Nijtap Fotso,1978-12-20,Cameroon,Cameroon,20.0,M,Midfielder,12,25.0,7.0,5.0,7.0,13.0,1.0,4.0,,,1.0
416,177200.0,Paul Gerrard,Paul,Gerrard,1973-01-22,England,England,28.0,G,Goalkeeper,12,,,,,,,,,,
2481,3241.0,Patrick Gerrbrand,Patrick,Gerrbrand,1981-04-27,Sweden,Sweden,,D,Defender,12,,,,,,,,,,
2443,5209.0,Stelios Giannakopoulos,Stelios,Giannakopoulos,1974-07-12,Greece,Greece,33.0,M,Midfielder,12,31.0,3.0,7.0,11.0,13.0,2.0,3.0,4.0,,
335,323.0,Ryan Giggs,Ryan,Giggs,1973-11-29,Wales,Wales,11.0,M,Left/Centre Central Midfielder,12,33.0,6.0,6.0,8.0,19.0,7.0,11.0,3.0,,
2164,12198.0,Kerrea Gilbert,Kerrea,Gilbert,1987-02-28,England,England,,D,Defender,12,,,,,,,,,,
2165,109097.0,Gilberto Silva,Gilberto,Aparecido da Silva,1976-10-07,Brazil,Brazil,,M,Centre Defensive Midfielder,12,32.0,9.0,10.0,,22.0,4.0,4.0,2.0,,
329,29676.0,Keith Gillespie,Keith,Gillespie,1975-02-18,Northern Ireland,Northern Ireland,,M,Midfielder,12,12.0,1.0,4.0,7.0,1.0,,,2.0,,
2230,48575.0,Rúrik Gíslason,Rúrik,Gíslason,1988-02-25,Iceland,Iceland,19.0,M,Right Winger,12,,,,,,,,,,
851,57620.0,Shay Given,Shay,Given,1976-04-20,Ireland,Ireland,24.0,G,Goalkeeper,12,38.0,11.0,17.0,8.0,13.0,,,1.0,,
2501,3272.0,Luigi Glombard,Luigi,Glombard,1984-08-21,France,France,33.0,F,Forward,12,,,,,,,,,,
1736,2670.0,Alain Goma,Alain,Goma,1972-10-05,France,France,24.0,D,Defender,12,23.0,11.0,8.0,6.0,9.0,,,6.0,,
2026,2597.0,Corrado Grabbi,Corrado,Grabbi,1975-07-29,Italy,Italy,,F,Forward,12,5.0,0.0,1.0,3.0,1.0,,1.0,,,
2182,41781.0,Martin Grainger,Martin,Grainger,1972-08-23,England,England,20.0,D,Defender,12,4.0,0.0,1.0,2.0,1.0,1.0,1.0,,,
2455,302673.0,Anthony Grant,Anthony,Grant,1987-06-04,England,Jamaica,42.0,M,Midfielder,12,,,,,,,,,,
1886,4606.0,Thomas Gravesen,Thomas,Gravesen,1976-03-11,Denmark,Denmark,10.0,M,Midfielder,12,30.0,8.0,10.0,13.0,7.0,2.0,3.0,5.0,,
1253,97071.0,Michael Gray,Michael,Gray,1974-08-03,England,England,33.0,D,Defender,12,14.0,4.0,3.0,7.0,4.0,,,1.0,,
2465,17102.0,Adam Green,Adam,Green,1984-01-12,England,England,3.0,D,Defender,12,4.0,1.0,1.0,1.0,2.0,,,1.0,,
1429,20496.0,Jonathan Greening,Jonathan,Greening,1979-01-02,England,England,30.0,M,Midfielder,12,25.0,5.0,6.0,10.0,9.0,1.0,,5.0,,
1919,5256.0,Grégory Vignal,Gregory,Vignal,1981-07-19,France,France,27.0,D,Left Full Back,12,,,,,,,,,,
2198,2850.0,Vratislav Gresko,Vratislav,Gresko,1977-07-24,Slovakia,Slovakia,18.0,D,Defender,12,24.0,4.0,4.0,12.0,8.0,1.0,,6.0,,
1437,13058.0,Andy Griffin,Andy,Griffin,1979-03-17,England,England,,D,Right Full Back,12,5.0,1.0,3.0,2.0,,,,2.0,,
2563,110790.0,Leandre Griffit,Leandre,Griffit,1984-05-21,France,France,21.0,M,Midfielder,12,5.0,0.0,1.0,3.0,1.0,2.0,,,,
2262,109744.0,Joel Griffiths,Joel,Griffiths,1979-08-21,Australia,Australia,29.0,F,Right Winger,12,,,,,,,,,,
1863,98936.0,Jesper Grønkjaer,Jesper,Grønkjaer,1977-08-12,Denmark,Denmark,10.0,M,Left/Right Winger,12,31.0,5.0,5.0,6.0,20.0,2.0,2.0,5.0,,
1866,24386.0,Eidur Gudjohnsen,Eidur,Gudjohnsen,1978-09-15,Iceland,Iceland,22.0,F,Centre Striker,12,26.0,7.0,4.0,4.0,18.0,6.0,2.0,,,1.0
2173,27791.0,Johannes Karl Gudjonsson,Johannes Karl,Gudjonsson,1980-05-25,Iceland,Iceland,4.0,M,Midfielder,12,11.0,1.0,6.0,4.0,1.0,,,1.0,,
2312,27005.0,Philip Gulliver,Philip,Gulliver,1982-09-12,England,England,,D,Defender,12,,,,,,,,,,
1201,279326.0,Steve Guppy,Steve,Guppy,1969-03-29,England,England,,M,Midfielder,12,15.0,1.0,8.0,6.0,1.0,,2.0,,,
2451,3195.0,Gustavo Lazzaretti,Gustavo,Lazzaretti de Araújo,1984-03-09,Brazil,Brazil,,D,Defender,12,,,,,,,,,,
2575,26834.0,Gabor Gyepes,Gabor,Gyepes,1981-06-26,Hungary,Hungary,19.0,D,Defender,12,,,,,,,,,,
938,2443.0,Alf Inge Haaland,Alf Inge,Haaland,1972-11-23,Norway,Norway,,D,Defender,12,,,,,,,,,,
1688,127422.0,Mustapha Hadji,Mustapha,Hadji,1971-11-16,Morocco,Morocco,25.0,M,Midfielder,12,1.0,0.0,,1.0,,,,,,
2558,12491.0,Fitz Hall,Fitz,Hall,1980-12-20,England,England,17.0,D,Centre Central Defender,12,11.0,0.0,2.0,6.0,3.0,,,,,
1829,26395.0,John Halls,John,Halls,1982-02-14,England,England,21.0,D,Defender,12,,,,,,,,,,
1595,29970.0,Dietmar Hamann,Dietmar,Hamann,1973-08-27,Germany,Germany,16.0,M,Midfielder,12,25.0,11.0,9.0,5.0,11.0,2.0,2.0,6.0,,
2496,3263.0,Joe Hamill,Joe,Hamill,1984-02-25,Scotland,Scotland,23.0,M,Midfielder,12,,,,,,,,,,
2087,29281.0,Elvis Hammond,Elvis,Hammond,1980-10-06,Ghana,Ghana,,F,Forward,12,,,,,,,,,,
2431,119611.0,Gary Harkins,Gary,Harkins,1985-01-02,Scotland,Scotland,29.0,M,Midfielder,12,,,,,,,,,,
1147,178573.0,Jon Harley,Jon,Harley,1979-09-26,England,England,,D,Defender,12,4.0,0.0,,3.0,1.0,,,,,
709,20192.0,Steve Harper,Steve,Harper,1975-03-14,England,England,33.0,G,Goalkeeper,12,,,,,,,,,,
2502,3273.0,Paul Harrison,Paul,Harrison,1984-12-18,England,England,,G,Goalkeeper,12,,,,,,,,,,
1045,10049.0,Ian Harte,Ian,Harte,1977-08-31,Ireland,Ireland,14.0,D,Left Full Back,12,23.0,2.0,6.0,11.0,6.0,1.0,4.0,,1.0,
1413,4165.0,Jimmy Floyd Hasselbaink,Jimmy Floyd,Hasselbaink,1972-03-27,Suriname,Netherlands,18.0,F,Forward,12,30.0,8.0,6.0,5.0,19.0,12.0,5.0,6.0,,
2085,19002.0,Barry Hayles,Barry,Hayles,1972-05-17,England,England,,F,Forward,12,26.0,0.0,4.0,13.0,9.0,4.0,2.0,3.0,,
2265,91261.0,Gavin Rothery,Gavin,Rothery,1987-09-22,England,England,,M,Central Midfielder,12,,,,,,,,,,
684,2874.0,Gary Rowett,Gary,Rowett,1974-03-06,England,England,,D,Defender,12,1.0,0.0,,1.0,,,,,,
1513,219619.0,Simon Royce,Simon,Royce,1971-09-09,England,England,48.0,G,Goalkeeper,12,1.0,0.0,,1.0,,,,,,
1517,1846.0,Richard Rufus,Richard,Rufus,1975-01-12,England,England,,D,Defender,12,,,,,,,,,,
2591,143122.0,Carlos Ruiz,Carlos,Ruiz,1979-09-15,Guatemala,Guatemala,29.0,F,Forward,12,,,,,,,,,,
1946,134432.0,Sam Russell,Sam,Russell,1982-10-04,England,England,23.0,G,Goalkeeper,12,,,,,,,,,,
2183,161320.0,Mat Sadler,Mat,Sadler,1985-02-26,England,England,23.0,D,Centre Central Defender,12,,,,,,,,,,
1598,6569.0,Louis Saha,Louis,Saha,1978-08-08,France,France,25.0,F,Centre Striker,12,33.0,4.0,7.0,11.0,15.0,20.0,7.0,1.0,,
2478,98436.0,Lamine Sakho,Lamine,Sakho,1977-09-28,Senegal,Senegal,22.0,F,Forward,12,17.0,1.0,3.0,12.0,2.0,1.0,1.0,3.0,,
2224,128202.0,Lloyd Sam,Lloyd,Sam,1984-09-27,England,Ghana,16.0,M,Right Winger,12,,,,,,,,,,
2268,189252.0,Sam Hird,Adrian Samuel,Hird,1987-09-07,England,England,6.0,D,Centre Central Defender,12,,,,,,,,,,
1505,26835.0,Jlloyd Samuel,Jlloyd,Samuel,1981-03-29,Trinidad & Tobago,Trinidad & Tobago,21.0,D,Defender,12,38.0,12.0,11.0,12.0,15.0,2.0,4.0,6.0,,
2219,27414.0,Osei Sankofa,Osei,Sankofa,1985-03-19,England,England,,D,Defender,12,,,,,,,,,,
2247,2909.0,Facundo Sava,Facundo,Sava,1974-03-07,Argentina,Argentina,,F,Forward,12,6.0,0.0,1.0,3.0,2.0,1.0,,1.0,,
706,54999.0,Robbie Savage,Robbie,Savage,1974-10-18,Wales,Wales,8.0,M,Midfielder,12,31.0,10.0,13.0,9.0,9.0,3.0,4.0,13.0,,
1980,3325.0,Sebastien Schemmel,Sebastien,Schemmel,1975-06-02,France,France,,D,Defender,12,14.0,2.0,3.0,7.0,4.0,,1.0,5.0,1.0,
2508,11230.0,Kasper Schmeichel,Kasper,Schmeichel,1986-11-05,Denmark,Denmark,1.0,G,Goalkeeper,12,,,,,,,,,,
336,324.0,Paul Scholes,Paul,Scholes,1974-11-16,England,England,22.0,M,Centre Central Midfielder,12,28.0,7.0,5.0,5.0,18.0,9.0,3.0,5.0,,
2241,20157.0,Steven Schumacher,Steven,Schumacher,1984-04-30,England,England,8.0,M,Centre Central Midfielder,12,,,,,,,,,,
1218,58158.0,Mark Schwarzer,Mark,Schwarzer,1972-10-06,Australia,Australia,32.0,G,Goalkeeper,12,36.0,13.0,9.0,16.0,11.0,,,,,
660,97880.0,Riccardo Scimeca,Riccardo,Scimeca,1975-06-13,England,England,19.0,D,Defender,12,29.0,6.0,12.0,14.0,3.0,1.0,2.0,5.0,,1.0
884,98169.0,James Scowcroft,James,Scowcroft,1975-11-15,England,England,,F,Forward,12,35.0,6.0,13.0,17.0,5.0,5.0,3.0,2.0,,1.0
1,119183.0,David Seaman,David,Seaman,1963-09-19,England,England,,G,Goalkeeper,12,19.0,3.0,7.0,7.0,5.0,,,,,
1833,13631.0,Sebastian Svärd,Sebastian,Cann-Svärd,1983-01-15,Denmark,Denmark,15.0,M,Midfielder,12,,,,,,,,,,
2412,154029.0,Philippe Senderos,Philippe,Senderos,1985-02-14,Switzerland,Switzerland,4.0,D,Central Defender,12,,,,,,,,,,
2588,100332.0,Seol Ki-Hyeon,Ki-Hyeon,Seol,1979-01-08,South Korea,South Korea,7.0,M,Left/Right Winger,12,,,,,,,,,,
2161,2797.0,Rami Shaaban,Rami,Shaaban,1975-06-30,Sweden,Sweden,,G,Goalkeeper,12,,,,,,,,,,
2046,10028.0,Ricky Shakes,Ricky,Shakes,1985-01-25,England,Guyana,7.0,M,Midfielder,12,,,,,,,,,,
1934,115063.0,Shaun Wright-Phillips,Shaun,Wright-Phillips,1981-10-25,England,England,98.0,M,Left/Right Winger,12,34.0,5.0,14.0,12.0,8.0,7.0,2.0,2.0,,1.0
89,1440.0,Alan Shearer,Alan,Shearer,1970-08-13,England,England,9.0,F,Forward,12,37.0,11.0,17.0,7.0,13.0,22.0,4.0,1.0,,
2494,285344.0,Alan Sheehan,Alan,Sheehan,1986-09-14,Ireland,Ireland,44.0,D,Central Defender,12,,,,,,,,,,
576,110022.0,Teddy Sheringham,Teddy,Sheringham,1966-04-02,England,England,,F,Centre Second Striker,12,32.0,6.0,7.0,14.0,11.0,9.0,4.0,5.0,,
78,3336.0,Tim Sherwood,Tim,Sherwood,1969-02-06,England,England,,M,Midfielder,12,13.0,0.0,2.0,8.0,3.0,,1.0,6.0,,
1962,19282.0,Shola Ameobi,Foluwashola,Ameobi,1981-10-12,Nigeria,Nigeria,9.0,F,Centre Striker,12,26.0,2.0,9.0,7.0,10.0,7.0,2.0,,,
1037,4325.0,Craig Short,Craig,Short,1968-06-25,England,England,24.0,D,Defender,12,19.0,6.0,3.0,9.0,7.0,1.0,,1.0,,
1931,15232.0,Chris Shuker,Chris,Shuker,1982-05-09,England,England,23.0,M,Midfielder,12,,,,,,,,,,
2513,4818.0,Antoine Sibierski,Antoine,Sibierski,1974-08-05,France,France,6.0,F,Forward,12,33.0,2.0,12.0,13.0,8.0,5.0,4.0,1.0,,
2582,3402.0,Silas,Jorge Manuel,Rebelo Fernandes,1976-09-01,Portugal,Portugal,14.0,M,Midfielder,12,9.0,0.0,1.0,8.0,,,,,,
1719,126227.0,Mikaël Silvestre,Mikaël,Silvestre,1977-08-09,France,France,16.0,D,Left/Centre Central Defender,12,34.0,11.0,5.0,9.0,20.0,,1.0,2.0,,
2411,26857.0,Frankie Simek,Frankie,Simek,1984-10-13,United States,United States,2.0,D,Defender,12,,,,,,,,,,
1554,28761.0,Steve Simonsen,Steve,Simonsen,1979-04-03,England,England,1.0,G,Goalkeeper,12,1.0,0.0,,1.0,,,,,,
2288,101269.0,Florent Sinama-Pongolle,Florent,Sinama-Pongolle,1984-10-20,Reunion,France,11.0,F,Left/Centre/Right Striker,12,15.0,0.0,5.0,3.0,7.0,2.0,1.0,,,
103,29322.0,Frank Sinclair,Frank,Sinclair,1971-12-03,Jamaica,Jamaica,15.0,D,Defender,12,14.0,1.0,3.0,8.0,3.0,1.0,1.0,2.0,,
1908,2402.0,Harpal Singh,Harpal,Singh,1981-09-15,England,England,32.0,M,Midfielder,12,,,,,,,,,,
1803,2431.0,Daniel Sjölund,Daniel,Sjölund,1983-04-22,Finland,Finland,,F,Forward,12,,,,,,,,,,
2414,9336.0,Ólafur Ingi Skúlason,Ólafur Ingi,Skúlason,1983-04-01,Iceland,Iceland,16.0,M,Centre Defensive Midfielder,12,,,,,,,,,,
2146,16409.0,Jamie Slabber,Jamie,Slabber,1984-12-31,England,England,,F,Forward,12,,,,,,,,,,
2484,3246.0,Jay Smedley,Jay,Smedley,1987-02-18,England,England,,D,Defender,12,,,,,,,,,,
2452,4194.0,Alexei Smertin,Alexei,Smertin,1975-05-01,Russia,Russia,16.0,M,Midfielder,12,26.0,3.0,7.0,11.0,8.0,,,3.0,,
1711,146527.0,Vladimir Smicer,Vladimir,Smicer,1973-05-24,Czech Republic,Czech Republic,11.0,M,Midfielder,12,20.0,0.0,5.0,6.0,9.0,3.0,1.0,1.0,,
2416,97963.0,Ryan Smith,Ryan,Smith,1986-11-10,England,England,,M,Midfielder,12,,,,,,,,,,
1597,27645.0,Nolberto Solano,Nolberto,Solano,1974-12-12,Peru,Peru,24.0,M,Midfielder,12,22.0,4.0,9.0,4.0,9.0,,5.0,1.0,,1.0
1217,1425.0,Ole Gunnar Solskjaer,Ole Gunnar,Solskjaer,1973-02-26,Norway,Norway,20.0,F,Forward,12,13.0,0.0,3.0,4.0,6.0,,2.0,2.0,,
2295,4321.0,David Sommeil,David,Sommeil,1974-08-10,France,France,14.0,D,Defender,12,18.0,3.0,7.0,7.0,4.0,1.0,,3.0,,
153,2732.0,Gareth Southgate,Gareth,Southgate,1970-09-03,England,England,6.0,D,Defender,12,27.0,11.0,7.0,11.0,9.0,1.0,2.0,1.0,,
2334,305389.0,Tim Sparv,Tim,Sparv,1987-02-20,Finland,Finland,20.0,M,Midfielder,12,,,,,,,,,,
2518,142305.0,Jonathan Spector,Jonathan,Spector,1986-03-01,United States,United States,2.0,D,Left/Right Full Back,12,,,,,,,,,,
239,30153.0,Gary Speed,Gary,Speed,1969-09-08,Wales,Wales,15.0,M,Midfielder,12,38.0,9.0,17.0,8.0,13.0,3.0,3.0,7.0,,
2004,28375.0,John Spicer,John,Spicer,1983-09-13,England,England,25.0,M,Midfielder,12,,,,,,,,,,
2263,139859.0,Matthew Spring,Matthew,Spring,1979-11-17,England,England,,M,Midfielder,12,,,,,,,,,,
708,727.0,Pavel Srnicek,Pavel,Srnicek,1968-03-10,Czech Republic,Czech Republic,24.0,G,Goalkeeper,12,3.0,1.0,1.0,2.0,,,,,,
1828,42275.0,Graham Stack,Graham,Stack,1981-09-26,Ireland,Ireland,1.0,G,Goalkeeper,12,,,,,,,,,,
1862,278368.0,Mario Stanic,Mario,Stanic,1972-04-10,Croatia,Croatia,12.0,M,Midfielder,12,2.0,0.0,,,2.0,,,,,
2436,167572.0,Jon Stead,Jon,Stead,1983-04-07,England,England,16.0,F,Centre Striker,12,13.0,3.0,2.0,5.0,6.0,6.0,,,,
2485,316706.0,Richard Stearman,Richard,Stearman,1987-08-19,England,England,16.0,D,Centre Central Defender,12,,,,,,,,,,
2113,187307.0,Luke Steele,Luke,Steele,1984-09-24,England,England,14.0,G,Goalkeeper,12,,,,,,,,,,
1095,27653.0,Dejan Stefanovic,Dejan,Stefanovic,1974-10-28,Serbia,Serbia,,D,Defender,12,32.0,5.0,6.0,14.0,12.0,3.0,,4.0,,1.0
1832,2296.0,Igors Stepanovs,Igors,Stepanovs,1976-01-21,Latvia,Latvia,,D,Defender,12,,,,,,,,,,
1974,19963.0,Stephen Kelly,Stephen,Kelly,1983-09-06,Ireland,Ireland,2.0,D,Left/Right Full Back,12,11.0,2.0,2.0,6.0,3.0,,,,,
1708,115071.0,Jordan Stewart,Jordan,Stewart,1982-03-03,England,England,3.0,D,Full Back,12,25.0,5.0,10.0,10.0,5.0,1.0,2.0,1.0,,
1584,27553.0,Robbie Stockdale,Robbie,Stockdale,1979-11-30,Scotland,Scotland,,D,Defender,12,2.0,0.0,1.0,1.0,,,,,,
2077,95986.0,Andrejs Stolcers,Andrejs,Stolcers,1974-07-08,Latvia,Latvia,,M,Midfielder,12,,,,,,,,,,
406,3337.0,Steve Stone,Steve,Stone,1971-08-20,England,England,,M,Midfielder,12,32.0,5.0,8.0,13.0,11.0,2.0,5.0,2.0,,1.0
111,3673.0,Graham Stuart,Graham,Stuart,1970-10-24,England,England,4.0,M,Midfielder,12,28.0,3.0,8.0,10.0,10.0,3.0,1.0,,,
1295,142721.0,Stuart Taylor,Stuart,Taylor,1980-11-28,England,England,28.0,G,Goalkeeper,12,,,,,,,,,,
1017,4574.0,Alan Stubbs,Alan,Stubbs,1971-10-06,England,England,15.0,D,Defender,12,27.0,7.0,8.0,11.0,8.0,,,3.0,,
2290,8549.0,Kevin Stuhr-Ellegaard,Kevin,Stuhr-Ellegaard,1983-05-23,Denmark,Denmark,1.0,G,Goalkeeper,12,4.0,0.0,1.0,3.0,,,,,,
1178,3410.0,Dean Sturridge,Dean,Sturridge,1973-07-27,England,England,,F,Forward,12,5.0,0.0,,5.0,,,1.0,,,
583,27204.0,Neil Sullivan,Neil,Sullivan,1970-02-24,Scotland,Scotland,1.0,G,Goalkeeper,12,4.0,3.0,,1.0,3.0,,,,,
769,3431.0,Nicky Summerbee,Nicky,Summerbee,1971-08-26,England,England,,M,Midfielder,12,,,,,,,,,,
2296,2963.0,Sun Jihai,Jihai,Sun,1977-09-30,China,China,17.0,D,Defender,12,33.0,6.0,12.0,12.0,9.0,1.0,5.0,8.0,1.0,
2338,264366.0,Andrew Surman,Andrew,Surman,1986-08-20,South Africa,England,16.0,M,Centre Central Midfielder,12,,,,,,,,,,
1853,3686.0,Mathias Svensson,Mathias,Svensson,1974-09-24,Sweden,Sweden,19.0,F,Forward,12,3.0,0.0,1.0,1.0,1.0,,,,,
2495,3262.0,Mohamed Sylla,Mohamed,Sylla,1977-03-13,Guinea,Guinea,22.0,M,Midfielder,12,,,,,,,,,,
2461,16861.0,Michael Symes,Michael,Symes,1983-10-31,England,England,21.0,F,Forward,12,,,,,,,,,,
1751,122559.0,Thomas Sørensen,Thomas,Sørensen,1976-06-12,Denmark,Denmark,1.0,G,Goalkeeper,12,38.0,12.0,11.0,12.0,15.0,,,1.0,,
1014,1913.0,Gerry Taggart,Gerry,Taggart,1970-10-18,Northern Ireland,Northern Ireland,,D,Defender,12,9.0,1.0,2.0,6.0,1.0,,,1.0,1.0,
2439,3172.0,Jason Talbot,Jason,Talbot,1985-09-30,England,England,,D,Defender,12,,,,,,,,,,
880,26668.0,Mauricio Taricco,Mauricio,Taricco,1973-03-10,Argentina,Argentina,27.0,D,Defender,12,32.0,5.0,6.0,16.0,10.0,1.0,1.0,10.0,,
